Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																											
Дата голосования: 02.12.2007																																																											
																																																											
Наименование Избирательной комиссии:    Выксунская																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №2490					
		0.28%	0.55%	0.62%	0.06%	0.00%	0.39%	0.12%	0.34%	0.29%	1.06%	0.50%	0.23%	0.52%	0.34%	0.26%	0.38%	0.85%	0.30%	0.51%	0.40%	0.20%	0.13%	0.43%	0.30%	0.32%	0.10%	0.22%	0.09%	0.00%	0.08%	0.00%	0.31%	0.09%	0.28%	0.00%	0.17%	0.21%	0.22%	0.10%	0.00%	0.00%	0.12%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.01%					
23	6.Политическая партия «Партия социальной справедливости»	63	2	2	4	5	0	0	0	2	4	5	1	4	2	3	1	0	2	1	1	2	0	2	1	2	0	1	2	0	1	3	0	2	3	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0					
		0.13%	0.14%	0.25%	0.25%	0.37%	0.00%	0.00%	0.00%	0.15%	0.30%	0.35%	0.23%	0.26%	0.10%	0.20%	0.06%	0.00%	0.12%	0.06%	0.08%	0.20%	0.00%	0.12%	0.06%	0.13%	0.00%	0.11%	0.18%	0.00%	0.08%	0.22%	0.00%	0.18%	0.42%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.16%	0.00%	0.00%	0.37%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	4260	144	90	109	123	65	75	89	112	122	98	23	122	200	129	140	22	135	142	88	85	125	144	170	139	88	110	85	23	114	94	137	111	32	81	80	28	81	82	12	58	62	32	30	17	22	3	13	33	19	18	58	46					
		8.54%	9.94%	11.15%	6.92%	9.06%	8.49%	8.94%	7.45%	8.24%	9.24%	6.94%	5.22%	7.88%	9.85%	8.39%	8.92%	9.36%	8.04%	8.97%	7.11%	8.51%	8.40%	8.77%	10.11%	8.81%	9.12%	12.22%	7.56%	3.86%	9.31%	6.97%	10.52%	9.96%	4.52%	11.05%	13.33%	5.79%	8.71%	8.13%	5.19%	8.33%	7.64%	7.90%	6.33%	6.32%	7.24%	2.73%	10.08%	5.13%	12.42%	7.11%	10.74%	9.27%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2711	74	36	96	65	39	51	69	92	108	74	19	111	114	84	82	13	73	90	81	58	81	91	104	86	71	61	56	28	54	57	89	53	36	35	23	19	42	62	16	42	46	7	11	10	11	0	7	19	1	9	15	40					
		5.43%	5.11%	4.46%	6.09%	4.79%	5.09%	6.08%	5.78%	6.77%	8.18%	5.24%	4.31%	7.17%	5.61%	5.46%	5.22%	5.53%	4.35%	5.69%	6.54%	5.81%	5.44%	5.54%	6.18%	5.45%	7.36%	6.78%	4.98%	4.70%	4.41%	4.23%	6.84%	4.76%	5.08%	4.77%	3.83%	3.93%	4.52%	6.15%	6.93%	6.03%	5.67%	1.73%	2.32%	3.72%	3.62%	0.00%	5.43%	2.95%	0.65%	3.56%	2.78%	8.06%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	258	9	5	7	8	3	5	7	8	5	1	3	7	10	12	4	3	8	8	9	4	10	8	22	4	2	4	8	2	5	8	8	6	2	1	1	2	6	8	0	6	5	3	2	0	1	0	0	3	0	0	3	2					
		0.52%	0.62%	0.62%	0.44%	0.59%	0.39%	0.60%	0.59%	0.59%	0.38%	0.07%	0.68%	0.45%	0.49%	0.78%	0.25%	1.28%	0.48%	0.51%	0.73%	0.40%	0.67%	0.49%	1.31%	0.25%	0.21%	0.44%	0.71%	0.34%	0.41%	0.59%	0.61%	0.54%	0.28%	0.14%	0.17%	0.41%	0.65%	0.79%	0.00%	0.86%	0.62%	0.74%	0.42%	0.00%	0.33%	0.00%	0.00%	0.47%	0.00%	0.00%	0.56%	0.40%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	36251	1049	583	1170	983	561	589	841	967	816	973	347	1041	1469	1144	1205	167	1246	1089	805	700	999	1172	1134	1099	664	648	856	511	948	1038	918	822	595	553	443	385	658	700	188	534	613	338	395	210	238	101	104	552	123	197	414	356					
		72.67%	72.39%	72.24%	74.24%	72.39%	73.24%	70.20%	70.44%	71.16%	61.82%	68.86%	78.68%	67.20%	72.33%	74.38%	76.75%	71.06%	74.21%	68.79%	65.02%	70.07%	67.14%	71.38%	67.42%	69.69%	68.81%	72.00%	76.16%	85.74%	77.39%	77.00%	70.51%	73.79%	84.04%	75.44%	73.83%	79.55%	70.75%	69.44%	81.39%	76.72%	75.49%	83.46%	83.33%	78.07%	78.29%	91.82%	80.62%	85.85%	80.39%	77.87%	76.67%	71.77%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	336	8	8	10	11	2	8	12	13	13	17	1	17	18	13	12	1	13	12	10	7	12	12	10	12	8	3	4	1	10	10	6	5	3	3	3	3	3	6	0	6	1	0	0	0	0	0	0	3	1	2	3	0					
		0.67%	0.55%	0.99%	0.63%	0.81%	0.26%	0.95%	1.01%	0.96%	0.98%	1.20%	0.23%	1.10%	0.89%	0.85%	0.76%	0.43%	0.77%	0.76%	0.81%	0.70%	0.81%	0.73%	0.59%	0.76%	0.83%	0.33%	0.36%	0.17%	0.82%	0.74%	0.46%	0.45%	0.42%	0.41%	0.50%	0.62%	0.32%	0.60%	0.00%	0.86%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.65%	0.79%	0.56%	0.00%					
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
