Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																											
Дата голосования: 04.12.2011																																																											
																																																											
Наименование Избирательной комиссии:    Выксунская																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №2490					
		10.82%	11.51%	13.20%	10.04%	10.69%	11.46%	11.91%	9.65%	9.90%	9.20%	9.40%	10.44%	9.85%	9.54%	10.27%	13.48%	16.17%	9.69%	10.40%	10.26%	12.50%	11.16%	9.41%	9.35%	10.50%	11.27%	11.50%	11.39%	11.92%	12.33%	11.97%	12.91%	13.67%	12.63%	11.24%	16.85%	10.73%	11.32%	10.99%	9.09%	9.33%	7.81%	9.32%	7.32%	7.14%	4.09%	8.33%	9.88%	9.00%	13.89%	13.64%	9.78%	11.90%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	289	9	6	8	8	3	9	10	8	9	10	6	4	6	6	3	1	15	13	5	3	12	8	11	9	7	6	5	1	7	9	8	11	6	10	6	2	2	3	0	3	4	3	2	2	1	2	1	2	0	1	1	2					
		0.72%	0.63%	0.65%	0.69%	0.67%	0.49%	1.29%	1.25%	0.50%	0.61%	0.70%	0.59%	0.39%	0.72%	0.68%	0.23%	0.60%	1.11%	0.95%	0.66%	0.71%	0.90%	0.59%	0.94%	0.66%	1.13%	0.78%	0.60%	0.23%	0.77%	1.10%	0.67%	1.07%	1.07%	1.70%	1.08%	0.52%	0.24%	0.35%	0.00%	0.52%	0.61%	0.76%	0.54%	1.30%	0.45%	2.38%	1.23%	0.50%	0.00%	0.57%	0.28%	0.46%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	12624	515	325	315	383	199	224	258	554	500	445	356	339	251	252	378	48	440	451	280	116	470	475	464	474	181	240	231	102	281	245	364	336	117	149	133	95	282	284	44	130	183	70	39	59	72	24	26	92	23	63	102	145					
		31.34%	36.14%	35.44%	27.04%	31.99%	32.57%	32.14%	32.33%	34.28%	33.81%	31.23%	35.07%	33.40%	30.31%	28.77%	28.64%	28.74%	32.54%	33.04%	36.84%	27.36%	35.21%	35.19%	39.79%	34.55%	29.15%	31.37%	27.70%	23.83%	30.95%	29.91%	30.31%	32.81%	20.82%	25.38%	23.84%	24.87%	33.25%	33.57%	21.05%	22.45%	28.02%	17.63%	10.57%	38.31%	32.73%	28.57%	32.10%	23.00%	21.30%	35.80%	28.49%	33.18%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	752	42	11	30	28	12	14	23	36	34	36	19	28	21	10	25	3	35	27	25	8	23	20	28	33	18	19	15	2	10	9	14	13	5	4	6	7	11	9	0	6	13	2	1	0	0	0	1	3	3	4	3	3					
		1.87%	2.95%	1.20%	2.58%	2.34%	1.96%	2.01%	2.88%	2.23%	2.30%	2.53%	1.87%	2.76%	2.54%	1.14%	1.89%	1.80%	2.59%	1.98%	3.29%	1.89%	1.72%	1.48%	2.40%	2.41%	2.90%	2.48%	1.80%	0.47%	1.10%	1.10%	1.17%	1.27%	0.89%	0.68%	1.08%	1.83%	1.30%	1.06%	0.00%	1.04%	1.99%	0.50%	0.27%	0.00%	0.00%	0.00%	1.23%	0.75%	2.78%	2.27%	0.84%	0.69%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	17140	537	341	550	521	259	271	327	637	584	601	407	393	348	397	552	63	555	542	277	191	516	551	426	564	250	297	373	205	348	326	465	408	296	284	251	178	348	349	132	345	351	248	274	65	121	46	43	228	57	64	192	186					
		42.55%	37.68%	37.19%	47.21%	43.53%	42.39%	38.88%	40.98%	39.42%	39.49%	42.18%	40.10%	38.72%	42.03%	45.32%	41.82%	37.72%	41.05%	39.71%	36.45%	45.05%	38.65%	40.81%	36.54%	41.11%	40.26%	38.82%	44.72%	47.90%	38.33%	39.80%	38.72%	39.84%	52.67%	48.38%	44.98%	46.60%	41.04%	41.25%	63.16%	59.59%	53.75%	62.47%	74.25%	42.21%	55.00%	54.76%	53.09%	57.00%	52.78%	36.36%	53.63%	42.56%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	183	0	6	8	6	3	1	5	10	12	12	4	9	4	4	6	0	10	6	3	2	5	4	1	7	2	6	5	3	5	1	8	5	1	2	0	1	4	2	1	1	1	0	1	1	0	0	0	0	0	2	1	2					
		0.45%	0.00%	0.65%	0.69%	0.50%	0.49%	0.14%	0.63%	0.62%	0.81%	0.84%	0.39%	0.89%	0.48%	0.46%	0.45%	0.00%	0.74%	0.44%	0.39%	0.47%	0.37%	0.30%	0.09%	0.51%	0.32%	0.78%	0.60%	0.70%	0.55%	0.12%	0.67%	0.49%	0.18%	0.34%	0.00%	0.26%	0.47%	0.24%	0.48%	0.17%	0.15%	0.00%	0.27%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	1.14%	0.28%	0.46%					
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
