Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																							
Дата голосования: 02.12.2007																							
																							
Наименование Избирательной комиссии:    Лухская																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
18	1.Политическая партия «Аграрная партия России»	361	102	14	30	25	25	6	9	23	27	8	4	19	9	17	36	7					
		7.63%	6.54%	6.83%	14.22%	15.06%	10.16%	7.59%	8.26%	12.37%	5.67%	10.53%	6.15%	9.41%	8.41%	9.50%	5.08%	4.40%					
19	2.Всероссийская политическая партия «Гражданская Сила»	25	8	2	0	1	1	0	0	2	6	0	1	1	0	1	2	0					
		0.53%	0.51%	0.98%	0.00%	0.60%	0.41%	0.00%	0.00%	1.08%	1.26%	0.00%	1.54%	0.50%	0.00%	0.56%	0.28%	0.00%					
20	3.Политическая партия «Демократическая партия России»	8	4	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0					
		0.17%	0.26%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	1.32%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	479	197	22	18	16	19	2	15	20	60	16	3	17	3	7	56	8					
		10.12%	12.64%	10.73%	8.53%	9.64%	7.72%	2.53%	13.76%	10.75%	12.61%	21.05%	4.62%	8.42%	2.80%	3.91%	7.91%	5.03%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	65	18	1	0	2	3	2	2	1	9	1	1	2	4	1	17	1					
		1.37%	1.15%	0.49%	0.00%	1.20%	1.22%	2.53%	1.83%	0.54%	1.89%	1.32%	1.54%	0.99%	3.74%	0.56%	2.40%	0.63%					
23	6.Политическая партия «Партия социальной справедливости»	16	4	0	1	1	1	0	0	0	1	0	0	1	0	0	4	3					
		0.34%	0.26%	0.00%	0.47%	0.60%	0.41%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.50%	0.00%	0.00%	0.56%	1.89%					
24	7.Политическая партия «Либерально-демократическая партия России»	503	181	16	38	11	22	9	3	22	51	7	3	23	19	18	66	14					
		10.63%	11.61%	7.80%	18.01%	6.63%	8.94%	11.39%	2.75%	11.83%	10.71%	9.21%	4.62%	11.39%	17.76%	10.06%	9.32%	8.81%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	472	212	10	17	9	21	5	3	13	45	5	3	24	7	9	73	16					
		9.97%	13.60%	4.88%	8.06%	5.42%	8.54%	6.33%	2.75%	6.99%	9.45%	6.58%	4.62%	11.88%	6.54%	5.03%	10.31%	10.06%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	42	16	2	2	1	4	0	0	2	6	1	1	0	0	2	5	0					
		0.89%	1.03%	0.98%	0.95%	0.60%	1.63%	0.00%	0.00%	1.08%	1.26%	1.32%	1.54%	0.00%	0.00%	1.12%	0.71%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	2713	791	138	103	99	149	54	77	102	266	37	47	114	62	123	441	110					
		57.32%	50.74%	67.32%	48.82%	59.64%	60.57%	68.35%	70.64%	54.84%	55.88%	48.68%	72.31%	56.44%	57.94%	68.72%	62.29%	69.18%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	17	13	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0					
		0.36%	0.83%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
