Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Ярославская - 195																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870									
		1.54%	1.55%	1.54%	0.40%	0.82%	1.36%	1.48%	0.78%	2.96%	2.39%	2.34%	0.73%	1.68%	0.58%	0.00%	6.61%	1.88%	0.96%	0.59%	1.64%	0.49%	1.74%									
24	"6. Политическая партия ""Гражданская Платформа"""	23	3	3	2	4	1	1	0	3	4	0	1	0	0	0	1	0	0	0	0	0	0									
		0.27%	0.52%	0.39%	0.40%	0.65%	0.19%	0.11%	0.00%	0.74%	0.74%	0.00%	0.24%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1684	106	163	110	108	86	173	81	67	115	32	89	118	35	42	79	20	78	83	60	20	19									
		19.45%	18.24%	20.98%	22.18%	17.68%	16.73%	18.29%	21.15%	16.50%	21.14%	14.95%	21.76%	28.37%	20.47%	27.63%	23.72%	12.50%	18.71%	16.34%	19.74%	9.85%	16.52%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	72	1	14	3	3	7	13	2	3	8	2	1	4	2	1	2	0	2	2	2	0	0									
		0.83%	0.17%	1.80%	0.60%	0.49%	1.36%	1.37%	0.52%	0.74%	1.47%	0.93%	0.24%	0.96%	1.17%	0.66%	0.60%	0.00%	0.48%	0.39%	0.66%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	96	3	10	3	10	11	11	5	5	9	3	0	4	0	0	5	2	5	2	3	1	4									
		1.11%	0.52%	1.29%	0.60%	1.64%	2.14%	1.16%	1.31%	1.23%	1.65%	1.40%	0.00%	0.96%	0.00%	0.00%	1.50%	1.25%	1.20%	0.39%	0.99%	0.49%	3.48%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	0	2	1	0	0	4	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0									
		0.12%	0.00%	0.26%	0.20%	0.00%	0.00%	0.42%	0.26%	0.25%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	256	16	20	14	22	22	28	16	16	24	3	8	4	4	4	10	4	14	14	4	3	6									
		2.96%	2.75%	2.57%	2.82%	3.60%	4.28%	2.96%	4.18%	3.94%	4.41%	1.40%	1.96%	0.96%	2.34%	2.63%	3.00%	2.50%	3.36%	2.76%	1.32%	1.48%	5.22%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1289	80	128	80	105	80	135	51	50	82	22	63	86	14	27	44	23	62	86	56	7	8									
		14.88%	13.77%	16.47%	16.13%	17.18%	15.56%	14.27%	13.32%	12.32%	15.07%	10.28%	15.40%	20.67%	8.19%	17.76%	13.21%	14.38%	14.87%	16.93%	18.42%	3.45%	6.96%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	47	5	7	7	5	1	2	1	1	1	2	2	0	1	0	4	1	2	4	0	0	1									
		0.54%	0.86%	0.90%	1.41%	0.82%	0.19%	0.21%	0.26%	0.25%	0.18%	0.93%	0.49%	0.00%	0.58%	0.00%	1.20%	0.63%	0.48%	0.79%	0.00%	0.00%	0.87%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	473	26	42	21	34	27	69	14	38	17	10	21	30	12	4	15	8	38	22	15	4	6									
		5.46%	4.48%	5.41%	4.23%	5.56%	5.25%	7.29%	3.66%	9.36%	3.13%	4.67%	5.13%	7.21%	7.02%	2.63%	4.50%	5.00%	9.11%	4.33%	4.93%	1.97%	5.22%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
