Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																							
Дата голосования: 04.12.2011																																							
																																							
Наименование Избирательной комиссии:    Большеглушицкая																																							
																																							
Сводная таблица результатов выборов																																							
																																							
		Сумма	УИК №1191	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	28	1	0	0	0	2	0	0	0	1	0	0	1	0	0	1	2	2	2	1	0	2	2	1	0	0	2	1	3	2	1	0	1					
		0.30%	0.18%	0.00%	0.00%	0.00%	1.56%	0.00%	0.00%	0.00%	1.06%	0.00%	0.00%	0.26%	0.00%	0.00%	0.31%	0.52%	0.45%	0.62%	0.23%	0.00%	0.32%	0.35%	0.31%	0.00%	0.00%	0.47%	0.27%	1.45%	0.39%	1.79%	0.00%	0.26%					
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
