Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    Тындинская городская																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №2001	УИК №2002	УИК №2003	УИК №2004	УИК №2005	УИК №2006	УИК №2007	УИК №2008	УИК №2009	УИК №2010	УИК №2011	УИК №2012	УИК №2013	УИК №2014	УИК №2015	УИК №2016	УИК №2017	УИК №2018	УИК №2019	УИК №2020	УИК №2021	УИК №2022	УИК №2023	УИК №2024	УИК №2025	УИК №2026									
		2.76%	3.80%	0.00%	3.51%	5.19%	3.46%	4.09%	36.84%	2.27%	2.67%	1.69%	2.60%	1.96%	1.88%	2.32%	3.21%	2.36%	3.13%	1.71%	2.80%	2.81%	4.22%	2.38%	2.28%	3.15%	1.57%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	239	1	0	8	4	5	1	0	0	14	1	15	15	12	17	12	24	21	20	7	8	14	6	15	17	1	1									
		2.61%	0.63%	0.00%	7.02%	2.60%	2.16%	0.58%	0.00%	0.00%	1.97%	1.69%	3.00%	2.94%	2.51%	3.58%	2.56%	3.77%	2.99%	2.85%	2.80%	3.21%	2.27%	2.04%	2.14%	2.98%	0.79%	1.92%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2852	48	28	32	33	63	63	6	34	201	20	162	177	154	138	150	188	232	227	75	65	184	97	251	177	28	19									
		31.13%	30.38%	35.44%	28.07%	21.43%	27.27%	36.84%	31.58%	25.76%	28.23%	33.90%	32.40%	34.71%	32.15%	29.05%	32.05%	29.56%	33.05%	32.34%	30.00%	26.10%	29.87%	32.99%	35.75%	30.99%	22.05%	36.54%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	68	0	1	1	0	1	3	0	0	7	0	4	6	2	4	3	10	5	5	1	1	2	0	6	5	1	0									
		0.74%	0.00%	1.27%	0.88%	0.00%	0.43%	1.75%	0.00%	0.00%	0.98%	0.00%	0.80%	1.18%	0.42%	0.84%	0.64%	1.57%	0.71%	0.71%	0.40%	0.40%	0.32%	0.00%	0.85%	0.88%	0.79%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	16	3	0	1	0	0	1	0	1	1	0	0	0	1	0	1	1	0	2	0	0	0	0	1	1	0	2									
		0.17%	1.90%	0.00%	0.88%	0.00%	0.00%	0.58%	0.00%	0.76%	0.14%	0.00%	0.00%	0.00%	0.21%	0.00%	0.21%	0.16%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.14%	0.18%	0.00%	3.85%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2703	57	22	29	55	94	49	5	53	222	21	155	149	134	134	127	183	186	161	76	76	212	82	195	166	44	16									
		29.50%	36.08%	27.85%	25.44%	35.71%	40.69%	28.65%	26.32%	40.15%	31.18%	35.59%	31.00%	29.22%	27.97%	28.21%	27.14%	28.77%	26.50%	22.93%	30.40%	30.52%	34.42%	27.89%	27.78%	29.07%	34.65%	30.77%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	54	2	2	1	0	1	0	0	0	4	0	2	4	6	3	1	5	5	5	1	0	1	5	3	2	1	0									
		0.59%	1.27%	2.53%	0.88%	0.00%	0.43%	0.00%	0.00%	0.00%	0.56%	0.00%	0.40%	0.78%	1.25%	0.63%	0.21%	0.79%	0.71%	0.71%	0.40%	0.00%	0.16%	1.70%	0.43%	0.35%	0.79%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	72	0	0	2	0	0	0	0	3	7	0	3	2	7	1	4	8	6	6	1	0	0	3	10	7	2	0									
		0.79%	0.00%	0.00%	1.75%	0.00%	0.00%	0.00%	0.00%	2.27%	0.98%	0.00%	0.60%	0.39%	1.46%	0.21%	0.85%	1.26%	0.85%	0.85%	0.40%	0.00%	0.00%	1.02%	1.42%	1.23%	1.57%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	2	1	1	1	0	0	1	0	0									
		0.12%	0.63%	0.00%	0.00%	0.00%	0.00%	0.58%	0.00%	0.00%	0.00%	0.00%	0.20%	0.20%	0.00%	0.21%	0.00%	0.00%	0.00%	0.28%	0.40%	0.40%	0.16%	0.00%	0.00%	0.18%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	83	1	0	0	0	1	1	0	0	11	0	1	3	5	2	9	10	3	12	0	4	2	1	7	5	5	0									
		0.91%	0.63%	0.00%	0.00%	0.00%	0.43%	0.58%	0.00%	0.00%	1.54%	0.00%	0.20%	0.59%	1.04%	0.42%	1.92%	1.57%	0.43%	1.71%	0.00%	1.61%	0.32%	0.34%	0.99%	0.88%	3.94%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2062	31	21	27	43	45	36	0	28	148	13	109	97	101	113	102	131	158	183	64	68	141	73	152	126	38	14									
		22.51%	19.62%	26.58%	23.68%	27.92%	19.48%	21.05%	0.00%	21.21%	20.79%	22.03%	21.80%	19.02%	21.09%	23.79%	21.79%	20.60%	22.51%	26.07%	25.60%	27.31%	22.89%	24.83%	21.65%	22.07%	29.92%	26.92%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	29	0	0	0	1	0	2	0	1	6	0	1	3	5	0	2	2	1	0	0	0	1	1	3	0	0	0									
		0.32%	0.00%	0.00%	0.00%	0.65%	0.00%	1.17%	0.00%	0.76%	0.84%	0.00%	0.20%	0.59%	1.04%	0.00%	0.43%	0.31%	0.14%	0.00%	0.00%	0.00%	0.16%	0.34%	0.43%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	388	2	1	2	4	6	4	1	2	41	1	21	15	30	28	20	36	42	46	5	8	13	7	20	29	4	0									
		4.23%	1.27%	1.27%	1.75%	2.60%	2.60%	2.34%	5.26%	1.52%	5.76%	1.69%	4.20%	2.94%	6.26%	5.89%	4.27%	5.66%	5.98%	6.55%	2.00%	3.21%	2.11%	2.38%	2.85%	5.08%	3.15%	0.00%									
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
