Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
Наименование Избирательной комиссии:    Лодейнопольская																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	530	35	35	55	55	35	40	10	5	10	15	35	25	20	5	25	10	10	10	5	5	5	5	5	5	5	5	30	10	15									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	357	28	26	34	41	13	18	7	1	9	11	12	7	19	5	19	10	10	10	5	0	0	5	5	2	5	0	30	10	15									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	294	22	19	10	24	13	11	11	4	3	8	10	12	27	17	5	4	9	4	2	1	6	5	14	10	9	3	7	13	11									
14	Число погашенных неиспользованных открепительных удостоверений	173	7	9	21	14	22	22	3	4	1	4	23	18	1	0	6	0	0	0	0	5	5	0	0	3	0	5	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	60	5	9	11	8	6	2	0	0	0	3	2	3	9	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																								
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	198	22	16	19	18	14	13	4	2	6	4	23	14	8	3	3	1	3	0	0	0	0	2	0	2	4	0	3	4	10									
		1.80%	2.98%	2.56%	2.16%	1.79%	1.94%	2.24%	1.93%	0.44%	2.36%	1.25%	2.67%	2.55%	1.92%	2.73%	2.17%	0.67%	0.80%	0.00%	0.00%	0.00%	0.00%	3.33%	0.00%	0.98%	0.99%	0.00%	0.84%	0.85%	2.59%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	222	13	15	20	17	15	8	9	1	11	9	7	19	9	3	3	0	7	3	2	1	1	0	8	2	7	0	5	12	15									
		2.02%	1.76%	2.40%	2.27%	1.69%	2.07%	1.38%	4.35%	0.22%	4.33%	2.80%	0.81%	3.45%	2.16%	2.73%	2.17%	0.00%	1.88%	1.69%	2.99%	1.82%	1.69%	0.00%	3.01%	0.98%	1.75%	0.00%	1.40%	2.56%	3.89%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	270	14	21	25	29	21	16	1	8	5	7	20	8	9	4	4	2	8	5	0	0	0	0	10	2	13	3	11	15	9									
		2.45%	1.90%	3.36%	2.84%	2.89%	2.90%	2.76%	0.48%	1.77%	1.97%	2.18%	2.32%	1.45%	2.16%	3.64%	2.90%	1.34%	2.14%	2.81%	0.00%	0.00%	0.00%	0.00%	3.76%	0.98%	3.24%	2.54%	3.08%	3.20%	2.33%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6160	365	295	427	549	352	290	101	376	135	135	543	310	220	42	90	115	232	123	47	31	36	39	143	137	279	60	191	286	211									
		55.97%	49.46%	47.20%	48.47%	54.74%	48.69%	50.00%	48.79%	83.00%	53.15%	42.06%	62.92%	56.36%	52.88%	38.18%	65.22%	77.18%	62.20%	69.10%	70.15%	56.36%	61.02%	65.00%	53.76%	66.83%	69.58%	50.85%	53.50%	60.98%	54.66%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	79	5	5	6	12	5	7	1	4	2	3	7	1	2	1	0	0	3	1	0	0	0	0	1	3	1	2	3	3	1									
		0.72%	0.68%	0.80%	0.68%	1.20%	0.69%	1.21%	0.48%	0.88%	0.79%	0.93%	0.81%	0.18%	0.48%	0.91%	0.00%	0.00%	0.80%	0.56%	0.00%	0.00%	0.00%	0.00%	0.38%	1.46%	0.25%	1.69%	0.84%	0.64%	0.26%									
24	"6. Политическая партия ""Гражданская Платформа"""	25	0	1	1	3	2	0	0	0	1	2	3	1	0	1	0	1	1	0	0	1	0	1	0	0	5	0	1	0	0									
		0.23%	0.00%	0.16%	0.11%	0.30%	0.28%	0.00%	0.00%	0.00%	0.39%	0.62%	0.35%	0.18%	0.00%	0.91%	0.00%	0.67%	0.27%	0.00%	0.00%	1.82%	0.00%	1.67%	0.00%	0.00%	1.25%	0.00%	0.28%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1419	120	80	133	124	104	71	33	26	33	59	102	69	69	20	8	13	45	22	10	15	4	7	21	16	29	25	55	59	47									
		12.89%	16.26%	12.80%	15.10%	12.36%	14.38%	12.24%	15.94%	5.74%	12.99%	18.38%	11.82%	12.55%	16.59%	18.18%	5.80%	8.72%	12.06%	12.36%	14.93%	27.27%	6.78%	11.67%	7.89%	7.80%	7.23%	21.19%	15.41%	12.58%	12.18%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	52	2	4	5	11	5	4	1	0	0	4	4	4	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	2	1									
		0.47%	0.27%	0.64%	0.57%	1.10%	0.69%	0.69%	0.48%	0.00%	0.00%	1.25%	0.46%	0.73%	0.00%	0.91%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.67%	0.00%	0.00%	0.25%	0.85%	0.28%	0.43%	0.26%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	156	9	10	19	20	15	11	5	4	6	4	16	5	8	2	0	0	0	2	1	0	1	0	3	3	1	0	1	5	5									
		1.42%	1.22%	1.60%	2.16%	1.99%	2.07%	1.90%	2.42%	0.88%	2.36%	1.25%	1.85%	0.91%	1.92%	1.82%	0.00%	0.00%	0.00%	1.12%	1.49%	0.00%	1.69%	0.00%	1.13%	1.46%	0.25%	0.00%	0.28%	1.07%	1.30%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	18	0	1	1	2	0	0	1	0	0	0	5	1	0	0	1	1	1	2	0	0	0	0	0	0	1	0	0	0	1									
		0.16%	0.00%	0.16%	0.11%	0.20%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.58%	0.18%	0.00%	0.00%	0.72%	0.67%	0.27%	1.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.26%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	209	21	20	26	21	19	21	4	2	4	6	11	5	9	3	0	0	5	1	1	0	1	0	7	2	2	0	3	9	6									
		1.90%	2.85%	3.20%	2.95%	2.09%	2.63%	3.62%	1.93%	0.44%	1.57%	1.87%	1.27%	0.91%	2.16%	2.73%	0.00%	0.00%	1.34%	0.56%	1.49%	0.00%	1.69%	0.00%	2.63%	0.98%	0.50%	0.00%	0.84%	1.92%	1.55%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1102	87	79	88	90	86	72	19	7	27	49	59	51	44	16	12	5	41	9	2	6	13	5	52	22	35	16	29	38	43									
		10.01%	11.79%	12.64%	9.99%	8.97%	11.89%	12.41%	9.18%	1.55%	10.63%	15.26%	6.84%	9.27%	10.58%	14.55%	8.70%	3.36%	10.99%	5.06%	2.99%	10.91%	22.03%	8.33%	19.55%	10.73%	8.73%	13.56%	8.12%	8.10%	11.14%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	38	3	1	5	3	3	3	2	1	2	1	2	2	1	0	0	0	2	0	0	0	0	0	1	2	1	0	0	1	2									
		0.35%	0.41%	0.16%	0.57%	0.30%	0.41%	0.52%	0.97%	0.22%	0.79%	0.31%	0.23%	0.36%	0.24%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.98%	0.25%	0.00%	0.00%	0.21%	0.52%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	799	61	59	79	72	63	52	21	19	18	28	48	41	26	8	14	6	16	6	4	1	3	3	18	9	18	3	42	33	28									
		7.26%	8.27%	9.44%	8.97%	7.18%	8.71%	8.97%	10.14%	4.19%	7.09%	8.72%	5.56%	7.45%	6.25%	7.27%	10.14%	4.03%	4.29%	3.37%	5.97%	1.82%	5.08%	5.00%	6.77%	4.39%	4.49%	2.54%	11.76%	7.04%	7.25%									
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
