Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																				
Дата голосования: 07.12.2003 0:00:00																																																																				
																																																																				
Наименование Избирательной комиссии:    Зеленодольская																																																																				
																																																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																				
																																																																				
		Сумма	УИК №1551	УИК №1552	УИК №1553	УИК №1554	УИК №1555	УИК №1556	УИК №1557	УИК №1558	УИК №1559	УИК №1560	УИК №1561	УИК №1562	УИК №1563	УИК №1564	УИК №1565	УИК №1566	УИК №1567	УИК №1568	УИК №1569	УИК №1570	УИК №1571	УИК №1572	УИК №1573	УИК №1574	УИК №1575	УИК №1576	УИК №1577	УИК №1578	УИК №1579	УИК №1580	УИК №1581	УИК №1582	УИК №1583	УИК №1584	УИК №1585	УИК №1586	УИК №1587	УИК №1588	УИК №1589	УИК №1590	УИК №1591	УИК №1592	УИК №1593	УИК №1594	УИК №1595	УИК №1596	УИК №1597	УИК №1598	УИК №1599	УИК №1600	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611					
		0.47%	0.29%	0.64%	0.43%	0.36%	0.0%	0.43%	0.42%	0.43%	0.27%	0.48%	0.79%	1.34%	0.72%	0.25%	0.36%	0.0%	0.54%	0.0%	0.0%	0.0%	0.29%	0.90%	0.40%	0.77%	1.35%	1.41%	0.74%	0.43%	1.16%	0.58%	1.36%	1.52%	0.90%	1.12%	1.06%	0.60%	0.23%	0.94%	0.29%	0.0%	0.0%	0.33%	0.0%	0.0%	0.13%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	89	9	4	3	1	1	1	0	0	1	3	1	2	1	5	1	3	0	1	2	0	3	2	6	3	2	2	3	5	2	2	1	2	1	1	0	2	5	0	0	0	1	0	0	0	3	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0					
		0.26%	0.53%	0.32%	0.43%	0.36%	0.44%	0.14%	0.0%	0.0%	0.27%	0.72%	0.07%	0.44%	0.14%	0.42%	0.18%	1.63%	0.0%	0.23%	0.39%	0.0%	0.17%	0.22%	0.60%	0.46%	0.45%	0.23%	0.55%	1.07%	0.17%	0.39%	0.22%	0.33%	0.22%	0.56%	0.0%	0.20%	0.58%	0.0%	0.0%	0.0%	0.91%	0.0%	0.0%	0.0%	0.40%	0.23%	0.07%	0.0%	0.14%	0.0%	0.0%	0.0%	0.52%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	156	11	6	14	1	2	16	3	4	3	3	9	0	2	5	0	0	0	0	0	2	8	5	3	0	2	1	1	3	11	4	2	0	0	1	4	6	2	0	1	1	0	1	0	0	4	4	8	0	1	0	0	0	0	0	0	0	0	0	0	0	2					
		0.47%	0.64%	0.48%	2.00%	0.36%	0.89%	2.29%	1.26%	0.86%	0.81%	0.72%	0.65%	0.0%	0.29%	0.42%	0.0%	0.0%	0.0%	0.0%	0.0%	0.52%	0.47%	0.56%	0.30%	0.0%	0.45%	0.11%	0.18%	0.64%	0.98%	0.78%	0.45%	0.0%	0.0%	0.56%	0.53%	0.60%	0.23%	0.0%	0.29%	0.33%	0.0%	0.33%	0.0%	0.0%	0.54%	0.94%	0.57%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.31%					
25	"8. ""Народно-республиканская партия России"""	80	2	3	5	0	0	1	0	0	1	1	0	2	5	1	2	1	0	0	3	2	4	2	4	0	1	2	3	0	1	3	1	1	0	0	9	4	5	0	0	1	0	1	1	0	0	1	1	0	5	0	1	0	0	0	0	0	0	0	0	0	0					
		0.24%	0.11%	0.24%	0.71%	0.0%	0.0%	0.14%	0.0%	0.0%	0.27%	0.24%	0.0%	0.44%	0.72%	0.08%	0.36%	0.54%	0.0%	0.0%	0.58%	0.52%	0.23%	0.22%	0.40%	0.0%	0.22%	0.23%	0.55%	0.0%	0.08%	0.58%	0.22%	0.16%	0.0%	0.0%	1.2%	0.40%	0.58%	0.0%	0.0%	0.33%	0.0%	0.33%	0.33%	0.0%	0.0%	0.23%	0.07%	0.0%	0.73%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	88	5	4	6	2	1	4	0	0	0	1	6	1	1	1	1	0	2	0	0	2	8	4	3	1	0	1	1	1	3	3	3	3	6	0	0	0	3	0	1	1	2	0	1	0	1	1	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0					
		0.26%	0.29%	0.32%	0.86%	0.73%	0.44%	0.57%	0.0%	0.0%	0.0%	0.24%	0.43%	0.22%	0.14%	0.08%	0.18%	0.0%	1.08%	0.0%	0.0%	0.52%	0.47%	0.45%	0.30%	0.15%	0.0%	0.11%	0.18%	0.21%	0.26%	0.58%	0.68%	0.50%	1.35%	0.0%	0.0%	0.0%	0.35%	0.0%	0.29%	0.33%	1.83%	0.0%	0.33%	0.0%	0.13%	0.23%	0.0%	0.0%	0.0%	0.0%	0.64%	0.0%	0.0%	0.0%	0.0%	0.0%	2.32%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	424	22	11	18	2	4	7	3	5	2	4	23	7	6	21	0	4	4	2	13	2	16	19	17	8	2	5	7	3	20	13	10	2	2	1	8	9	10	0	9	3	0	3	3	0	6	6	13	3	8	0	4	5	1	10	14	9	1	6	6	2	0					
		1.28%	1.29%	0.88%	2.58%	0.73%	1.78%	1.00%	1.26%	1.08%	0.54%	0.97%	1.66%	1.56%	0.87%	1.80%	0.0%	2.17%	2.16%	0.46%	2.54%	0.52%	0.94%	2.15%	1.71%	1.24%	0.45%	0.59%	1.30%	0.64%	1.79%	2.55%	2.26%	0.33%	0.45%	0.56%	1.06%	0.90%	1.16%	0.0%	2.61%	1.01%	0.0%	1.00%	0.99%	0.0%	0.81%	1.41%	0.93%	1.85%	1.16%	0.0%	1.29%	2.90%	0.52%	2.53%	3.16%	2.38%	1.16%	1.01%	2.15%	0.64%	0.0%					
28	"11. ""Истинные патриоты России"""	63	5	1	6	0	1	2	0	0	1	0	3	0	1	0	0	0	0	4	0	0	4	1	2	0	3	1	1	1	11	0	2	4	2	0	0	0	0	0	2	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1					
		0.19%	0.29%	0.08%	0.86%	0.0%	0.44%	0.28%	0.0%	0.0%	0.27%	0.0%	0.21%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.93%	0.0%	0.0%	0.23%	0.11%	0.20%	0.0%	0.67%	0.11%	0.18%	0.21%	0.98%	0.0%	0.45%	0.67%	0.45%	0.0%	0.0%	0.0%	0.0%	0.0%	0.58%	0.33%	0.0%	0.0%	0.0%	0.0%	0.0%	0.47%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.16%	0.0%	0.0%	0.0%	0.65%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	266	17	9	10	5	3	9	1	2	0	8	10	6	9	9	0	0	1	1	1	1	19	8	10	7	3	10	5	11	7	3	3	7	4	4	0	19	13	0	6	2	0	1	3	0	1	1	10	1	1	0	0	0	0	0	0	0	0	0	0	0	5					
		0.80%	1.00%	0.72%	1.43%	1.83%	1.33%	1.29%	0.42%	0.43%	0.0%	1.94%	0.72%	1.34%	1.31%	0.77%	0.0%	0.0%	0.54%	0.23%	0.19%	0.26%	1.12%	0.90%	1.00%	1.09%	0.67%	1.18%	0.92%	2.37%	0.62%	0.58%	0.68%	1.18%	0.90%	2.25%	0.0%	1.91%	1.52%	0.0%	1.74%	0.67%	0.0%	0.33%	0.99%	0.0%	0.13%	0.23%	0.72%	0.61%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	3.28%					
30	"13. ""Демократическая партия России"""	63	6	2	2	1	1	3	0	0	0	0	6	0	0	2	1	1	0	0	1	0	3	8	0	0	0	4	2	0	1	2	0	0	1	1	0	5	2	0	3	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
		0.19%	0.35%	0.16%	0.28%	0.36%	0.44%	0.43%	0.0%	0.0%	0.0%	0.0%	0.43%	0.0%	0.0%	0.17%	0.18%	0.54%	0.0%	0.0%	0.19%	0.0%	0.17%	0.90%	0.0%	0.0%	0.0%	0.47%	0.37%	0.0%	0.08%	0.39%	0.0%	0.0%	0.22%	0.56%	0.0%	0.50%	0.23%	0.0%	0.87%	0.33%	0.91%	0.0%	0.33%	0.0%	0.0%	0.0%	0.07%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	61	11	1	1	0	1	0	1	1	1	0	1	3	2	6	0	1	1	0	0	0	0	1	2	3	1	3	1	4	2	0	3	3	0	1	0	1	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0					
		0.18%	0.64%	0.08%	0.14%	0.0%	0.44%	0.0%	0.42%	0.21%	0.27%	0.0%	0.07%	0.67%	0.29%	0.51%	0.0%	0.54%	0.54%	0.0%	0.0%	0.0%	0.0%	0.11%	0.20%	0.46%	0.22%	0.35%	0.18%	0.86%	0.17%	0.0%	0.68%	0.50%	0.0%	0.56%	0.0%	0.10%	0.23%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.52%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	66	1	2	1	1	0	6	0	0	0	1	2	5	0	0	0	0	0	1	1	0	6	2	2	2	0	1	2	3	3	2	8	1	3	1	0	0	1	0	0	0	0	1	0	0	1	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0					
		0.20%	0.05%	0.16%	0.14%	0.36%	0.0%	0.86%	0.0%	0.0%	0.0%	0.24%	0.14%	1.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.19%	0.0%	0.35%	0.22%	0.20%	0.31%	0.0%	0.11%	0.37%	0.64%	0.26%	0.39%	1.81%	0.16%	0.67%	0.56%	0.0%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%	0.33%	0.0%	0.0%	0.13%	0.0%	0.28%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	935	40	11	18	6	6	15	7	11	10	11	40	18	35	22	1	1	1	4	3	0	62	48	17	31	8	36	22	17	136	27	29	22	23	10	29	23	29	0	5	6	1	4	3	0	12	11	32	1	7	0	1	5	1	0	10	0	0	2	4	0	1					
		2.83%	2.35%	0.88%	2.58%	2.19%	2.67%	2.15%	2.95%	2.38%	2.71%	2.67%	2.89%	4.03%	5.09%	1.89%	0.18%	0.54%	0.54%	0.93%	0.58%	0.0%	3.67%	5.44%	1.71%	4.82%	1.80%	4.25%	4.08%	3.66%	12.17%	5.30%	6.57%	3.72%	5.18%	5.64%	3.86%	2.31%	3.39%	0.0%	1.45%	2.03%	0.91%	1.33%	0.99%	0.0%	1.62%	2.59%	2.30%	0.61%	1.02%	0.0%	0.32%	2.90%	0.52%	0.0%	2.26%	0.0%	0.0%	0.33%	1.43%	0.0%	0.65%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	121	14	7	6	0	1	4	1	3	1	1	0	0	1	3	0	0	1	2	0	2	2	2	3	7	4	2	0	1	4	4	2	8	3	0	0	8	8	0	3	0	1	2	0	0	1	1	4	0	0	0	0	0	1	0	0	0	0	1	1	0	1					
		0.36%	0.82%	0.56%	0.86%	0.0%	0.44%	0.57%	0.42%	0.64%	0.27%	0.24%	0.0%	0.0%	0.14%	0.25%	0.0%	0.0%	0.54%	0.46%	0.0%	0.52%	0.11%	0.22%	0.30%	1.09%	0.90%	0.23%	0.0%	0.21%	0.35%	0.78%	0.45%	1.35%	0.67%	0.0%	0.0%	0.80%	0.93%	0.0%	0.87%	0.0%	0.91%	0.66%	0.0%	0.0%	0.13%	0.23%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.52%	0.0%	0.0%	0.0%	0.0%	0.16%	0.35%	0.0%	0.65%					
35	"18. ""ЛДПР"""	1891	111	83	42	10	15	49	26	23	18	39	74	26	53	72	1	1	1	1	2	2	88	59	56	56	39	64	53	30	87	50	34	51	27	9	92	75	98	11	30	15	1	17	2	0	28	20	41	5	13	6	22	5	6	5	14	10	2	2	5	9	5					
		5.73%	6.54%	6.67%	6.02%	3.66%	6.69%	7.03%	10.97%	4.97%	4.87%	9.48%	5.36%	5.82%	7.71%	6.19%	0.18%	0.54%	0.54%	0.23%	0.39%	0.52%	5.21%	6.69%	5.65%	8.72%	8.80%	7.55%	9.85%	6.46%	7.78%	9.82%	7.70%	8.64%	6.08%	5.08%	12.26%	7.56%	11.46%	10.37%	8.72%	5.08%	0.91%	5.68%	0.66%	0.0%	3.78%	4.71%	2.95%	3.08%	1.90%	5.66%	7.09%	2.90%	3.15%	1.26%	3.16%	2.64%	2.32%	0.33%	1.79%	2.92%	3.28%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	729	32	24	18	8	0	15	7	15	2	12	111	13	10	11	1	6	1	3	5	1	16	25	15	34	14	29	12	17	18	13	12	27	14	6	18	18	12	1	6	4	3	1	9	5	11	14	54	0	8	3	2	0	0	0	0	0	6	5	0	1	1					
		2.20%	1.88%	1.92%	2.58%	2.93%	0.0%	2.15%	2.95%	3.24%	0.54%	2.91%	8.04%	2.91%	1.45%	0.94%	0.18%	3.26%	0.54%	0.70%	0.98%	0.26%	0.94%	2.83%	1.51%	5.29%	3.16%	3.42%	2.23%	3.66%	1.61%	2.55%	2.72%	4.57%	3.15%	3.38%	2.4%	1.81%	1.40%	0.94%	1.74%	1.35%	2.75%	0.33%	2.97%	3.44%	1.48%	3.30%	3.89%	0.0%	1.16%	2.83%	0.64%	0.0%	0.0%	0.0%	0.0%	0.0%	6.97%	0.84%	0.0%	0.32%	0.65%					
37	"20. ""Политическая партия ""Единая Россия"""	19490	933	663	297	114	148	323	115	337	261	236	740	247	385	738	449	129	117	332	383	315	1088	423	554	270	192	376	263	238	473	220	181	279	226	102	392	529	434	75	200	229	66	221	216	121	509	276	835	133	351	83	241	141	148	327	307	302	59	540	241	256	111					
		59.06%	55.04%	53.29%	42.61%	41.75%	66.07%	46.34%	48.52%	72.94%	70.73%	57.42%	53.62%	55.38%	56.04%	63.45%	82.38%	70.10%	63.24%	77.75%	75.09%	82.46%	64.49%	48.01%	55.90%	42.05%	43.34%	44.39%	48.88%	51.29%	42.34%	43.22%	41.04%	47.28%	50.90%	57.62%	52.26%	53.32%	50.76%	70.75%	58.13%	77.62%	60.55%	73.91%	71.28%	83.44%	68.78%	65.09%	60.15%	82.09%	51.31%	78.30%	77.74%	81.97%	77.89%	82.78%	69.45%	79.89%	68.60%	90.90%	86.69%	83.11%	73.02%					
38	"21. ""Российская Конституционно-демократическая партия"""	131	6	12	3	1	0	2	1	0	1	3	4	0	3	6	3	0	1	0	3	3	10	6	2	5	4	3	0	1	7	1	1	2	1	0	0	7	5	0	1	1	1	2	0	3	0	1	11	0	0	0	1	0	0	0	0	0	0	0	3	0	0					
		0.39%	0.35%	0.96%	0.43%	0.36%	0.0%	0.28%	0.42%	0.0%	0.27%	0.72%	0.28%	0.0%	0.43%	0.51%	0.55%	0.0%	0.54%	0.0%	0.58%	0.78%	0.59%	0.68%	0.20%	0.77%	0.90%	0.35%	0.0%	0.21%	0.62%	0.19%	0.22%	0.33%	0.22%	0.0%	0.0%	0.70%	0.58%	0.0%	0.29%	0.33%	0.91%	0.66%	0.0%	2.06%	0.0%	0.23%	0.79%	0.0%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.07%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	399	23	14	5	2	4	11	5	4	5	2	28	10	10	9	1	1	2	0	0	1	36	18	38	14	21	11	9	20	31	5	11	10	8	0	9	0	6	1	3	0	0	0	1	0	0	4	3	0	0	0	1	0	0	0	0	0	0	0	0	2	0					
		1.20%	1.35%	1.12%	0.71%	0.73%	1.78%	1.57%	2.10%	0.86%	1.35%	0.48%	2.02%	2.24%	1.45%	0.77%	0.18%	0.54%	1.08%	0.0%	0.0%	0.26%	2.13%	2.04%	3.83%	2.18%	4.74%	1.29%	1.67%	4.31%	2.77%	0.98%	2.49%	1.69%	1.80%	0.0%	1.2%	0.0%	0.70%	0.94%	0.87%	0.0%	0.0%	0.0%	0.33%	0.0%	0.0%	0.94%	0.21%	0.0%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.64%	0.0%					
