Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																															
Дата голосования: 02.12.2007																																																															
																																																															
Наименование Избирательной комиссии:    Ступинская																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №2834	УИК №2835	УИК №2836	УИК №2837	УИК №2838	УИК №2839	УИК №2840	УИК №2841	УИК №2842	УИК №2843	УИК №2844	УИК №2845	УИК №2846	УИК №2847	УИК №2848	УИК №2849	УИК №2850	УИК №2851	УИК №2852	УИК №2853	УИК №2854	УИК №2855	УИК №2856	УИК №2857	УИК №2858	УИК №2859	УИК №2860	УИК №2861	УИК №2862	УИК №2863	УИК №2864	УИК №2865	УИК №2866	УИК №2867	УИК №2868	УИК №2869	УИК №2870	УИК №2871	УИК №2872	УИК №2873	УИК №2874	УИК №2875	УИК №2876	УИК №2877	УИК №2878	УИК №2879	УИК №2880	УИК №2881	УИК №2882	УИК №2883	УИК №2884	УИК №2885	УИК №2886	УИК №2887	УИК №2888	УИК №2889					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	2512	40	40	40	60	40	40	40	40	40	30	40	40	40	40	40	40	40	65	40	40	40	40	40	40	40	40	40	40	40	60	40	40	60	120	40	20	40	40	40	50	40	40	70	40	60	40	40	40	50	40	100	40	47	40	40	40					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	2162	9	15	15	60	22	40	38	24	23	22	40	40	36	39	31	31	39	65	40	27	25	40	34	39	25	40	40	15	31	52	32	22	60	120	40	4	40	40	40	50	40	40	70	40	60	37	5	40	50	40	100	40	47	37	40	31					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1387	24	7	31	5	8	48	19	14	22	37	53	19	29	15	18	10	34	12	33	11	14	24	44	25	29	20	19	11	26	32	75	14	26	24	11	38	46	5	30	13	16	54	17	44	14	27	12	8	22	24	24	11	12	7	90	30					
14	Число погашенных неиспользованных открепительных удостоверений	350	31	25	25	0	18	0	2	16	17	8	0	0	4	1	9	9	1	0	0	13	15	0	6	1	15	0	0	25	9	8	8	18	0	0	0	16	0	0	0	0	0	0	0	0	0	3	35	0	0	0	0	0	0	3	0	9					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	110	0	1	0	2	2	1	4	0	1	0	7	4	1	6	1	0	3	3	3	2	0	5	1	0	1	1	2	3	1	0	1	1	6	4	0	1	2	3	2	13	1	2	2	1	3	0	0	1	1	1	0	3	0	3	1	3					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																															
18	1.Политическая партия «Аграрная партия России»	2123	33	20	38	33	15	47	82	56	48	75	77	60	57	31	37	38	60	36	70	53	48	51	29	17	35	49	58	18	34	35	18	11	90	10	39	9	34	53	44	10	27	22	52	53	34	16	1	18	42	25	35	39	24	20	42	15					
		3.27%	4.65%	2.41%	4.63%	3.83%	1.78%	2.88%	4.79%	3.91%	3.55%	5.00%	4.11%	3.32%	3.68%	2.93%	3.38%	3.22%	2.75%	2.03%	4.57%	3.67%	3.36%	4.46%	2.29%	1.20%	4.50%	3.45%	3.32%	2.18%	3.08%	4.19%	1.95%	1.06%	5.75%	0.77%	3.44%	3.15%	2.45%	5.94%	5.12%	1.36%	4.25%	1.64%	3.25%	3.78%	3.35%	2.07%	0.72%	2.97%	3.80%	3.94%	1.70%	5.30%	3.25%	2.90%	2.96%	2.22%					
19	2.Всероссийская политическая партия «Гражданская Сила»	681	3	14	12	13	2	28	29	15	18	23	28	18	20	23	10	2	42	16	14	16	25	26	27	10	10	10	17	12	11	0	3	5	12	13	8	1	7	1	5	12	4	9	6	14	5	7	0	2	16	2	35	2	2	5	6	5					
		1.05%	0.42%	1.69%	1.46%	1.51%	0.24%	1.72%	1.69%	1.05%	1.33%	1.53%	1.50%	0.99%	1.29%	2.18%	0.91%	0.17%	1.92%	0.90%	0.91%	1.11%	1.75%	2.27%	2.13%	0.71%	1.29%	0.70%	0.97%	1.45%	0.99%	0.00%	0.32%	0.48%	0.77%	1.00%	0.70%	0.35%	0.51%	0.11%	0.58%	1.63%	0.63%	0.67%	0.37%	0.99%	0.49%	0.91%	0.00%	0.33%	1.45%	0.32%	1.70%	0.27%	0.27%	0.72%	0.42%	0.74%					
20	3.Политическая партия «Демократическая партия России»	83	1	1	2	4	0	3	1	3	0	1	0	2	7	0	1	1	10	4	2	0	5	0	1	0	1	0	2	1	1	0	0	0	1	2	0	0	5	0	1	1	1	1	1	1	2	0	0	0	3	0	4	1	0	1	3	1					
		0.13%	0.14%	0.12%	0.24%	0.46%	0.00%	0.18%	0.06%	0.21%	0.00%	0.07%	0.00%	0.11%	0.45%	0.00%	0.09%	0.08%	0.46%	0.23%	0.13%	0.00%	0.35%	0.00%	0.08%	0.00%	0.13%	0.00%	0.11%	0.12%	0.09%	0.00%	0.00%	0.00%	0.06%	0.15%	0.00%	0.00%	0.36%	0.00%	0.12%	0.14%	0.16%	0.07%	0.06%	0.07%	0.20%	0.00%	0.00%	0.00%	0.27%	0.00%	0.19%	0.14%	0.00%	0.14%	0.21%	0.15%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	8882	109	110	111	110	95	206	231	208	195	245	300	256	222	165	167	135	244	290	284	253	218	174	165	168	102	226	272	98	150	95	92	86	225	131	136	39	218	143	122	100	115	173	165	192	79	114	25	46	162	136	165	140	137	74	196	67					
		13.70%	15.35%	13.27%	13.52%	12.76%	11.26%	12.64%	13.49%	14.52%	14.40%	16.33%	16.03%	14.18%	14.32%	15.61%	15.27%	11.45%	11.18%	16.36%	18.53%	17.50%	15.26%	15.22%	13.04%	11.88%	13.13%	15.92%	15.59%	11.88%	13.57%	11.36%	9.95%	8.29%	14.37%	10.08%	11.98%	13.64%	15.73%	16.03%	14.19%	13.57%	18.08%	12.92%	10.30%	13.70%	7.78%	14.75%	18.12%	7.59%	14.67%	21.45%	8.03%	19.02%	18.54%	10.72%	13.79%	9.90%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	760	4	7	9	5	8	20	18	22	18	16	15	14	35	15	14	5	56	37	30	25	21	19	26	16	11	17	22	18	10	6	6	10	17	13	6	2	21	7	3	3	10	8	23	11	15	9	1	1	13	5	14	1	4	6	7	5					
		1.17%	0.56%	0.84%	1.10%	0.58%	0.95%	1.23%	1.05%	1.54%	1.33%	1.07%	0.80%	0.78%	2.26%	1.42%	1.28%	0.42%	2.57%	2.09%	1.96%	1.73%	1.47%	1.66%	2.06%	1.13%	1.42%	1.20%	1.26%	2.18%	0.90%	0.72%	0.65%	0.96%	1.09%	1.00%	0.53%	0.70%	1.52%	0.78%	0.35%	0.41%	1.57%	0.60%	1.44%	0.79%	1.48%	1.16%	0.72%	0.17%	1.18%	0.79%	0.68%	0.14%	0.54%	0.87%	0.49%	0.74%					
23	6.Политическая партия «Партия социальной справедливости»	165	0	1	1	2	2	6	6	3	4	7	3	6	5	2	0	4	9	7	5	3	8	1	5	0	0	4	3	3	4	2	1	0	5	3	4	1	1	4	3	1	2	4	2	3	2	2	0	0	3	1	8	2	0	5	2	0					
		0.25%	0.00%	0.12%	0.12%	0.23%	0.24%	0.37%	0.35%	0.21%	0.30%	0.47%	0.16%	0.33%	0.32%	0.19%	0.00%	0.34%	0.41%	0.39%	0.33%	0.21%	0.56%	0.09%	0.40%	0.00%	0.00%	0.28%	0.17%	0.36%	0.36%	0.24%	0.11%	0.00%	0.32%	0.23%	0.35%	0.35%	0.07%	0.45%	0.35%	0.14%	0.31%	0.30%	0.12%	0.21%	0.20%	0.26%	0.00%	0.00%	0.27%	0.16%	0.39%	0.27%	0.00%	0.72%	0.14%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	5341	80	97	88	98	87	130	177	113	115	125	134	172	123	100	83	102	232	29	116	115	136	2	108	55	81	143	120	63	87	83	55	50	165	65	98	10	125	108	57	103	59	67	111	140	85	42	9	40	72	49	304	61	59	58	119	36					
		8.24%	11.27%	11.70%	10.72%	11.37%	10.31%	7.98%	10.33%	7.89%	8.49%	8.33%	7.16%	9.53%	7.94%	9.46%	7.59%	8.65%	10.63%	1.64%	7.57%	7.95%	9.52%	0.17%	8.54%	3.89%	10.42%	10.07%	6.88%	7.64%	7.87%	9.93%	5.95%	4.82%	10.54%	5.00%	8.63%	3.50%	9.02%	12.11%	6.63%	13.98%	9.28%	5.00%	6.93%	9.99%	8.37%	5.43%	6.52%	6.60%	6.52%	7.73%	14.79%	8.29%	7.98%	8.41%	8.37%	5.32%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	5670	65	61	74	86	71	120	196	147	116	170	186	216	178	108	133	119	162	146	208	146	172	124	142	143	87	140	196	121	127	50	57	44	94	71	67	17	109	61	35	54	46	135	120	113	82	68	4	31	47	37	133	47	23	54	81	30					
		8.74%	9.15%	7.36%	9.01%	9.98%	8.41%	7.36%	11.44%	10.26%	8.57%	11.33%	9.94%	11.97%	11.48%	10.22%	12.16%	10.09%	7.42%	8.23%	13.57%	10.10%	12.04%	10.85%	11.23%	10.11%	11.20%	9.86%	11.23%	14.67%	11.49%	5.98%	6.16%	4.24%	6.00%	5.47%	5.90%	5.94%	7.86%	6.84%	4.07%	7.33%	7.23%	10.08%	7.49%	8.07%	8.07%	8.80%	2.90%	5.12%	4.26%	5.84%	6.47%	6.39%	3.11%	7.83%	5.70%	4.43%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	628	3	10	4	22	4	11	16	17	18	11	16	20	20	20	9	13	22	16	13	13	23	13	15	8	7	16	14	5	16	8	13	7	11	9	13	1	11	9	4	9	4	9	4	13	7	9	0	7	11	0	31	6	6	7	18	6					
		0.97%	0.42%	1.21%	0.49%	2.55%	0.47%	0.67%	0.93%	1.19%	1.33%	0.73%	0.85%	1.11%	1.29%	1.89%	0.82%	1.10%	1.01%	0.90%	0.85%	0.90%	1.61%	1.14%	1.19%	0.57%	0.90%	1.13%	0.80%	0.61%	1.45%	0.96%	1.41%	0.67%	0.70%	0.69%	1.15%	0.35%	0.79%	1.01%	0.47%	1.22%	0.63%	0.67%	0.25%	0.93%	0.69%	1.16%	0.00%	1.16%	0.99%	0.00%	1.51%	0.82%	0.81%	1.01%	1.27%	0.89%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	38655	393	489	457	441	533	981	889	809	768	768	1046	996	819	556	602	724	1262	1157	739	771	740	696	681	985	407	778	980	457	633	554	652	819	897	939	749	198	832	496	574	421	359	887	1093	824	682	484	97	444	693	374	1270	424	469	446	919	502					
		59.62%	55.35%	58.99%	55.66%	51.16%	63.15%	60.18%	51.90%	56.45%	56.72%	51.20%	55.88%	55.18%	52.84%	52.60%	55.03%	61.41%	57.84%	65.26%	48.21%	53.32%	51.78%	60.89%	53.83%	69.66%	52.38%	54.79%	56.16%	55.39%	57.29%	66.27%	70.49%	78.90%	57.28%	72.29%	65.99%	69.23%	60.03%	55.61%	66.74%	57.12%	56.45%	66.24%	68.23%	58.82%	67.13%	62.61%	70.29%	73.27%	62.77%	58.99%	61.77%	57.61%	63.46%	64.64%	64.67%	74.15%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	922	12	9	10	28	14	52	32	15	20	35	44	20	37	18	18	19	51	4	27	32	19	19	32	10	22	27	35	15	17	3	11	6	20	13	15	2	16	4	3	9	3	7	13	13	6	8	0	4	17	4	18	1	6	6	14	7					
		1.42%	1.69%	1.09%	1.22%	3.25%	1.66%	3.19%	1.87%	1.05%	1.48%	2.33%	2.35%	1.11%	2.39%	1.70%	1.65%	1.61%	2.34%	0.23%	1.76%	2.21%	1.33%	1.66%	2.53%	0.71%	2.83%	1.90%	2.01%	1.82%	1.54%	0.36%	1.19%	0.58%	1.28%	1.00%	1.32%	0.70%	1.15%	0.45%	0.35%	1.22%	0.47%	0.52%	0.81%	0.93%	0.59%	1.03%	0.00%	0.66%	1.54%	0.63%	0.88%	0.14%	0.81%	0.87%	0.99%	1.03%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
