Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
"Наименование Избирательной комиссии:    Новосибирск, Железнодорожная"																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №1495	УИК №1496	УИК №1497	УИК №1498	УИК №1499	УИК №1500	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №2025									
		2.12%	2.18%	2.69%	1.77%	2.67%	2.21%	1.73%	1.19%	1.28%	2.61%	2.42%	1.90%	0.78%	2.62%	1.77%	1.85%	3.42%	2.49%	1.38%	2.22%	1.25%	1.85%	6.40%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	330	22	43	4	22	15	13	15	10	14	15	11	19	24	8	11	27	29	5	8	3	9	3									
		2.12%	2.40%	4.83%	0.54%	2.56%	1.85%	1.41%	2.56%	1.28%	1.66%	1.91%	1.49%	2.98%	3.49%	1.09%	1.85%	3.08%	3.14%	1.15%	1.37%	0.47%	1.85%	2.40%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	19	1	0	0	2	1	2	0	1	0	1	1	1	1	2	2	0	1	1	0	2	0	0									
		0.12%	0.11%	0.00%	0.00%	0.23%	0.12%	0.22%	0.00%	0.13%	0.00%	0.13%	0.14%	0.16%	0.15%	0.27%	0.34%	0.00%	0.11%	0.23%	0.00%	0.31%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1039	64	68	40	51	55	45	34	39	44	55	58	48	72	50	53	93	86	27	11	17	14	15									
		6.66%	6.97%	7.63%	5.45%	5.92%	6.77%	4.88%	5.80%	4.99%	5.22%	7.01%	7.86%	7.52%	10.48%	6.79%	8.91%	10.60%	9.32%	6.22%	1.88%	2.66%	2.88%	12.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4388	273	228	226	282	241	239	170	242	242	224	242	193	194	232	160	228	247	103	135	157	115	15									
		28.13%	29.74%	25.59%	30.79%	32.75%	29.64%	25.89%	29.01%	30.95%	28.71%	28.54%	32.79%	30.25%	28.24%	31.52%	26.89%	25.99%	26.76%	23.73%	23.04%	24.57%	23.66%	12.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	45	2	1	2	2	5	0	1	2	3	2	3	1	1	1	1	2	7	0	2	5	2	0									
		0.29%	0.22%	0.11%	0.27%	0.23%	0.62%	0.00%	0.17%	0.26%	0.36%	0.25%	0.41%	0.16%	0.15%	0.14%	0.17%	0.23%	0.76%	0.00%	0.34%	0.78%	0.41%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	968	68	69	54	58	48	65	50	50	51	40	42	41	40	46	31	40	41	27	34	33	34	6									
		6.21%	7.41%	7.74%	7.36%	6.74%	5.90%	7.04%	8.53%	6.39%	6.05%	5.10%	5.69%	6.43%	5.82%	6.25%	5.21%	4.56%	4.44%	6.22%	5.80%	5.16%	6.99%	4.80%									
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
