Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Новолакская																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1180									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	24	1	0	0	0	0	0	12	0	0	1	0	0	2	0	3	0	2	3	0	0	0	0	0	0	0									
		0.12%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.95%	0.00%	0.00%	0.12%	0.00%	0.00%	0.26%	0.00%	0.18%	0.00%	0.36%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	43	4	0	0	0	0	0	8	0	0	2	0	0	0	0	3	0	2	2	1	1	20	0	0	0	0									
		0.21%	1.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.36%	0.19%	0.11%	0.12%	2.18%	0.00%	0.00%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	19438	311	825	520	526	718	456	1159	1037	1172	832	469	1937	772	658	1646	232	536	1011	858	790	845	805	511	361	451									
		95.90%	94.82%	85.49%	97.93%	99.62%	99.86%	83.67%	91.98%	93.17%	96.62%	98.46%	97.30%	100.00%	98.60%	97.48%	99.34%	100.00%	96.75%	95.29%	95.23%	95.64%	92.05%	98.77%	100.00%	93.52%	93.18%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	18	1	0	0	0	0	0	4	0	0	1	0	0	3	0	0	0	0	0	3	0	6	0	0	0	0									
		0.09%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.12%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.65%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0									
		0.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	63	0	0	0	0	0	0	4	3	0	3	0	0	0	8	5	0	5	30	0	0	0	0	0	5	0									
		0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.27%	0.00%	0.36%	0.00%	0.00%	0.00%	1.19%	0.30%	0.00%	0.90%	2.83%	0.00%	0.00%	0.00%	0.00%	0.00%	1.30%	0.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	8	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0									
		0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0									
		0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.96%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0									
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	17	0	0	2	0	0	5	1	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0									
		0.08%	0.00%	0.00%	0.38%	0.00%	0.00%	0.92%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	367	9	40	5	0	0	68	39	62	0	0	9	0	0	0	0	0	0	7	32	35	14	10	0	15	22									
		1.81%	2.74%	4.15%	0.94%	0.00%	0.00%	12.48%	3.10%	5.57%	0.00%	0.00%	1.87%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	3.55%	4.24%	1.53%	1.23%	0.00%	3.89%	4.55%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	7	0	0	2	0	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.03%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.16%	0.18%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	88	1	0	1	0	0	13	2	5	23	2	0	0	6	0	0	0	2	5	2	0	15	0	0	0	11									
		0.43%	0.30%	0.00%	0.19%	0.00%	0.00%	2.39%	0.16%	0.45%	1.90%	0.24%	0.00%	0.00%	0.77%	0.00%	0.00%	0.00%	0.36%	0.47%	0.22%	0.00%	1.63%	0.00%	0.00%	0.00%	2.27%									
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
