Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																								
Дата голосования: 02.12.2007																																																								
																																																								
Наименование Избирательной комиссии:    Миякинская																																																								
																																																								
Сводная таблица результатов выборов																																																								
																																																								
		Сумма	УИК №2756	УИК №2757	УИК №2758	УИК №2759	УИК №2760	УИК №2761	УИК №2762	УИК №2763	УИК №2764	УИК №2765	УИК №2766	УИК №2767	УИК №2768	УИК №2769	УИК №2770	УИК №2771	УИК №2772	УИК №2773	УИК №2774	УИК №2775	УИК №2776	УИК №2777	УИК №2778	УИК №2779	УИК №2780	УИК №2781	УИК №2782	УИК №2783	УИК №2784	УИК №2785	УИК №2786	УИК №2787	УИК №2788	УИК №2789	УИК №2790	УИК №2791	УИК №2792	УИК №2793	УИК №2794	УИК №2795	УИК №2796	УИК №2797	УИК №2798	УИК №2799	УИК №2800	УИК №2801	УИК №2802	УИК №2803	УИК №2804					
		0.72%	0.00%	0.00%	0.00%	0.00%	0.00%	0.79%	0.00%	0.59%	1.41%	0.00%	0.00%	0.00%	0.00%	0.16%	0.53%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	2.24%	0.00%	1.25%	0.00%	3.51%	0.64%	0.00%	1.32%	0.45%	3.88%	0.00%	0.00%	5.05%	3.66%	1.72%	2.77%	1.63%	0.55%	0.00%	0.00%	0.56%	0.00%	0.00%	1.32%	0.99%	0.00%	0.40%	0.79%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	171	0	0	0	0	0	3	0	0	6	1	0	0	0	0	0	0	4	2	0	3	1	0	0	0	0	0	5	0	5	0	1	0	0	14	19	6	61	12	10	0	14	0	0	0	0	0	0	1	3					
		0.94%	0.00%	0.00%	0.00%	0.00%	0.00%	0.79%	0.00%	0.00%	1.41%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.92%	0.89%	0.00%	2.01%	0.79%	0.00%	0.00%	0.00%	0.00%	0.00%	1.06%	0.00%	1.64%	0.00%	0.97%	0.00%	0.00%	4.42%	4.35%	5.17%	6.76%	1.03%	1.09%	0.00%	2.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.79%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	60	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	7	0	1	0	0	0	9	0	15	14	3	0	4	0	0	0	0	0	0	1	0					
		0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	2.30%	0.00%	0.97%	0.00%	0.00%	0.00%	2.06%	0.00%	1.66%	1.20%	0.33%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	15963	390	182	202	265	289	335	286	146	400	203	380	339	274	566	181	378	397	204	242	143	121	128	379	287	133	48	437	440	238	603	81	663	54	252	327	81	622	918	822	501	531	324	377	243	335	97	336	471	312					
		87.68%	89.66%	91.00%	88.21%	94.64%	86.01%	87.93%	83.63%	86.39%	94.12%	95.75%	94.53%	91.62%	93.52%	90.27%	95.26%	92.20%	90.85%	91.07%	88.32%	95.97%	95.28%	95.52%	90.02%	89.41%	97.08%	84.21%	92.98%	87.48%	78.29%	90.00%	78.64%	96.09%	93.10%	79.50%	74.83%	69.83%	68.96%	78.53%	89.74%	91.26%	83.36%	90.50%	91.73%	97.20%	88.39%	96.04%	83.58%	93.45%	82.32%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9	2	0	0	0	0	0	0	0	0	0	2					
		0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.77%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%					
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
