Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																										
Дата голосования: 02.12.2007																																																										
																																																										
Наименование Избирательной комиссии:    Рыбно-Слободская																																																										
																																																										
Сводная таблица результатов выборов																																																										
																																																										
		Сумма	УИК №2436	УИК №2437	УИК №2438	УИК №2439	УИК №2440	УИК №2441	УИК №2442	УИК №2443	УИК №2444	УИК №2445	УИК №2446	УИК №2447	УИК №2448	УИК №2449	УИК №2450	УИК №2451	УИК №2452	УИК №2453	УИК №2454	УИК №2455	УИК №2456	УИК №2457	УИК №2458	УИК №2459	УИК №2460	УИК №2461	УИК №2462	УИК №2463	УИК №2464	УИК №2465	УИК №2466	УИК №2467	УИК №2468	УИК №2469	УИК №2470	УИК №2471	УИК №2472	УИК №2473	УИК №2474	УИК №2475	УИК №2476	УИК №2477	УИК №2478	УИК №2479	УИК №2480	УИК №2481	УИК №2482	УИК №2483	УИК №2484	УИК №2485	УИК №2486					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	300	4	7	4	4	4	4	5	4	10	4	4	4	4	4	4	4	4	4	5	4	10	4	10	4	4	5	5	5	5	4	14	15	17	15	21	8	4	4	4	4	4	4	4	4	4	4	4	5	3	4	7					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	197	0	7	2	1	0	0	4	0	10	1	1	0	1	4	3	1	1	2	4	2	10	0	10	2	0	4	5	0	0	3	14	15	17	15	21	7	2	4	4	2	0	0	1	0	0	0	4	5	1	1	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	98	2	1	1	0	1	1	1	0	19	2	1	0	0	1	0	1	3	4	3	1	4	0	1	3	0	1	1	3	2	1	10	0	4	0	5	0	3	1	0	0	5	0	0	0	1	0	1	3	2	2	3					
14	Число погашенных неиспользованных открепительных удостоверений	103	4	0	2	3	4	4	1	4	0	3	3	4	3	0	1	3	3	2	1	2	0	4	0	2	4	1	0	5	5	1	0	0	0	0	0	1	2	0	0	2	4	4	3	4	4	4	0	0	2	3	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																										
18	1.Политическая партия «Аграрная партия России»	144	0	0	0	2	0	4	0	0	9	3	2	5	0	0	3	4	4	6	1	0	0	3	10	20	2	10	5	1	0	1	5	12	3	3	6	5	4	2	1	3	0	2	0	0	1	0	0	2	0	0	0					
		0.67%	0.00%	0.00%	0.00%	0.98%	0.00%	2.72%	0.00%	0.00%	1.05%	0.95%	1.30%	1.38%	0.00%	0.00%	1.13%	1.47%	1.01%	3.51%	0.27%	0.00%	0.00%	3.06%	1.12%	4.94%	0.84%	1.88%	0.82%	0.25%	0.00%	0.30%	0.45%	1.05%	0.34%	0.46%	0.55%	0.85%	0.89%	0.70%	0.48%	2.10%	0.00%	1.34%	0.00%	0.00%	0.32%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.09%	0.00%	0.46%	0.18%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
		0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.02%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	660	2	11	14	5	0	5	7	4	7	7	4	22	5	1	5	4	14	3	5	2	10	4	122	15	16	40	28	3	16	3	46	30	39	18	46	26	5	8	1	1	4	0	0	0	12	0	6	16	12	4	2					
		3.09%	0.36%	3.46%	4.64%	2.45%	0.00%	3.40%	1.07%	1.32%	0.81%	2.22%	2.60%	6.06%	3.29%	0.33%	1.88%	1.47%	3.54%	1.75%	1.36%	2.04%	1.09%	4.08%	13.68%	3.70%	6.72%	7.53%	4.61%	0.75%	2.86%	0.91%	4.16%	2.62%	4.41%	2.78%	4.22%	4.43%	1.11%	2.79%	0.48%	0.70%	2.12%	0.00%	0.00%	0.00%	3.85%	0.00%	1.52%	3.76%	2.81%	0.74%	0.34%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	2	0	1	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.16%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.15%	0.18%	0.51%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	13	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	2	3	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
		0.06%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.16%	0.25%	0.00%	0.00%	0.00%	0.09%	0.00%	0.31%	0.28%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	218	3	1	9	1	0	2	0	1	7	7	0	6	0	1	1	1	7	0	3	3	6	0	2	8	0	24	2	1	4	1	20	7	7	6	35	11	3	2	2	0	0	0	1	1	2	3	5	8	1	0	3					
		1.02%	0.54%	0.31%	2.98%	0.49%	0.00%	1.36%	0.00%	0.33%	0.81%	2.22%	0.00%	1.65%	0.00%	0.33%	0.38%	0.37%	1.77%	0.00%	0.82%	3.06%	0.66%	0.00%	0.22%	1.98%	0.00%	4.52%	0.33%	0.25%	0.71%	0.30%	1.81%	0.61%	0.79%	0.93%	3.21%	1.87%	0.67%	0.70%	0.97%	0.00%	0.00%	0.00%	0.56%	0.64%	0.64%	1.97%	1.27%	1.88%	0.23%	0.00%	0.51%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	195	0	4	0	3	0	1	3	0	8	2	2	0	0	1	0	1	6	0	4	0	4	0	3	0	3	29	4	1	6	2	23	18	11	9	14	8	3	2	2	2	0	0	0	0	1	2	4	4	1	0	4					
		0.91%	0.00%	1.26%	0.00%	1.47%	0.00%	0.68%	0.46%	0.00%	0.93%	0.63%	1.30%	0.00%	0.00%	0.33%	0.00%	0.37%	1.52%	0.00%	1.09%	0.00%	0.44%	0.00%	0.34%	0.00%	1.26%	5.46%	0.66%	0.25%	1.07%	0.61%	2.08%	1.57%	1.24%	1.39%	1.29%	1.36%	0.67%	0.70%	0.97%	1.40%	0.00%	0.00%	0.00%	0.00%	0.32%	1.32%	1.01%	0.94%	0.23%	0.00%	0.68%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	28	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	0	0	0	0	1	0	0	0	6	2	0	1	0	0	1	1	3	2	2	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0					
		0.13%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.76%	0.00%	0.00%	0.00%	0.00%	1.02%	0.00%	0.00%	0.00%	1.13%	0.33%	0.00%	0.18%	0.00%	0.00%	0.09%	0.11%	0.46%	0.18%	0.34%	0.00%	0.00%	0.97%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	19878	552	301	279	190	101	135	638	296	817	293	143	330	140	299	255	258	361	162	348	93	888	89	755	353	216	412	559	390	532	320	1001	1066	816	589	975	528	430	273	199	132	183	146	176	156	294	142	376	388	410	527	566					
		93.14%	98.75%	94.65%	92.38%	93.14%	94.39%	91.84%	97.85%	98.01%	95.00%	93.02%	92.86%	90.91%	92.11%	99.01%	95.86%	94.51%	91.39%	94.74%	94.82%	94.90%	97.05%	90.82%	84.64%	87.16%	90.76%	77.59%	92.09%	97.26%	95.00%	97.56%	90.51%	93.02%	92.20%	90.90%	89.53%	89.95%	95.77%	95.12%	96.14%	92.31%	96.83%	97.99%	99.44%	99.36%	94.23%	93.42%	95.19%	91.08%	96.02%	97.59%	96.26%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	40	0	0	0	2	0	0	0	1	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	1	1	5	2	4	6	2	1	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0					
		0.19%	0.00%	0.00%	0.00%	0.98%	0.00%	0.00%	0.00%	0.33%	0.58%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.38%	0.33%	0.00%	0.18%	0.30%	0.45%	0.17%	0.45%	0.93%	0.18%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.47%	0.23%	0.00%	0.00%					
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
