Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																			
Дата голосования: 02.12.2007																																																																			
																																																																			
"Наименование Избирательной комиссии:    Новосибирск, Кировская"																																																																			
																																																																			
Сводная таблица результатов выборов																																																																			
																																																																			
		Сумма	УИК №1673	УИК №1674	УИК №1675	УИК №1676	УИК №1677	УИК №1678	УИК №1679	УИК №1680	УИК №1681	УИК №1682	УИК №1683	УИК №1684	УИК №1685	УИК №1686	УИК №1687	УИК №1688	УИК №1689	УИК №1690	УИК №1691	УИК №1692	УИК №1693	УИК №1694	УИК №1695	УИК №1696	УИК №1697	УИК №1698	УИК №1699	УИК №1700	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713	УИК №1714	УИК №1715	УИК №1716	УИК №1717	УИК №1718	УИК №1719	УИК №1720	УИК №1721	УИК №1722	УИК №1723	УИК №1724	УИК №1725	УИК №1726	УИК №1727	УИК №1728	УИК №1729	УИК №1730	УИК №1731	УИК №1732					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																			
18	1.Политическая партия «Аграрная партия России»	1458	28	19	35	29	27	10	30	43	39	22	26	28	19	15	31	16	18	21	17	21	24	32	26	23	25	18	27	29	24	24	31	22	8	9	38	19	25	12	24	35	22	27	25	22	21	26	22	28	43	33	37	11	30	36	20	30	17	14	11	14					
		1.96%	3.41%	1.63%	2.66%	1.70%	2.20%	1.99%	1.88%	2.61%	2.81%	1.68%	2.10%	1.90%	2.27%	2.57%	2.00%	1.53%	1.79%	1.81%	1.53%	1.66%	1.95%	2.19%	1.93%	1.64%	1.67%	1.55%	2.29%	2.18%	1.61%	1.79%	2.18%	1.64%	1.17%	0.78%	2.56%	1.41%	2.12%	0.96%	1.95%	2.57%	1.63%	2.08%	2.17%	1.71%	1.68%	1.74%	1.61%	1.95%	3.15%	2.32%	2.28%	0.91%	2.02%	2.99%	1.69%	2.13%	1.67%	1.52%	2.80%	2.28%					
19	2.Всероссийская политическая партия «Гражданская Сила»	933	12	13	24	22	23	4	20	33	26	21	13	45	6	2	18	13	14	11	18	9	14	21	17	19	20	13	10	18	22	16	14	10	5	8	24	18	6	15	23	20	16	6	15	10	9	17	19	24	15	21	22	8	20	10	22	20	9	4	3	3					
		1.26%	1.46%	1.11%	1.82%	1.29%	1.88%	0.80%	1.25%	2.00%	1.87%	1.61%	1.05%	3.05%	0.72%	0.34%	1.16%	1.25%	1.39%	0.95%	1.62%	0.71%	1.14%	1.43%	1.26%	1.35%	1.34%	1.12%	0.85%	1.35%	1.47%	1.19%	0.98%	0.75%	0.73%	0.70%	1.62%	1.33%	0.51%	1.20%	1.87%	1.47%	1.19%	0.46%	1.30%	0.78%	0.72%	1.14%	1.39%	1.67%	1.10%	1.48%	1.35%	0.66%	1.34%	0.83%	1.86%	1.42%	0.88%	0.43%	0.76%	0.49%					
20	3.Политическая партия «Демократическая партия России»	99	0	1	1	1	2	0	4	4	2	2	3	2	2	1	0	1	0	3	3	1	2	2	2	0	5	1	0	4	1	2	2	3	0	1	1	2	1	1	0	2	2	1	4	1	4	1	1	2	1	1	3	2	0	1	1	2	2	2	0	3					
		0.13%	0.00%	0.09%	0.08%	0.06%	0.16%	0.00%	0.25%	0.24%	0.14%	0.15%	0.24%	0.14%	0.24%	0.17%	0.00%	0.10%	0.00%	0.26%	0.27%	0.08%	0.16%	0.14%	0.15%	0.00%	0.33%	0.09%	0.00%	0.30%	0.07%	0.15%	0.14%	0.22%	0.00%	0.09%	0.07%	0.15%	0.08%	0.08%	0.00%	0.15%	0.15%	0.08%	0.35%	0.08%	0.32%	0.07%	0.07%	0.14%	0.07%	0.07%	0.18%	0.17%	0.00%	0.08%	0.08%	0.14%	0.20%	0.22%	0.00%	0.49%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	13248	123	185	278	290	254	59	271	345	264	267	250	214	73	75	258	144	159	118	153	196	256	272	210	247	213	172	183	205	255	221	265	218	102	151	292	290	252	276	239	308	271	345	246	274	201	310	286	176	271	276	301	144	323	284	251	326	104	92	82	82					
		17.83%	14.96%	15.87%	21.12%	16.97%	20.72%	11.78%	16.95%	20.95%	19.03%	20.43%	20.19%	14.52%	8.73%	12.84%	16.68%	13.79%	15.84%	10.16%	13.78%	15.48%	20.81%	18.58%	15.56%	17.61%	14.24%	14.80%	15.55%	15.39%	17.07%	16.47%	18.61%	16.27%	14.89%	13.13%	19.70%	21.48%	21.36%	22.17%	19.45%	22.58%	20.13%	26.56%	21.34%	21.36%	16.04%	20.78%	20.89%	12.26%	19.87%	19.42%	18.52%	11.91%	21.71%	23.59%	21.24%	23.14%	10.22%	9.98%	20.87%	13.36%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	779	20	18	17	24	22	4	26	25	31	17	13	17	8	1	15	12	9	13	14	6	20	21	14	20	13	5	1	16	17	5	10	9	8	4	17	10	13	11	7	11	10	6	3	7	9	21	19	15	10	10	11	17	19	25	17	13	12	4	2	5					
		1.05%	2.43%	1.54%	1.29%	1.40%	1.79%	0.80%	1.63%	1.52%	2.24%	1.30%	1.05%	1.15%	0.96%	0.17%	0.97%	1.15%	0.90%	1.12%	1.26%	0.47%	1.63%	1.43%	1.04%	1.43%	0.87%	0.43%	0.08%	1.20%	1.14%	0.37%	0.70%	0.67%	1.17%	0.35%	1.15%	0.74%	1.10%	0.88%	0.57%	0.81%	0.74%	0.46%	0.26%	0.55%	0.72%	1.41%	1.39%	1.05%	0.73%	0.70%	0.68%	1.41%	1.28%	2.08%	1.44%	0.92%	1.18%	0.43%	0.51%	0.81%					
23	6.Политическая партия «Партия социальной справедливости»	220	3	3	5	9	5	1	7	7	3	4	1	5	1	2	2	4	2	1	2	6	2	3	5	1	4	1	2	4	6	3	6	2	2	0	3	3	5	7	5	2	3	2	2	2	9	6	8	7	7	3	6	3	5	1	7	4	3	1	1	1					
		0.30%	0.36%	0.26%	0.38%	0.53%	0.41%	0.20%	0.44%	0.43%	0.22%	0.31%	0.08%	0.34%	0.12%	0.34%	0.13%	0.38%	0.20%	0.09%	0.18%	0.47%	0.16%	0.20%	0.37%	0.07%	0.27%	0.09%	0.17%	0.30%	0.40%	0.22%	0.42%	0.15%	0.29%	0.00%	0.20%	0.22%	0.42%	0.56%	0.41%	0.15%	0.22%	0.15%	0.17%	0.16%	0.72%	0.40%	0.58%	0.49%	0.51%	0.21%	0.37%	0.25%	0.34%	0.08%	0.59%	0.28%	0.29%	0.11%	0.25%	0.16%					
24	7.Политическая партия «Либерально-демократическая партия России»	6122	62	102	90	139	88	43	112	119	85	86	107	150	91	56	138	104	75	91	101	109	94	108	98	98	139	121	105	104	139	116	125	116	59	116	121	120	92	87	96	96	90	92	96	119	118	103	103	142	108	124	141	124	89	103	94	89	89	98	35	67					
		8.24%	7.54%	8.75%	6.84%	8.13%	7.18%	8.58%	7.00%	7.23%	6.13%	6.58%	8.64%	10.18%	10.89%	9.59%	8.92%	9.96%	7.47%	7.84%	9.10%	8.61%	7.64%	7.38%	7.26%	6.99%	9.29%	10.41%	8.92%	7.81%	9.30%	8.64%	8.78%	8.66%	8.61%	10.09%	8.16%	8.89%	7.80%	6.99%	7.81%	7.04%	6.69%	7.08%	8.33%	9.28%	9.42%	6.90%	7.52%	9.90%	7.92%	8.73%	8.68%	10.26%	5.98%	8.55%	7.95%	6.32%	8.74%	10.63%	8.91%	10.91%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	5672	65	110	114	151	87	28	141	151	135	140	93	111	57	43	131	64	88	88	91	102	91	96	112	69	91	71	77	91	89	144	98	105	36	59	97	106	96	116	95	93	126	100	77	97	81	125	109	95	115	119	128	100	122	104	83	104	56	56	8	45					
		7.63%	7.91%	9.43%	8.66%	8.84%	7.10%	5.59%	8.82%	9.17%	9.73%	10.71%	7.51%	7.53%	6.82%	7.36%	8.47%	6.13%	8.76%	7.58%	8.20%	8.06%	7.40%	6.56%	8.30%	4.92%	6.08%	6.11%	6.54%	6.83%	5.96%	10.73%	6.88%	7.84%	5.26%	5.13%	6.55%	7.85%	8.14%	9.32%	7.73%	6.82%	9.36%	7.70%	6.68%	7.56%	6.46%	8.38%	7.96%	6.62%	8.43%	8.37%	7.88%	8.27%	8.20%	8.64%	7.02%	7.38%	5.50%	6.07%	2.04%	7.33%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	695	6	12	19	21	11	8	13	15	18	8	11	14	8	3	19	12	11	11	5	13	11	17	12	14	6	9	9	9	16	15	5	17	2	7	10	17	11	16	19	13	9	9	12	17	15	8	11	13	15	12	14	8	11	15	18	8	8	6	5	8					
		0.94%	0.73%	1.03%	1.44%	1.23%	0.90%	1.60%	0.81%	0.91%	1.30%	0.61%	0.89%	0.95%	0.96%	0.51%	1.23%	1.15%	1.10%	0.95%	0.45%	1.03%	0.89%	1.16%	0.89%	0.99%	0.40%	0.77%	0.76%	0.68%	1.07%	1.12%	0.35%	1.27%	0.29%	0.61%	0.67%	1.26%	0.93%	1.29%	1.55%	0.95%	0.67%	0.69%	1.04%	1.33%	1.20%	0.54%	0.80%	0.91%	1.10%	0.84%	0.86%	0.66%	0.74%	1.25%	1.52%	0.57%	0.79%	0.65%	1.27%	1.30%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	42872	481	671	660	984	677	330	933	812	743	703	673	831	548	373	894	653	586	771	672	749	663	855	813	884	946	728	729	817	875	757	830	805	450	776	823	735	640	657	689	744	770	673	636	684	740	831	735	896	742	778	908	757	837	595	633	768	685	627	240	377					
		57.68%	58.52%	57.55%	50.15%	57.58%	55.22%	65.87%	58.35%	49.30%	53.57%	53.79%	54.36%	56.38%	65.55%	63.87%	57.79%	62.55%	58.37%	66.41%	60.54%	59.16%	53.90%	58.40%	60.22%	63.01%	63.24%	62.65%	61.94%	61.34%	58.57%	56.41%	58.29%	60.07%	65.69%	67.48%	55.53%	54.44%	54.24%	52.77%	56.06%	54.55%	57.21%	51.81%	55.16%	53.31%	59.06%	55.70%	53.69%	62.44%	54.40%	54.75%	55.88%	62.61%	56.25%	49.42%	53.55%	54.51%	67.29%	68.00%	61.07%	61.40%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1463	17	20	60	27	21	7	32	70	30	30	32	38	12	5	29	11	29	15	19	44	35	28	29	19	19	18	21	20	31	21	21	15	6	13	42	11	21	29	18	36	21	24	23	25	32	33	33	22	22	28	36	22	22	19	27	37	15	14	3	4					
		1.97%	2.07%	1.72%	4.56%	1.58%	1.71%	1.40%	2.00%	4.25%	2.16%	2.30%	2.58%	2.58%	1.44%	0.86%	1.87%	1.05%	2.89%	1.29%	1.71%	3.48%	2.85%	1.91%	2.15%	1.35%	1.27%	1.55%	1.78%	1.50%	2.07%	1.56%	1.47%	1.12%	0.88%	1.13%	2.83%	0.81%	1.78%	2.33%	1.46%	2.64%	1.56%	1.85%	1.99%	1.95%	2.55%	2.21%	2.41%	1.53%	1.61%	1.97%	2.22%	1.82%	1.48%	1.58%	2.28%	2.63%	1.47%	1.52%	0.76%	0.65%					
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
