Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																											
Дата голосования: 02.12.2007																																																											
																																																											
Наименование Избирательной комиссии:    Татарская																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																											
18	1.Политическая партия «Аграрная партия России»	365	9	1	8	1	0	10	2	0	1	7	15	4	7	9	6	8	4	20	8	11	6	0	3	2	11	5	0	0	2	42	1	9	1	14	2	3	11	6	5	8	14	3	20	0	1	21	32	4	5	1	2	0					
		3.71%	2.10%	1.30%	4.44%	2.13%	0.00%	2.67%	3.64%	0.00%	0.85%	1.91%	5.19%	2.40%	3.07%	3.05%	4.88%	3.49%	6.90%	6.04%	7.77%	3.72%	2.14%	0.00%	6.00%	2.35%	2.72%	3.23%	0.00%	0.00%	4.08%	8.52%	1.16%	8.33%	2.27%	2.36%	1.82%	2.63%	3.50%	2.35%	5.95%	8.25%	5.86%	7.32%	4.24%	0.00%	1.43%	5.22%	9.91%	3.57%	2.04%	1.47%	0.97%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	24	0	0	0	1	0	0	0	2	1	0	1	0	2	0	1	0	1	0	0	0	2	0	0	0	1	0	0	0	0	2	0	0	0	1	1	0	1	1	0	0	1	0	1	1	1	0	0	0	0	0	2	0					
		0.24%	0.00%	0.00%	0.00%	2.13%	0.00%	0.00%	0.00%	2.56%	0.85%	0.00%	0.35%	0.00%	0.88%	0.00%	0.81%	0.00%	1.72%	0.00%	0.00%	0.00%	0.71%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.17%	0.91%	0.00%	0.32%	0.39%	0.00%	0.00%	0.42%	0.00%	0.21%	1.92%	1.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.97%	0.00%					
20	3.Политическая партия «Демократическая партия России»	8	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0					
		0.08%	0.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1096	34	17	19	5	26	36	3	26	3	14	39	32	23	25	12	21	4	32	15	42	43	6	3	18	58	8	10	18	6	68	2	8	1	72	6	18	17	9	8	5	29	9	70	7	5	27	36	16	21	8	37	19					
		11.13%	7.93%	22.08%	10.56%	10.64%	31.33%	9.60%	5.45%	33.33%	2.56%	3.81%	13.49%	19.16%	10.09%	8.47%	9.76%	9.17%	6.90%	9.67%	14.56%	14.19%	15.30%	9.09%	6.00%	21.18%	14.36%	5.16%	7.58%	26.09%	12.24%	13.79%	2.33%	7.41%	2.27%	12.14%	5.45%	15.79%	5.41%	3.53%	9.52%	5.15%	12.13%	21.95%	14.83%	13.46%	7.14%	6.72%	11.15%	14.29%	8.57%	11.76%	17.96%	19.39%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	55	1	0	2	0	0	0	0	0	0	5	1	0	7	0	1	0	0	0	3	5	0	0	0	0	7	0	0	0	0	2	0	0	0	4	0	0	0	2	0	0	6	0	0	0	0	1	0	0	3	1	4	0					
		0.56%	0.23%	0.00%	1.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.36%	0.35%	0.00%	3.07%	0.00%	0.81%	0.00%	0.00%	0.00%	2.91%	1.69%	0.00%	0.00%	0.00%	0.00%	1.73%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.67%	0.00%	0.00%	0.00%	0.78%	0.00%	0.00%	2.51%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	1.22%	1.47%	1.94%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	14	2	0	1	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0					
		0.14%	0.47%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	1.28%	0.00%	0.27%	0.69%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.91%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.25%	0.00%	0.00%	0.82%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1046	31	13	7	5	12	31	15	10	4	58	31	15	37	20	14	32	7	23	17	20	33	11	8	12	39	10	7	7	8	61	20	16	11	83	17	14	27	18	13	7	26	4	25	2	8	48	32	13	24	1	30	9					
		10.63%	7.23%	16.88%	3.89%	10.64%	14.46%	8.27%	27.27%	12.82%	3.42%	15.80%	10.73%	8.98%	16.23%	6.78%	11.38%	13.97%	12.07%	6.95%	16.50%	6.76%	11.74%	16.67%	16.00%	14.12%	9.65%	6.45%	5.30%	10.14%	16.33%	12.37%	23.26%	14.81%	25.00%	13.99%	15.45%	12.28%	8.60%	7.06%	15.48%	7.22%	10.88%	9.76%	5.30%	3.85%	11.43%	11.94%	9.91%	11.61%	9.80%	1.47%	14.56%	9.18%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	537	41	0	10	4	6	26	0	0	5	31	18	17	19	12	7	10	0	21	5	18	15	1	0	1	40	5	3	5	2	19	3	3	0	46	4	12	12	6	0	0	23	8	10	1	1	33	6	4	13	0	5	6					
		5.46%	9.56%	0.00%	5.56%	8.51%	7.23%	6.93%	0.00%	0.00%	4.27%	8.45%	6.23%	10.18%	8.33%	4.07%	5.69%	4.37%	0.00%	6.34%	4.85%	6.08%	5.34%	1.52%	0.00%	1.18%	9.90%	3.23%	2.27%	7.25%	4.08%	3.85%	3.49%	2.78%	0.00%	7.76%	3.64%	10.53%	3.82%	2.35%	0.00%	0.00%	9.62%	19.51%	2.12%	1.92%	1.43%	8.21%	1.86%	3.57%	5.31%	0.00%	2.43%	6.12%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	59	2	0	2	1	0	4	0	0	0	2	4	0	1	1	1	2	0	1	2	2	1	1	0	1	4	0	2	1	1	2	2	0	0	3	1	0	3	0	0	0	2	0	1	1	1	0	0	0	2	0	3	2					
		0.60%	0.47%	0.00%	1.11%	2.13%	0.00%	1.07%	0.00%	0.00%	0.00%	0.54%	1.38%	0.00%	0.44%	0.34%	0.81%	0.87%	0.00%	0.30%	1.94%	0.68%	0.36%	1.52%	0.00%	1.18%	0.99%	0.00%	1.52%	1.45%	2.04%	0.41%	2.33%	0.00%	0.00%	0.51%	0.91%	0.00%	0.96%	0.00%	0.00%	0.00%	0.84%	0.00%	0.21%	1.92%	1.43%	0.00%	0.00%	0.00%	0.82%	0.00%	1.46%	2.04%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	6497	303	42	130	30	39	265	35	39	103	236	174	92	129	226	80	156	42	229	53	189	173	47	35	46	235	124	104	38	30	293	58	72	31	356	77	65	243	206	57	77	138	17	339	38	53	263	213	75	168	57	115	62					
		65.99%	70.63%	54.55%	72.22%	63.83%	46.99%	70.67%	63.64%	50.00%	88.03%	64.31%	60.21%	55.09%	56.58%	76.61%	65.04%	68.12%	72.41%	69.18%	51.46%	63.85%	61.57%	71.21%	70.00%	54.12%	58.17%	80.00%	78.79%	55.07%	61.22%	59.43%	67.44%	66.67%	70.45%	60.03%	70.00%	57.02%	77.39%	80.78%	67.86%	79.38%	57.74%	41.46%	71.82%	73.08%	75.71%	65.42%	65.94%	66.96%	68.57%	83.82%	55.83%	63.27%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	26	0	1	1	0	0	1	0	0	0	2	1	0	1	1	0	0	0	1	0	4	2	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	2	0	0	2	0	1	0					
		0.26%	0.00%	1.30%	0.56%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.54%	0.35%	0.00%	0.44%	0.34%	0.00%	0.00%	0.00%	0.30%	0.00%	1.35%	0.71%	0.00%	2.00%	0.00%	0.00%	0.00%	0.76%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	1.19%	0.00%	0.00%	0.00%	0.00%	1.92%	0.00%	0.50%	0.00%	0.00%	0.82%	0.00%	0.49%	0.00%					
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
