Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Чердынская																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №4201	УИК №4202	УИК №4203	УИК №4204	УИК №4205	УИК №4206	УИК №4207	УИК №4208	УИК №4209	УИК №4210	УИК №4211	УИК №4212	УИК №4213	УИК №4214	УИК №4215	УИК №4216	УИК №4217	УИК №4218	УИК №4219	УИК №4220	УИК №4221	УИК №4222	УИК №4223	УИК №4224	УИК №4225									
14	Число погашенных неиспользованных открепительных удостоверений	515	37	35	35	10	55	25	26	35	10	39	8	8	36	9	5	5	10	20	29	20	9	10	19	10	10									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	2	2	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																				
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	47	3	4	3	2	9	5	2	3	2	0	1	0	5	0	0	0	0	3	1	1	1	0	2	0	0									
		0.96%	0.83%	0.92%	0.75%	1.42%	1.68%	2.26%	0.84%	1.30%	2.30%	0.00%	1.06%	0.00%	1.00%	0.00%	0.00%	0.00%	0.00%	1.36%	0.48%	0.87%	0.85%	0.00%	0.67%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	166	7	30	9	6	20	7	16	9	4	10	2	1	12	2	2	1	1	7	5	1	4	0	3	3	4									
		3.39%	1.93%	6.88%	2.26%	4.26%	3.73%	3.17%	6.72%	3.91%	4.60%	5.05%	2.13%	1.59%	2.41%	2.08%	4.00%	4.00%	1.28%	3.17%	2.39%	0.87%	3.39%	0.00%	1.00%	6.25%	5.13%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	137	13	12	15	7	12	9	7	10	1	5	3	3	8	4	4	0	2	4	6	3	3	2	3	0	1									
		2.80%	3.58%	2.75%	3.76%	4.96%	2.24%	4.07%	2.94%	4.35%	1.15%	2.53%	3.19%	4.76%	1.61%	4.17%	8.00%	0.00%	2.56%	1.81%	2.87%	2.61%	2.54%	3.85%	1.00%	0.00%	1.28%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2098	142	157	148	56	206	100	97	104	46	97	53	35	133	32	30	7	45	84	123	68	70	25	168	25	47									
		42.88%	39.12%	36.01%	37.09%	39.72%	38.43%	45.25%	40.76%	45.22%	52.87%	48.99%	56.38%	55.56%	26.71%	33.33%	60.00%	28.00%	57.69%	38.01%	58.85%	59.13%	59.32%	48.08%	56.19%	52.08%	60.26%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	13	1	0	1	1	2	2	1	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0									
		0.27%	0.28%	0.00%	0.25%	0.71%	0.37%	0.90%	0.42%	0.87%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	7	0	1	0	0	2	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0									
		0.14%	0.00%	0.23%	0.00%	0.00%	0.37%	0.00%	0.00%	0.87%	0.00%	0.00%	0.00%	1.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	987	67	88	75	30	131	46	68	41	15	40	18	7	76	26	8	4	13	60	30	22	23	12	64	12	11									
		20.17%	18.46%	20.18%	18.80%	21.28%	24.44%	20.81%	28.57%	17.83%	17.24%	20.20%	19.15%	11.11%	15.26%	27.08%	16.00%	16.00%	16.67%	27.15%	14.35%	19.13%	19.49%	23.08%	21.40%	25.00%	14.10%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	16	1	0	1	0	2	0	2	0	1	0	1	0	3	1	0	0	1	1	0	0	0	0	2	0	0									
		0.33%	0.28%	0.00%	0.25%	0.00%	0.37%	0.00%	0.84%	0.00%	1.15%	0.00%	1.06%	0.00%	0.60%	1.04%	0.00%	0.00%	1.28%	0.45%	0.00%	0.00%	0.00%	0.00%	0.67%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	36	4	7	5	0	4	1	1	5	0	0	0	0	5	0	0	0	0	2	2	0	0	0	0	0	0									
		0.74%	1.10%	1.61%	1.25%	0.00%	0.75%	0.45%	0.42%	2.17%	0.00%	0.00%	0.00%	0.00%	1.00%	0.00%	0.00%	0.00%	0.00%	0.90%	0.96%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	6	0	1	0	0	0	2	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0									
		0.12%	0.00%	0.23%	0.00%	0.00%	0.00%	0.90%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	1.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	326	31	37	29	8	4	0	4	1	1	3	2	1	155	9	2	6	0	3	6	2	1	2	17	2	0									
		6.66%	8.54%	8.49%	7.27%	5.67%	0.75%	0.00%	1.68%	0.43%	1.15%	1.52%	2.13%	1.59%	31.12%	9.38%	4.00%	24.00%	0.00%	1.36%	2.87%	1.74%	0.85%	3.85%	5.69%	4.17%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	649	64	67	83	15	85	31	24	33	9	23	11	7	56	19	3	6	5	27	16	11	12	6	24	4	8									
		13.26%	17.63%	15.37%	20.80%	10.64%	15.86%	14.03%	10.08%	14.35%	10.34%	11.62%	11.70%	11.11%	11.24%	19.79%	6.00%	24.00%	6.41%	12.22%	7.66%	9.57%	10.17%	11.54%	8.03%	8.33%	10.26%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	8	1	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0									
		0.16%	0.28%	0.00%	0.00%	0.71%	0.37%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.28%	0.00%	0.00%	1.74%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	164	19	15	14	9	26	7	0	10	1	10	2	4	10	2	1	1	1	8	5	2	1	3	9	2	2									
		3.35%	5.23%	3.44%	3.51%	6.38%	4.85%	3.17%	0.00%	4.35%	1.15%	5.05%	2.13%	6.35%	2.01%	2.08%	2.00%	4.00%	1.28%	3.62%	2.39%	1.74%	0.85%	5.77%	3.01%	4.17%	2.56%									
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
