Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																												
Дата голосования: 04.12.2011																																																												
																																																												
Наименование Избирательной комиссии:    Соль-Илецкая																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
		Сумма	УИК №1535	УИК №1536	УИК №1537	УИК №1538	УИК №1539	УИК №1540	УИК №1541	УИК №1542	УИК №1543	УИК №1544	УИК №1545	УИК №1546	УИК №1547	УИК №1548	УИК №1549	УИК №1550	УИК №1551	УИК №1552	УИК №1553	УИК №1554	УИК №1555	УИК №1556	УИК №1557	УИК №1558	УИК №1559	УИК №1560	УИК №1561	УИК №1562	УИК №1563	УИК №1564	УИК №1565	УИК №1566	УИК №1567	УИК №1568	УИК №1569	УИК №1570	УИК №1571	УИК №1572	УИК №1573	УИК №1574	УИК №1575	УИК №1576	УИК №1577	УИК №1578	УИК №1579	УИК №1580	УИК №1581	УИК №1582	УИК №1583	УИК №1584	УИК №1749	УИК №1853	УИК №1854					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	245	4	0	10	3	2	0	1	7	5	30	3	5	8	3	2	3	30	3	4	0	3	4	0	3	3	4	3	3	3	4	5	5	0	4	6	5	5	4	5	5	6	5	5	7	1	5	5	4	5	5	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	213	3	0	10	3	2	0	1	7	4	30	3	5	8	3	2	3	30	3	3	0	0	4	0	3	2	1	3	3	3	4	5	5	0	4	6	3	5	2	2	1	6	3	5	6	1	4	4	4	2	2	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	115	0	0	1	2	1	1	1	2	1	4	0	0	0	1	1	3	7	4	2	0	2	4	0	0	6	1	0	0	0	1	4	4	0	2	3	2	2	4	8	4	6	4	2	4	4	2	3	1	1	6	3	1	0					
14	Число погашенных неиспользованных открепительных удостоверений	32	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	1	3	0	0	0	0	0	0	0	0	0	2	0	2	3	4	0	2	0	1	0	1	1	0	3	3	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																												
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2881	40	21	107	66	59	9	19	29	48	90	18	51	80	27	27	23	59	40	42	28	13	55	17	85	75	45	34	17	41	29	41	58	7	19	87	51	98	73	147	137	138	120	104	140	30	32	41	78	106	49	13	15	3					
		13.19%	11.11%	9.72%	16.49%	11.44%	8.87%	7.38%	10.92%	9.51%	13.33%	12.28%	10.84%	13.32%	16.33%	12.16%	15.43%	8.98%	9.09%	12.35%	8.12%	12.02%	6.28%	10.17%	12.32%	22.85%	13.54%	9.13%	13.49%	4.93%	8.89%	16.20%	9.65%	14.80%	10.00%	8.76%	14.17%	10.06%	15.26%	19.62%	18.08%	17.15%	17.53%	19.61%	15.73%	14.26%	12.99%	7.88%	9.56%	14.63%	16.46%	13.92%	13.83%	18.99%	5.17%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3073	35	13	100	67	138	17	36	39	48	101	22	26	72	22	17	13	22	27	45	42	27	30	9	30	57	54	34	53	27	8	68	20	3	41	81	71	134	63	144	138	145	95	128	220	36	56	95	81	117	67	10	19	10					
		14.07%	9.72%	6.02%	15.41%	11.61%	20.75%	13.93%	20.69%	12.79%	13.33%	13.78%	13.25%	6.79%	14.69%	9.91%	9.71%	5.08%	3.39%	8.33%	8.70%	18.03%	13.04%	5.55%	6.52%	8.06%	10.29%	10.95%	13.49%	15.36%	5.86%	4.47%	16.00%	5.10%	4.29%	18.89%	13.19%	14.00%	20.87%	16.94%	17.71%	17.27%	18.42%	15.52%	19.36%	22.40%	15.58%	13.79%	22.14%	15.20%	18.17%	19.03%	10.64%	24.05%	17.24%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	161	2	1	4	5	16	0	0	4	2	4	0	5	5	3	2	1	3	5	1	1	0	1	2	2	2	1	2	1	0	2	3	3	0	1	3	4	7	6	5	4	10	7	4	6	3	2	2	2	7	3	0	2	0					
		0.74%	0.56%	0.46%	0.62%	0.87%	2.41%	0.00%	0.00%	1.31%	0.56%	0.55%	0.00%	1.31%	1.02%	1.35%	1.14%	0.39%	0.46%	1.54%	0.19%	0.43%	0.00%	0.18%	1.45%	0.54%	0.36%	0.20%	0.79%	0.29%	0.00%	1.12%	0.71%	0.77%	0.00%	0.46%	0.49%	0.79%	1.09%	1.61%	0.62%	0.50%	1.27%	1.14%	0.61%	0.61%	1.30%	0.49%	0.47%	0.38%	1.09%	0.85%	0.00%	2.53%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	6030	104	61	92	185	154	41	45	127	90	179	57	93	142	84	63	85	205	100	186	34	62	175	53	71	124	119	45	116	119	19	139	90	23	54	199	179	178	99	242	212	206	170	184	266	62	144	118	167	148	82	23	7	8					
		27.61%	28.89%	28.24%	14.18%	32.06%	23.16%	33.61%	25.86%	41.64%	25.00%	24.42%	34.34%	24.28%	28.98%	37.84%	36.00%	33.20%	31.59%	30.86%	35.98%	14.59%	29.95%	32.35%	38.41%	19.09%	22.38%	24.14%	17.86%	33.62%	25.81%	10.61%	32.71%	22.96%	32.86%	24.88%	32.41%	35.31%	27.73%	26.61%	29.77%	26.53%	26.18%	27.78%	27.84%	27.09%	26.84%	35.47%	27.51%	31.33%	22.98%	23.30%	24.47%	8.86%	13.79%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	278	1	0	5	3	1	4	1	4	3	1	0	4	3	3	0	1	2	3	3	4	2	2	1	3	1	4	0	0	3	0	3	3	3	3	8	7	13	8	17	20	15	13	14	23	3	8	12	12	26	4	1	0	0					
		1.27%	0.28%	0.00%	0.77%	0.52%	0.15%	3.28%	0.57%	1.31%	0.83%	0.14%	0.00%	1.04%	0.61%	1.35%	0.00%	0.39%	0.31%	0.93%	0.58%	1.72%	0.97%	0.37%	0.72%	0.81%	0.18%	0.81%	0.00%	0.00%	0.65%	0.00%	0.71%	0.77%	4.29%	1.38%	1.30%	1.38%	2.02%	2.15%	2.09%	2.50%	1.91%	2.12%	2.12%	2.34%	1.30%	1.97%	2.80%	2.25%	4.04%	1.14%	1.06%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9085	173	109	329	251	289	50	71	100	162	353	68	201	174	77	61	127	353	143	232	121	99	273	56	178	288	262	135	153	262	115	164	214	32	94	231	184	201	116	249	274	261	196	213	316	86	155	157	184	234	140	47	35	37					
		41.60%	48.06%	50.46%	50.69%	43.50%	43.46%	40.98%	40.80%	32.79%	45.00%	48.16%	40.96%	52.48%	35.51%	34.68%	34.86%	49.61%	54.39%	44.14%	44.87%	51.93%	47.83%	50.46%	40.58%	47.85%	51.99%	53.14%	53.57%	44.35%	56.83%	64.25%	38.59%	54.59%	45.71%	43.32%	37.62%	36.29%	31.31%	31.18%	30.63%	34.29%	33.16%	32.03%	32.22%	32.18%	37.23%	38.18%	36.60%	34.52%	36.34%	39.77%	50.00%	44.30%	63.79%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	65	1	3	2	0	4	0	0	0	2	0	0	1	6	1	1	1	1	0	2	1	0	0	0	0	2	1	1	0	1	1	2	0	0	1	0	1	3	2	2	3	2	1	3	2	2	0	2	3	1	3	0	0	0					
		0.30%	0.28%	1.39%	0.31%	0.00%	0.60%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.26%	1.22%	0.45%	0.57%	0.39%	0.15%	0.00%	0.39%	0.43%	0.00%	0.00%	0.00%	0.00%	0.36%	0.20%	0.40%	0.00%	0.22%	0.56%	0.47%	0.00%	0.00%	0.46%	0.00%	0.20%	0.47%	0.54%	0.25%	0.38%	0.25%	0.16%	0.45%	0.20%	0.87%	0.00%	0.47%	0.56%	0.16%	0.85%	0.00%	0.00%	0.00%					
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
