Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																				
Дата голосования: 04.12.2011																																																																				
																																																																				
Наименование Избирательной комиссии:    Киреевская																																																																				
																																																																				
Сводная таблица результатов выборов																																																																				
																																																																				
		Сумма	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1728	20	8	10	10	30	35	40	50	45	50	50	30	25	40	20	23	0	30	50	35	35	20	40	20	23	30	32	37	30	28	50	50	10	40	50	40	30	20	20	15	10	3	25	20	25	30	27	20	30	35	40	40	30	26	20	20	20	12	24	25	25					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1654	20	6	0	9	30	35	40	50	45	50	50	27	25	37	20	23	0	30	50	29	30	20	35	20	20	30	32	37	30	28	50	47	10	30	43	35	30	20	20	15	10	3	25	20	25	30	27	20	30	35	37	40	30	26	20	13	20	12	24	24	25					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	986	13	8	9	9	70	59	44	42	39	30	12	78	60	40	17	15	21	7	14	5	11	5	4	4	19	17	24	14	7	13	17	8	11	7	6	10	6	4	2	3	2	5	7	3	1	3	16	14	1	7	3	2	7	5	6	8	5	8	14	19	66					
14	Число погашенных неиспользованных открепительных удостоверений	74	0	2	10	1	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	6	5	0	5	0	3	0	0	0	0	0	0	3	0	10	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	7	0	0	0	1	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	172	2	0	0	2	9	9	8	4	9	12	17	6	4	3	10	2	0	7	1	0	2	1	0	0	1	1	3	1	1	4	0	0	0	0	1	0	1	0	0	0	0	1	3	1	1	0	2	0	1	0	0	0	0	1	0	0	0	12	5	15	9					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																				
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3783	78	15	11	24	97	77	97	107	99	154	130	97	73	89	57	70	29	63	89	118	61	27	76	35	66	90	94	113	122	61	166	165	16	89	89	66	75	18	15	28	25	10	37	18	14	23	29	25	43	39	26	30	14	22	10	10	20	63	73	112	94					
		9.29%	11.44%	5.75%	7.53%	6.50%	11.25%	8.28%	10.89%	10.96%	11.09%	18.67%	16.62%	11.36%	9.77%	11.54%	7.40%	11.40%	12.24%	5.69%	10.61%	10.67%	5.13%	2.30%	6.10%	8.24%	11.22%	16.36%	13.62%	14.83%	11.95%	7.55%	13.66%	11.04%	9.36%	7.44%	9.83%	9.38%	6.88%	4.90%	4.20%	9.59%	12.14%	6.94%	7.41%	9.00%	7.91%	8.81%	5.50%	4.01%	6.61%	10.54%	4.86%	8.31%	6.36%	5.64%	3.76%	3.62%	3.77%	12.60%	8.29%	13.40%	6.81%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	4166	80	56	23	31	101	100	84	110	105	152	105	98	86	94	70	64	43	105	85	105	41	78	75	27	76	94	92	109	82	54	207	169	19	84	68	63	87	24	15	42	9	23	42	20	17	19	73	42	79	58	27	28	29	45	17	23	38	49	114	98	113					
		10.23%	11.73%	21.46%	15.75%	8.40%	11.72%	10.75%	9.43%	11.27%	11.76%	18.42%	13.43%	11.48%	11.51%	12.19%	9.09%	10.42%	18.14%	9.48%	10.13%	9.49%	3.45%	6.66%	6.02%	6.35%	12.93%	17.09%	13.33%	14.30%	8.03%	6.68%	17.04%	11.30%	11.11%	7.02%	7.51%	8.95%	7.98%	6.54%	4.20%	14.38%	4.37%	15.97%	8.42%	10.00%	9.60%	7.28%	13.85%	6.73%	12.14%	15.68%	5.05%	7.76%	13.18%	11.54%	6.39%	8.33%	7.16%	9.80%	12.94%	11.72%	8.19%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	337	8	0	3	5	3	5	7	6	13	6	8	2	9	13	15	3	2	8	6	11	9	14	6	0	5	9	3	11	7	4	12	4	0	5	8	8	5	6	2	8	1	0	4	2	3	1	3	4	4	6	3	2	7	5	1	3	6	6	5	6	6					
		0.83%	1.17%	0.00%	2.05%	1.36%	0.35%	0.54%	0.79%	0.61%	1.46%	0.73%	1.02%	0.23%	1.20%	1.69%	1.95%	0.49%	0.84%	0.72%	0.72%	0.99%	0.76%	1.19%	0.48%	0.00%	0.85%	1.64%	0.43%	1.44%	0.69%	0.50%	0.99%	0.27%	0.00%	0.42%	0.88%	1.14%	0.46%	1.63%	0.56%	2.74%	0.49%	0.00%	0.80%	1.00%	1.69%	0.38%	0.57%	0.64%	0.61%	1.62%	0.56%	0.55%	3.18%	1.28%	0.38%	1.09%	1.13%	1.20%	0.57%	0.72%	0.43%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	5814	156	33	11	52	166	144	197	130	117	127	176	181	124	97	62	114	46	151	88	148	76	134	190	32	137	135	109	152	138	125	274	262	16	100	187	132	88	24	38	15	17	30	60	15	18	17	61	61	103	54	29	40	25	25	26	23	42	78	97	137	172					
		14.27%	22.87%	12.64%	7.53%	14.09%	19.26%	15.48%	22.11%	13.32%	13.10%	15.39%	22.51%	21.19%	16.60%	12.58%	8.05%	18.57%	19.41%	13.63%	10.49%	13.38%	6.40%	11.43%	15.26%	7.53%	23.30%	24.55%	15.80%	19.95%	13.52%	15.47%	22.55%	17.53%	9.36%	8.36%	20.66%	18.75%	8.07%	6.54%	10.64%	5.14%	8.25%	20.83%	12.02%	7.50%	10.17%	6.51%	11.57%	9.78%	15.82%	14.59%	5.42%	11.08%	11.36%	6.41%	9.77%	8.33%	7.91%	15.60%	11.01%	16.39%	12.46%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1042	21	5	2	6	33	26	39	46	32	29	24	23	34	20	26	22	3	10	15	39	20	33	26	8	17	15	21	29	54	16	32	22	2	21	22	17	17	13	3	7	6	1	2	5	1	3	8	9	8	4	15	2	33	7	0	6	8	11	20	25	18					
		2.56%	3.08%	1.92%	1.37%	1.63%	3.83%	2.80%	4.38%	4.71%	3.58%	3.52%	3.07%	2.69%	4.55%	2.59%	3.38%	3.58%	1.27%	0.90%	1.79%	3.53%	1.68%	2.82%	2.09%	1.88%	2.89%	2.73%	3.04%	3.81%	5.29%	1.98%	2.63%	1.47%	1.17%	1.76%	2.43%	2.41%	1.56%	3.54%	0.84%	2.40%	2.91%	0.69%	0.40%	2.50%	0.56%	1.15%	1.52%	1.44%	1.23%	1.08%	2.80%	0.55%	15.00%	1.79%	0.00%	2.17%	1.51%	2.20%	2.27%	2.99%	1.30%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	24696	332	147	92	248	436	560	451	561	517	338	327	433	411	448	428	331	110	763	543	639	970	858	863	317	285	197	358	331	568	526	491	847	116	813	523	409	806	279	254	176	148	78	349	134	123	196	346	478	410	200	399	256	99	286	212	210	413	287	562	447	961					
		60.62%	48.68%	56.32%	63.01%	67.21%	50.58%	60.22%	50.62%	57.48%	57.89%	40.97%	41.82%	50.70%	55.02%	58.11%	55.58%	53.91%	46.41%	68.86%	64.72%	57.78%	81.65%	73.21%	69.32%	74.59%	48.47%	35.82%	51.88%	43.44%	55.63%	65.10%	40.41%	56.66%	67.84%	67.98%	57.79%	58.10%	73.94%	76.02%	71.15%	60.27%	71.84%	54.17%	69.94%	67.00%	69.49%	75.10%	65.65%	76.60%	62.98%	54.05%	74.58%	70.91%	45.00%	73.33%	79.70%	76.09%	77.78%	57.40%	63.79%	53.47%	69.64%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	141	2	0	0	0	4	2	3	6	1	5	4	0	4	4	2	4	1	3	4	8	4	0	4	2	0	2	2	7	0	1	4	6	1	5	2	4	0	2	2	2	0	0	3	1	0	0	1	1	1	3	1	2	4	0	0	0	4	1	4	3	5					
		0.35%	0.29%	0.00%	0.00%	0.00%	0.46%	0.22%	0.34%	0.61%	0.11%	0.61%	0.51%	0.00%	0.54%	0.52%	0.26%	0.65%	0.42%	0.27%	0.48%	0.72%	0.34%	0.00%	0.32%	0.47%	0.00%	0.36%	0.29%	0.92%	0.00%	0.12%	0.33%	0.40%	0.58%	0.42%	0.22%	0.57%	0.00%	0.54%	0.56%	0.68%	0.00%	0.00%	0.60%	0.50%	0.00%	0.00%	0.19%	0.16%	0.15%	0.81%	0.19%	0.55%	1.82%	0.00%	0.00%	0.00%	0.75%	0.20%	0.45%	0.36%	0.36%					
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
