Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																							
Дата голосования: 07.12.2003 0:00:00																																																																							
																																																																							
"Наименование Избирательной комиссии:    Тюмень, Центральная"																																																																							
																																																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																							
																																																																							
		Сумма	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966					
		0.46%	0.33%	0.84%	0.28%	0.57%	0.10%	0.52%	0.0%	0.0%	0.61%	0.24%	0.50%	0.52%	0.43%	0.0%	2.29%	0.25%	0.29%	0.19%	0.0%	0.19%	0.49%	0.37%	0.69%	0.44%	0.28%	0.0%	0.55%	0.0%	0.55%	0.30%	0.52%	0.35%	0.67%	0.46%	0.88%	0.0%	0.33%	0.41%	0.17%	0.31%	0.61%	0.97%	0.55%	0.36%	0.76%	1.02%	0.70%	0.39%	0.35%	0.31%	0.96%	0.43%	0.60%	1.06%	0.81%	0.26%	0.16%	0.30%	0.76%	0.11%	0.62%	0.40%	0.45%	0.0%					
27	"10. ""Аграрная партия России"""	790	13	14	8	10	16	17	7	7	10	17	7	14	16	9	9	8	9	8	7	11	13	14	18	11	3	2	11	6	2	25	10	13	7	17	8	7	10	12	16	8	7	20	16	8	18	15	13	20	9	14	13	15	16	7	14	29	20	14	23	21	16	8	22	2					
		1.49%	1.08%	2.36%	0.76%	0.81%	1.64%	1.26%	0.99%	1.27%	2.05%	4.08%	1.77%	1.83%	1.75%	1.93%	2.29%	2.0%	2.67%	1.56%	0.59%	1.07%	1.29%	1.29%	1.78%	0.98%	0.84%	0.56%	3.03%	1.89%	0.55%	2.56%	0.87%	1.51%	0.79%	1.57%	0.88%	1.48%	1.12%	0.99%	2.86%	0.84%	0.85%	1.94%	1.26%	0.72%	1.96%	1.92%	1.14%	1.97%	1.07%	1.45%	1.40%	1.62%	1.92%	0.67%	2.28%	2.56%	1.66%	1.42%	2.19%	2.40%	1.98%	0.80%	3.32%	1.36%					
28	"11. ""Истинные патриоты России"""	69	2	0	1	1	3	1	0	0	0	0	0	3	2	0	0	1	1	2	1	1	6	3	0	1	0	0	0	3	0	1	1	3	0	1	0	1	4	1	1	1	0	0	0	2	4	0	0	2	2	2	1	1	3	1	0	0	1	0	1	0	0	2	1	0					
		0.13%	0.16%	0.0%	0.09%	0.08%	0.30%	0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.39%	0.21%	0.0%	0.0%	0.25%	0.29%	0.39%	0.08%	0.09%	0.59%	0.27%	0.0%	0.08%	0.0%	0.0%	0.0%	0.94%	0.0%	0.10%	0.08%	0.35%	0.0%	0.09%	0.0%	0.21%	0.45%	0.08%	0.17%	0.10%	0.0%	0.0%	0.0%	0.18%	0.43%	0.0%	0.0%	0.19%	0.23%	0.20%	0.10%	0.10%	0.36%	0.09%	0.0%	0.0%	0.08%	0.0%	0.09%	0.0%	0.0%	0.20%	0.15%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	2388	63	35	35	54	35	64	34	34	26	21	14	35	22	20	24	18	16	34	61	37	57	46	30	52	10	13	14	21	8	47	48	51	47	52	34	30	31	67	21	41	42	26	63	40	34	34	70	41	40	47	47	46	35	42	34	32	53	43	49	44	40	49	27	8					
		4.52%	5.25%	5.90%	3.34%	4.41%	3.59%	4.77%	4.81%	6.17%	5.33%	5.04%	3.55%	4.58%	2.40%	4.31%	6.10%	4.5%	4.74%	6.66%	5.17%	3.59%	5.66%	4.26%	2.97%	4.64%	2.81%	3.65%	3.85%	6.64%	2.23%	4.82%	4.22%	5.95%	5.31%	4.81%	3.76%	6.38%	3.50%	5.56%	3.76%	4.32%	5.13%	2.52%	4.96%	3.64%	3.70%	4.35%	6.16%	4.04%	4.75%	4.90%	5.06%	4.98%	4.20%	4.05%	5.53%	2.82%	4.40%	4.36%	4.68%	5.03%	4.96%	4.90%	4.08%	5.47%					
30	"13. ""Демократическая партия России"""	108	1	1	4	2	1	8	2	2	1	4	0	0	4	1	2	0	0	1	6	2	0	2	4	1	2	1	0	5	0	2	1	3	2	1	2	0	3	1	0	0	1	1	4	2	0	1	3	2	0	6	1	0	1	1	0	0	1	3	3	3	0	2	0	1					
		0.20%	0.08%	0.16%	0.38%	0.16%	0.10%	0.59%	0.28%	0.36%	0.20%	0.96%	0.0%	0.0%	0.43%	0.21%	0.50%	0.0%	0.0%	0.19%	0.50%	0.19%	0.0%	0.18%	0.39%	0.08%	0.56%	0.28%	0.0%	1.58%	0.0%	0.20%	0.08%	0.35%	0.22%	0.09%	0.22%	0.0%	0.33%	0.08%	0.0%	0.0%	0.12%	0.09%	0.31%	0.18%	0.0%	0.12%	0.26%	0.19%	0.0%	0.62%	0.10%	0.0%	0.12%	0.09%	0.0%	0.0%	0.08%	0.30%	0.28%	0.34%	0.0%	0.20%	0.0%	0.68%					
31	"14. ""Великая Россия - Евразийский Союз"""	129	6	0	4	1	3	2	4	0	0	1	1	3	2	2	3	1	0	2	0	2	5	4	0	0	0	0	1	1	1	2	3	5	3	2	1	3	1	3	0	1	2	1	4	3	3	1	3	2	0	3	0	3	3	3	4	2	3	2	3	0	7	4	0	0					
		0.24%	0.50%	0.0%	0.38%	0.08%	0.30%	0.14%	0.56%	0.0%	0.0%	0.24%	0.25%	0.39%	0.21%	0.43%	0.76%	0.25%	0.0%	0.39%	0.0%	0.19%	0.49%	0.37%	0.0%	0.0%	0.0%	0.0%	0.27%	0.31%	0.27%	0.20%	0.26%	0.58%	0.33%	0.18%	0.11%	0.63%	0.11%	0.24%	0.0%	0.10%	0.24%	0.09%	0.31%	0.27%	0.32%	0.12%	0.26%	0.19%	0.0%	0.31%	0.0%	0.32%	0.36%	0.28%	0.65%	0.17%	0.24%	0.20%	0.28%	0.0%	0.86%	0.40%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	73	2	0	0	1	2	3	1	0	0	0	0	3	0	1	1	0	0	0	4	0	0	1	2	0	0	0	1	2	0	1	1	1	0	1	3	1	0	2	0	0	1	1	2	1	1	3	1	2	0	4	2	2	0	4	0	3	1	1	4	2	2	1	1	0					
		0.13%	0.16%	0.0%	0.0%	0.08%	0.20%	0.22%	0.14%	0.0%	0.0%	0.0%	0.0%	0.39%	0.0%	0.21%	0.25%	0.0%	0.0%	0.0%	0.33%	0.0%	0.0%	0.09%	0.19%	0.0%	0.0%	0.0%	0.27%	0.63%	0.0%	0.10%	0.08%	0.11%	0.0%	0.09%	0.33%	0.21%	0.0%	0.16%	0.0%	0.0%	0.12%	0.09%	0.15%	0.09%	0.10%	0.38%	0.08%	0.19%	0.0%	0.41%	0.21%	0.21%	0.0%	0.38%	0.0%	0.26%	0.08%	0.10%	0.38%	0.22%	0.24%	0.10%	0.15%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	3996	48	33	62	74	44	69	26	22	15	19	22	40	47	28	24	18	9	28	111	61	56	91	94	65	15	13	11	16	15	100	99	70	72	64	71	36	84	93	49	87	35	77	132	96	76	90	107	100	87	76	61	92	56	87	59	158	116	105	93	76	78	81	55	2					
		7.56%	4.00%	5.56%	5.93%	6.05%	4.51%	5.15%	3.68%	3.99%	3.08%	4.56%	5.58%	5.23%	5.14%	6.03%	6.10%	4.5%	2.67%	5.49%	9.41%	5.93%	5.56%	8.44%	9.33%	5.80%	4.22%	3.65%	3.03%	5.06%	4.18%	10.26%	8.70%	8.17%	8.13%	5.92%	7.87%	7.65%	9.49%	7.71%	8.78%	9.17%	4.27%	7.47%	10.41%	8.75%	8.27%	11.53%	9.41%	9.86%	10.34%	7.92%	6.57%	9.97%	6.73%	8.39%	9.60%	13.96%	9.64%	10.65%	8.89%	8.69%	9.68%	8.10%	8.32%	1.36%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	62	1	0	0	3	1	3	2	0	5	2	0	2	2	1	1	0	1	0	1	1	0	2	1	2	1	0	0	0	1	2	0	0	3	3	1	1	1	2	0	3	2	1	2	0	0	0	1	0	1	0	0	1	1	0	1	1	0	0	1	1	0	0	0	0					
		0.11%	0.08%	0.0%	0.0%	0.24%	0.10%	0.22%	0.28%	0.0%	1.02%	0.48%	0.0%	0.26%	0.21%	0.21%	0.25%	0.0%	0.29%	0.0%	0.08%	0.09%	0.0%	0.18%	0.09%	0.17%	0.28%	0.0%	0.0%	0.0%	0.27%	0.20%	0.0%	0.0%	0.33%	0.27%	0.11%	0.21%	0.11%	0.16%	0.0%	0.31%	0.24%	0.09%	0.15%	0.0%	0.0%	0.0%	0.08%	0.0%	0.11%	0.0%	0.0%	0.10%	0.12%	0.0%	0.16%	0.08%	0.0%	0.0%	0.09%	0.11%	0.0%	0.0%	0.0%	0.0%					
35	"18. ""ЛДПР"""	5786	143	81	119	132	121	169	107	88	51	14	52	103	116	69	46	43	37	57	179	103	141	149	109	133	42	48	61	39	39	81	109	104	105	168	120	52	103	116	60	96	115	123	129	124	73	78	98	77	98	84	123	83	88	94	50	67	126	74	93	75	56	81	60	12					
		10.95%	11.92%	13.65%	11.38%	10.79%	12.42%	12.62%	15.15%	15.97%	10.47%	3.36%	13.19%	13.48%	12.70%	14.87%	11.70%	10.75%	10.97%	11.17%	15.18%	10.01%	14.01%	13.82%	10.82%	11.87%	11.83%	13.48%	16.80%	12.34%	10.89%	8.31%	9.58%	12.14%	11.86%	15.54%	13.30%	11.06%	11.63%	9.62%	10.75%	10.12%	14.05%	11.94%	10.17%	11.31%	7.95%	10.0%	8.62%	7.59%	11.65%	8.75%	13.25%	9.00%	10.57%	9.07%	8.14%	5.92%	10.47%	7.51%	8.89%	8.58%	6.95%	8.10%	9.07%	8.21%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	666	19	3	12	14	12	21	14	7	9	4	8	11	12	9	7	6	1	6	16	8	9	8	15	11	2	9	1	8	6	13	9	13	9	15	11	7	11	13	8	13	11	15	15	12	17	11	19	10	12	7	23	13	12	16	6	17	8	10	7	9	6	10	7	3					
		1.26%	1.58%	0.50%	1.14%	1.14%	1.23%	1.56%	1.98%	1.27%	1.84%	0.96%	2.03%	1.43%	1.31%	1.93%	1.78%	1.5%	0.29%	1.17%	1.35%	0.77%	0.89%	0.74%	1.48%	0.98%	0.56%	2.52%	0.27%	2.53%	1.67%	1.33%	0.79%	1.51%	1.01%	1.38%	1.21%	1.48%	1.24%	1.07%	1.43%	1.37%	1.34%	1.45%	1.18%	1.09%	1.85%	1.41%	1.67%	0.98%	1.42%	0.72%	2.47%	1.40%	1.44%	1.54%	0.97%	1.50%	0.66%	1.01%	0.66%	1.02%	0.74%	1.00%	1.05%	2.05%					
37	"20. ""Политическая партия ""Единая Россия"""	23107	579	266	531	627	503	619	332	245	220	212	210	333	418	190	142	181	161	223	477	522	469	511	421	557	187	186	161	137	187	409	536	348	363	429	352	209	365	512	239	412	413	488	515	455	423	287	431	429	333	389	369	385	361	477	237	395	465	381	456	391	289	412	266	79					
		43.74%	48.29%	44.85%	50.81%	51.26%	51.64%	46.22%	47.02%	44.46%	45.17%	50.96%	53.29%	43.58%	45.78%	40.94%	36.13%	45.25%	47.77%	43.72%	40.45%	50.77%	46.62%	47.40%	41.80%	49.73%	52.67%	52.24%	44.35%	43.35%	52.23%	41.99%	47.14%	40.65%	41.01%	39.68%	39.02%	44.46%	41.24%	42.48%	42.83%	43.45%	50.48%	47.37%	40.61%	41.51%	46.07%	36.79%	37.94%	42.30%	39.59%	40.56%	39.76%	41.75%	43.38%	46.04%	38.59%	34.92%	38.65%	38.68%	43.59%	44.73%	35.90%	41.24%	40.24%	54.10%					
38	"21. ""Российская Конституционно-демократическая партия"""	87	4	3	4	2	3	7	2	3	1	1	0	0	3	0	0	0	0	1	0	0	1	1	1	3	0	1	0	1	0	1	3	1	1	5	0	1	3	1	0	1	0	2	2	0	1	0	1	2	2	0	0	3	0	0	2	2	3	2	3	0	2	0	1	0					
