Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																				
Дата голосования: 02.12.2007																																																																				
																																																																				
Наименование Избирательной комиссии:    Мишкинская																																																																				
																																																																				
Сводная таблица результатов выборов																																																																				
																																																																				
		Сумма	УИК №2695	УИК №2696	УИК №2697	УИК №2698	УИК №2699	УИК №2700	УИК №2701	УИК №2702	УИК №2703	УИК №2704	УИК №2705	УИК №2706	УИК №2707	УИК №2708	УИК №2709	УИК №2710	УИК №2711	УИК №2712	УИК №2713	УИК №2714	УИК №2715	УИК №2716	УИК №2717	УИК №2718	УИК №2719	УИК №2720	УИК №2721	УИК №2722	УИК №2723	УИК №2724	УИК №2725	УИК №2726	УИК №2727	УИК №2728	УИК №2729	УИК №2730	УИК №2731	УИК №2732	УИК №2733	УИК №2734	УИК №2735	УИК №2736	УИК №2737	УИК №2738	УИК №2739	УИК №2740	УИК №2741	УИК №2742	УИК №2743	УИК №2744	УИК №2745	УИК №2746	УИК №2747	УИК №2748	УИК №2749	УИК №2750	УИК №2751	УИК №2752	УИК №2753	УИК №2754	УИК №2755					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1020	5	5	15	10	37	14	14	12	7	5	5	15	17	18	54	32	27	10	23	40	17	3	4	25	30	12	13	3	0	0	30	18	23	10	23	10	4	16	22	2	21	10	14	24	10	29	12	33	3	20	8	12	43	30	5	5	15	36	22	30	8					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1020	5	5	15	10	37	14	14	12	7	5	5	15	17	18	54	32	27	10	23	40	17	3	4	25	30	12	13	3	0	0	30	18	23	10	23	10	4	16	22	2	21	10	14	24	10	29	12	33	3	20	8	12	43	30	5	5	15	36	22	30	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	214	1	0	0	0	4	1	3	0	0	2	1	2	5	3	8	4	1	3	3	2	0	2	2	5	1	1	4	1	6	1	2	11	7	6	3	1	1	0	2	2	3	1	1	3	2	9	2	3	3	2	2	5	43	6	0	2	2	5	9	9	1					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	380	0	0	0	1	11	5	0	3	4	2	0	1	6	3	10	6	10	6	4	0	0	7	0	10	1	1	1	1	1	0	29	26	8	2	2	0	0	0	2	0	20	19	11	18	1	12	1	0	0	1	34	0	18	23	1	1	1	1	19	33	3					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																				
18	1.Политическая партия «Аграрная партия России»	99	0	1	1	1	0	1	1	1	1	0	1	5	0	1	3	2	3	2	2	0	4	0	0	3	3	1	1	1	1	0	1	1	1	1	3	2	0	1	1	1	4	1	2	3	5	4	1	2	0	2	2	2	2	4	1	5	1	0	1	3	2					
		0.57%	0.00%	0.68%	0.35%	0.51%	0.00%	0.42%	0.57%	0.34%	0.27%	0.00%	0.79%	1.51%	0.00%	0.22%	0.38%	0.42%	0.62%	0.41%	0.41%	0.00%	1.05%	0.00%	0.00%	0.88%	0.76%	0.56%	0.27%	0.81%	1.15%	0.00%	0.43%	0.22%	0.34%	0.66%	0.91%	0.53%	0.00%	0.96%	0.46%	0.63%	1.18%	0.55%	0.57%	0.84%	1.15%	0.55%	0.33%	0.60%	0.00%	0.56%	0.85%	2.11%	0.60%	1.31%	0.68%	4.07%	0.81%	0.00%	0.60%	0.71%	1.61%					
19	2.Всероссийская политическая партия «Гражданская Сила»	12	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0					
		0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.23%	0.00%	0.00%	0.30%	0.85%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.81%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0					
		0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.43%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	311	2	3	5	1	3	3	4	1	2	2	2	9	12	23	19	4	5	13	3	1	7	1	1	13	8	6	4	1	1	1	1	2	4	1	11	3	3	1	2	4	3	3	3	4	5	11	4	7	4	5	26	2	5	11	5	6	3	3	2	4	3					
		1.78%	0.87%	2.03%	1.75%	0.51%	1.13%	1.27%	2.29%	0.34%	0.55%	1.68%	1.57%	2.72%	1.32%	4.95%	2.42%	0.85%	1.03%	2.69%	0.61%	0.34%	1.84%	0.89%	2.33%	3.83%	2.02%	3.37%	1.09%	0.81%	1.15%	0.79%	0.43%	0.44%	1.35%	0.66%	3.32%	0.80%	2.34%	0.96%	0.93%	2.50%	0.88%	1.65%	0.85%	1.12%	1.15%	1.50%	1.32%	2.09%	3.42%	1.40%	11.11%	2.11%	1.49%	3.59%	3.40%	4.88%	2.42%	1.81%	1.20%	0.94%	2.42%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.62%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	9	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0					
		0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.84%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.96%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	149	2	1	1	1	1	1	1	1	2	1	1	3	2	10	5	2	2	2	4	1	7	1	0	6	4	3	1	0	1	1	1	2	3	1	4	4	0	1	1	1	3	2	1	1	4	5	2	2	2	2	15	2	1	4	2	6	2	2	2	3	0					
		0.85%	0.87%	0.68%	0.35%	0.51%	0.38%	0.42%	0.57%	0.34%	0.55%	0.84%	0.79%	0.91%	0.22%	2.15%	0.64%	0.42%	0.41%	0.41%	0.82%	0.34%	1.84%	0.89%	0.00%	1.77%	1.01%	1.69%	0.27%	0.00%	1.15%	0.79%	0.43%	0.44%	1.01%	0.66%	1.21%	1.06%	0.00%	0.96%	0.46%	0.63%	0.88%	1.10%	0.28%	0.28%	0.92%	0.68%	0.66%	0.60%	1.71%	0.56%	6.41%	2.11%	0.30%	1.31%	1.36%	4.88%	1.61%	1.20%	1.20%	0.71%	0.00%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	100	0	1	0	0	0	1	2	0	1	0	0	10	3	15	9	3	3	3	1	0	3	1	1	4	0	0	1	0	1	0	2	1	1	0	4	1	0	0	2	0	2	0	0	1	0	3	2	0	2	2	1	2	1	2	1	2	0	1	1	2	1					
		0.57%	0.00%	0.68%	0.00%	0.00%	0.00%	0.42%	1.14%	0.00%	0.27%	0.00%	0.00%	3.02%	0.33%	3.23%	1.15%	0.64%	0.62%	0.62%	0.20%	0.00%	0.79%	0.89%	2.33%	1.18%	0.00%	0.00%	0.27%	0.00%	1.15%	0.00%	0.86%	0.22%	0.34%	0.00%	1.21%	0.27%	0.00%	0.00%	0.93%	0.00%	0.59%	0.00%	0.00%	0.28%	0.00%	0.41%	0.66%	0.00%	1.71%	0.56%	0.43%	2.11%	0.30%	0.65%	0.68%	1.63%	0.00%	0.60%	0.60%	0.47%	0.81%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	26	1	0	3	0	0	0	0	0	0	0	0	0	0	1	2	3	2	1	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	2	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0					
		0.15%	0.43%	0.00%	1.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.25%	0.64%	0.41%	0.21%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.30%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.27%	0.00%	0.00%	0.00%	0.28%	0.43%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	16708	226	142	270	193	261	230	167	292	359	115	123	298	890	414	744	454	468	459	467	294	355	107	41	309	377	168	356	120	83	121	227	450	285	148	293	365	125	100	208	154	326	176	344	347	419	702	293	320	106	342	188	87	326	278	136	102	118	156	159	407	118					
		95.38%	97.84%	95.95%	94.74%	98.47%	98.49%	97.46%	95.43%	98.98%	98.36%	96.64%	96.85%	90.03%	98.02%	89.03%	94.78%	96.19%	96.30%	94.83%	95.50%	99.32%	93.42%	95.54%	95.35%	91.15%	94.96%	94.38%	97.27%	96.77%	95.40%	96.03%	97.84%	98.25%	95.96%	98.01%	88.52%	96.82%	97.66%	96.15%	96.30%	96.25%	96.17%	96.70%	98.01%	96.93%	96.10%	95.90%	97.02%	95.52%	90.60%	96.07%	80.34%	91.58%	97.02%	90.85%	92.52%	82.93%	95.16%	93.98%	95.78%	95.99%	95.16%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	21	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	1	2	0	2	0	0	0	2	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0					
		0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.11%	0.00%	0.00%	0.42%	0.00%	0.21%	0.41%	0.00%	0.53%	0.00%	0.00%	0.00%	0.50%	0.00%	0.27%	0.00%	0.00%	0.79%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%					
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
