Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																			
Дата голосования: 04.12.2011																																																																			
																																																																			
Наименование Избирательной комиссии:    Мишкинская																																																																			
																																																																			
Сводная таблица результатов выборов																																																																			
																																																																			
		Сумма	УИК №2686	УИК №2687	УИК №2688	УИК №2689	УИК №2690	УИК №2691	УИК №2692	УИК №2693	УИК №2694	УИК №2695	УИК №2696	УИК №2697	УИК №2698	УИК №2699	УИК №2700	УИК №2701	УИК №2702	УИК №2703	УИК №2704	УИК №2705	УИК №2706	УИК №2707	УИК №2708	УИК №2709	УИК №2710	УИК №2711	УИК №2712	УИК №2713	УИК №2714	УИК №2715	УИК №2716	УИК №2717	УИК №2718	УИК №2719	УИК №2720	УИК №2721	УИК №2722	УИК №2723	УИК №2724	УИК №2725	УИК №2726	УИК №2727	УИК №2728	УИК №2729	УИК №2730	УИК №2731	УИК №2732	УИК №2733	УИК №2734	УИК №2735	УИК №2736	УИК №2737	УИК №2738	УИК №2739	УИК №2740	УИК №2741	УИК №2742	УИК №2743	УИК №2744	УИК №2745					
		3.23%	1.81%	1.86%	1.15%	3.93%	0.00%	0.71%	1.12%	4.58%	2.28%	3.00%	4.18%	2.48%	1.90%	2.52%	4.24%	1.70%	1.70%	1.50%	5.41%	1.26%	6.22%	6.40%	2.56%	5.52%	5.12%	4.72%	1.92%	0.83%	2.47%	3.93%	2.98%	2.04%	0.93%	0.00%	3.08%	1.00%	2.03%	2.01%	1.63%	8.12%	4.84%	0.61%	1.13%	5.23%	6.88%	0.78%	5.36%	1.56%	1.98%	1.72%	7.56%	8.82%	6.52%	7.32%	1.08%	2.29%	3.54%	6.25%	3.82%	8.06%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	49	0	0	1	1	0	0	2	1	0	0	0	0	0	1	4	1	2	2	1	2	0	0	1	0	2	1	1	0	1	0	0	0	1	3	1	0	1	0	0	0	2	1	0	2	1	0	2	0	0	0	2	2	0	2	0	0	3	0	2	0					
		0.30%	0.00%	0.00%	0.38%	0.56%	0.00%	0.00%	0.75%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.65%	0.17%	0.34%	0.38%	0.19%	1.26%	0.00%	0.00%	0.37%	0.00%	0.45%	0.47%	0.64%	0.00%	0.31%	0.00%	0.00%	0.00%	0.31%	2.86%	1.54%	0.00%	0.34%	0.00%	0.00%	0.00%	1.08%	0.30%	0.00%	0.58%	0.20%	0.00%	0.71%	0.00%	0.00%	0.00%	0.69%	0.74%	0.00%	0.98%	0.00%	0.00%	2.65%	0.00%	0.48%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1431	8	12	3	12	15	8	12	10	4	3	17	7	41	24	70	54	12	45	59	8	7	18	16	4	25	9	8	8	24	38	13	6	27	4	2	2	29	9	12	32	3	5	4	48	141	14	68	33	5	20	90	65	21	51	4	4	23	8	84	23					
		8.74%	4.82%	4.46%	1.15%	6.74%	7.69%	5.71%	4.49%	3.82%	1.30%	3.00%	5.47%	5.79%	5.99%	3.18%	11.42%	9.17%	2.04%	8.46%	11.39%	5.03%	3.35%	14.40%	5.86%	2.76%	5.57%	4.25%	5.13%	2.20%	7.41%	10.67%	5.53%	6.12%	8.36%	3.81%	3.08%	2.00%	9.83%	2.59%	9.76%	11.81%	1.61%	1.52%	1.13%	13.95%	27.70%	5.45%	24.29%	10.31%	4.95%	17.24%	30.93%	23.90%	22.83%	24.88%	2.15%	2.29%	20.35%	7.14%	20.05%	18.55%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	46	0	0	0	0	0	0	0	0	4	0	0	0	0	2	3	3	1	2	2	1	2	0	0	0	3	0	0	0	2	0	0	0	3	0	0	0	0	2	0	0	0	1	0	3	4	0	0	2	1	1	1	0	0	0	0	0	1	0	2	0					
		0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.30%	0.00%	0.00%	0.00%	0.00%	0.26%	0.49%	0.51%	0.17%	0.38%	0.39%	0.63%	0.96%	0.00%	0.00%	0.00%	0.67%	0.00%	0.00%	0.00%	0.62%	0.00%	0.00%	0.00%	0.93%	0.00%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	0.30%	0.00%	0.87%	0.79%	0.00%	0.00%	0.63%	0.99%	0.86%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.88%	0.00%	0.48%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	13641	151	243	251	154	178	130	246	231	279	89	266	111	617	678	449	501	552	468	401	137	173	92	238	131	374	173	134	347	266	295	215	89	286	97	60	95	251	316	105	185	159	315	342	247	274	237	180	273	92	85	146	162	62	123	179	158	74	94	294	91					
		83.32%	90.96%	90.33%	96.54%	86.52%	91.28%	92.86%	92.13%	88.17%	90.88%	89.00%	85.53%	91.74%	90.20%	89.80%	73.25%	85.06%	93.88%	87.97%	77.41%	86.16%	82.78%	73.60%	87.18%	90.34%	83.30%	81.60%	85.90%	95.59%	82.10%	82.87%	91.49%	90.82%	88.54%	92.38%	92.31%	95.00%	85.08%	90.80%	85.37%	68.27%	85.48%	96.04%	96.88%	71.80%	53.83%	92.22%	64.29%	85.31%	91.09%	73.28%	50.17%	59.56%	67.39%	60.00%	96.24%	90.29%	65.49%	83.93%	70.17%	73.39%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	35	2	0	0	1	0	0	0	1	1	0	0	0	0	0	2	2	2	1	2	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	3	2	0	0	2	0	1	1	2	1	0	0	2	0	1	1	0					
		0.21%	1.20%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.38%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.34%	0.34%	0.19%	0.39%	0.00%	0.00%	0.80%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.28%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.87%	0.39%	0.00%	0.00%	0.63%	0.00%	0.86%	0.34%	0.74%	1.09%	0.00%	0.00%	1.14%	0.00%	0.89%	0.24%	0.00%					
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
