Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																															
Дата голосования: 07.12.2003 0:00:00																																																															
																																																															
Наименование Избирательной комиссии:    Черепановская																																																															
																																																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																															
																																																															
		Сумма	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1180	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	460	10	15	16	10	35	10	10	10	10	10	10	10	10	10	5	10	10	10	10	5	5	10	5	5	5	5	8	5	10	5	5	5	10	5	5	5	8	10	10	5	5	5	5	5	10	5	5	10	10	5	10	5	5	8	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	159	7	9	15	5	29	3	0	6	2	3	3	3	6	5	0	4	9	9	4	1	0	3	0	0	0	2	1	0	1	0	0	1	5	0	0	0	5	0	3	0	0	0	0	0	1	0	0	1	8	0	3	0	1	1	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	113	6	13	1	5	9	3	2	3	6	4	1	2	2	2	0	3	3	1	3	1	2	0	0	1	2	0	2	0	0	0	0	0	5	1	2	0	3	1	1	0	0	4	2	0	2	2	1	2	0	2	0	0	2	3	3	0					
14	Число погашенных открепительных удостоверений	301	3	6	1	5	6	7	10	4	8	7	7	7	4	5	5	6	1	1	6	4	5	7	5	5	5	3	7	5	9	5	5	4	5	5	5	5	3	10	7	5	5	5	5	5	9	5	5	9	2	5	7	5	4	7	5	5					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																															
18	"1. ""ЕДИНЕНИЕ"""	328	4	4	13	15	8	9	4	5	9	9	0	3	8	18	9	6	5	8	3	2	5	3	2	0	0	5	4	1	8	2	3	6	12	8	2	7	12	5	9	4	0	11	8	3	20	5	6	8	8	1	7	0	2	7	0	2					
		1.46%	0.55%	0.44%	1.74%	1.80%	1.00%	2.08%	1.02%	0.59%	1.69%	1.23%	0.0%	0.65%	0.81%	1.80%	3.76%	1.10%	1.01%	1.40%	0.40%	4.34%	7.57%	0.56%	1.78%	0.0%	0.0%	2.35%	1.20%	1.66%	1.37%	2.04%	3.0%	1.94%	1.06%	4.32%	1.56%	3.36%	3.08%	0.81%	1.70%	3.41%	0.0%	3.11%	2.44%	2.06%	3.59%	3.96%	4.51%	1.47%	3.44%	0.97%	1.56%	0.0%	0.59%	2.11%	0.0%	2.02%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	303	9	22	16	17	16	3	4	19	7	6	2	12	7	14	0	9	10	9	2	1	0	10	0	0	0	2	5	0	7	3	6	3	6	0	0	2	3	10	7	1	1	7	10	2	6	2	1	9	2	3	5	0	2	2	0	1					
		1.35%	1.25%	2.45%	2.15%	2.05%	2.01%	0.69%	1.02%	2.27%	1.31%	0.82%	0.54%	2.61%	0.71%	1.40%	0.0%	1.65%	2.02%	1.58%	0.27%	2.17%	0.0%	1.87%	0.0%	0.0%	0.0%	0.94%	1.51%	0.0%	1.20%	3.06%	6.0%	0.97%	0.53%	0.0%	0.0%	0.96%	0.77%	1.63%	1.32%	0.85%	0.88%	1.98%	3.05%	1.37%	1.07%	1.58%	0.75%	1.66%	0.86%	2.91%	1.12%	0.0%	0.59%	0.60%	0.0%	1.01%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	538	14	19	13	21	19	3	5	18	18	13	16	13	28	14	17	23	17	18	29	4	0	13	6	1	2	3	6	0	17	5	4	6	7	2	5	10	6	9	11	3	2	1	6	1	7	4	6	26	3	5	8	2	7	11	2	9					
		2.41%	1.95%	2.11%	1.74%	2.53%	2.39%	0.69%	1.28%	2.15%	3.38%	1.78%	4.35%	2.83%	2.84%	1.40%	7.11%	4.23%	3.43%	3.16%	3.92%	8.69%	0.0%	2.44%	5.35%	1.0%	2.32%	1.41%	1.81%	0.0%	2.91%	5.10%	4.0%	1.94%	0.61%	1.08%	3.90%	4.80%	1.54%	1.47%	2.08%	2.56%	1.76%	0.28%	1.83%	0.68%	1.25%	3.17%	4.51%	4.80%	1.29%	4.85%	1.79%	2.59%	2.08%	3.32%	1.10%	9.09%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	293	15	12	17	12	7	5	3	15	2	3	8	15	9	16	2	12	15	7	10	0	6	4	2	2	0	0	3	1	7	2	1	2	15	6	3	0	0	9	4	1	3	4	6	1	1	2	0	3	2	1	4	0	2	5	2	4					
		1.31%	2.09%	1.33%	2.28%	1.44%	0.88%	1.16%	0.77%	1.79%	0.37%	0.41%	2.17%	3.26%	0.91%	1.60%	0.83%	2.20%	3.03%	1.23%	1.35%	0.0%	9.09%	0.75%	1.78%	2.0%	0.0%	0.0%	0.90%	1.66%	1.20%	2.04%	1.0%	0.64%	1.32%	3.24%	2.34%	0.0%	0.0%	1.47%	0.75%	0.85%	2.65%	1.13%	1.83%	0.68%	0.17%	1.58%	0.0%	0.55%	0.86%	0.97%	0.89%	0.0%	0.59%	1.51%	1.10%	4.04%					
22	"5. ""За Русь Святую"""	212	14	32	16	12	6	5	6	7	5	13	3	2	16	6	1	4	3	7	2	0	0	2	1	0	0	1	0	1	5	0	1	1	7	3	0	0	2	2	3	1	0	2	2	0	12	0	0	2	0	0	0	0	0	2	2	0					
		0.94%	1.95%	3.56%	2.15%	1.44%	0.75%	1.16%	1.54%	0.83%	0.93%	1.78%	0.81%	0.43%	1.62%	0.60%	0.41%	0.73%	0.60%	1.23%	0.27%	0.0%	0.0%	0.37%	0.89%	0.0%	0.0%	0.47%	0.0%	1.66%	0.85%	0.0%	1.0%	0.32%	0.61%	1.62%	0.0%	0.0%	0.51%	0.32%	0.56%	0.85%	0.0%	0.56%	0.61%	0.0%	2.15%	0.0%	0.0%	0.36%	0.0%	0.0%	0.0%	0.0%	0.0%	0.60%	1.10%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	56	3	0	0	5	4	0	1	1	0	0	0	1	1	2	0	3	2	0	1	0	0	5	0	0	0	1	1	2	3	0	0	1	2	0	1	1	0	1	0	1	1	0	1	0	3	2	1	1	1	0	1	0	0	1	0	1					
		0.25%	0.41%	0.0%	0.0%	0.60%	0.50%	0.0%	0.25%	0.11%	0.0%	0.0%	0.0%	0.21%	0.10%	0.20%	0.0%	0.55%	0.40%	0.0%	0.13%	0.0%	0.0%	0.93%	0.0%	0.0%	0.0%	0.47%	0.30%	3.33%	0.51%	0.0%	0.0%	0.32%	0.17%	0.0%	0.78%	0.48%	0.0%	0.16%	0.0%	0.85%	0.88%	0.0%	0.30%	0.0%	0.53%	1.58%	0.75%	0.18%	0.43%	0.0%	0.22%	0.0%	0.0%	0.30%	0.0%	1.01%					
24	"7. ""Новый курс - Автомобильная Россия"""	81	7	5	1	4	5	4	2	9	0	0	2	1	3	1	2	0	3	0	0	0	0	4	0	2	1	0	0	1	3	1	0	1	2	1	0	0	2	0	2	1	0	0	1	0	0	1	1	0	0	3	1	0	0	3	0	1					
		0.36%	0.97%	0.55%	0.13%	0.48%	0.62%	0.92%	0.51%	1.07%	0.0%	0.0%	0.54%	0.21%	0.30%	0.10%	0.83%	0.0%	0.60%	0.0%	0.0%	0.0%	0.0%	0.75%	0.0%	2.0%	1.16%	0.0%	0.0%	1.66%	0.51%	1.02%	0.0%	0.32%	0.17%	0.54%	0.0%	0.0%	0.51%	0.0%	0.37%	0.85%	0.0%	0.0%	0.30%	0.0%	0.0%	0.79%	0.75%	0.0%	0.0%	2.91%	0.22%	0.0%	0.0%	0.90%	0.0%	1.01%					
25	"8. ""Народно-республиканская партия России"""	51	0	0	0	0	6	0	1	2	1	0	0	0	2	1	1	3	1	3	2	0	0	2	0	6	0	0	0	0	0	0	1	0	2	2	0	0	3	3	1	0	0	1	1	0	0	0	2	1	0	0	0	0	1	1	0	1					
		0.22%	0.0%	0.0%	0.0%	0.0%	0.75%	0.0%	0.25%	0.23%	0.18%	0.0%	0.0%	0.0%	0.20%	0.10%	0.41%	0.55%	0.20%	0.52%	0.27%	0.0%	0.0%	0.37%	0.0%	6.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.0%	0.0%	0.17%	1.08%	0.0%	0.0%	0.77%	0.49%	0.18%	0.0%	0.0%	0.28%	0.30%	0.0%	0.0%	0.0%	1.50%	0.18%	0.0%	0.0%	0.0%	0.0%	0.29%	0.30%	0.0%	1.01%					
26	"9. ""Российская экологическая партия ""Зеленые"""	44	2	2	0	2	2	2	2	1	0	0	0	0	2	5	1	0	1	2	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	2	1	0	0	0	2	0	1	0	1	0	0	0	0	1	2	0	0	1					
		0.19%	0.27%	0.22%	0.0%	0.24%	0.25%	0.46%	0.51%	0.11%	0.0%	0.0%	0.0%	0.0%	0.20%	0.50%	0.41%	0.0%	0.20%	0.35%	0.67%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.08%	0.0%	0.0%	0.96%	0.0%	0.32%	0.18%	0.0%	0.0%	0.0%	0.61%	0.0%	0.17%	0.0%	0.75%	0.0%	0.0%	0.0%	0.0%	1.29%	0.59%	0.0%	0.0%	1.01%					
27	"10. ""Аграрная партия России"""	1000	7	22	11	24	11	13	12	23	10	19	7	15	37	44	15	16	6	13	90	4	6	22	6	5	10	12	17	4	28	2	12	20	51	9	4	11	27	35	23	10	24	26	15	10	43	4	4	24	22	12	37	11	22	10	20	3					
		4.48%	0.97%	2.45%	1.48%	2.89%	1.38%	3.01%	3.08%	2.75%	1.87%	2.61%	1.90%	3.26%	3.76%	4.40%	6.27%	2.94%	1.21%	2.28%	12.17%	8.69%	9.09%	4.13%	5.35%	5.0%	11.62%	5.66%	5.13%	6.66%	4.80%	2.04%	12.0%	6.47%	4.50%	4.86%	3.12%	5.28%	6.94%	5.71%	4.35%	8.54%	21.23%	7.36%	4.58%	6.89%	7.73%	3.17%	3.00%	4.43%	9.48%	11.65%	8.29%	14.28%	6.56%	3.02%	11.04%	3.03%					
28	"11. ""Истинные патриоты России"""	22	0	1	0	0	0	1	1	1	0	0	2	0	5	1	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0					
		0.09%	0.0%	0.11%	0.0%	0.0%	0.0%	0.23%	0.25%	0.11%	0.0%	0.0%	0.54%	0.0%	0.50%	0.10%	0.0%	0.0%	0.20%	0.17%	0.0%	0.0%	0.0%	0.37%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.08%	0.0%	0.0%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.10%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	203	4	7	5	12	5	4	6	15	4	10	5	1	11	6	5	3	6	5	4	0	2	3	3	1	2	2	7	0	4	0	0	0	6	0	1	4	3	4	1	0	1	9	3	5	3	0	1	1	1	0	10	0	4	2	1	1					
		0.90%	0.55%	0.78%	0.67%	1.44%	0.62%	0.92%	1.54%	1.79%	0.75%	1.37%	1.36%	0.21%	1.11%	0.60%	2.09%	0.55%	1.21%	0.87%	0.54%	0.0%	3.03%	0.56%	2.67%	1.0%	2.32%	0.94%	2.11%	0.0%	0.68%	0.0%	0.0%	0.0%	0.53%	0.0%	0.78%	1.92%	0.77%	0.65%	0.18%	0.0%	0.88%	2.54%	0.91%	3.44%	0.53%	0.0%	0.75%	0.18%	0.43%	0.0%	2.24%	0.0%	1.19%	0.60%	0.55%	1.01%					
30	"13. ""Демократическая партия России"""	58	1	0	0	2	3	0	2	0	0	2	1	3	0	2	4	1	3	3	6	1	0	2	0	0	1	1	0	0	3	0	0	0	0	0	2	0	1	1	0	0	0	0	2	1	0	0	0	4	0	0	2	0	0	3	1	0					
		0.25%	0.13%	0.0%	0.0%	0.24%	0.37%	0.0%	0.51%	0.0%	0.0%	0.27%	0.27%	0.65%	0.0%	0.20%	1.67%	0.18%	0.60%	0.52%	0.81%	2.17%	0.0%	0.37%	0.0%	0.0%	1.16%	0.47%	0.0%	0.0%	0.51%	0.0%	0.0%	0.0%	0.0%	0.0%	1.56%	0.0%	0.25%	0.16%	0.0%	0.0%	0.0%	0.0%	0.61%	0.68%	0.0%	0.0%	0.0%	0.73%	0.0%	0.0%	0.44%	0.0%	0.0%	0.90%	0.55%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	52	2	0	2	1	0	2	0	1	0	1	0	4	3	2	0	4	3	0	4	0	0	0	0	0	1	1	1	0	0	1	0	1	5	0	1	0	0	1	0	0	0	0	1	3	1	0	2	1	1	0	1	0	0	1	0	0					
		0.23%	0.27%	0.0%	0.26%	0.12%	0.0%	0.46%	0.0%	0.11%	0.0%	0.13%	0.0%	0.87%	0.30%	0.20%	0.0%	0.73%	0.60%	0.0%	0.54%	0.0%	0.0%	0.0%	0.0%	0.0%	1.16%	0.47%	0.30%	0.0%	0.0%	1.02%	0.0%	0.32%	0.44%	0.0%	0.78%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.30%	2.06%	0.17%	0.0%	1.50%	0.18%	0.43%	0.0%	0.22%	0.0%	0.0%	0.30%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	24	1	0	1	1	0	0	0	2	2	0	2	0	1	0	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0					
		0.10%	0.13%	0.0%	0.13%	0.12%	0.0%	0.0%	0.0%	0.23%	0.37%	0.0%	0.54%	0.0%	0.10%	0.0%	0.0%	0.18%	0.0%	0.17%	0.13%	0.0%	0.0%	0.18%	0.89%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%	0.08%	0.0%	0.78%	0.48%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.29%	0.60%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1064	30	45	31	46	48	11	16	53	26	31	23	22	47	82	13	25	18	27	27	0	0	22	5	7	3	9	9	1	24	1	5	10	57	9	5	1	29	20	37	12	7	23	35	2	15	1	5	33	2	4	21	1	3	17	7	1					
		4.76%	4.18%	5.01%	4.17%	5.54%	6.04%	2.55%	4.11%	6.34%	4.88%	4.26%	6.26%	4.79%	4.77%	8.21%	5.43%	4.60%	3.63%	4.74%	3.65%	0.0%	0.0%	4.13%	4.46%	7.0%	3.48%	4.24%	2.71%	1.66%	4.11%	1.02%	5.0%	3.23%	5.03%	4.86%	3.90%	0.48%	7.45%	3.26%	7.00%	10.25%	6.19%	6.51%	10.70%	1.37%	2.69%	0.79%	3.75%	6.09%	0.86%	3.88%	4.70%	1.29%	0.89%	5.13%	3.86%	1.01%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	93	4	1	2	3	3	2	1	1	3	2	1	5	4	5	1	1	3	1	2	0	0	1	0	1	0	1	2	0	2	0	0	2	6	2	0	0	3	0	3	0	0	5	2	1	2	0	4	7	1	0	1	0	0	1	0	1					
		0.41%	0.55%	0.11%	0.26%	0.36%	0.37%	0.46%	0.25%	0.11%	0.56%	0.27%	0.27%	1.08%	0.40%	0.50%	0.41%	0.18%	0.60%	0.17%	0.27%	0.0%	0.0%	0.18%	0.0%	1.0%	0.0%	0.47%	0.60%	0.0%	0.34%	0.0%	0.0%	0.64%	0.53%	1.08%	0.0%	0.0%	0.77%	0.0%	0.56%	0.0%	0.0%	1.41%	0.61%	0.68%	0.35%	0.0%	3.00%	1.29%	0.43%	0.0%	0.22%	0.0%	0.0%	0.30%	0.0%	1.01%					
35	"18. ""ЛДПР"""	3741	111	97	149	143	138	104	79	121	112	119	76	91	192	166	26	80	81	90	115	13	4	63	31	16	12	16	46	8	89	18	19	65	166	30	32	45	57	113	87	24	35	74	59	49	65	20	23	107	16	9	72	9	68	39	26	26					
		16.76%	15.50%	10.81%	20.05%	17.24%	17.38%	24.12%	20.30%	14.49%	21.05%	16.36%	20.70%	19.82%	19.51%	16.63%	10.87%	14.73%	16.36%	15.81%	15.56%	28.26%	6.06%	11.84%	27.67%	16.0%	13.95%	7.54%	13.89%	13.33%	15.26%	18.36%	19.0%	21.03%	14.66%	16.21%	25.0%	21.63%	14.65%	18.46%	16.47%	20.51%	30.97%	20.96%	18.04%	33.79%	11.69%	15.87%	17.29%	19.77%	6.89%	8.73%	16.14%	11.68%	20.29%	11.78%	14.36%	26.26%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	472	16	22	17	29	26	9	8	14	8	26	11	5	19	24	9	11	11	18	13	8	1	17	4	0	2	4	3	0	10	1	0	1	16	2	0	5	9	10	8	1	3	1	10	1	15	2	2	9	9	4	7	0	3	2	6	0					
		2.11%	2.23%	2.45%	2.28%	3.49%	3.27%	2.08%	2.05%	1.67%	1.50%	3.57%	2.99%	1.08%	1.93%	2.40%	3.76%	2.02%	2.22%	3.16%	1.75%	17.39%	1.51%	3.19%	3.57%	0.0%	2.32%	1.88%	0.90%	0.0%	1.71%	1.02%	0.0%	0.32%	1.41%	1.08%	0.0%	2.40%	2.31%	1.63%	1.51%	0.85%	2.65%	0.28%	3.05%	0.68%	2.69%	1.58%	1.50%	1.66%	3.87%	3.88%	1.56%	0.0%	0.89%	0.60%	3.31%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	7660	241	287	262	246	252	122	132	315	182	204	112	155	268	293	83	150	181	176	287	5	26	216	33	27	42	129	90	16	225	48	34	96	573	83	47	66	170	181	208	28	14	97	107	43	245	58	55	183	85	23	161	8	80	137	50	23					
		34.32%	33.65%	31.99%	35.26%	29.67%	31.73%	28.30%	33.93%	37.72%	34.21%	28.06%	30.51%	33.76%	27.23%	29.35%	34.72%	27.62%	36.56%	30.93%	38.83%	10.86%	39.39%	40.60%	29.46%	27.0%	48.83%	60.84%	27.19%	26.66%	38.59%	48.97%	34.0%	31.06%	50.61%	44.86%	36.71%	31.73%	43.70%	29.57%	39.39%	23.93%	12.38%	27.47%	32.72%	29.65%	44.06%	46.03%	41.35%	33.82%	36.63%	22.33%	36.09%	10.38%	23.88%	41.38%	27.62%	23.23%					
38	"21. ""Российская Конституционно-демократическая партия"""	42	0	0	0	2	2	0	0	3	0	2	1	1	1	2	1	2	2	2	3	0	0	0	1	0	1	0	1	0	1	0	1	0	8	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0					
		0.18%	0.0%	0.0%	0.0%	0.24%	0.25%	0.0%	0.0%	0.35%	0.0%	0.27%	0.27%	0.21%	0.10%	0.20%	0.41%	0.36%	0.40%	0.35%	0.40%	0.0%	0.0%	0.0%	0.89%	0.0%	1.16%	0.0%	0.30%	0.0%	0.17%	0.0%	1.0%	0.0%	0.70%	0.0%	0.0%	0.48%	0.25%	0.0%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	44	2	0	1	4	1	0	6	1	0	1	1	3	2	3	0	4	1	2	1	0	0	0	0	0	0	0	2	0	1	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0					
		0.19%	0.27%	0.0%	0.13%	0.48%	0.12%	0.0%	1.54%	0.11%	0.0%	0.13%	0.27%	0.65%	0.20%	0.30%	0.0%	0.73%	0.20%	0.35%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.60%	0.0%	0.17%	0.0%	0.0%	1.29%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.17%	0.0%	0.0%	0.36%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	4536	179	258	135	175	190	107	80	144	90	232	77	76	245	225	31	138	101	135	81	6	7	111	5	24	4	14	120	17	101	11	8	59	144	15	4	29	49	162	101	21	18	66	44	15	103	19	11	79	68	35	84	44	120	63	42	14					
		20.32%	25.0%	28.76%	18.16%	21.10%	23.92%	24.82%	20.56%	17.24%	16.91%	31.91%	20.98%	16.55%	24.89%	22.54%	12.97%	25.41%	20.40%	23.72%	10.96%	13.04%	10.60%	20.86%	4.46%	24.0%	4.65%	6.60%	36.25%	28.33%	17.32%	11.22%	8.0%	19.09%	12.72%	8.10%	3.12%	13.94%	12.59%	26.47%	19.12%	17.94%	15.92%	18.69%	13.45%	10.34%	18.52%	15.07%	8.27%	14.60%	29.31%	33.98%	18.83%	57.14%	35.82%	19.03%	23.20%	14.14%					
																																																															
41	Против всех	883	27	35	32	46	27	16	10	45	41	15	10	20	46	44	11	24	8	32	38	2	4	19	4	2	2	9	11	2	38	3	4	16	22	13	12	9	10	28	15	9	4	22	6	1	8	3	4	16	5	1	9	1	10	17	8	7					
		3.95%	3.77%	3.90%	4.30%	5.54%	3.40%	3.71%	2.57%	5.38%	7.70%	2.06%	2.72%	4.35%	4.67%	4.40%	4.60%	4.41%	1.61%	5.62%	5.14%	4.34%	6.06%	3.57%	3.57%	2.0%	2.32%	4.24%	3.32%	3.33%	6.51%	3.06%	4.0%	5.17%	1.94%	7.02%	9.37%	4.32%	2.57%	4.57%	2.84%	7.69%	3.53%	6.23%	1.83%	0.68%	1.43%	2.38%	3.00%	2.95%	2.15%	0.97%	2.01%	1.29%	2.98%	5.13%	4.41%	7.07%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
