Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																			
Дата голосования: 07.12.2003 0:00:00																																																			
																																																			
Наименование Избирательной комиссии:    Чернянская 																																																			
																																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																			
																																																			
		Сумма	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	200	46	12	5	13	5	5	5	5	3	3	2	2	2	2	3	2	2	3	10	2	2	3	3	2	3	2	2	2	2	3	2	2	2	3	2	3	2	2	2	2	3	2	6	11					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	49	4	8	4	4	0	3	2	3	0	1	1	2	0	2	2	0	0	1	5	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	63	4	8	3	0	8	1	1	3	0	1	0	1	0	1	2	1	1	3	4	0	0	0	4	3	0	1	1	0	1	0	0	1	2	1	0	0	0	1	1	0	4	0	0	1					
14	Число погашенных открепительных удостоверений	151	42	4	1	9	5	2	3	2	3	2	1	0	2	0	1	2	2	2	5	2	1	3	3	1	3	2	2	2	2	3	2	2	2	3	2	2	2	1	2	2	3	2	4	10					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																			
18	"1. ""ЕДИНЕНИЕ"""	262	9	15	12	16	7	12	13	9	15	10	5	2	2	2	4	0	7	7	15	4	5	3	5	1	7	2	1	1	0	12	2	10	8	5	8	4	1	2	1	4	1	1	5	7					
		1.38%	0.96%	1.52%	1.32%	1.66%	0.72%	1.32%	1.48%	1.02%	3.21%	2.50%	2.10%	1.30%	1.40%	2.10%	1.06%	0.0%	3.53%	1.27%	1.47%	2.59%	3.06%	0.53%	1.14%	0.24%	1.29%	1.20%	0.75%	1.14%	0.0%	3.45%	1.30%	2.55%	4.08%	0.77%	3.86%	0.69%	0.84%	0.77%	0.44%	1.96%	0.23%	0.84%	0.80%	1.48%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	159	4	11	3	7	12	14	12	11	5	2	0	1	0	0	3	0	2	6	7	1	0	2	4	1	2	0	1	2	0	5	0	3	0	1	0	7	4	3	1	0	2	2	5	13					
		0.83%	0.42%	1.11%	0.33%	0.72%	1.24%	1.54%	1.37%	1.25%	1.07%	0.50%	0.0%	0.65%	0.0%	0.0%	0.80%	0.0%	1.01%	1.09%	0.68%	0.64%	0.0%	0.35%	0.91%	0.24%	0.36%	0.0%	0.75%	2.29%	0.0%	1.44%	0.0%	0.76%	0.0%	0.15%	0.0%	1.21%	3.38%	1.16%	0.44%	0.0%	0.47%	1.69%	0.80%	2.75%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	658	45	62	32	30	39	38	31	44	18	9	7	2	5	6	7	0	2	13	26	1	9	12	18	10	10	7	2	3	2	7	6	12	1	21	8	38	3	6	4	14	9	4	22	13					
		3.47%	4.81%	6.30%	3.52%	3.11%	4.03%	4.19%	3.54%	5.01%	3.85%	2.25%	2.95%	1.30%	3.52%	6.31%	1.87%	0.0%	1.01%	2.36%	2.55%	0.64%	5.52%	2.13%	4.12%	2.45%	1.84%	4.21%	1.50%	3.44%	1.68%	2.01%	3.92%	3.06%	0.51%	3.23%	3.86%	6.62%	2.54%	2.32%	1.77%	6.86%	2.14%	3.38%	3.53%	2.75%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	224	17	16	21	10	13	17	10	4	6	4	0	1	1	2	10	2	5	6	9	0	0	3	9	2	1	0	1	0	0	5	2	3	4	6	3	2	2	6	1	3	2	2	4	9					
		1.18%	1.82%	1.62%	2.31%	1.03%	1.34%	1.87%	1.14%	0.45%	1.28%	1.00%	0.0%	0.65%	0.70%	2.10%	2.67%	1.09%	2.52%	1.09%	0.88%	0.0%	0.0%	0.53%	2.06%	0.49%	0.18%	0.0%	0.75%	0.0%	0.0%	1.44%	1.30%	0.76%	2.04%	0.92%	1.44%	0.34%	1.69%	2.32%	0.44%	1.47%	0.47%	1.69%	0.64%	1.90%					
22	"5. ""За Русь Святую"""	94	5	8	7	4	3	4	4	3	3	1	4	1	0	0	1	0	0	4	5	0	0	2	2	2	2	0	1	0	2	1	0	2	2	4	3	3	2	3	0	1	0	0	2	3					
		0.49%	0.53%	0.81%	0.77%	0.41%	0.31%	0.44%	0.45%	0.34%	0.64%	0.25%	1.68%	0.65%	0.0%	0.0%	0.26%	0.0%	0.0%	0.72%	0.49%	0.0%	0.0%	0.35%	0.45%	0.49%	0.36%	0.0%	0.75%	0.0%	1.68%	0.28%	0.0%	0.51%	1.02%	0.61%	1.44%	0.52%	1.69%	1.16%	0.0%	0.49%	0.0%	0.0%	0.32%	0.63%					
23	"6. ""Объединенная Российская партия ""Русь"""	36	0	3	5	3	1	0	1	6	1	0	0	0	1	1	0	0	2	0	0	0	0	0	0	5	0	0	1	0	0	0	0	1	0	2	0	1	0	1	0	1	0	0	0	0					
		0.18%	0.0%	0.30%	0.55%	0.31%	0.10%	0.0%	0.11%	0.68%	0.21%	0.0%	0.0%	0.0%	0.70%	1.05%	0.0%	0.0%	1.01%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.22%	0.0%	0.0%	0.75%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.30%	0.0%	0.17%	0.0%	0.38%	0.0%	0.49%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	147	12	10	10	13	8	9	7	13	6	1	0	1	0	0	3	0	3	2	11	1	1	1	3	2	1	0	3	0	0	5	0	3	1	3	1	4	0	0	0	1	0	2	1	5					
		0.77%	1.28%	1.01%	1.10%	1.34%	0.82%	0.99%	0.80%	1.48%	1.28%	0.25%	0.0%	0.65%	0.0%	0.0%	0.80%	0.0%	1.51%	0.36%	1.08%	0.64%	0.61%	0.17%	0.68%	0.49%	0.18%	0.0%	2.25%	0.0%	0.0%	1.44%	0.0%	0.76%	0.51%	0.46%	0.48%	0.69%	0.0%	0.0%	0.0%	0.49%	0.0%	1.69%	0.16%	1.05%					
25	"8. ""Народно-республиканская партия России"""	46	3	3	1	1	3	1	1	1	2	1	1	0	1	0	1	0	0	3	0	0	1	0	0	0	1	1	3	0	1	0	0	1	0	3	0	0	0	0	0	0	12	0	0	0					
		0.24%	0.32%	0.30%	0.11%	0.10%	0.31%	0.11%	0.11%	0.11%	0.42%	0.25%	0.42%	0.0%	0.70%	0.0%	0.26%	0.0%	0.0%	0.54%	0.0%	0.0%	0.61%	0.0%	0.0%	0.0%	0.18%	0.60%	2.25%	0.0%	0.84%	0.0%	0.0%	0.25%	0.0%	0.46%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.85%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	34	0	3	2	1	3	1	2	1	2	0	0	0	0	0	0	0	2	0	4	1	3	0	1	0	0	0	0	0	0	0	2	0	0	1	0	4	0	0	0	0	1	0	0	0					
		0.17%	0.0%	0.30%	0.22%	0.10%	0.31%	0.11%	0.22%	0.11%	0.42%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.01%	0.0%	0.39%	0.64%	1.84%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.30%	0.0%	0.0%	0.15%	0.0%	0.69%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	1496	41	35	22	48	49	41	50	33	34	39	16	9	11	14	23	9	11	46	79	17	25	63	29	56	39	10	13	5	28	73	14	63	16	57	9	142	12	62	16	12	35	12	67	11					
		7.89%	4.38%	3.55%	2.42%	4.98%	5.07%	4.53%	5.72%	3.75%	7.28%	9.77%	6.75%	5.88%	7.74%	14.73%	6.14%	4.91%	5.55%	8.37%	7.76%	11.03%	15.33%	11.19%	6.65%	13.75%	7.19%	6.02%	9.77%	5.74%	23.52%	21.03%	9.15%	16.07%	8.16%	8.78%	4.34%	24.73%	10.16%	24.03%	7.11%	5.88%	8.33%	10.16%	10.75%	2.33%					
28	"11. ""Истинные патриоты России"""	29	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	3	2	1	0	1	2	0	0	0	0	0	0	0	2	3	1	0	1	6	2	0	0	0	0	0	0	0	0					
		0.15%	0.0%	0.0%	0.11%	0.10%	0.0%	0.0%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.54%	1.51%	0.36%	0.09%	0.0%	0.61%	0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.57%	1.96%	0.25%	0.0%	0.15%	2.89%	0.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	183	10	10	10	8	10	12	2	16	1	4	2	0	0	1	3	1	4	4	15	1	1	2	10	2	6	0	0	3	1	1	2	4	3	9	3	4	1	2	0	1	0	0	6	8					
		0.96%	1.07%	1.01%	1.10%	0.83%	1.03%	1.32%	0.22%	1.82%	0.21%	1.00%	0.84%	0.0%	0.0%	1.05%	0.80%	0.54%	2.02%	0.72%	1.47%	0.64%	0.61%	0.35%	2.29%	0.49%	1.10%	0.0%	0.0%	3.44%	0.84%	0.28%	1.30%	1.02%	1.53%	1.38%	1.44%	0.69%	0.84%	0.77%	0.0%	0.49%	0.0%	0.0%	0.96%	1.69%					
30	"13. ""Демократическая партия России"""	63	4	3	6	2	3	1	0	4	0	0	0	0	0	0	2	1	0	5	4	1	1	2	2	2	1	0	2	0	0	1	2	2	1	2	0	2	0	0	0	0	1	0	5	1					
		0.33%	0.42%	0.30%	0.66%	0.20%	0.31%	0.11%	0.0%	0.45%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.53%	0.54%	0.0%	0.91%	0.39%	0.64%	0.61%	0.35%	0.45%	0.49%	0.18%	0.0%	1.50%	0.0%	0.0%	0.28%	1.30%	0.51%	0.51%	0.30%	0.0%	0.34%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.80%	0.21%					
31	"14. ""Великая Россия - Евразийский Союз"""	35	2	5	2	2	3	2	0	1	0	0	0	0	0	1	0	0	0	0	2	0	2	0	1	2	1	0	0	0	0	0	0	0	0	3	0	1	1	0	1	0	0	0	3	0					
		0.18%	0.21%	0.50%	0.22%	0.20%	0.31%	0.22%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	1.05%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	1.22%	0.0%	0.22%	0.49%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.46%	0.0%	0.17%	0.84%	0.0%	0.44%	0.0%	0.0%	0.0%	0.48%	0.0%					
32	"15. ""Партия СЛОН"""	27	2	1	1	1	2	2	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	1	4	0	0	0	0	0	1	0	0	1	0	2	0	1	0	0	1	0	1	0	2	0					
		0.14%	0.21%	0.10%	0.11%	0.10%	0.20%	0.22%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.0%	0.17%	0.91%	0.0%	0.0%	0.0%	0.0%	0.0%	0.84%	0.0%	0.0%	0.25%	0.0%	0.30%	0.0%	0.17%	0.0%	0.0%	0.44%	0.0%	0.23%	0.0%	0.32%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1040	58	59	64	58	67	70	65	47	27	18	14	8	8	4	11	9	11	27	53	6	5	18	28	25	19	17	4	7	8	8	1	34	28	26	5	25	4	5	1	2	14	8	31	33					
		5.48%	6.20%	5.99%	7.05%	6.02%	6.93%	7.73%	7.43%	5.35%	5.78%	4.51%	5.90%	5.22%	5.63%	4.21%	2.94%	4.91%	5.55%	4.91%	5.21%	3.89%	3.06%	3.19%	6.42%	6.14%	3.50%	10.24%	3.00%	8.04%	6.72%	2.30%	0.65%	8.67%	14.28%	4.00%	2.41%	4.35%	3.38%	1.93%	0.44%	0.98%	3.33%	6.77%	4.97%	6.99%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	56	5	0	1	4	1	4	2	3	2	1	0	1	0	0	2	1	0	1	2	1	2	4	0	2	2	1	0	0	0	0	0	2	0	2	0	1	3	0	1	0	2	0	2	1					
		0.29%	0.53%	0.0%	0.11%	0.41%	0.10%	0.44%	0.22%	0.34%	0.42%	0.25%	0.0%	0.65%	0.0%	0.0%	0.53%	0.54%	0.0%	0.18%	0.19%	0.64%	1.22%	0.71%	0.0%	0.49%	0.36%	0.60%	0.0%	0.0%	0.0%	0.0%	0.0%	0.51%	0.0%	0.30%	0.0%	0.17%	2.54%	0.0%	0.44%	0.0%	0.47%	0.0%	0.32%	0.21%					
35	"18. ""ЛДПР"""	3066	180	179	174	185	236	173	143	179	95	72	19	20	14	18	60	15	29	76	208	15	11	53	64	34	59	13	16	5	9	43	32	48	16	143	32	36	14	30	21	30	48	13	112	94					
		16.17%	19.27%	18.19%	19.18%	19.21%	24.43%	19.11%	16.36%	20.38%	20.34%	18.04%	8.01%	13.07%	9.85%	18.94%	16.04%	8.19%	14.64%	13.84%	20.45%	9.74%	6.74%	9.41%	14.67%	8.35%	10.88%	7.83%	12.03%	5.74%	7.56%	12.39%	20.91%	12.24%	8.16%	22.03%	15.45%	6.27%	11.86%	11.62%	9.33%	14.70%	11.42%	11.01%	17.97%	19.91%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	327	19	17	24	17	19	19	7	14	5	5	1	2	4	3	7	5	4	13	13	7	1	8	9	6	9	5	2	1	4	9	3	3	10	9	3	6	2	3	1	6	2	2	8	10					
		1.72%	2.03%	1.72%	2.64%	1.76%	1.96%	2.09%	0.80%	1.59%	1.07%	1.25%	0.42%	1.30%	2.81%	3.15%	1.87%	2.73%	2.02%	2.36%	1.27%	4.54%	0.61%	1.42%	2.06%	1.47%	1.66%	3.01%	1.50%	1.14%	3.36%	2.59%	1.96%	0.76%	5.10%	1.38%	1.44%	1.04%	1.69%	1.16%	0.44%	2.94%	0.47%	1.69%	1.28%	2.11%					
37	"20. ""Политическая партия ""Единая Россия"""	7498	326	399	324	404	299	337	347	321	157	157	121	90	69	30	132	87	85	249	350	54	62	328	157	203	227	46	52	43	33	95	57	129	52	221	101	253	56	100	118	83	230	61	284	169					
		39.56%	34.90%	40.54%	35.72%	41.95%	30.95%	37.23%	39.70%	36.56%	33.61%	39.34%	51.05%	58.82%	48.59%	31.57%	35.29%	47.54%	42.92%	45.35%	34.41%	35.06%	38.03%	58.25%	36.00%	49.87%	41.88%	27.71%	39.09%	49.42%	27.73%	27.37%	37.25%	32.90%	26.53%	34.05%	48.79%	44.07%	47.45%	38.75%	52.44%	40.68%	54.76%	51.69%	45.58%	35.80%					
38	"21. ""Российская Конституционно-демократическая партия"""	45	0	0	0	1	1	1	3	1	2	0	1	0	1	0	0	2	1	6	3	1	1	1	1	1	0	2	1	0	0	0	1	1	0	3	1	1	0	0	1	1	0	0	3	2					
		0.23%	0.0%	0.0%	0.0%	0.10%	0.10%	0.11%	0.34%	0.11%	0.42%	0.0%	0.42%	0.0%	0.70%	0.0%	0.0%	1.09%	0.50%	1.09%	0.29%	0.64%	0.61%	0.17%	0.22%	0.24%	0.0%	1.20%	0.75%	0.0%	0.0%	0.0%	0.65%	0.25%	0.0%	0.46%	0.48%	0.17%	0.0%	0.0%	0.44%	0.49%	0.0%	0.0%	0.48%	0.42%					
39	"22. ""Развитие предпринимательства"""	51	4	3	5	2	7	4	4	2	0	0	0	0	0	0	1	0	0	1	3	0	1	0	1	0	1	0	3	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	4	1					
		0.26%	0.42%	0.30%	0.55%	0.20%	0.72%	0.44%	0.45%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	0.0%	0.18%	0.29%	0.0%	0.61%	0.0%	0.22%	0.0%	0.18%	0.0%	2.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.51%	0.15%	0.48%	0.0%	0.0%	0.0%	0.0%	0.49%	0.0%	0.0%	0.64%	0.21%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2276	114	97	117	81	99	92	123	99	58	61	37	12	7	9	85	21	16	55	113	35	17	49	66	27	135	58	24	13	25	63	19	42	17	78	18	23	9	21	54	41	47	11	23	65					
		12.00%	12.20%	9.85%	12.89%	8.41%	10.24%	10.16%	14.07%	11.27%	12.41%	15.28%	15.61%	7.84%	4.92%	9.47%	22.72%	11.47%	8.08%	10.01%	11.11%	22.72%	10.42%	8.70%	15.13%	6.63%	24.90%	34.93%	18.04%	14.94%	21.00%	18.15%	12.41%	10.71%	8.67%	12.01%	8.69%	4.00%	7.62%	8.13%	24.0%	20.09%	11.19%	9.32%	3.69%	13.77%					
																																																			
41	Против всех	709	52	43	37	47	57	36	28	37	21	12	7	1	6	2	9	10	10	14	57	8	3	5	9	5	14	0	2	4	4	12	0	17	21	24	5	10	4	9	1	3	7	0	29	27					
		3.74%	5.56%	4.36%	4.07%	4.88%	5.90%	3.97%	3.20%	4.21%	4.49%	3.00%	2.95%	0.65%	4.22%	2.10%	2.40%	5.46%	5.05%	2.55%	5.60%	5.19%	1.84%	0.88%	2.06%	1.22%	2.58%	0.0%	1.50%	4.59%	3.36%	3.45%	0.0%	4.33%	10.71%	3.69%	2.41%	1.74%	3.38%	3.48%	0.44%	1.47%	1.66%	0.0%	4.65%	5.72%					
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
