Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																															
Дата голосования: 02.12.2007																																																															
																																																															
Наименование Избирательной комиссии:    Истринская																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696					
		1.07%	2.24%	1.68%	1.34%	2.11%	1.33%	1.19%	1.24%	1.42%	1.37%	0.38%	1.50%	1.02%	1.41%	1.34%	0.67%	0.67%	0.88%	2.04%	0.80%	0.62%	0.98%	1.42%	2.64%	0.47%	1.32%	1.68%	1.62%	1.02%	0.67%	1.02%	1.03%	0.32%	0.00%	0.69%	0.29%	0.43%	0.91%	0.34%	0.84%	2.03%	0.11%	1.74%	0.19%	1.12%	0.52%	1.41%	2.59%	0.44%	0.96%	0.72%	1.12%	0.82%	1.57%	1.34%	0.61%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	129	5	3	2	5	4	0	2	3	1	1	0	2	2	6	1	4	8	6	1	3	2	1	5	2	0	2	0	1	2	13	3	1	1	2	2	0	4	2	1	0	3	1	3	1	0	0	0	0	2	2	4	2	2	3	2	1					
		0.23%	0.33%	0.20%	0.13%	0.34%	0.30%	0.00%	0.13%	0.17%	0.08%	0.08%	0.00%	0.17%	0.18%	0.53%	0.10%	0.34%	0.64%	0.61%	0.09%	0.21%	0.22%	0.12%	0.46%	0.12%	0.00%	0.56%	0.00%	0.15%	0.27%	0.95%	0.28%	0.11%	0.09%	0.14%	0.58%	0.00%	0.61%	0.11%	0.42%	0.00%	0.32%	0.35%	0.57%	0.10%	0.00%	0.00%	0.00%	0.00%	0.16%	0.36%	0.28%	0.14%	0.26%	0.33%	0.24%	0.51%					
24	7.Политическая партия «Либерально-демократическая партия России»	2554	20	45	50	24	8	12	8	133	80	65	31	103	85	10	77	76	93	64	74	91	8	21	70	41	22	29	12	32	57	57	54	28	52	117	26	47	44	134	17	4	62	25	40	65	24	48	12	11	58	33	13	30	0	47	56	9					
		4.63%	1.31%	3.02%	3.34%	1.63%	0.59%	0.84%	0.52%	7.57%	6.43%	4.99%	7.75%	8.76%	7.52%	0.89%	7.36%	6.38%	7.42%	6.52%	6.55%	6.28%	0.87%	2.49%	6.38%	2.42%	5.82%	8.10%	4.86%	4.64%	7.64%	4.16%	5.04%	3.02%	4.68%	8.08%	7.49%	5.02%	6.71%	7.70%	7.17%	1.02%	6.60%	8.71%	7.58%	6.63%	2.09%	6.78%	4.44%	4.89%	4.64%	5.98%	0.91%	2.04%	0.00%	5.25%	6.84%	4.57%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	4054	124	144	134	133	113	107	147	109	115	62	40	64	83	129	95	87	100	106	112	78	65	76	118	54	28	32	7	49	47	76	67	66	80	84	16	40	25	85	9	25	78	24	29	70	109	53	15	8	46	36	106	142	67	67	64	9					
		7.35%	8.15%	9.66%	8.95%	9.04%	8.36%	7.52%	9.58%	6.20%	9.24%	4.77%	10.00%	5.44%	7.34%	11.49%	9.08%	7.30%	7.98%	10.81%	9.92%	5.38%	7.10%	9.02%	10.75%	3.18%	7.41%	8.94%	2.83%	7.11%	6.30%	5.54%	6.26%	7.11%	7.21%	5.80%	4.61%	4.27%	3.81%	4.89%	3.80%	6.35%	8.31%	8.36%	5.49%	7.14%	9.51%	7.49%	5.56%	3.56%	3.68%	6.52%	7.44%	9.68%	8.77%	7.48%	7.81%	4.57%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	508	16	11	5	25	17	0	11	5	12	7	2	14	9	13	14	7	18	11	11	10	3	9	18	12	4	8	3	2	5	28	7	13	0	12	3	6	7	16	4	10	8	0	3	7	11	4	4	2	7	7	15	22	3	9	17	1					
		0.92%	1.05%	0.74%	0.33%	1.70%	1.26%	0.00%	0.72%	0.28%	0.96%	0.54%	0.50%	1.19%	0.80%	1.16%	1.34%	0.59%	1.44%	1.12%	0.97%	0.69%	0.33%	1.07%	1.64%	0.71%	1.06%	2.23%	1.21%	0.29%	0.67%	2.04%	0.65%	1.40%	0.00%	0.83%	0.86%	0.64%	1.07%	0.92%	1.69%	2.54%	0.85%	0.00%	0.57%	0.71%	0.96%	0.56%	1.48%	0.89%	0.56%	1.27%	1.05%	1.50%	0.39%	1.00%	2.08%	0.51%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	38046	1096	963	901	962	946	1074	1074	1240	744	933	214	784	741	775	665	843	759	536	791	1075	699	559	544	1416	241	208	187	493	524	993	772	728	825	1011	248	695	460	1302	175	277	626	171	384	638	786	490	203	164	889	388	992	989	540	600	567	146					
		69.01%	72.06%	64.63%	60.19%	65.35%	70.02%	75.47%	70.01%	70.57%	59.76%	71.71%	53.50%	66.67%	65.52%	69.01%	63.58%	70.78%	60.57%	54.64%	70.06%	74.14%	76.39%	66.31%	49.54%	83.44%	63.76%	58.10%	75.71%	71.55%	70.24%	72.43%	72.08%	78.45%	74.32%	69.82%	71.47%	74.17%	70.12%	74.83%	73.84%	70.30%	66.67%	59.58%	72.73%	65.04%	68.59%	69.21%	75.19%	72.89%	71.06%	70.29%	69.66%	67.42%	70.68%	66.96%	69.23%	74.11%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	758	1	9	17	27	4	0	9	4	24	11	11	18	34	2	26	20	42	31	3	22	8	25	70	13	14	10	4	5	10	15	17	5	10	25	9	17	10	14	2	8	13	1	4	10	5	10	0	2	7	4	21	31	10	21	3	10					
		1.37%	0.07%	0.60%	1.14%	1.83%	0.30%	0.00%	0.59%	0.23%	1.93%	0.85%	2.75%	1.53%	3.01%	0.18%	2.49%	1.68%	3.35%	3.16%	0.27%	1.52%	0.87%	2.97%	6.38%	0.77%	3.70%	2.79%	1.62%	0.73%	1.34%	1.09%	1.59%	0.54%	0.90%	1.73%	2.59%	1.81%	1.52%	0.80%	0.84%	2.03%	1.38%	0.35%	0.76%	1.02%	0.44%	1.41%	0.00%	0.89%	0.56%	0.72%	1.47%	2.11%	1.31%	2.34%	0.37%	5.08%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
