Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																														
Дата голосования: 04.12.2011																																																														
																																																														
Наименование Избирательной комиссии:    Истринская																																																														
																																																														
Сводная таблица результатов выборов																																																														
																																																														
		Сумма	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1950	50	50	50	50	50	50	50	50	50	40	10	30	50	50	40	40	50	40	50	50	40	40	50	40	10	10	10	30	30	50	40	50	40	50	40	10	50	10	10	30	10	10	40	50	30	10	10	30	10	50	50	30	30	40	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	871	20	28	16	23	27	23	32	34	20	17	6	23	15	21	3	21	14	10	24	25	5	15	21	20	10	9	7	4	8	19	10	27	24	36	16	8	14	2	1	19	3	5	20	19	12	5	7	8	6	26	16	18	22	23	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1268	63	22	17	29	17	27	12	28	29	59	5	6	6	8	11	19	23	32	21	13	33	14	18	44	36	33	8	13	50	6	15	3	11	28	29	10	55	12	90	8	6	7	23	22	29	3	8	34	18	11	82	13	21	20	8					
14	Число погашенных неиспользованных открепительных удостоверений	1079	30	22	34	27	23	27	18	16	30	23	4	7	35	29	37	19	36	30	26	25	35	25	29	20	0	1	3	26	22	31	30	23	16	14	24	2	36	8	9	11	7	5	20	31	18	5	3	22	4	24	34	12	8	17	6					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																														
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3145	225	63	33	9	4	67	26	118	64	55	65	18	101	69	133	39	59	157	57	118	46	125	50	40	3	9	9	28	38	10	81	5	20	141	87	24	156	7	8	83	25	61	96	28	83	16	7	33	29	3	113	51	48	85	17					
		6.99%	13.32%	4.88%	2.22%	0.64%	0.31%	5.95%	2.23%	7.42%	5.79%	5.88%	17.52%	2.61%	10.46%	7.06%	15.48%	4.07%	6.36%	19.82%	5.84%	10.59%	6.52%	18.04%	4.87%	4.73%	1.01%	3.41%	4.64%	3.94%	5.01%	1.12%	13.26%	0.63%	2.72%	9.81%	10.08%	5.96%	11.58%	3.10%	2.65%	10.95%	13.09%	13.68%	12.55%	2.93%	14.77%	9.25%	6.60%	3.50%	5.46%	0.27%	8.66%	7.87%	6.76%	10.81%	10.37%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	5387	173	60	176	167	122	141	155	79	134	104	50	59	31	147	132	108	166	68	183	119	88	103	155	27	26	11	20	74	100	129	89	161	120	143	114	69	169	27	33	69	23	64	126	130	101	30	10	87	32	196	196	69	103	94	25					
		11.99%	10.24%	4.64%	11.83%	11.94%	9.59%	12.52%	13.32%	4.97%	12.13%	11.12%	13.48%	8.56%	3.21%	15.05%	15.37%	11.26%	17.89%	8.59%	18.75%	10.68%	12.46%	14.86%	15.11%	3.19%	8.78%	4.17%	10.31%	10.42%	13.18%	14.41%	14.57%	20.41%	16.30%	9.95%	13.21%	17.12%	12.55%	11.95%	10.93%	9.10%	12.04%	14.35%	16.47%	13.61%	17.97%	17.34%	9.43%	9.22%	6.03%	17.88%	15.02%	10.65%	14.51%	11.96%	15.24%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	264	21	8	0	5	0	3	23	14	1	1	3	0	2	3	16	0	1	13	2	7	6	0	5	4	1	2	3	5	4	2	9	0	5	18	7	0	16	3	1	6	2	1	10	0	7	0	0	1	4	2	3	0	1	12	1					
		0.59%	1.24%	0.62%	0.00%	0.36%	0.00%	0.27%	1.98%	0.88%	0.09%	0.11%	0.81%	0.00%	0.21%	0.31%	1.86%	0.00%	0.11%	1.64%	0.20%	0.63%	0.85%	0.00%	0.49%	0.47%	0.34%	0.76%	1.55%	0.70%	0.53%	0.22%	1.47%	0.00%	0.68%	1.25%	0.81%	0.00%	1.19%	1.33%	0.33%	0.79%	1.05%	0.22%	1.31%	0.00%	1.25%	0.00%	0.00%	0.11%	0.75%	0.18%	0.23%	0.00%	0.14%	1.53%	0.61%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	10671	344	274	458	421	331	315	348	158	343	263	124	222	122	241	206	213	212	195	263	152	207	207	296	203	84	83	42	103	118	241	203	222	215	318	130	121	253	38	100	133	61	83	181	251	113	41	27	224	117	275	262	122	192	168	32					
		23.75%	20.37%	21.21%	30.78%	30.09%	26.02%	27.98%	29.90%	9.93%	31.04%	28.13%	33.42%	32.22%	12.63%	24.67%	23.98%	22.21%	22.84%	24.62%	26.95%	13.64%	29.32%	29.87%	28.85%	23.99%	28.38%	31.44%	21.65%	14.51%	15.55%	26.93%	33.22%	28.14%	29.21%	22.13%	15.06%	30.02%	18.78%	16.81%	33.11%	17.55%	31.94%	18.61%	23.66%	26.28%	20.11%	23.70%	25.47%	23.73%	22.03%	25.09%	20.08%	18.83%	27.04%	21.37%	19.51%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1110	116	11	10	41	5	5	72	79	2	5	24	7	23	19	50	3	3	67	14	48	17	0	24	16	3	6	3	12	33	10	30	0	24	34	31	2	60	5	4	22	4	17	23	0	23	0	3	6	13	5	28	15	5	20	8					
		2.47%	6.87%	0.85%	0.67%	2.93%	0.39%	0.44%	6.19%	4.97%	0.18%	0.53%	6.47%	1.02%	2.38%	1.94%	5.82%	0.31%	0.32%	8.46%	1.43%	4.31%	2.41%	0.00%	2.34%	1.89%	1.01%	2.27%	1.55%	1.69%	4.35%	1.12%	4.91%	0.00%	3.26%	2.37%	3.59%	0.50%	4.45%	2.21%	1.32%	2.90%	2.09%	3.81%	3.01%	0.00%	4.09%	0.00%	2.83%	0.64%	2.45%	0.46%	2.15%	2.31%	0.70%	2.54%	4.88%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	23048	790	867	776	706	783	573	503	1124	544	458	96	353	670	469	299	537	454	252	455	640	334	238	451	519	170	145	107	425	450	473	169	386	315	761	461	177	651	132	146	421	74	217	307	504	231	83	51	587	324	582	648	372	347	366	75					
		51.29%	46.77%	67.11%	52.15%	50.46%	61.56%	50.89%	43.21%	70.65%	49.23%	48.98%	25.88%	51.23%	69.36%	48.00%	34.81%	55.99%	48.92%	31.82%	46.62%	57.45%	47.31%	34.34%	43.96%	61.35%	57.43%	54.92%	55.15%	59.86%	59.29%	52.85%	27.66%	48.92%	42.80%	52.96%	53.42%	43.92%	48.33%	58.41%	48.34%	55.54%	38.74%	48.65%	40.13%	52.77%	41.10%	47.98%	48.11%	62.18%	61.02%	53.10%	49.66%	57.41%	48.87%	46.56%	45.73%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	166	3	8	0	6	0	1	13	8	0	8	3	0	5	2	6	0	3	4	2	5	2	0	2	2	1	1	3	6	4	1	3	0	5	7	10	0	7	2	3	0	0	1	3	0	4	0	1	4	7	1	1	1	1	5	1					
		0.37%	0.18%	0.62%	0.00%	0.43%	0.00%	0.09%	1.12%	0.50%	0.00%	0.86%	0.81%	0.00%	0.52%	0.20%	0.70%	0.00%	0.32%	0.51%	0.20%	0.45%	0.28%	0.00%	0.19%	0.24%	0.34%	0.38%	1.55%	0.85%	0.53%	0.11%	0.49%	0.00%	0.68%	0.49%	1.16%	0.00%	0.52%	0.88%	0.99%	0.00%	0.00%	0.22%	0.39%	0.00%	0.71%	0.00%	0.94%	0.42%	1.32%	0.09%	0.08%	0.15%	0.14%	0.64%	0.61%					
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
