Выборы Президента Российской Федерации																																																																		
																																																																		
Наименование Избирательной комиссии:    Мишкинская																																																																		
																																																																		
Итоги голосования 																																																																		
																																																																		
		Сумма	УИК №2929	УИК №2930	УИК №2931	УИК №2932	УИК №2933	УИК №2934	УИК №2935	УИК №2936	УИК №2937	УИК №2938	УИК №2939	УИК №2940	УИК №2941	УИК №2942	УИК №2943	УИК №2944	УИК №2945	УИК №2946	УИК №2947	УИК №2948	УИК №2949	УИК №2950	УИК №2951	УИК №2952	УИК №2953	УИК №2954	УИК №2955	УИК №2956	УИК №2957	УИК №2958	УИК №2959	УИК №2960	УИК №2961	УИК №2962	УИК №2963	УИК №2964	УИК №2965	УИК №2966	УИК №2967	УИК №2968	УИК №2969	УИК №2970	УИК №2971	УИК №2972	УИК №2973	УИК №2974	УИК №2975	УИК №2976	УИК №2977	УИК №2978	УИК №2979	УИК №2980	УИК №2981	УИК №2982	УИК №2983	УИК №2984	УИК №2985	УИК №2986	УИК №2987					
11	Число полученных открепительных  удостоверений	596	12	25	5	5	3	5	3	5	5	9	12	8	3	7	5	4	5	8	5	3	5	23	11	8	6	5	5	22	3	5	15	30	10	20	5	20	5	10	5	9	10	10	5	5	5	32	5	5	8	12	5	25	13	27	25	30	10	2	3					
12	Число выданных открепительных удостоверений	556	12	25	5	5	3	5	3	5	5	9	12	8	2	7	5	4	5	8	2	0	5	23	11	8	6	2	2	22	1	2	15	30	10	20	5	20	5	10	5	9	7	5	4	5	2	32	5	5	3	11	5	25	13	25	25	30	10	2	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	185	4	3	5	0	6	6	1	2	3	4	4	1	4	3	2	3	2	1	2	2	2	7	0	4	3	3	2	2	5	3	6	2	2	6	1	4	2	6	5	4	4	0	2	3	3	4	4	2	0	2	2	4	5	9	8	0	3	2	1					
14	Число неиспользованных открепительных удостоверений	40	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	3	0	0	0	0	0	3	3	0	2	3	0	0	0	0	0	0	0	0	0	0	3	5	1	0	3	0	0	0	5	1	0	0	0	2	0	0	0	0	2					
15	"Число открепительных удостоверений, выданных в ТИК"	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																		
18	. Глазьев Сергей Юрьевич	58	0	1	0	1	2	0	1	0	0	0	1	3	0	0	0	0	1	1	0	1	0	3	0	0	0	1	0	0	0	0	0	1	0	1	1	2	4	3	10	0	0	2	1	0	0	2	1	0	0	0	0	2	1	1	5	0	3	1	1					
		0.32%	0.00%	0.21%	0.00%	0.31%	0.74%	0.00%	0.40%	0.00%	0.00%	0.00%	0.29%	0.85%	0.00%	0.00%	0.00%	0.00%	0.26%	0.70%	0.00%	0.72%	0.00%	0.66%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.26%	0.23%	0.26%	1.50%	0.93%	2.87%	0.00%	0.00%	0.55%	0.40%	0.00%	0.00%	0.48%	0.73%	0.00%	0.00%	0.00%	0.00%	0.22%	0.20%	0.21%	0.66%	0.00%	0.44%	0.29%	0.69%					
19	. Малышкин Олег Александрович	70	0	1	0	1	0	0	0	0	0	1	3	2	0	2	1	0	1	0	0	0	1	5	0	2	0	1	1	0	0	1	0	1	1	1	2	2	0	4	20	0	0	1	0	0	0	0	2	0	3	0	2	2	1	1	0	1	2	0	1					
		0.39%	0.00%	0.21%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.86%	0.57%	0.00%	0.51%	0.32%	0.00%	0.26%	0.00%	0.00%	0.00%	0.36%	1.10%	0.00%	1.27%	0.00%	0.23%	0.68%	0.00%	0.00%	0.82%	0.00%	0.33%	0.28%	0.26%	0.46%	0.26%	0.00%	1.25%	5.75%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	1.46%	0.00%	2.19%	0.00%	1.10%	0.22%	0.20%	0.21%	0.00%	0.19%	0.29%	0.00%	0.69%					
20	. Миронов Сергей Михайлович	23	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	9	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0					
		0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.85%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.72%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.62%	2.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.20%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	. Путин Владимир Владимирович	17208	297	476	210	306	260	221	247	170	318	178	339	317	59	372	313	100	351	134	95	133	265	428	278	150	352	427	143	216	177	120	201	291	353	374	421	745	259	265	265	110	296	353	238	89	141	406	117	121	129	185	174	870	496	471	731	512	672	331	140					
		95.97%	99.33%	99.17%	97.67%	93.58%	96.65%	99.10%	98.80%	96.59%	98.15%	93.19%	96.86%	89.80%	98.33%	95.63%	99.05%	95.24%	91.17%	93.71%	95.96%	96.38%	95.32%	93.86%	97.54%	94.94%	96.97%	97.94%	97.28%	98.63%	98.88%	98.36%	99.01%	97.32%	98.60%	97.40%	96.78%	97.39%	97.00%	82.55%	76.15%	98.21%	95.18%	96.98%	94.44%	95.70%	95.92%	97.13%	85.40%	95.28%	94.16%	94.39%	95.60%	97.10%	97.25%	97.52%	96.57%	98.46%	97.82%	96.78%	96.55%					
22	. Хакамада Ирина Муцуовна	75	0	0	1	1	0	0	0	0	0	1	2	3	0	0	0	0	1	1	1	1	2	4	2	1	2	1	1	1	0	0	1	1	1	1	2	5	0	5	4	0	2	1	0	0	0	1	1	0	1	1	1	5	2	3	2	3	3	2	1					
		0.42%	0.00%	0.00%	0.47%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.57%	0.85%	0.00%	0.00%	0.00%	0.00%	0.26%	0.70%	1.01%	0.72%	0.72%	0.88%	0.70%	0.63%	0.55%	0.23%	0.68%	0.46%	0.00%	0.00%	0.49%	0.33%	0.28%	0.26%	0.46%	0.65%	0.00%	1.56%	1.15%	0.00%	0.64%	0.27%	0.00%	0.00%	0.00%	0.24%	0.73%	0.00%	0.73%	0.51%	0.55%	0.56%	0.39%	0.62%	0.26%	0.58%	0.44%	0.58%	0.69%					
23	. Харитонов Николай Михайлович	299	2	2	4	6	3	2	2	6	6	7	3	23	1	8	2	2	2	1	3	2	6	5	2	4	7	5	2	1	2	1	1	4	3	5	7	10	0	10	23	2	11	5	13	1	3	7	14	4	1	5	2	10	6	5	11	2	6	4	2					
		1.67%	0.67%	0.42%	1.86%	1.83%	1.12%	0.90%	0.80%	3.41%	1.85%	3.66%	0.86%	6.52%	1.67%	2.06%	0.63%	1.90%	0.52%	0.70%	3.03%	1.45%	2.16%	1.10%	0.70%	2.53%	1.93%	1.15%	1.36%	0.46%	1.12%	0.82%	0.49%	1.34%	0.84%	1.30%	1.61%	1.31%	0.00%	3.12%	6.61%	1.79%	3.54%	1.37%	5.16%	1.08%	2.04%	1.67%	10.22%	3.15%	0.73%	2.55%	1.10%	1.12%	1.18%	1.04%	1.45%	0.38%	0.87%	1.17%	1.38%					
																																																																		
24	Против всех	52	0	0	0	0	2	0	0	0	0	0	2	2	0	2	0	2	1	1	0	0	0	3	2	1	2	1	0	1	0	0	0	1	0	1	0	1	1	2	1	0	1	1	0	0	3	2	0	1	0	1	1	3	2	1	4	2	0	1	0					
		0.29%	0.00%	0.00%	0.00%	0.00%	0.74%	0.00%	0.00%	0.00%	0.00%	0.00%	0.57%	0.57%	0.00%	0.51%	0.00%	1.90%	0.26%	0.70%	0.00%	0.00%	0.00%	0.66%	0.70%	0.63%	0.55%	0.23%	0.00%	0.46%	0.00%	0.00%	0.00%	0.33%	0.00%	0.26%	0.00%	0.13%	0.37%	0.62%	0.29%	0.00%	0.32%	0.27%	0.00%	0.00%	2.04%	0.48%	0.00%	0.79%	0.00%	0.51%	0.55%	0.33%	0.39%	0.21%	0.53%	0.38%	0.00%	0.29%	0.00%					
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
