Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																												
Дата голосования: 07.12.2003 0:00:00																																																												
																																																												
"Наименование Избирательной комиссии:    Воронеж, Железнодорожная"																																																												
																																																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																												
																																																												
		Сумма	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	910	10	10	10	20	20	20	20	10	10	20	70	20	20	30	20	20	20	20	20	20	10	20	30	20	20	10	20	10	20	10	20	10	20	10	10	20	20	10	10	10	30	20	10	20	10	20	20	20	10	10	10	10	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	537	5	4	7	18	12	13	14	8	9	10	44	11	16	18	17	17	7	13	18	15	6	10	23	14	15	5	15	7	11	7	8	8	13	5	6	9	6	1	3	3	22	10	6	7	3	8	11	11	1	1	5	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	339	5	6	9	11	7	7	6	0	7	12	4	11	9	0	6	9	6	10	6	3	5	3	1	7	10	3	6	2	12	9	3	7	4	3	9	6	2	3	4	6	6	6	19	6	5	8	4	19	1	2	2	5	17					
14	Число погашенных открепительных удостоверений	373	5	6	3	2	8	7	6	2	1	10	26	9	4	12	3	3	13	7	2	5	4	10	7	6	5	5	5	3	9	3	12	2	7	5	4	11	14	9	7	7	8	10	4	13	7	12	9	9	9	9	5	9	0					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																												
18	"1. ""ЕДИНЕНИЕ"""	402	6	6	2	9	16	7	8	2	8	9	14	7	7	11	9	5	7	9	10	6	10	6	9	3	8	5	16	5	9	3	11	8	6	9	5	3	8	1	9	3	13	10	9	7	12	10	10	6	11	6	7	5	1					
		0.80%	0.63%	1.41%	0.24%	0.88%	1.16%	0.64%	0.65%	0.19%	0.75%	0.72%	1.00%	0.62%	0.70%	0.99%	0.75%	0.42%	0.64%	0.97%	0.94%	0.62%	0.93%	0.56%	0.85%	0.28%	0.88%	0.55%	1.71%	0.75%	1.10%	0.30%	1.20%	0.81%	0.55%	0.89%	0.42%	0.28%	0.77%	0.13%	1.07%	0.35%	1.20%	1.03%	0.82%	0.81%	1.56%	1.12%	1.02%	0.57%	2.84%	1.53%	1.32%	0.82%	5.55%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	2505	39	8	37	50	63	66	61	66	56	74	63	69	54	66	83	60	70	38	49	33	48	42	64	35	47	33	72	41	50	53	46	65	67	39	61	43	37	25	41	39	71	45	56	24	39	39	56	59	12	15	17	17	2					
		5.02%	4.14%	1.89%	4.51%	4.94%	4.58%	6.10%	5.0%	6.32%	5.29%	5.99%	4.52%	6.19%	5.46%	5.97%	6.99%	5.07%	6.43%	4.12%	4.64%	3.45%	4.49%	3.94%	6.07%	3.30%	5.17%	3.64%	7.70%	6.21%	6.11%	5.40%	5.05%	6.58%	6.23%	3.86%	5.23%	4.15%	3.57%	3.42%	4.89%	4.62%	6.59%	4.67%	5.16%	2.78%	5.08%	4.39%	5.73%	5.62%	3.10%	3.82%	3.20%	2.80%	11.11%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1159	12	5	18	21	13	20	30	36	21	26	24	27	17	30	35	35	24	18	19	17	27	21	33	15	16	13	16	13	27	14	12	21	20	27	36	21	26	23	35	30	21	36	34	24	22	22	20	31	13	19	10	13	0					
		2.32%	1.27%	1.18%	2.19%	2.07%	0.94%	1.85%	2.45%	3.45%	1.98%	2.10%	1.72%	2.42%	1.72%	2.71%	2.94%	2.95%	2.20%	1.95%	1.80%	1.78%	2.52%	1.97%	3.13%	1.41%	1.76%	1.43%	1.71%	1.96%	3.30%	1.42%	1.31%	2.12%	1.86%	2.67%	3.09%	2.02%	2.51%	3.15%	4.17%	3.55%	1.95%	3.74%	3.13%	2.78%	2.86%	2.48%	2.04%	2.95%	3.36%	4.84%	1.88%	2.14%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1992	47	21	29	44	55	51	71	51	21	56	44	41	59	76	53	37	44	52	61	61	30	41	57	32	44	70	23	17	31	33	36	49	32	39	42	35	34	24	18	28	36	22	43	20	19	31	37	48	12	3	13	19	0					
		3.99%	4.99%	4.96%	3.53%	4.34%	4.00%	4.71%	5.81%	4.88%	1.98%	4.53%	3.16%	3.68%	5.97%	6.88%	4.46%	3.12%	4.04%	5.63%	5.78%	6.39%	2.80%	3.84%	5.40%	3.01%	4.84%	7.73%	2.46%	2.57%	3.78%	3.36%	3.95%	4.96%	2.97%	3.86%	3.60%	3.37%	3.28%	3.28%	2.14%	3.31%	3.34%	2.28%	3.96%	2.32%	2.47%	3.49%	3.79%	4.58%	3.10%	0.76%	2.45%	3.13%	0.0%					
22	"5. ""За Русь Святую"""	296	3	1	2	5	11	8	5	6	5	5	11	6	5	6	3	2	8	4	3	7	3	1	3	9	3	3	8	5	8	4	7	9	4	5	5	10	5	11	7	5	1	6	8	10	10	13	7	3	6	6	0	5	0					
		0.59%	0.31%	0.23%	0.24%	0.49%	0.80%	0.74%	0.40%	0.57%	0.47%	0.40%	0.79%	0.53%	0.50%	0.54%	0.25%	0.16%	0.73%	0.43%	0.28%	0.73%	0.28%	0.09%	0.28%	0.84%	0.33%	0.33%	0.85%	0.75%	0.97%	0.40%	0.76%	0.91%	0.37%	0.49%	0.42%	0.96%	0.48%	1.50%	0.83%	0.59%	0.09%	0.62%	0.73%	1.16%	1.30%	1.46%	0.71%	0.28%	1.55%	1.53%	0.0%	0.82%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	82	3	1	3	1	2	0	3	2	3	2	2	2	0	0	0	3	2	1	0	5	0	1	2	2	2	0	4	0	1	2	3	0	2	4	2	0	2	0	1	2	3	0	2	0	2	5	1	1	1	0	1	1	0					
		0.16%	0.31%	0.23%	0.36%	0.09%	0.14%	0.0%	0.24%	0.19%	0.28%	0.16%	0.14%	0.17%	0.0%	0.0%	0.0%	0.25%	0.18%	0.10%	0.0%	0.52%	0.0%	0.09%	0.18%	0.18%	0.22%	0.0%	0.42%	0.0%	0.12%	0.20%	0.32%	0.0%	0.18%	0.39%	0.17%	0.0%	0.19%	0.0%	0.11%	0.23%	0.27%	0.0%	0.18%	0.0%	0.26%	0.56%	0.10%	0.09%	0.25%	0.0%	0.18%	0.16%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	548	12	1	10	10	20	19	12	7	24	20	21	17	11	8	11	10	21	4	7	16	9	9	16	8	8	7	6	7	10	4	10	8	4	15	15	7	16	10	11	8	8	7	12	9	9	11	9	12	7	4	10	1	0					
		1.09%	1.27%	0.23%	1.21%	0.98%	1.45%	1.75%	0.98%	0.67%	2.27%	1.61%	1.50%	1.52%	1.11%	0.72%	0.92%	0.84%	1.93%	0.43%	0.66%	1.67%	0.84%	0.84%	1.51%	0.75%	0.88%	0.77%	0.64%	1.06%	1.22%	0.40%	1.09%	0.81%	0.37%	1.48%	1.28%	0.67%	1.54%	1.36%	1.31%	0.94%	0.74%	0.72%	1.10%	1.04%	1.17%	1.24%	0.92%	1.14%	1.81%	1.02%	1.88%	0.16%	0.0%					
25	"8. ""Народно-республиканская партия России"""	51	4	0	0	9	0	0	1	2	0	3	1	0	2	1	2	0	0	0	3	1	0	0	2	2	0	0	0	0	0	1	0	0	0	2	1	2	0	1	2	0	1	0	4	0	0	1	1	0	0	1	0	1	0					
		0.10%	0.42%	0.0%	0.0%	0.88%	0.0%	0.0%	0.08%	0.19%	0.0%	0.24%	0.07%	0.0%	0.20%	0.09%	0.16%	0.0%	0.0%	0.0%	0.28%	0.10%	0.0%	0.0%	0.18%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.0%	0.0%	0.0%	0.19%	0.08%	0.19%	0.0%	0.13%	0.23%	0.0%	0.09%	0.0%	0.36%	0.0%	0.0%	0.11%	0.10%	0.0%	0.0%	0.25%	0.0%	0.16%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	271	7	0	5	2	8	4	1	8	7	8	17	9	4	5	8	8	7	4	9	8	3	5	4	2	5	3	3	3	5	4	5	4	4	6	11	10	5	5	3	5	6	5	6	1	2	9	2	7	2	1	3	3	0					
		0.54%	0.74%	0.0%	0.60%	0.19%	0.58%	0.37%	0.08%	0.76%	0.66%	0.64%	1.22%	0.80%	0.40%	0.45%	0.67%	0.67%	0.64%	0.43%	0.85%	0.83%	0.28%	0.46%	0.37%	0.18%	0.55%	0.33%	0.32%	0.45%	0.61%	0.40%	0.54%	0.40%	0.37%	0.59%	0.94%	0.96%	0.48%	0.68%	0.35%	0.59%	0.55%	0.51%	0.55%	0.11%	0.26%	1.01%	0.20%	0.66%	0.51%	0.25%	0.56%	0.49%	0.0%					
27	"10. ""Аграрная партия России"""	841	9	4	18	25	16	11	23	21	17	28	24	13	15	10	17	26	17	9	12	12	27	22	9	30	16	12	16	12	12	9	19	9	20	14	20	10	20	15	10	15	25	14	21	15	11	10	27	27	8	13	8	18	0					
		1.68%	0.95%	0.94%	2.19%	2.47%	1.16%	1.01%	1.88%	2.01%	1.60%	2.26%	1.72%	1.16%	1.51%	0.90%	1.43%	2.19%	1.56%	0.97%	1.13%	1.25%	2.52%	2.06%	0.85%	2.83%	1.76%	1.32%	1.71%	1.81%	1.46%	0.91%	2.08%	0.91%	1.86%	1.38%	1.71%	0.96%	1.93%	2.05%	1.19%	1.77%	2.32%	1.45%	1.93%	1.74%	1.43%	1.12%	2.76%	2.57%	2.07%	3.31%	1.50%	2.96%	0.0%					
28	"11. ""Истинные патриоты России"""	53	0	1	2	1	0	0	0	1	2	3	2	8	0	1	2	1	0	0	0	1	1	0	2	1	0	1	8	1	2	0	0	1	0	1	1	0	2	1	1	1	0	2	0	0	1	0	0	0	0	1	0	0	0					
		0.10%	0.0%	0.23%	0.24%	0.09%	0.0%	0.0%	0.0%	0.09%	0.18%	0.24%	0.14%	0.71%	0.0%	0.09%	0.16%	0.08%	0.0%	0.0%	0.0%	0.10%	0.09%	0.0%	0.18%	0.09%	0.0%	0.11%	0.85%	0.15%	0.24%	0.0%	0.0%	0.10%	0.0%	0.09%	0.08%	0.0%	0.19%	0.13%	0.11%	0.11%	0.0%	0.20%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	378	6	6	8	4	5	2	8	8	8	6	30	4	5	4	9	7	10	7	12	5	6	6	5	9	9	5	9	4	9	18	9	5	6	6	7	7	3	8	11	4	5	11	5	12	9	3	7	3	2	8	7	6	0					
		0.75%	0.63%	1.41%	0.97%	0.39%	0.36%	0.18%	0.65%	0.76%	0.75%	0.48%	2.15%	0.35%	0.50%	0.36%	0.75%	0.59%	0.91%	0.75%	1.13%	0.52%	0.56%	0.56%	0.47%	0.84%	0.99%	0.55%	0.96%	0.60%	1.10%	1.83%	0.98%	0.50%	0.55%	0.59%	0.60%	0.67%	0.28%	1.09%	1.31%	0.47%	0.46%	1.14%	0.46%	1.39%	1.17%	0.33%	0.71%	0.28%	0.51%	2.04%	1.32%	0.98%	0.0%					
30	"13. ""Демократическая партия России"""	90	0	1	2	2	4	1	1	0	0	5	6	1	1	1	2	2	1	1	2	1	1	0	3	3	0	2	1	2	2	1	2	1	6	1	5	1	7	0	0	1	2	0	2	3	4	0	0	3	0	0	1	2	0					
		0.18%	0.0%	0.23%	0.24%	0.19%	0.29%	0.09%	0.08%	0.0%	0.0%	0.40%	0.43%	0.08%	0.10%	0.09%	0.16%	0.16%	0.09%	0.10%	0.18%	0.10%	0.09%	0.0%	0.28%	0.28%	0.0%	0.22%	0.10%	0.30%	0.24%	0.10%	0.21%	0.10%	0.55%	0.09%	0.42%	0.09%	0.67%	0.0%	0.0%	0.11%	0.18%	0.0%	0.18%	0.34%	0.52%	0.0%	0.0%	0.28%	0.0%	0.0%	0.18%	0.32%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	69	1	2	1	1	7	0	2	2	1	0	3	0	1	1	2	3	1	1	2	0	3	2	0	0	1	0	1	2	3	1	0	2	0	4	0	4	0	2	0	2	2	1	3	0	3	0	0	0	1	1	0	0	0					
		0.13%	0.10%	0.47%	0.12%	0.09%	0.50%	0.0%	0.16%	0.19%	0.09%	0.0%	0.21%	0.0%	0.10%	0.09%	0.16%	0.25%	0.09%	0.10%	0.18%	0.0%	0.28%	0.18%	0.0%	0.0%	0.11%	0.0%	0.10%	0.30%	0.36%	0.10%	0.0%	0.20%	0.0%	0.39%	0.0%	0.38%	0.0%	0.27%	0.0%	0.23%	0.18%	0.10%	0.27%	0.0%	0.39%	0.0%	0.0%	0.0%	0.25%	0.25%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	103	3	0	1	2	7	1	4	1	1	4	6	3	2	1	4	2	4	2	1	0	3	2	2	3	2	1	2	1	1	2	1	1	3	4	2	2	0	0	1	2	2	2	2	2	1	0	3	4	0	0	2	1	0					
		0.20%	0.31%	0.0%	0.12%	0.19%	0.50%	0.09%	0.32%	0.09%	0.09%	0.32%	0.43%	0.26%	0.20%	0.09%	0.33%	0.16%	0.36%	0.21%	0.09%	0.0%	0.28%	0.18%	0.18%	0.28%	0.22%	0.11%	0.21%	0.15%	0.12%	0.20%	0.10%	0.10%	0.27%	0.39%	0.17%	0.19%	0.0%	0.0%	0.11%	0.23%	0.18%	0.20%	0.18%	0.23%	0.13%	0.0%	0.30%	0.38%	0.0%	0.0%	0.37%	0.16%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	10069	179	83	169	193	252	242	262	244	150	273	159	220	226	262	269	324	206	167	224	222	219	254	226	259	241	190	155	138	164	234	181	187	219	208	270	193	200	140	150	135	208	177	243	143	108	147	223	198	53	66	92	121	1					
		20.19%	19.02%	19.62%	20.60%	19.07%	18.35%	22.38%	21.47%	23.39%	14.19%	22.10%	11.42%	19.76%	22.87%	23.73%	22.66%	27.38%	18.93%	18.11%	21.23%	23.27%	20.48%	23.84%	21.44%	24.43%	26.54%	20.99%	16.59%	20.90%	20.04%	23.87%	19.89%	18.94%	20.37%	20.59%	23.17%	18.62%	19.32%	19.17%	17.89%	15.99%	19.33%	18.39%	22.39%	16.60%	14.08%	16.57%	22.84%	18.89%	13.73%	16.83%	17.35%	19.93%	5.55%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	80	0	1	3	0	5	0	0	0	4	2	3	1	0	2	1	3	3	0	0	0	1	2	0	2	1	1	2	3	0	1	3	3	2	3	1	5	0	1	0	0	3	1	2	6	1	0	1	1	2	1	1	1	1					
		0.16%	0.0%	0.23%	0.36%	0.0%	0.36%	0.0%	0.0%	0.0%	0.37%	0.16%	0.21%	0.08%	0.0%	0.18%	0.08%	0.25%	0.27%	0.0%	0.0%	0.0%	0.09%	0.18%	0.0%	0.18%	0.11%	0.11%	0.21%	0.45%	0.0%	0.10%	0.32%	0.30%	0.18%	0.29%	0.08%	0.48%	0.0%	0.13%	0.0%	0.0%	0.27%	0.10%	0.18%	0.69%	0.13%	0.0%	0.10%	0.09%	0.51%	0.25%	0.18%	0.16%	5.55%					
35	"18. ""ЛДПР"""	5759	139	65	64	116	124	91	124	86	163	115	236	108	68	61	115	90	119	87	111	71	120	94	109	99	91	94	130	88	87	155	110	126	111	145	120	125	151	92	110	119	117	145	142	141	145	122	127	124	55	49	97	66	0					
		11.54%	14.77%	15.36%	7.80%	11.46%	9.03%	8.41%	10.16%	8.24%	15.42%	9.31%	16.95%	9.70%	6.88%	5.52%	9.68%	7.60%	10.93%	9.43%	10.52%	7.44%	11.22%	8.82%	10.34%	9.33%	10.02%	10.38%	13.91%	13.33%	10.63%	15.81%	12.08%	12.76%	10.32%	14.35%	10.30%	12.06%	14.58%	12.60%	13.12%	14.09%	10.87%	15.07%	13.08%	16.37%	18.90%	13.75%	13.01%	11.83%	14.24%	12.5%	18.30%	10.87%	0.0%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	707	9	3	13	15	16	19	19	9	13	19	8	18	14	17	14	24	25	16	9	14	16	13	0	8	8	15	15	10	15	13	9	21	16	20	14	12	13	11	7	14	12	20	26	8	10	8	25	18	8	4	12	12	0					
		1.41%	0.95%	0.70%	1.58%	1.48%	1.16%	1.75%	1.55%	0.86%	1.22%	1.53%	0.57%	1.61%	1.41%	1.53%	1.17%	2.02%	2.29%	1.73%	0.85%	1.46%	1.49%	1.22%	0.0%	0.75%	0.88%	1.65%	1.60%	1.51%	1.83%	1.32%	0.98%	2.12%	1.48%	1.98%	1.20%	1.15%	1.25%	1.50%	0.83%	1.65%	1.11%	2.07%	2.39%	0.92%	1.30%	0.90%	2.56%	1.71%	2.07%	1.02%	2.26%	1.97%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	12123	230	111	212	225	335	232	275	247	292	308	406	282	220	255	246	240	261	226	257	224	256	242	210	271	181	230	223	156	184	201	229	232	273	247	263	276	241	178	213	204	274	228	222	234	237	282	202	283	113	100	169	183	2					
		24.30%	24.44%	26.24%	25.85%	22.23%	24.39%	21.46%	22.54%	23.68%	27.62%	24.93%	29.16%	25.33%	22.26%	23.09%	20.72%	20.28%	23.98%	24.51%	24.36%	23.48%	23.94%	22.72%	19.92%	25.56%	19.93%	25.41%	23.87%	23.63%	22.49%	20.51%	25.16%	23.50%	25.39%	24.45%	22.57%	26.64%	23.28%	24.38%	25.41%	24.17%	25.46%	23.70%	20.46%	27.17%	30.89%	31.79%	20.69%	27.00%	29.27%	25.51%	31.88%	30.14%	11.11%					
38	"21. ""Российская Конституционно-демократическая партия"""	68	3	0	1	3	2	3	1	2	3	4	7	2	3	2	2	0	2	0	1	1	0	1	0	0	0	0	0	1	1	0	0	0	1	2	2	4	3	0	1	1	1	0	0	0	0	2	0	1	3	0	0	2	0					
		0.13%	0.31%	0.0%	0.12%	0.29%	0.14%	0.27%	0.08%	0.19%	0.28%	0.32%	0.50%	0.17%	0.30%	0.18%	0.16%	0.0%	0.18%	0.0%	0.09%	0.10%	0.0%	0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	0.12%	0.0%	0.0%	0.0%	0.09%	0.19%	0.17%	0.38%	0.28%	0.0%	0.11%	0.11%	0.09%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.09%	0.77%	0.0%	0.0%	0.32%	0.0%					
39	"22. ""Развитие предпринимательства"""	121	2	1	2	2	7	1	2	1	3	3	7	2	0	4	1	1	5	10	2	2	2	2	7	0	4	0	1	0	1	3	0	4	2	2	4	7	3	0	4	1	3	0	3	3	0	1	1	1	1	0	1	2	0					
		0.24%	0.21%	0.23%	0.24%	0.19%	0.50%	0.09%	0.16%	0.09%	0.28%	0.24%	0.50%	0.17%	0.0%	0.36%	0.08%	0.08%	0.45%	1.08%	0.18%	0.20%	0.18%	0.18%	0.66%	0.0%	0.44%	0.0%	0.10%	0.0%	0.12%	0.30%	0.0%	0.40%	0.18%	0.19%	0.34%	0.67%	0.28%	0.0%	0.47%	0.11%	0.27%	0.0%	0.27%	0.34%	0.0%	0.11%	0.10%	0.09%	0.25%	0.0%	0.18%	0.32%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	8642	157	73	180	207	220	234	245	182	159	200	142	204	225	221	238	233	174	209	202	189	230	241	224	209	171	170	133	93	155	155	135	166	186	139	186	201	169	130	140	145	185	155	166	128	65	113	153	161	44	66	49	77	8					
		17.32%	16.68%	17.25%	21.95%	20.45%	16.02%	21.64%	20.08%	17.44%	15.04%	16.19%	10.20%	18.32%	22.77%	20.01%	20.05%	19.69%	15.99%	22.66%	19.14%	19.81%	21.51%	22.62%	21.25%	19.71%	18.83%	18.78%	14.23%	14.09%	18.94%	15.81%	14.83%	16.81%	17.30%	13.76%	15.96%	19.40%	16.32%	17.80%	16.70%	17.18%	17.19%	16.11%	15.29%	14.86%	8.47%	12.73%	15.67%	15.36%	11.39%	16.83%	9.24%	12.68%	44.44%					
																																																												
41	Против всех	2854	59	20	34	44	166	57	56	48	85	62	140	62	40	48	45	54	61	45	53	47	46	51	55	51	41	41	51	48	37	57	71	56	79	56	83	52	75	41	45	65	66	66	62	52	34	44	58	50	23	16	21	32	3					
		5.72%	6.26%	4.72%	4.14%	4.34%	12.09%	5.27%	4.59%	4.60%	8.04%	5.02%	10.05%	5.57%	4.04%	4.34%	3.79%	4.56%	5.60%	4.88%	5.02%	4.92%	4.30%	4.78%	5.21%	4.81%	4.51%	4.53%	5.46%	7.27%	4.52%	5.81%	7.80%	5.67%	7.34%	5.54%	7.12%	5.01%	7.24%	5.61%	5.36%	7.70%	6.13%	6.86%	5.71%	6.03%	4.43%	4.96%	5.94%	4.77%	5.95%	4.08%	3.96%	5.27%	16.66%					
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
