16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																																																	
19	Жириновский Владимир Вольфович	5321	37	44	40	91	45	90	68	25	58	81	41	58	63	43	69	55	49	46	51	44	8	82	17	27	26	77	89	51	96	72	118	47	110	51	46	85	30	72	59	38	19	72	94	57	34	57	41	76	44	79	45	42	59	71	78	87	41	68	56	106	81	43	25	76	31	51	62	81	48	78	23	39	34	18	54	96	41	78	55	40	60	8	77	13	53	30	101	21	35	62	66	51	72	4	8	5	8	7	6	29	25	1									
		3.66%	4.30%	2.24%	2.26%	4.77%	4.96%	5.73%	4.18%	3.17%	3.84%	4.20%	2.36%	3.08%	3.95%	3.68%	4.82%	2.93%	2.98%	2.77%	3.17%	2.86%	1.75%	7.13%	2.87%	1.74%	1.45%	5.67%	6.37%	3.83%	6.10%	4.97%	6.99%	3.44%	6.81%	3.96%	4.16%	5.77%	2.31%	5.11%	3.80%	4.45%	4.05%	3.71%	5.67%	3.55%	3.95%	3.62%	3.04%	5.48%	3.27%	5.50%	3.27%	2.75%	3.76%	5.10%	5.98%	5.68%	4.20%	3.87%	3.31%	7.00%	5.22%	2.36%	1.33%	4.19%	1.68%	2.73%	3.13%	4.78%	2.19%	4.29%	1.28%	2.38%	1.76%	1.00%	3.66%	6.13%	2.51%	5.07%	3.11%	2.97%	2.95%	0.50%	4.12%	0.88%	3.35%	1.68%	5.52%	1.23%	1.94%	4.51%	4.30%	3.60%	3.94%	2.29%	3.29%	3.42%	3.92%	1.70%	3.17%	4.48%	2.96%	1.10%									
20	Зюганов Геннадий Андреевич	13035	77	72	108	216	168	127	129	31	57	242	98	210	77	81	92	126	160	195	122	91	32	166	52	255	263	209	167	194	189	215	170	169	175	179	142	216	187	126	179	83	80	168	161	101	117	132	97	125	106	68	102	181	120	115	118	122	181	312	198	152	149	229	52	167	58	85	135	179	257	207	105	171	71	52	104	140	86	183	91	76	168	82	208	49	149	63	154	53	89	72	169	155	250	4	26	27	3	13	7	57	31	6									
		8.97%	8.95%	3.66%	6.11%	11.33%	18.50%	8.08%	7.93%	3.93%	3.78%	12.55%	5.65%	11.14%	4.82%	6.92%	6.42%	6.72%	9.73%	11.75%	7.57%	5.91%	6.99%	14.43%	8.77%	16.42%	14.70%	15.40%	11.95%	14.58%	12.00%	14.83%	10.07%	12.35%	10.84%	13.89%	12.85%	14.65%	14.41%	8.94%	11.54%	9.72%	17.06%	8.66%	9.72%	6.29%	13.60%	8.38%	7.19%	9.01%	7.87%	4.74%	7.41%	11.85%	7.65%	8.26%	9.04%	7.97%	18.53%	17.78%	11.70%	10.04%	9.61%	12.56%	2.76%	9.22%	3.15%	4.55%	6.82%	10.55%	11.71%	11.39%	5.86%	10.44%	3.68%	2.89%	7.05%	8.93%	5.27%	11.89%	5.15%	5.65%	8.27%	5.13%	11.12%	3.31%	9.41%	3.54%	8.41%	3.12%	4.92%	5.24%	11.01%	10.93%	13.68%	2.29%	10.70%	18.49%	1.47%	3.16%	3.70%	8.81%	3.66%	6.59%									
21	Миронов Сергей Михайлович	4348	27	49	59	37	41	84	32	27	58	71	56	75	39	49	76	62	57	97	34	31	10	41	18	29	42	49	41	26	87	43	105	37	97	58	31	34	29	56	59	13	8	47	67	35	20	56	20	82	29	60	46	59	61	89	65	13	48	74	33	61	54	23	20	65	34	34	58	54	34	56	25	33	46	15	31	62	48	31	30	40	53	58	89	5	61	12	85	29	6	55	37	24	34	1	5	10	5	7	3	31	6	0									
		2.99%	3.14%	2.49%	3.34%	1.94%	4.52%	5.34%	1.97%	3.42%	3.84%	3.68%	3.23%	3.98%	2.44%	4.19%	5.30%	3.31%	3.47%	5.84%	2.11%	2.01%	2.18%	3.57%	3.04%	1.87%	2.35%	3.61%	2.93%	1.95%	5.52%	2.97%	6.22%	2.70%	6.01%	4.50%	2.81%	2.31%	2.23%	3.97%	3.80%	1.52%	1.71%	2.42%	4.04%	2.18%	2.33%	3.55%	1.48%	5.91%	2.15%	4.18%	3.34%	3.86%	3.89%	6.39%	4.98%	0.85%	4.91%	4.22%	1.95%	4.03%	3.48%	1.26%	1.06%	3.59%	1.85%	1.82%	2.93%	3.18%	1.55%	3.08%	1.39%	2.01%	2.39%	0.83%	2.10%	3.96%	2.94%	2.01%	1.70%	2.97%	2.61%	3.63%	4.76%	0.34%	3.85%	0.67%	4.64%	1.70%	0.33%	4.00%	2.41%	1.69%	1.86%	0.57%	2.06%	6.85%	2.45%	1.70%	1.59%	4.79%	0.71%	0.00%									
22	Прохоров Михаил Дмитриевич	9729	93	196	107	173	142	130	83	118	112	114	142	177	82	130	141	85	138	92	238	47	22	8	6	62	164	25	70	80	53	71	60	93	70	11	77	42	108	77	129	33	14	92	123	242	56	143	51	100	42	143	172	117	150	62	95	32	218	300	166	76	85	198	85	162	38	10	252	122	76	175	37	190	34	49	47	128	187	108	30	93	166	27	149	136	130	25	105	40	5	111	117	148	151	7	14	15	4	5	0	49	22	2									
		6.70%	10.81%	9.97%	6.05%	9.08%	15.64%	8.27%	5.10%	14.96%	7.42%	5.91%	8.18%	9.39%	5.14%	11.11%	9.84%	4.54%	8.39%	5.54%	14.77%	3.05%	4.80%	0.70%	1.01%	3.99%	9.17%	1.84%	5.01%	6.01%	3.37%	4.90%	3.55%	6.80%	4.33%	0.85%	6.97%	2.85%	8.32%	5.46%	8.32%	3.86%	2.99%	4.74%	7.42%	15.08%	6.51%	9.07%	3.78%	7.21%	3.12%	9.96%	12.50%	7.66%	9.57%	4.45%	7.28%	2.09%	22.31%	17.09%	9.81%	5.02%	5.48%	10.86%	4.51%	8.94%	2.06%	0.54%	12.73%	7.19%	3.46%	9.63%	2.06%	11.60%	1.76%	2.73%	3.19%	8.17%	11.47%	7.02%	1.70%	6.91%	8.17%	1.69%	7.97%	9.18%	8.21%	1.40%	5.73%	2.35%	0.28%	8.08%	7.62%	10.44%	8.26%	4.00%	5.76%	10.27%	1.96%	1.22%	0.00%	7.57%	2.60%	2.20%									
23	Путин Владимир Владимирович	111424	621	1586	1429	1384	487	1132	1305	569	1219	1390	1388	1338	1319	851	1037	1521	1220	1215	1137	1312	379	846	498	1160	1283	982	1006	964	1141	1032	1224	1004	1163	979	804	1063	937	1054	1117	684	345	1556	1201	1160	621	1187	1119	999	1106	1071	1004	1115	1172	1032	940	1269	473	968	1225	1117	1176	1312	1699	1316	1661	1663	1468	1235	1767	1287	1581	1184	1721	1656	1230	1129	1193	1108	1557	1086	1546	1411	1336	1255	1152	1642	1377	1553	1673	1052	1123	1035	1318	159	184	89	184	375	171	456	762	82									
		76.69%	72.21%	80.71%	80.78%	72.61%	53.63%	72.01%	80.21%	72.12%	80.78%	72.06%	79.95%	70.98%	82.64%	72.74%	72.37%	81.16%	74.21%	73.19%	70.58%	85.19%	82.75%	73.57%	83.98%	74.69%	71.72%	72.37%	72.01%	72.43%	72.44%	71.17%	72.51%	73.39%	72.01%	75.95%	72.76%	72.12%	72.19%	74.75%	72.02%	80.09%	73.56%	80.21%	72.48%	72.27%	72.21%	75.32%	82.95%	72.03%	82.11%	74.58%	72.97%	72.97%	74.74%	74.14%	72.03%	82.89%	48.41%	55.16%	72.40%	73.78%	75.82%	71.97%	90.08%	72.63%	90.22%	89.07%	74.14%	72.82%	80.54%	70.79%	88.18%	72.28%	89.26%	92.15%	83.39%	72.05%	73.15%	71.99%	88.12%	80.74%	76.12%	88.30%	71.44%	84.68%	72.77%	92.14%	75.20%	91.30%	92.53%	76.56%	73.16%	72.99%	72.10%	90.86%	75.72%	60.96%	90.20%	91.24%	90.48%	70.48%	90.07%	90.11%									
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
