Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
Наименование Избирательной комиссии:    Еравнинская																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	606	452	5	5	5	0	1	2	3	7	1	5	7	5	3	6	2	11	13	7	4	5	7	10	2	6	8	7	11	6									
14	Число погашенных неиспользованных открепительных удостоверений	186	5	5	5	0	5	10	5	10	10	5	10	9	5	4	8	12	3	4	10	5	7	9	9	5	5	5	8	5	3									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	24	0	0	0	2	0	1	0	0	0	0	2	0	0	0	0	0	1	5	1	2	1	1	0	3	0	0	0	0	5									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																								
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	57	6	2	3	5	0	1	0	0	2	0	3	1	0	2	4	6	2	3	1	0	2	5	3	0	1	0	2	2	1									
		0.66%	0.70%	0.45%	2.04%	1.11%	0.00%	0.61%	0.00%	0.00%	0.93%	0.00%	1.04%	0.56%	0.00%	2.00%	0.72%	1.02%	0.37%	0.50%	0.17%	0.00%	0.90%	2.07%	0.60%	0.00%	0.60%	0.00%	0.51%	1.16%	0.44%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	307	18	20	10	11	6	2	5	11	11	1	12	9	1	2	17	14	21	22	19	3	4	13	25	0	6	18	19	2	5									
		3.58%	2.09%	4.52%	6.80%	2.43%	19.35%	1.23%	4.81%	5.56%	5.09%	5.26%	4.15%	5.06%	2.22%	2.00%	3.08%	2.38%	3.85%	3.70%	3.30%	2.70%	1.80%	5.39%	5.02%	0.00%	3.57%	4.75%	4.86%	1.16%	2.19%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	107	6	9	2	3	0	0	2	4	4	0	1	0	0	1	8	3	7	15	4	2	1	2	10	0	3	7	5	5	3									
		1.25%	0.70%	2.04%	1.36%	0.66%	0.00%	0.00%	1.92%	2.02%	1.85%	0.00%	0.35%	0.00%	0.00%	1.00%	1.45%	0.51%	1.28%	2.52%	0.70%	1.80%	0.45%	0.83%	2.01%	0.00%	1.79%	1.85%	1.28%	2.89%	1.32%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4396	402	221	71	272	19	57	40	86	86	10	151	89	6	50	272	330	285	281	297	76	125	140	205	23	73	196	271	97	165									
		51.28%	46.69%	50.00%	48.30%	60.18%	61.29%	34.97%	38.46%	43.43%	39.81%	52.63%	52.25%	50.00%	13.33%	50.00%	49.28%	56.03%	52.29%	47.23%	51.65%	68.47%	56.31%	58.09%	41.16%	37.70%	43.45%	51.72%	69.31%	56.07%	72.37%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	30	8	0	0	1	0	0	0	0	1	0	1	0	0	1	2	4	2	1	1	0	2	0	0	0	0	4	0	0	2									
		0.35%	0.93%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.35%	0.00%	0.00%	1.00%	0.36%	0.68%	0.37%	0.17%	0.17%	0.00%	0.90%	0.00%	0.00%	0.00%	0.00%	1.06%	0.00%	0.00%	0.88%									
24	"6. Политическая партия ""Гражданская Платформа"""	23	3	2	1	1	0	0	1	0	0	0	0	0	0	1	2	2	0	1	2	0	1	1	2	0	0	2	0	1	0									
		0.27%	0.35%	0.45%	0.68%	0.22%	0.00%	0.00%	0.96%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.00%	0.36%	0.34%	0.00%	0.17%	0.35%	0.00%	0.45%	0.41%	0.40%	0.00%	0.00%	0.53%	0.00%	0.58%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1063	258	33	12	23	2	23	4	18	8	0	56	10	25	15	69	74	61	66	77	5	13	11	63	16	37	19	31	30	4									
		12.40%	29.97%	7.47%	8.16%	5.09%	6.45%	14.11%	3.85%	9.09%	3.70%	0.00%	19.38%	5.62%	55.56%	15.00%	12.50%	12.56%	11.19%	11.09%	13.39%	4.50%	5.86%	4.56%	12.65%	26.23%	22.02%	5.01%	7.93%	17.34%	1.75%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	28	4	1	7	3	0	0	1	0	0	0	0	0	1	0	1	0	4	2	1	0	0	0	1	0	0	0	1	1	0									
		0.33%	0.46%	0.23%	4.76%	0.66%	0.00%	0.00%	0.96%	0.00%	0.00%	0.00%	0.00%	0.00%	2.22%	0.00%	0.18%	0.00%	0.73%	0.34%	0.17%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.26%	0.58%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	249	7	20	2	13	1	1	5	4	6	3	5	6	0	3	14	17	23	31	17	5	12	5	10	3	9	19	2	3	3									
		2.90%	0.81%	4.52%	1.36%	2.88%	3.23%	0.61%	4.81%	2.02%	2.78%	15.79%	1.73%	3.37%	0.00%	3.00%	2.54%	2.89%	4.22%	5.21%	2.96%	4.50%	5.41%	2.07%	2.01%	4.92%	5.36%	5.01%	0.51%	1.73%	1.32%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	21	1	1	0	1	1	0	0	0	0	0	1	1	0	2	0	1	1	2	1	0	2	1	3	0	0	0	0	1	1									
		0.24%	0.12%	0.23%	0.00%	0.22%	3.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.56%	0.00%	2.00%	0.00%	0.17%	0.18%	0.34%	0.17%	0.00%	0.90%	0.41%	0.60%	0.00%	0.00%	0.00%	0.00%	0.58%	0.44%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	44	11	2	3	1	0	0	2	2	0	0	3	1	0	1	0	1	1	5	2	1	1	2	0	1	1	0	2	1	0									
		0.51%	1.28%	0.45%	2.04%	0.22%	0.00%	0.00%	1.92%	1.01%	0.00%	0.00%	1.04%	0.56%	0.00%	1.00%	0.00%	0.17%	0.18%	0.84%	0.35%	0.90%	0.45%	0.83%	0.00%	1.64%	0.60%	0.00%	0.51%	0.58%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1622	63	110	27	91	0	63	29	52	81	3	36	52	8	13	122	95	110	122	102	18	39	48	139	13	25	79	35	23	24									
		18.92%	7.32%	24.89%	18.37%	20.13%	0.00%	38.65%	27.88%	26.26%	37.50%	15.79%	12.46%	29.21%	17.78%	13.00%	22.10%	16.13%	20.18%	20.50%	17.74%	16.22%	17.57%	19.92%	27.91%	21.31%	14.88%	20.84%	8.95%	13.29%	10.53%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	23	1	2	0	2	0	0	0	1	0	0	2	0	0	0	0	0	0	5	0	0	0	1	0	2	1	3	3	0	0									
		0.27%	0.12%	0.45%	0.00%	0.44%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.69%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.84%	0.00%	0.00%	0.00%	0.41%	0.00%	3.28%	0.60%	0.79%	0.77%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	344	27	6	2	12	1	8	9	15	11	2	12	3	1	8	16	30	17	25	36	1	18	10	24	1	7	20	10	3	9									
		4.01%	3.14%	1.36%	1.36%	2.65%	3.23%	4.91%	8.65%	7.58%	5.09%	10.53%	4.15%	1.69%	2.22%	8.00%	2.90%	5.09%	3.12%	4.20%	6.26%	0.90%	8.11%	4.15%	4.82%	1.64%	4.17%	5.28%	2.56%	1.73%	3.95%									
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
