Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																							
Дата голосования: 02.12.2007																																																							
																																																							
"Наименование Избирательной комиссии:    Барнаул, Центральная"																																																							
																																																							
Сводная таблица результатов выборов																																																							
																																																							
		Сумма	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №1885	УИК №1886	УИК №1887					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1544	85	40	309	30	40	20	30	35	50	20	40	30	25	30	35	20	40	20	30	35	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	35	20	30	20	20	35	20	0	0	20	40	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1375	83	36	297	29	39	20	30	31	43	15	38	25	23	30	29	16	31	15	25	34	18	20	20	16	20	17	13	17	6	18	20	19	19	7	20	14	34	16	30	14	20	35	9	0	0	7	37	20					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1504	29	30	73	32	97	42	28	17	33	30	33	16	26	15	27	16	12	16	38	26	21	22	16	9	19	18	26	81	9	26	14	17	7	12	18	23	11	11	15	3	9	25	15	127	280	6	20	8					
14	Число погашенных неиспользованных открепительных удостоверений	169	2	4	12	1	1	0	0	4	7	5	2	5	2	0	6	4	9	5	5	1	2	0	0	4	0	3	7	3	14	2	0	1	1	13	0	6	1	4	0	6	0	0	11	0	0	13	3	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	166	1	2	121	1	0	2	1	1	2	2	0	0	1	2	2	1	2	1	3	1	0	4	0	1	0	0	0	0	0	2	1	1	0	1	0	0	1	0	1	1	1	1	1	0	0	0	2	2					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																							
18	1.Политическая партия «Аграрная партия России»	2014	81	64	71	41	52	71	53	67	76	25	43	45	47	27	65	32	39	30	26	64	30	45	19	23	49	28	12	52	11	70	49	38	45	30	45	41	61	19	33	38	29	44	13	81	25	12	14	39					
		3.31%	3.99%	4.09%	4.46%	3.30%	3.10%	4.77%	4.27%	4.25%	4.23%	3.05%	2.40%	3.24%	2.79%	2.06%	4.14%	3.72%	2.99%	2.38%	1.93%	3.99%	2.74%	3.27%	1.58%	2.66%	3.51%	2.82%	1.33%	4.12%	2.25%	4.24%	3.22%	3.05%	4.39%	4.37%	3.16%	3.33%	4.11%	1.90%	2.37%	3.77%	2.26%	3.15%	2.71%	3.96%	2.08%	2.84%	2.06%	3.81%					
19	2.Всероссийская политическая партия «Гражданская Сила»	864	38	31	28	21	34	23	34	48	44	9	32	19	12	23	21	6	12	13	35	22	15	10	15	1	12	13	8	21	4	29	15	20	11	6	10	24	16	11	10	12	5	9	6	16	26	3	4	27					
		1.42%	1.88%	1.98%	1.76%	1.69%	2.03%	1.55%	2.74%	3.05%	2.45%	1.10%	1.79%	1.37%	0.71%	1.76%	1.34%	0.70%	0.92%	1.03%	2.60%	1.37%	1.37%	0.73%	1.24%	0.12%	0.86%	1.31%	0.89%	1.66%	0.82%	1.76%	0.98%	1.60%	1.07%	0.87%	0.70%	1.95%	1.08%	1.10%	0.72%	1.19%	0.39%	0.65%	1.25%	0.78%	2.16%	0.71%	0.59%	2.64%					
20	3.Политическая партия «Демократическая партия России»	118	8	3	3	4	5	3	2	5	2	1	6	5	1	1	1	2	1	1	5	3	1	4	4	2	1	1	0	3	0	2	0	0	0	6	1	0	3	4	1	0	0	2	2	5	7	1	1	5					
		0.19%	0.39%	0.19%	0.19%	0.32%	0.30%	0.20%	0.16%	0.32%	0.11%	0.12%	0.33%	0.36%	0.06%	0.08%	0.06%	0.23%	0.08%	0.08%	0.37%	0.19%	0.09%	0.29%	0.33%	0.23%	0.07%	0.10%	0.00%	0.24%	0.00%	0.12%	0.00%	0.00%	0.00%	0.87%	0.07%	0.00%	0.20%	0.40%	0.07%	0.00%	0.00%	0.14%	0.42%	0.24%	0.58%	0.24%	0.15%	0.49%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	9892	297	322	287	244	346	275	208	285	345	135	273	255	255	207	261	93	130	197	284	226	132	189	162	120	167	148	113	228	72	328	335	224	119	104	247	226	278	145	289	224	243	214	52	304	23	50	55	176					
		16.24%	14.66%	20.59%	18.02%	19.65%	20.64%	18.49%	16.76%	18.08%	19.20%	16.46%	15.23%	18.39%	15.16%	15.81%	16.63%	10.80%	9.99%	15.63%	21.10%	14.08%	12.05%	13.72%	13.43%	13.86%	11.97%	14.92%	12.54%	18.05%	14.72%	19.85%	21.99%	17.96%	11.62%	15.14%	17.37%	18.33%	18.72%	14.49%	20.76%	22.20%	18.91%	15.34%	10.86%	14.84%	1.91%	11.85%	8.11%	17.20%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	1552	57	67	35	44	40	56	37	43	30	23	69	38	42	28	29	18	36	22	29	56	30	20	18	28	47	14	12	26	6	40	38	29	28	14	36	13	46	30	26	42	40	63	21	20	28	4	14	20					
		2.55%	2.81%	4.28%	2.20%	3.54%	2.39%	3.77%	2.98%	2.73%	1.67%	2.80%	3.85%	2.74%	2.50%	2.14%	1.85%	2.09%	2.77%	1.75%	2.15%	3.49%	2.74%	1.45%	1.49%	3.23%	3.37%	1.41%	1.33%	2.06%	1.23%	2.42%	2.50%	2.33%	2.73%	2.04%	2.53%	1.05%	3.10%	2.99%	1.87%	4.16%	3.11%	4.52%	4.38%	0.98%	2.33%	0.95%	2.06%	1.96%					
23	6.Политическая партия «Партия социальной справедливости»	178	5	6	2	7	6	9	3	1	3	1	7	0	2	3	4	2	5	0	5	6	2	5	2	3	3	7	0	4	1	4	5	3	2	3	5	3	6	3	2	5	3	6	3	9	10	0	0	2					
		0.29%	0.25%	0.38%	0.13%	0.56%	0.36%	0.61%	0.24%	0.06%	0.17%	0.12%	0.39%	0.00%	0.12%	0.23%	0.25%	0.23%	0.38%	0.00%	0.37%	0.37%	0.18%	0.36%	0.17%	0.35%	0.22%	0.71%	0.00%	0.32%	0.20%	0.24%	0.33%	0.24%	0.20%	0.44%	0.35%	0.24%	0.40%	0.30%	0.14%	0.50%	0.23%	0.43%	0.63%	0.44%	0.83%	0.00%	0.00%	0.20%					
24	7.Политическая партия «Либерально-демократическая партия России»	7343	247	148	213	93	171	124	88	154	186	85	218	129	235	150	206	142	203	149	130	200	163	199	185	143	177	155	110	122	63	186	157	124	118	73	167	137	164	120	212	102	137	197	60	222	323	46	110	100					
		12.05%	12.19%	9.46%	13.37%	7.49%	10.20%	8.34%	7.09%	9.77%	10.35%	10.37%	12.17%	9.30%	13.97%	11.46%	13.13%	16.49%	15.60%	11.83%	9.66%	12.46%	14.89%	14.44%	15.34%	16.51%	12.69%	15.63%	12.21%	9.66%	12.88%	11.26%	10.31%	9.94%	11.52%	10.63%	11.74%	11.11%	11.04%	11.99%	15.23%	10.11%	10.66%	14.12%	12.53%	10.84%	26.85%	10.90%	16.22%	9.78%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	5548	187	144	129	131	145	150	108	150	177	78	165	138	155	96	123	87	110	138	124	121	112	116	92	93	121	70	94	121	47	153	171	157	101	78	127	150	142	82	92	64	113	123	31	185	43	31	58	125					
		9.11%	9.23%	9.21%	8.10%	10.55%	8.65%	10.09%	8.70%	9.52%	9.85%	9.51%	9.21%	9.95%	9.22%	7.33%	7.84%	10.10%	8.46%	10.95%	9.21%	7.54%	10.23%	8.42%	7.63%	10.74%	8.67%	7.06%	10.43%	9.58%	9.61%	9.26%	11.23%	12.59%	9.86%	11.35%	8.93%	12.17%	9.56%	8.19%	6.61%	6.34%	8.79%	8.82%	6.47%	9.03%	3.57%	7.35%	8.55%	12.22%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	995	43	39	29	26	48	36	32	22	23	16	24	17	21	17	39	8	17	18	33	27	9	4	16	10	25	11	8	11	10	33	24	22	11	6	53	21	32	9	9	14	26	12	8	25	22	4	5	20					
		1.63%	2.12%	2.49%	1.82%	2.09%	2.86%	2.42%	2.58%	1.40%	1.28%	1.95%	1.34%	1.23%	1.25%	1.30%	2.49%	0.93%	1.31%	1.43%	2.45%	1.68%	0.82%	0.29%	1.33%	1.15%	1.79%	1.11%	0.89%	0.87%	2.04%	1.99%	1.58%	1.76%	1.07%	0.87%	3.73%	1.70%	2.15%	0.90%	0.65%	1.39%	2.02%	0.86%	1.67%	1.22%	1.83%	0.95%	0.74%	1.96%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	30094	971	652	732	523	733	657	616	717	831	425	890	685	856	723	788	449	724	655	625	809	575	746	667	428	762	511	519	633	262	730	655	591	557	339	666	567	664	559	686	486	654	702	275	1119	551	261	397	471					
		49.39%	47.93%	41.69%	45.95%	42.11%	43.74%	44.18%	49.64%	45.49%	46.24%	51.83%	49.67%	49.39%	50.89%	55.23%	50.22%	52.15%	55.65%	51.98%	46.43%	50.40%	52.51%	54.14%	55.31%	49.42%	54.62%	51.51%	57.60%	50.12%	53.58%	44.19%	43.01%	47.39%	54.39%	49.34%	46.84%	45.99%	44.71%	55.84%	49.28%	48.17%	50.89%	50.32%	57.41%	54.64%	45.80%	61.85%	58.55%	46.04%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1535	74	63	39	83	78	67	42	65	61	15	54	41	40	21	24	15	16	23	33	47	18	25	13	4	17	19	16	25	7	72	50	30	16	17	51	36	56	10	18	15	20	10	5	28	10	4	8	34					
		2.52%	3.65%	4.03%	2.45%	6.68%	4.65%	4.51%	3.38%	4.12%	3.39%	1.83%	3.01%	2.96%	2.38%	1.60%	1.53%	1.74%	1.23%	1.83%	2.45%	2.93%	1.64%	1.81%	1.08%	0.46%	1.22%	1.92%	1.78%	1.98%	1.43%	4.36%	3.28%	2.41%	1.56%	2.47%	3.59%	2.92%	3.77%	0.99%	1.29%	1.49%	1.56%	0.72%	1.04%	1.37%	0.83%	0.95%	1.18%	3.32%					
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
