Выборы Президента Российской Федерации																																							
																																							
Наименование Избирательной комиссии:    Каргасокский район																																							
																																							
Итоги голосования 																																							
																																							
		Сумма	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																							
18	. Глазьев Сергей Юрьевич	375	14	13	37	27	20	15	11	34	29	7	11	1	1	2	5	6	1	3	8	5	5	3	3	28	42	8	6	1	8	5	5	11					
		2.89%	4.70%	7.43%	4.69%	3.23%	3.10%	3.36%	2.20%	4.06%	3.18%	1.79%	2.12%	0.49%	0.80%	1.42%	2.23%	3.87%	0.65%	2.78%	2.14%	1.34%	2.08%	1.80%	1.38%	2.83%	3.79%	2.87%	1.52%	0.52%	3.43%	1.42%	2.72%	2.76%					
19	. Малышкин Олег Александрович	488	12	10	12	25	10	16	10	36	37	22	27	13	8	16	15	18	0	5	21	26	6	8	3	33	48	5	12	4	8	7	3	12					
		3.76%	4.03%	5.71%	1.52%	2.99%	1.55%	3.58%	2.00%	4.30%	4.06%	5.64%	5.20%	6.37%	6.40%	11.35%	6.70%	11.61%	0.00%	4.63%	5.63%	6.99%	2.50%	4.79%	1.38%	3.33%	4.33%	1.79%	3.04%	2.06%	3.43%	1.98%	1.63%	3.02%					
20	. Миронов Сергей Михайлович	125	6	5	5	5	1	3	6	10	2	3	5	3	0	1	2	0	7	2	7	5	3	0	1	4	13	4	4	6	4	1	5	2					
		0.96%	2.01%	2.86%	0.63%	0.60%	0.15%	0.67%	1.20%	1.19%	0.22%	0.77%	0.96%	1.47%	0.00%	0.71%	0.89%	0.00%	4.55%	1.85%	1.88%	1.34%	1.25%	0.00%	0.46%	0.40%	1.17%	1.43%	1.01%	3.09%	1.72%	0.28%	2.72%	0.50%					
21	. Путин Владимир Владимирович	9049	174	123	520	568	455	313	354	547	680	280	345	150	97	68	117	121	114	60	244	267	201	126	192	692	691	206	326	144	160	248	151	315					
		69.81%	58.39%	70.29%	65.91%	67.94%	70.43%	70.02%	70.94%	65.27%	74.64%	71.79%	66.47%	73.53%	77.60%	48.23%	52.23%	78.06%	74.03%	55.56%	65.42%	71.77%	83.75%	75.45%	88.07%	69.90%	62.36%	73.84%	82.53%	74.23%	68.67%	70.25%	82.07%	79.15%					
22	. Хакамада Ирина Муцуовна	503	20	4	31	49	34	22	23	37	34	15	24	5	8	10	10	1	4	4	13	13	4	2	3	24	41	4	13	4	10	12	7	18					
		3.88%	6.71%	2.29%	3.93%	5.86%	5.26%	4.92%	4.61%	4.42%	3.73%	3.85%	4.62%	2.45%	6.40%	7.09%	4.46%	0.65%	2.60%	3.70%	3.49%	3.49%	1.67%	1.20%	1.38%	2.42%	3.70%	1.43%	3.29%	2.06%	4.29%	3.40%	3.80%	4.52%					
23	. Харитонов Николай Михайлович	1768	47	11	135	129	107	68	65	127	95	34	80	26	5	24	66	4	22	24	65	29	14	21	8	162	159	46	23	28	37	65	10	32					
		13.64%	15.77%	6.29%	17.11%	15.43%	16.56%	15.21%	13.03%	15.16%	10.43%	8.72%	15.41%	12.75%	4.00%	17.02%	29.46%	2.58%	14.29%	22.22%	17.43%	7.80%	5.83%	12.57%	3.67%	16.36%	14.35%	16.49%	5.82%	14.43%	15.88%	18.41%	5.43%	8.04%					
																																							
24	Против всех	566	22	8	44	29	15	8	29	42	31	29	22	5	4	17	9	4	6	8	12	15	6	5	8	41	100	6	9	7	6	9	3	7					
		4.37%	7.38%	4.57%	5.58%	3.47%	2.32%	1.79%	5.81%	5.01%	3.40%	7.44%	4.24%	2.45%	3.20%	12.06%	4.02%	2.58%	3.90%	7.41%	3.22%	4.03%	2.50%	2.99%	3.67%	4.14%	9.03%	2.15%	2.28%	3.61%	2.58%	2.55%	1.63%	1.76%					
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
