Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																						
Дата голосования: 18.09.2016																																																						
																																																						
Наименование Избирательной комиссии:    Заларинская																																																						
																																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																																						
																																																						
		Сумма	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470									
14	Число погашенных неиспользованных открепительных удостоверений	203	14	11	12	11	14	10	4	0	5	3	0	3	5	5	3	0	8	5	5	5	2	0	1	5	2	5	4	5	5	2	0	4	0	0	5	9	2	2	7	12	2	4	2									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	1	1	0	3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																						
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	89	8	6	6	9	8	6	1	3	2	1	1	0	0	2	2	5	2	1	4	0	1	3	0	0	0	0	1	1	1	0	0	2	0	1	0	0	3	0	5	3	0	1	0									
		0.89%	0.86%	1.20%	0.79%	0.94%	1.33%	1.18%	0.90%	1.65%	1.49%	1.67%	0.80%	0.00%	0.00%	2.41%	0.57%	2.66%	0.69%	1.18%	4.88%	0.00%	1.11%	1.08%	0.00%	0.00%	0.00%	0.00%	1.16%	0.69%	0.94%	0.00%	0.00%	1.98%	0.00%	1.06%	0.00%	0.00%	1.58%	0.00%	0.97%	0.78%	0.00%	0.48%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	362	34	24	33	52	27	13	3	5	3	2	6	4	3	3	10	6	5	1	1	1	7	3	4	0	1	3	5	10	3	8	4	3	10	1	0	13	8	4	15	18	0	5	1									
		3.64%	3.66%	4.80%	4.33%	5.45%	4.49%	2.55%	2.70%	2.75%	2.24%	3.33%	4.80%	7.84%	3.19%	3.61%	2.87%	3.19%	1.72%	1.18%	1.22%	2.00%	7.78%	1.08%	3.45%	0.00%	1.54%	1.57%	5.81%	6.90%	2.83%	3.72%	2.26%	2.97%	4.22%	1.06%	0.00%	4.17%	4.21%	4.71%	2.90%	4.66%	0.00%	2.40%	1.96%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	158	17	11	12	20	11	7	0	1	0	0	5	1	0	0	6	3	3	1	1	2	2	1	0	0	3	1	0	2	0	7	3	0	2	2	0	1	3	5	10	4	1	8	2									
		1.59%	1.83%	2.20%	1.57%	2.10%	1.83%	1.38%	0.00%	0.55%	0.00%	0.00%	4.00%	1.96%	0.00%	0.00%	1.72%	1.60%	1.03%	1.18%	1.22%	4.00%	2.22%	0.36%	0.00%	0.00%	4.62%	0.52%	0.00%	1.38%	0.00%	3.26%	1.69%	0.00%	0.84%	2.13%	0.00%	0.32%	1.58%	5.88%	1.93%	1.04%	1.22%	3.85%	3.92%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4774	399	208	323	380	265	257	60	113	95	34	58	24	53	33	202	90	154	30	54	23	48	190	72	15	36	112	50	75	62	109	81	50	103	64	22	158	83	48	198	153	38	133	19									
		47.95%	42.95%	41.60%	42.39%	39.83%	44.02%	50.49%	54.05%	62.09%	70.90%	56.67%	46.40%	47.06%	56.38%	39.76%	58.05%	47.87%	53.10%	35.29%	65.85%	46.00%	53.33%	68.35%	62.07%	39.47%	55.38%	58.64%	58.14%	51.72%	58.49%	50.70%	45.76%	49.50%	43.46%	68.09%	45.83%	50.64%	43.68%	56.47%	38.30%	39.64%	46.34%	63.94%	37.25%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	53	6	4	1	3	4	4	0	3	2	0	3	0	0	0	1	2	2	0	3	0	1	0	0	1	0	0	1	2	1	0	0	0	2	1	0	1	0	0	2	1	0	1	1									
		0.53%	0.65%	0.80%	0.13%	0.31%	0.66%	0.79%	0.00%	1.65%	1.49%	0.00%	2.40%	0.00%	0.00%	0.00%	0.29%	1.06%	0.69%	0.00%	3.66%	0.00%	1.11%	0.00%	0.00%	2.63%	0.00%	0.00%	1.16%	1.38%	0.94%	0.00%	0.00%	0.00%	0.84%	1.06%	0.00%	0.32%	0.00%	0.00%	0.39%	0.26%	0.00%	0.48%	1.96%									
24	"6. Политическая партия ""Гражданская Платформа"""	25	1	2	4	4	2	0	1	0	3	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0									
		0.25%	0.11%	0.40%	0.52%	0.42%	0.33%	0.00%	0.90%	0.00%	2.24%	0.00%	0.80%	0.00%	1.06%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.56%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.19%	0.26%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1814	181	85	171	209	128	85	20	28	15	9	28	5	11	16	62	33	41	22	13	10	5	36	22	7	8	36	17	16	16	50	30	32	32	12	2	58	40	15	91	72	23	16	6									
		18.22%	19.48%	17.00%	22.44%	21.91%	21.26%	16.70%	18.02%	15.38%	11.19%	15.00%	22.40%	9.80%	11.70%	19.28%	17.82%	17.55%	14.14%	25.88%	15.85%	20.00%	5.56%	12.95%	18.97%	18.42%	12.31%	18.85%	19.77%	11.03%	15.09%	23.26%	16.95%	31.68%	13.50%	12.77%	4.17%	18.59%	21.05%	17.65%	17.60%	18.65%	28.05%	7.69%	11.76%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	31	2	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	2	0	0	0	0	0	1	1	2	1	1	0	0	1	0	1	3	6	0	3	1									
		0.31%	0.22%	0.00%	0.13%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.96%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.00%	0.00%	0.72%	1.72%	0.00%	0.00%	0.00%	0.00%	0.00%	0.94%	0.47%	1.13%	0.99%	0.42%	0.00%	0.00%	0.32%	0.00%	1.18%	0.58%	1.55%	0.00%	1.44%	1.96%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	93	19	1	5	14	5	5	2	0	0	0	0	0	0	0	9	0	0	0	0	0	1	2	1	0	0	1	1	0	0	1	1	0	0	0	0	3	3	0	6	5	1	3	4									
		0.93%	2.05%	0.20%	0.66%	1.47%	0.83%	0.98%	1.80%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.59%	0.00%	0.00%	0.00%	0.00%	0.00%	1.11%	0.72%	0.86%	0.00%	0.00%	0.52%	1.16%	0.00%	0.00%	0.47%	0.56%	0.00%	0.00%	0.00%	0.00%	0.96%	1.58%	0.00%	1.16%	1.30%	1.22%	1.44%	7.84%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	14	3	0	1	1	3	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0									
		0.14%	0.32%	0.00%	0.13%	0.10%	0.50%	0.20%	0.00%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.63%	0.00%	0.00%	1.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	59	4	2	4	9	4	1	0	2	1	2	0	0	0	0	2	0	2	2	0	0	1	0	0	1	1	0	0	0	0	2	2	0	2	0	0	5	2	0	5	0	1	1	1									
		0.59%	0.43%	0.40%	0.52%	0.94%	0.66%	0.20%	0.00%	1.10%	0.75%	3.33%	0.00%	0.00%	0.00%	0.00%	0.57%	0.00%	0.69%	2.35%	0.00%	0.00%	1.11%	0.00%	0.00%	2.63%	1.54%	0.00%	0.00%	0.00%	0.00%	0.93%	1.13%	0.00%	0.84%	0.00%	0.00%	1.60%	1.05%	0.00%	0.97%	0.00%	1.22%	0.48%	1.96%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1959	181	117	154	183	99	105	23	20	9	9	21	10	24	15	41	39	76	20	4	11	19	35	12	11	13	25	7	35	19	35	48	8	79	11	24	58	37	9	150	99	17	33	14									
		19.67%	19.48%	23.40%	20.21%	19.18%	16.45%	20.63%	20.72%	10.99%	6.72%	15.00%	16.80%	19.61%	25.53%	18.07%	11.78%	20.74%	26.21%	23.53%	4.88%	22.00%	21.11%	12.59%	10.34%	28.95%	20.00%	13.09%	8.14%	24.14%	17.92%	16.28%	27.12%	7.92%	33.33%	11.70%	50.00%	18.59%	19.47%	10.59%	29.01%	25.65%	20.73%	15.87%	27.45%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	46	4	2	8	8	1	1	0	0	1	0	0	1	0	7	0	0	0	2	0	0	1	0	0	0	0	0	0	1	3	0	1	0	1	1	0	0	1	0	2	0	0	0	0									
		0.46%	0.43%	0.40%	1.05%	0.84%	0.17%	0.20%	0.00%	0.00%	0.75%	0.00%	0.00%	1.96%	0.00%	8.43%	0.00%	0.00%	0.00%	2.35%	0.00%	0.00%	1.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.69%	2.83%	0.00%	0.56%	0.00%	0.42%	1.06%	0.00%	0.00%	0.53%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	281	49	15	23	44	20	9	1	2	3	1	1	5	1	2	7	5	1	5	2	2	0	1	2	2	3	6	3	2	0	0	1	5	3	1	0	7	7	3	16	17	1	2	1									
		2.82%	5.27%	3.00%	3.02%	4.61%	3.32%	1.77%	0.90%	1.10%	2.24%	1.67%	0.80%	9.80%	1.06%	2.41%	2.01%	2.66%	0.34%	5.88%	2.44%	4.00%	0.00%	0.36%	1.72%	5.26%	4.62%	3.14%	3.49%	1.38%	0.00%	0.00%	0.56%	4.95%	1.27%	1.06%	0.00%	2.24%	3.68%	3.53%	3.09%	4.40%	1.22%	0.96%	1.96%									
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
