Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																		
Дата голосования: 18.09.2016																																																		
																																																		
Наименование Избирательной комиссии:    Тутаевская																																																		
																																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																																		
																																																		
		Сумма	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	665	20	20	20	20	20	20	20	20	20	20	20	20	30	20	20	20	20	20	20	30	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	15	30	30									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	238	5	3	4	10	16	15	9	6	8	14	15	6	22	6	6	9	5	3	15	7	2	0	2	1	2	1	0	0	1	3	1	0	0	5	10	11	3	7	5									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	211	16	1	6	5	7	1	10	9	1	4	1	1	7	5	1	4	4	3	3	4	4	1	2	1	0	0	2	1	85	4	1	0	3	1	3	3	0	3	4									
14	Число погашенных неиспользованных открепительных удостоверений	427	15	17	16	10	4	5	11	14	12	6	5	14	8	14	14	11	15	17	5	23	8	10	8	9	8	9	10	10	9	7	9	10	10	5	0	9	12	23	25									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	30	0	2	0	4	1	1	0	1	2	1	1	0	0	1	3	1	0	1	4	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	2	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																		
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	514	7	24	24	28	32	23	25	29	21	11	34	24	16	14	28	19	17	11	31	11	0	4	0	2	6	1	4	1	2	1	1	1	2	1	2	15	5	22	15									
		2.94%	1.46%	4.75%	3.95%	4.58%	4.13%	3.29%	3.74%	3.99%	3.10%	2.08%	4.59%	3.70%	2.20%	2.51%	4.01%	2.75%	3.44%	2.14%	4.52%	1.41%	0.00%	2.29%	0.00%	1.64%	3.57%	0.93%	3.48%	0.63%	1.11%	0.59%	0.96%	0.92%	1.53%	0.50%	1.21%	2.26%	1.87%	2.70%	2.11%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	526	17	14	12	26	24	25	26	24	19	11	21	22	19	25	24	14	16	15	15	15	4	8	5	3	7	4	3	2	1	6	0	3	0	6	12	23	9	21	25									
		3.01%	3.54%	2.77%	1.97%	4.26%	3.10%	3.57%	3.89%	3.31%	2.80%	2.08%	2.84%	3.40%	2.61%	4.48%	3.43%	2.02%	3.24%	2.92%	2.19%	1.93%	1.86%	4.57%	4.76%	2.46%	4.17%	3.74%	2.61%	1.27%	0.56%	3.53%	0.00%	2.75%	0.00%	3.00%	7.27%	3.47%	3.36%	2.58%	3.52%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	529	19	17	25	24	25	22	16	21	16	6	15	18	19	14	13	33	19	10	26	32	10	4	5	4	6	5	0	5	3	10	3	7	12	8	6	20	2	11	18									
		3.02%	3.96%	3.37%	4.11%	3.93%	3.23%	3.14%	2.40%	2.89%	2.36%	1.14%	2.03%	2.78%	2.61%	2.51%	1.86%	4.77%	3.85%	1.95%	3.79%	4.11%	4.65%	2.29%	4.76%	3.28%	3.57%	4.67%	0.00%	3.16%	1.67%	5.88%	2.88%	6.42%	9.16%	4.00%	3.64%	3.02%	0.75%	1.35%	2.53%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6114	184	226	200	212	230	202	196	264	213	157	204	197	218	191	189	201	163	163	229	255	93	85	56	62	69	54	68	98	93	74	60	55	61	77	69	274	126	309	237									
		34.94%	38.33%	44.75%	32.89%	34.70%	29.72%	28.86%	29.34%	36.36%	31.42%	29.73%	27.57%	30.40%	29.95%	34.23%	27.04%	29.05%	32.99%	31.71%	33.38%	32.73%	43.26%	48.57%	53.33%	50.82%	41.07%	50.47%	59.13%	62.03%	51.67%	43.53%	57.69%	50.46%	46.56%	38.50%	41.82%	41.33%	47.01%	37.91%	33.33%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	165	7	4	5	2	8	10	2	4	3	2	7	15	5	4	16	4	8	12	4	7	0	2	6	1	1	0	1	1	2	3	1	0	0	1	1	3	1	7	5									
		0.94%	1.46%	0.79%	0.82%	0.33%	1.03%	1.43%	0.30%	0.55%	0.44%	0.38%	0.95%	2.31%	0.69%	0.72%	2.29%	0.58%	1.62%	2.33%	0.58%	0.90%	0.00%	1.14%	5.71%	0.82%	0.60%	0.00%	0.87%	0.63%	1.11%	1.76%	0.96%	0.00%	0.00%	0.50%	0.61%	0.45%	0.37%	0.86%	0.70%									
24	"6. Политическая партия ""Гражданская Платформа"""	39	2	0	0	2	0	0	3	1	2	0	0	1	2	1	6	1	2	2	2	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	3	1	2	1									
		0.22%	0.42%	0.00%	0.00%	0.33%	0.00%	0.00%	0.45%	0.14%	0.29%	0.00%	0.00%	0.15%	0.27%	0.18%	0.86%	0.14%	0.40%	0.39%	0.29%	0.00%	0.00%	0.00%	0.95%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.59%	0.00%	0.00%	0.76%	0.00%	0.61%	0.45%	0.37%	0.25%	0.14%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3283	101	103	99	98	137	114	136	125	134	104	159	133	128	95	141	139	85	86	119	175	44	28	19	25	34	18	24	18	49	34	22	19	19	55	33	117	44	153	117									
		18.76%	21.04%	20.40%	16.28%	16.04%	17.70%	16.29%	20.36%	17.22%	19.76%	19.70%	21.49%	20.52%	17.58%	17.03%	20.17%	20.09%	17.21%	16.73%	17.35%	22.46%	20.47%	16.00%	18.10%	20.49%	20.24%	16.82%	20.87%	11.39%	27.22%	20.00%	21.15%	17.43%	14.50%	27.50%	20.00%	17.65%	16.42%	18.77%	16.46%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	169	0	5	12	2	5	9	10	9	4	4	8	5	9	5	11	10	8	10	11	6	3	0	0	1	0	0	2	0	0	1	0	0	0	1	1	2	2	4	9									
		0.97%	0.00%	0.99%	1.97%	0.33%	0.65%	1.29%	1.50%	1.24%	0.59%	0.76%	1.08%	0.77%	1.24%	0.90%	1.57%	1.45%	1.62%	1.95%	1.60%	0.77%	1.40%	0.00%	0.00%	0.82%	0.00%	0.00%	1.74%	0.00%	0.00%	0.59%	0.00%	0.00%	0.00%	0.50%	0.61%	0.30%	0.75%	0.49%	1.27%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	161	8	5	8	7	7	5	3	2	5	12	8	10	8	4	10	6	7	6	3	3	4	2	0	1	3	1	0	0	1	2	1	1	0	1	0	3	0	7	7									
		0.92%	1.67%	0.99%	1.32%	1.15%	0.90%	0.71%	0.45%	0.28%	0.74%	2.27%	1.08%	1.54%	1.10%	0.72%	1.43%	0.87%	1.42%	1.17%	0.44%	0.39%	1.86%	1.14%	0.00%	0.82%	1.79%	0.93%	0.00%	0.00%	0.56%	1.18%	0.96%	0.92%	0.00%	0.50%	0.00%	0.45%	0.00%	0.86%	0.98%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	17	0	1	1	0	0	1	0	1	0	0	0	0	0	2	1	0	2	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	1									
		0.10%	0.00%	0.20%	0.16%	0.00%	0.00%	0.14%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.14%	0.00%	0.40%	0.39%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.76%	0.00%	0.00%	0.15%	0.00%	0.12%	0.14%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	352	11	7	26	14	19	7	11	16	6	15	15	12	15	7	16	17	2	16	17	20	5	1	0	2	1	3	0	4	3	3	0	1	3	2	3	5	4	23	20									
		2.01%	2.29%	1.39%	4.28%	2.29%	2.45%	1.00%	1.65%	2.20%	0.88%	2.84%	2.03%	1.85%	2.06%	1.25%	2.29%	2.46%	0.40%	3.11%	2.48%	2.57%	2.33%	0.57%	0.00%	1.64%	0.60%	2.80%	0.00%	2.53%	1.67%	1.76%	0.00%	0.92%	2.29%	1.00%	1.82%	0.75%	1.49%	2.82%	2.81%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3437	92	66	123	125	171	137	138	114	157	113	154	119	140	102	158	149	85	128	135	162	39	29	8	18	34	12	8	23	12	31	9	20	21	35	24	134	46	183	183									
		19.64%	19.17%	13.07%	20.23%	20.46%	22.09%	19.57%	20.66%	15.70%	23.16%	21.40%	20.81%	18.36%	19.23%	18.28%	22.60%	21.53%	17.21%	24.90%	19.68%	20.80%	18.14%	16.57%	7.62%	14.75%	20.24%	11.21%	6.96%	14.56%	6.67%	18.24%	8.65%	18.35%	16.03%	17.50%	14.55%	20.21%	17.16%	22.45%	25.74%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	66	2	0	4	4	1	4	4	2	2	0	1	3	4	1	2	1	2	3	3	0	3	2	1	1	0	1	0	0	1	0	0	0	0	0	1	6	0	3	4									
		0.38%	0.42%	0.00%	0.66%	0.65%	0.13%	0.57%	0.60%	0.28%	0.29%	0.00%	0.14%	0.46%	0.55%	0.18%	0.29%	0.14%	0.40%	0.58%	0.44%	0.00%	1.40%	1.14%	0.95%	0.82%	0.00%	0.93%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.90%	0.00%	0.37%	0.56%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1811	24	16	63	46	99	134	86	103	83	76	101	81	134	81	73	94	68	43	81	85	10	7	2	1	5	7	4	4	9	4	4	1	9	8	6	39	22	47	51									
		10.35%	5.00%	3.17%	10.36%	7.53%	12.79%	19.14%	12.87%	14.19%	12.24%	14.39%	13.65%	12.50%	18.41%	14.52%	10.44%	13.58%	13.77%	8.37%	11.81%	10.91%	4.65%	4.00%	1.90%	0.82%	2.98%	6.54%	3.48%	2.53%	5.00%	2.35%	3.85%	0.92%	6.87%	4.00%	3.64%	5.88%	8.21%	5.77%	7.17%									
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
