Выборы Президента Российской Федерации																																																							
																																																							
Наименование Избирательной комиссии:    район Хорошево-Мневники																																																							
																																																							
Итоги голосования 																																																							
																																																							
		Сумма	УИК №2819	УИК №2820	УИК №2821	УИК №2822	УИК №2823	УИК №2824	УИК №2825	УИК №2826	УИК №2827	УИК №2828	УИК №2829	УИК №2830	УИК №2831	УИК №2832	УИК №2833	УИК №2834	УИК №2835	УИК №2836	УИК №2837	УИК №2838	УИК №2839	УИК №2840	УИК №2841	УИК №2842	УИК №2843	УИК №2844	УИК №2845	УИК №2846	УИК №2847	УИК №2848	УИК №2849	УИК №2850	УИК №2851	УИК №2852	УИК №2853	УИК №2854	УИК №2855	УИК №2856	УИК №2857	УИК №2858	УИК №2859	УИК №2860	УИК №2861	УИК №2862	УИК №2863	УИК №3200	УИК №3201	УИК №3202					
		65.83%	65.16%	63.90%	67.71%	68.59%	66.46%	69.40%	71.07%	69.45%	67.80%	69.93%	69.37%	66.63%	67.18%	63.39%	69.73%	65.82%	65.69%	66.41%	63.54%	66.82%	64.31%	64.72%	65.80%	66.75%	62.58%	62.56%	64.68%	64.88%	57.25%	61.00%	69.94%	67.19%	70.14%	66.95%	62.28%	67.56%	67.47%	61.64%	65.14%	64.67%	68.27%	70.60%	62.27%	63.21%	61.08%	56.80%	68.97%	69.53%					
22	. Хакамада Ирина Муцуовна	4924	177	161	102	95	126	117	91	105	121	82	71	79	95	127	102	71	84	79	129	133	113	138	106	104	160	73	147	151	107	155	58	86	112	108	106	100	74	120	64	102	94	60	128	98	83	73	46	11					
		8.88%	11.09%	12.06%	8.38%	7.81%	9.90%	8.33%	7.42%	8.69%	11.39%	6.81%	6.32%	7.80%	9.14%	10.57%	7.15%	7.80%	7.96%	8.79%	11.42%	9.94%	8.77%	10.47%	8.15%	8.46%	12.74%	7.25%	10.18%	9.86%	10.08%	11.07%	5.87%	9.07%	8.53%	10.37%	10.58%	8.67%	9.33%	10.12%	6.82%	7.82%	8.36%	5.90%	9.24%	9.77%	7.60%	7.20%	3.50%	8.59%					
23	. Харитонов Николай Михайлович	4675	96	81	92	92	97	99	75	72	70	121	127	82	80	91	119	82	110	70	104	112	119	122	122	101	110	101	104	132	133	150	78	73	109	77	89	107	69	150	104	124	84	92	142	83	150	10	54	14					
		8.43%	6.02%	6.07%	7.56%	7.57%	7.62%	7.05%	6.11%	5.96%	6.59%	10.05%	11.31%	8.09%	7.70%	7.57%	8.34%	9.01%	10.43%	7.79%	9.20%	8.37%	9.23%	9.26%	9.38%	8.21%	8.76%	10.03%	7.20%	8.62%	12.52%	10.71%	7.89%	7.70%	8.30%	7.40%	8.88%	9.28%	8.70%	12.65%	11.09%	9.50%	7.47%	9.05%	10.25%	8.28%	13.74%	0.99%	4.11%	10.94%					
																																																							
24	Против всех	3956	137	127	88	77	85	98	72	90	70	67	59	86	67	79	89	56	81	63	62	98	70	89	87	88	75	68	110	123	81	113	61	63	68	58	56	68	56	58	64	85	65	55	105	75	84	248	123	9					
		7.13%	8.58%	9.51%	7.23%	6.33%	6.68%	6.98%	5.87%	7.45%	6.59%	5.56%	5.25%	8.49%	6.45%	6.57%	6.24%	6.15%	7.68%	7.01%	5.49%	7.32%	5.43%	6.75%	6.69%	7.15%	5.97%	6.75%	7.62%	8.03%	7.63%	8.07%	6.17%	6.65%	5.18%	5.57%	5.59%	5.90%	7.06%	4.89%	6.82%	6.51%	5.78%	5.41%	7.58%	7.48%	7.69%	24.46%	9.35%	7.03%					
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
