Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																		
Дата голосования: 18.09.2016																																		
																																		
Наименование Избирательной комиссии:    Половинская																																		
																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																		
																																		
		Сумма	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789									
		0.49%	0.00%	0.65%	0.96%	1.75%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	1.11%	0.91%	0.93%	0.00%	0.79%	0.26%	0.00%	0.00%	0.42%	0.49%	0.50%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	13	0	1	0	0	1	0	2	0	0	0	0	0	2	1	1	0	0	2	1	0	2	0	0									
		0.28%	0.00%	0.32%	0.00%	0.00%	0.62%	0.00%	1.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.30%	0.31%	0.00%	0.00%	0.52%	0.65%	0.00%	0.83%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0									
		0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.42%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	13	1	0	0	2	0	0	0	0	0	0	0	2	1	0	2	0	1	1	2	0	0	1	0									
		0.28%	0.45%	0.00%	0.00%	1.75%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.18%	0.00%	0.62%	0.00%	0.79%	0.26%	1.29%	0.00%	0.00%	0.49%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	505	25	36	2	13	17	8	30	6	16	5	3	35	84	48	28	8	8	33	17	12	20	28	23									
		10.71%	11.16%	11.69%	1.92%	11.40%	10.49%	12.50%	17.65%	7.06%	10.60%	7.14%	6.25%	9.28%	15.50%	14.63%	8.70%	7.77%	6.35%	8.64%	10.97%	5.04%	8.33%	13.66%	11.56%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	17	0	2	0	1	4	2	0	0	0	0	0	1	3	0	2	0	0	0	1	0	1	0	0									
		0.36%	0.00%	0.65%	0.00%	0.88%	2.47%	3.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.55%	0.00%	0.62%	0.00%	0.00%	0.00%	0.65%	0.00%	0.42%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	472	22	26	1	13	8	6	16	3	9	2	2	90	80	37	46	2	2	30	19	8	24	14	12									
		10.01%	9.82%	8.44%	0.96%	11.40%	4.94%	9.38%	9.41%	3.53%	5.96%	2.86%	4.17%	23.87%	14.76%	11.28%	14.29%	1.94%	1.59%	7.85%	12.26%	3.36%	10.00%	6.83%	6.03%									
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
