Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																												
Дата голосования: 02.12.2007																																																												
																																																												
Наименование Избирательной комиссии:    Мензелинская																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
		Сумма	УИК №1958	УИК №1959	УИК №1960	УИК №1961	УИК №1962	УИК №1963	УИК №1964	УИК №1965	УИК №1966	УИК №1967	УИК №1968	УИК №1969	УИК №1970	УИК №1971	УИК №1972	УИК №1973	УИК №1974	УИК №1975	УИК №1976	УИК №1977	УИК №1978	УИК №1979	УИК №1980	УИК №1981	УИК №1982	УИК №1983	УИК №1984	УИК №1985	УИК №1986	УИК №1987	УИК №1988	УИК №1989	УИК №1990	УИК №1991	УИК №1992	УИК №1993	УИК №1994	УИК №1995	УИК №1996	УИК №1997	УИК №1998	УИК №1999	УИК №2000	УИК №2001	УИК №2002	УИК №2003	УИК №2004	УИК №2005	УИК №2006	УИК №2007	УИК №2008	УИК №2009	УИК №2010					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																												
18	1.Политическая партия «Аграрная партия России»	74	0	0	0	0	2	5	1	0	0	0	1	0	0	5	1	4	0	0	1	3	0	0	6	0	0	0	0	0	1	1	0	0	1	0	2	0	1	1	3	0	0	7	1	5	3	0	4	1	2	4	1	3	4					
		0.36%	0.00%	0.00%	0.00%	0.00%	0.53%	1.02%	1.45%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.81%	0.49%	0.63%	0.00%	0.00%	0.33%	0.85%	0.00%	0.00%	2.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.73%	0.00%	0.00%	0.27%	0.00%	0.70%	0.00%	0.40%	0.95%	0.35%	0.00%	0.00%	1.11%	0.12%	0.59%	0.34%	0.00%	0.56%	0.11%	0.29%	0.53%	0.10%	1.18%	0.81%					
19	2.Всероссийская политическая партия «Гражданская Сила»	16	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	1	0	2	0	0	2	1	3	1					
		0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.16%	0.00%	0.00%	0.11%	0.00%	0.28%	0.00%	0.00%	0.27%	0.10%	1.18%	0.20%					
20	3.Политическая партия «Демократическая партия России»	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1					
		0.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	563	0	0	0	0	5	5	1	1	1	3	5	2	2	32	18	99	7	2	1	2	2	1	0	1	1	1	1	1	13	1	5	4	3	0	0	2	8	1	15	4	7	20	24	39	10	11	14	17	92	17	15	14	33					
		2.74%	0.00%	0.00%	0.00%	0.00%	1.32%	1.02%	1.45%	0.28%	0.38%	1.09%	2.79%	0.89%	1.07%	5.21%	8.82%	15.62%	4.32%	2.35%	0.33%	0.57%	1.87%	0.43%	0.00%	0.31%	0.95%	1.09%	0.29%	0.43%	4.58%	0.73%	2.08%	2.26%	0.81%	0.00%	0.00%	0.76%	3.20%	0.95%	1.73%	0.56%	0.95%	3.18%	2.94%	4.64%	1.12%	1.62%	1.98%	1.95%	13.24%	2.27%	1.54%	5.51%	6.65%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	15	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	0	4	1	1	0	0	0	0					
		0.07%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.12%	0.24%	0.11%	0.00%	0.56%	0.11%	0.14%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	1	0	0	0	0	0	0	0	0					
		0.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.32%	0.00%	0.12%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	213	0	0	0	0	5	0	1	0	0	0	0	0	1	20	2	3	1	0	0	2	0	1	0	1	1	0	1	1	12	1	3	2	0	0	0	0	4	2	11	2	0	15	7	24	8	5	6	12	8	21	11	7	12					
		1.04%	0.00%	0.00%	0.00%	0.00%	1.32%	0.00%	1.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	3.26%	0.98%	0.47%	0.62%	0.00%	0.00%	0.57%	0.00%	0.43%	0.00%	0.31%	0.95%	0.00%	0.29%	0.43%	4.23%	0.73%	1.25%	1.13%	0.00%	0.00%	0.00%	0.00%	1.60%	1.90%	1.27%	0.28%	0.00%	2.39%	0.86%	2.85%	0.89%	0.74%	0.85%	1.38%	1.15%	2.80%	1.13%	2.76%	2.42%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	633	0	0	0	0	15	18	1	0	0	0	0	3	1	23	7	5	0	0	0	5	1	0	4	1	0	0	0	0	1	1	3	0	1	1	0	0	6	4	22	24	29	52	65	53	62	30	51	13	39	24	51	8	9					
		3.08%	0.00%	0.00%	0.00%	0.00%	3.97%	3.67%	1.45%	0.00%	0.00%	0.00%	0.00%	1.33%	0.53%	3.75%	3.43%	0.79%	0.00%	0.00%	0.00%	1.42%	0.93%	0.00%	1.38%	0.31%	0.00%	0.00%	0.00%	0.00%	0.35%	0.73%	1.25%	0.00%	0.27%	0.61%	0.00%	0.00%	2.40%	3.81%	2.53%	3.39%	3.93%	8.28%	7.97%	6.30%	6.93%	4.42%	7.20%	1.49%	5.61%	3.20%	5.23%	3.15%	1.81%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	24	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	1	0	0	1	0	5	0	1	2	0	4	0	1	2	1	0	0					
		0.12%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.46%	0.42%	0.00%	0.27%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.14%	0.00%	0.80%	0.00%	0.12%	0.22%	0.00%	0.56%	0.00%	0.14%	0.27%	0.10%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	18883	254	232	284	69	342	455	64	358	259	267	173	218	183	525	172	521	150	83	305	340	104	233	280	321	103	91	340	229	256	131	228	171	366	163	282	261	228	97	803	665	686	509	717	711	806	633	621	827	552	672	894	216	433					
		91.92%	10.00%	10.00%	10.00%	10.00%	90.48%	92.86%	92.75%	99.72%	99.62%	97.45%	96.65%	96.89%	97.86%	85.50%	84.31%	82.18%	92.59%	97.65%	99.35%	96.59%	97.20%	99.15%	96.55%	99.07%	98.10%	98.91%	99.42%	99.13%	90.14%	95.62%	95.00%	96.61%	98.39%	99.39%	99.30%	99.24%	91.20%	92.38%	92.51%	93.93%	92.95%	81.05%	87.87%	84.54%	90.06%	93.23%	87.71%	94.84%	79.42%	89.72%	91.60%	85.04%	87.30%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	37	0	0	0	0	2	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	11	1	1	1	0	1	1	0	3	2	1	3					
		0.18%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	1.45%	0.00%	0.00%	0.73%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.56%	0.00%	1.75%	0.12%	0.12%	0.11%	0.00%	0.14%	0.11%	0.00%	0.40%	0.20%	0.39%	0.60%					
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
