Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																								
Дата голосования: 04.12.2011																																																								
																																																								
Наименование Избирательной комиссии:    Ачинская городская																																																								
																																																								
Сводная таблица результатов выборов																																																								
																																																								
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №2146	УИК №2151	УИК №2152	УИК №2153	УИК №2155	УИК №2156	УИК №2157	УИК №2158					
		22.48%	25.96%	21.10%	22.86%	22.41%	22.20%	28.02%	20.92%	25.49%	30.52%	20.64%	24.43%	22.26%	18.31%	20.42%	19.47%	22.33%	21.98%	21.55%	22.91%	19.42%	20.24%	18.38%	20.89%	24.02%	20.53%	23.27%	21.15%	19.35%	21.94%	21.65%	28.21%	27.31%	20.02%	21.60%	25.46%	22.29%	24.41%	27.63%	25.65%	30.89%	21.91%	38.82%	20.31%	21.93%	20.34%	9.38%	42.31%	17.53%	12.90%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	367	16	14	15	11	10	2	8	8	6	2	9	8	19	17	7	14	9	10	3	3	3	10	10	3	3	5	7	16	14	11	6	7	8	6	8	3	14	6	4	5	6	2	8	7	0	0	0	1	3					
		0.82%	1.37%	1.46%	1.23%	0.79%	0.77%	0.59%	0.68%	0.99%	0.92%	0.49%	1.08%	0.74%	1.47%	1.08%	0.46%	0.99%	0.64%	0.79%	0.33%	0.46%	0.45%	0.87%	0.74%	0.59%	0.56%	0.36%	0.51%	1.27%	1.08%	0.83%	0.68%	0.80%	0.68%	0.55%	0.61%	0.26%	1.07%	1.19%	0.69%	0.87%	0.94%	0.78%	0.84%	0.76%	0.00%	0.00%	0.00%	1.03%	3.23%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	11535	266	255	309	345	297	84	285	188	134	88	219	311	361	405	449	380	403	342	247	194	168	352	357	133	135	356	371	342	363	324	200	216	313	283	340	299	333	109	125	104	196	13	237	254	9	12	1	25	3					
		25.79%	22.72%	26.51%	25.41%	24.70%	22.97%	24.78%	24.34%	23.15%	20.55%	21.62%	26.35%	28.61%	28.01%	25.68%	29.74%	27.10%	28.85%	27.10%	27.20%	29.66%	25.00%	30.66%	26.35%	25.98%	25.42%	25.34%	26.96%	27.23%	27.94%	24.36%	22.75%	24.69%	26.78%	25.80%	26.07%	26.34%	25.40%	21.67%	21.51%	18.15%	30.67%	5.10%	24.82%	27.58%	15.25%	37.50%	3.85%	25.77%	3.23%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1044	29	15	20	49	34	7	15	19	11	10	23	20	48	50	41	46	24	23	24	16	12	23	35	14	14	18	25	22	35	29	8	23	34	29	37	25	21	9	15	9	11	1	29	31	2	2	1	4	2					
		2.33%	2.48%	1.56%	1.64%	3.51%	2.63%	2.06%	1.28%	2.34%	1.69%	2.46%	2.77%	1.84%	3.72%	3.17%	2.72%	3.28%	1.72%	1.82%	2.64%	2.45%	1.79%	2.00%	2.58%	2.73%	2.64%	1.28%	1.82%	1.75%	2.69%	2.18%	0.91%	2.63%	2.91%	2.64%	2.84%	2.20%	1.60%	1.79%	2.58%	1.57%	1.72%	0.39%	3.04%	3.37%	3.39%	6.25%	3.85%	4.12%	2.15%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	12710	299	249	345	349	398	97	409	261	201	147	245	305	341	434	418	346	363	372	249	170	186	320	394	148	154	413	385	361	329	363	224	213	359	312	349	347	387	138	154	195	182	122	275	267	23	12	10	31	59					
		28.42%	25.53%	25.88%	28.37%	24.98%	30.78%	28.61%	34.93%	32.14%	30.83%	36.12%	29.48%	28.06%	26.45%	27.52%	27.68%	24.68%	25.98%	29.48%	27.42%	25.99%	27.68%	27.87%	29.08%	28.91%	29.00%	29.40%	27.98%	28.74%	25.33%	27.29%	25.48%	24.34%	30.71%	28.44%	26.76%	30.57%	29.52%	27.44%	26.51%	34.03%	28.48%	47.84%	28.80%	28.99%	38.98%	37.50%	38.46%	31.96%	63.44%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	295	12	8	8	16	9	0	8	1	2	3	2	6	6	17	17	5	12	8	5	4	7	9	6	1	6	8	5	14	11	11	2	5	7	11	5	2	6	1	2	4	1	1	8	7	1	0	0	2	3					
		0.66%	1.02%	0.83%	0.66%	1.15%	0.70%	0.00%	0.68%	0.12%	0.31%	0.74%	0.24%	0.55%	0.47%	1.08%	1.13%	0.36%	0.86%	0.63%	0.55%	0.61%	1.04%	0.78%	0.44%	0.20%	1.13%	0.57%	0.36%	1.11%	0.85%	0.83%	0.23%	0.57%	0.60%	1.00%	0.38%	0.18%	0.46%	0.20%	0.34%	0.70%	0.16%	0.39%	0.84%	0.76%	1.69%	0.00%	0.00%	2.06%	3.23%					
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
