Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Духовницкая																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	48	6	1	9	3	3	0	1	2	1	2	2	2	0	2	0	5	2	1	5	0	1									
14	Число погашенных неиспользованных открепительных удостоверений	193	6	16	0	0	9	5	12	7	0	3	14	16	17	17	10	9	5	13	11	14	9									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	34	4	9	4	7	0	1	2	1	0	0	0	0	0	0	0	1	0	2	1	0	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	41	7	5	0	3	0	3	4	1	1	1	0	0	2	1	0	3	0	5	0	3	2									
		0.64%	1.39%	0.95%	0.00%	0.63%	0.00%	0.72%	0.68%	0.53%	0.38%	0.60%	0.00%	0.00%	0.55%	0.41%	0.00%	0.85%	0.00%	2.59%	0.00%	1.08%	0.51%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	160	23	16	12	12	4	6	6	6	16	8	5	1	2	2	2	7	2	10	9	7	4									
		2.50%	4.58%	3.04%	2.93%	2.53%	2.33%	1.45%	1.01%	3.19%	6.06%	4.76%	2.51%	0.47%	0.55%	0.81%	1.08%	1.99%	2.56%	5.18%	4.86%	2.52%	1.02%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	90	12	8	5	6	0	7	5	1	3	3	1	0	4	5	1	6	0	9	0	11	3									
		1.41%	2.39%	1.52%	1.22%	1.27%	0.00%	1.69%	0.84%	0.53%	1.14%	1.79%	0.50%	0.00%	1.09%	2.03%	0.54%	1.70%	0.00%	4.66%	0.00%	3.96%	0.77%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4129	240	269	221	257	111	307	491	137	197	104	146	172	295	145	128	227	53	100	121	152	256									
		64.51%	47.81%	51.04%	53.90%	54.22%	64.53%	74.15%	82.94%	72.87%	74.62%	61.90%	73.37%	80.00%	80.60%	58.94%	68.82%	64.49%	67.95%	51.81%	65.41%	54.68%	65.31%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	25	1	5	1	3	0	0	1	0	0	0	1	0	1	2	0	2	0	1	0	4	3									
		0.39%	0.20%	0.95%	0.24%	0.63%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.50%	0.00%	0.27%	0.81%	0.00%	0.57%	0.00%	0.52%	0.00%	1.44%	0.77%									
24	"6. Политическая партия ""Гражданская Платформа"""	7	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0									
		0.11%	0.00%	0.38%	0.00%	0.00%	0.00%	0.72%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.54%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	840	92	88	52	83	24	41	29	12	26	26	17	22	27	43	37	53	13	37	20	38	60									
		13.12%	18.33%	16.70%	12.68%	17.51%	13.95%	9.90%	4.90%	6.38%	9.85%	15.48%	8.54%	10.23%	7.38%	17.48%	19.89%	15.06%	16.67%	19.17%	10.81%	13.67%	15.31%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	25	4	0	5	1	0	1	0	0	0	0	0	0	2	7	0	1	0	1	2	1	0									
		0.39%	0.80%	0.00%	1.22%	0.21%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	2.85%	0.00%	0.28%	0.00%	0.52%	1.08%	0.36%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	21	3	4	2	1	0	0	0	0	3	1	0	0	0	0	0	0	0	2	1	1	3									
		0.33%	0.60%	0.76%	0.49%	0.21%	0.00%	0.00%	0.00%	0.00%	1.14%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.04%	0.54%	0.36%	0.77%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	13	0	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	5									
		0.20%	0.00%	0.38%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	0.52%	0.00%	0.72%	1.28%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	32	6	7	3	6	0	0	1	2	2	0	0	0	0	0	0	0	0	1	0	2	2									
		0.50%	1.20%	1.33%	0.73%	1.27%	0.00%	0.00%	0.17%	1.06%	0.76%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.72%	0.51%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	568	63	64	65	49	9	29	31	16	5	19	17	11	29	20	9	32	3	14	20	37	26									
		8.87%	12.55%	12.14%	15.85%	10.34%	5.23%	7.00%	5.24%	8.51%	1.89%	11.31%	8.54%	5.12%	7.92%	8.13%	4.84%	9.09%	3.85%	7.25%	10.81%	13.31%	6.63%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	8	1	2	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0									
		0.12%	0.20%	0.38%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	350	38	44	40	36	23	15	9	12	11	6	11	7	2	18	8	16	7	6	7	11	23									
		5.47%	7.57%	8.35%	9.76%	7.59%	13.37%	3.62%	1.52%	6.38%	4.17%	3.57%	5.53%	3.26%	0.55%	7.32%	4.30%	4.55%	8.97%	3.11%	3.78%	3.96%	5.87%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
