Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																											
Дата голосования: 18.09.2016																																											
																																											
Наименование Избирательной комиссии:    Аркадакская																																											
																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																											
																																											
		Сумма	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424									
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	518	32	8	36	54	30	21	68	49	0	0	37	1	4	34	15	9	7	5	11	6	13	8	8	3	25	7	13	3	0	4	3	4									
		3.55%	2.91%	0.93%	6.39%	5.78%	2.84%	1.71%	6.61%	4.21%	0.00%	0.00%	8.06%	1.25%	1.25%	6.10%	2.96%	1.99%	2.56%	3.45%	3.01%	3.85%	3.19%	3.46%	3.83%	4.00%	4.62%	8.05%	2.67%	2.59%	0.00%	1.67%	1.02%	2.76%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	13	3	0	2	1	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0									
		0.09%	0.27%	0.00%	0.36%	0.11%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	5	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0									
		0.03%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	18	3	0	3	1	0	0	7	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0									
		0.12%	0.27%	0.00%	0.53%	0.11%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.69%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	579	51	25	32	66	0	66	46	49	0	13	26	0	5	9	11	11	6	3	14	6	24	9	8	4	39	0	20	2	8	4	16	6									
		3.97%	4.64%	2.92%	5.68%	7.07%	0.00%	5.37%	4.47%	4.21%	0.00%	7.30%	5.66%	0.00%	1.56%	1.62%	2.17%	2.44%	2.20%	2.07%	3.84%	3.85%	5.88%	3.90%	3.83%	5.33%	7.21%	0.00%	4.11%	1.72%	3.67%	1.67%	5.46%	4.14%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	9	0	0	0	4	0	0	3	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.06%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1536	121	95	70	48	119	147	89	128	12	20	49	9	35	62	56	51	32	17	41	18	45	25	23	8	33	10	56	16	24	27	34	16									
		10.54%	11.01%	11.10%	12.43%	5.14%	11.25%	11.95%	8.65%	11.01%	11.43%	11.24%	10.68%	11.25%	10.90%	11.13%	11.07%	11.31%	11.72%	11.72%	11.23%	11.54%	11.03%	10.82%	11.00%	10.67%	6.10%	11.49%	11.50%	13.79%	11.01%	11.30%	11.60%	11.03%									
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
