Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
Наименование Избирательной комиссии:    Уярская																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №2045	УИК №2046	УИК №2047	УИК №2048	УИК №2049	УИК №2050	УИК №2051	УИК №2052	УИК №2053	УИК №2054	УИК №2055	УИК №2056	УИК №2057	УИК №2058	УИК №2059	УИК №2060	УИК №2061	УИК №2062	УИК №2063	УИК №2064	УИК №2065	УИК №2066	УИК №2067	УИК №2068	УИК №2069	УИК №2070	УИК №2071	УИК №2072	УИК №2073	УИК №2074	УИК №2075	УИК №2076	УИК №2077									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	32	0	2	0	2	2	0	2	0	0	1	0	0	3	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	13	0	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	47	3	1	1	0	1	1	1	3	0	0	1	0	5	3	2	2	2	0	0	0	0	2	0	1	2	0	2	1	2	9	2	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	418	20	18	20	18	18	20	18	20	15	14	15	20	17	9	4	7	7	7	15	5	8	15	5	6	10	7	20	10	10	7	15	7	11									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																												
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	98	5	5	3	8	7	1	10	7	4	1	2	3	3	3	0	1	1	4	2	1	0	2	0	1	0	0	4	3	5	10	2	0	0									
		1.64%	1.82%	1.71%	1.20%	2.62%	2.42%	0.34%	3.07%	2.95%	4.88%	0.51%	0.71%	1.01%	0.84%	1.02%	0.00%	1.72%	1.89%	5.71%	0.77%	2.86%	0.00%	1.03%	0.00%	1.43%	0.00%	0.00%	1.69%	5.45%	4.31%	3.24%	1.27%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	242	14	8	9	11	12	11	13	6	2	6	12	10	13	11	5	1	0	1	8	0	2	38	1	6	4	0	7	1	6	13	5	2	4									
		4.06%	5.11%	2.73%	3.60%	3.61%	4.15%	3.70%	3.99%	2.53%	2.44%	3.08%	4.26%	3.38%	3.62%	3.74%	11.11%	1.72%	0.00%	1.43%	3.08%	0.00%	1.98%	19.49%	2.86%	8.57%	4.30%	0.00%	2.97%	1.82%	5.17%	4.21%	3.18%	4.08%	2.53%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	143	7	5	7	7	8	1	5	5	1	5	8	14	9	9	1	2	2	1	4	1	2	5	0	3	5	1	6	5	2	4	3	1	4									
		2.40%	2.55%	1.71%	2.80%	2.30%	2.77%	0.34%	1.53%	2.11%	1.22%	2.56%	2.84%	4.73%	2.51%	3.06%	2.22%	3.45%	3.77%	1.43%	1.54%	2.86%	1.98%	2.56%	0.00%	4.29%	5.38%	1.08%	2.54%	9.09%	1.72%	1.29%	1.91%	2.04%	2.53%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2634	107	130	88	101	106	127	119	96	36	92	107	122	164	169	18	28	19	33	131	17	55	96	22	30	43	68	107	21	54	130	93	26	79									
		44.14%	39.05%	44.37%	35.20%	33.11%	36.68%	42.76%	36.50%	40.51%	43.90%	47.18%	37.94%	41.22%	45.68%	57.48%	40.00%	48.28%	35.85%	47.14%	50.38%	48.57%	54.46%	49.23%	62.86%	42.86%	46.24%	73.12%	45.34%	38.18%	46.55%	42.07%	59.24%	53.06%	50.00%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	41	1	3	4	0	4	4	4	1	0	1	1	3	0	2	0	0	0	1	2	1	2	1	0	0	1	0	1	0	0	1	1	1	1									
		0.69%	0.36%	1.02%	1.60%	0.00%	1.38%	1.35%	1.23%	0.42%	0.00%	0.51%	0.35%	1.01%	0.00%	0.68%	0.00%	0.00%	0.00%	1.43%	0.77%	2.86%	1.98%	0.51%	0.00%	0.00%	1.08%	0.00%	0.42%	0.00%	0.00%	0.32%	0.64%	2.04%	0.63%									
24	"6. Политическая партия ""Гражданская Платформа"""	12	0	1	0	0	0	0	0	0	0	1	3	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1									
		0.20%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	1.06%	0.00%	0.00%	1.02%	0.00%	0.00%	0.00%	1.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	2.04%	0.63%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1374	50	50	66	91	57	72	78	49	24	47	78	74	105	46	6	15	13	11	68	4	12	39	4	10	16	16	46	16	35	97	33	6	40									
		23.03%	18.25%	17.06%	26.40%	29.84%	19.72%	24.24%	23.93%	20.68%	29.27%	24.10%	27.66%	25.00%	29.25%	15.65%	13.33%	25.86%	24.53%	15.71%	26.15%	11.43%	11.88%	20.00%	11.43%	14.29%	17.20%	17.20%	19.49%	29.09%	30.17%	31.39%	21.02%	12.24%	25.32%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	25	2	3	7	0	4	2	1	3	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.42%	0.73%	1.02%	2.80%	0.00%	1.38%	0.67%	0.31%	1.27%	0.00%	0.00%	0.71%	0.00%	0.00%	0.00%	0.00%	1.72%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	28	3	1	4	1	2	1	0	1	0	0	1	0	1	0	0	0	2	1	0	0	0	1	0	1	1	0	4	0	0	1	2	0	0									
		0.47%	1.09%	0.34%	1.60%	0.33%	0.69%	0.34%	0.00%	0.42%	0.00%	0.00%	0.35%	0.00%	0.28%	0.00%	0.00%	0.00%	3.77%	1.43%	0.00%	0.00%	0.00%	0.51%	0.00%	1.43%	1.08%	0.00%	1.69%	0.00%	0.00%	0.32%	1.27%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	1	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0									
		0.15%	0.36%	0.00%	0.40%	0.33%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	1.08%	0.00%	0.42%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	53	2	4	5	4	5	7	1	5	0	2	1	1	3	3	1	3	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	1									
		0.89%	0.73%	1.37%	2.00%	1.31%	1.73%	2.36%	0.31%	2.11%	0.00%	1.03%	0.35%	0.34%	0.84%	1.02%	2.22%	5.17%	1.89%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.08%	0.00%	0.00%	0.00%	0.65%	0.00%	2.04%	0.63%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	803	48	45	39	50	54	46	63	42	5	23	44	50	25	27	14	7	6	14	26	8	17	6	4	16	17	2	39	3	7	26	8	7	15									
		13.46%	17.52%	15.36%	15.60%	16.39%	18.69%	15.49%	19.33%	17.72%	6.10%	11.79%	15.60%	16.89%	6.96%	9.18%	31.11%	12.07%	11.32%	20.00%	10.00%	22.86%	16.83%	3.08%	11.43%	22.86%	18.28%	2.15%	16.53%	5.45%	6.03%	8.41%	5.10%	14.29%	9.49%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	175	12	14	7	12	12	8	10	8	2	5	7	5	14	8	0	0	2	1	1	0	8	1	0	0	2	1	11	4	1	9	4	0	6									
		2.93%	4.38%	4.78%	2.80%	3.93%	4.15%	2.69%	3.07%	3.38%	2.44%	2.56%	2.48%	1.69%	3.90%	2.72%	0.00%	0.00%	3.77%	1.43%	0.38%	0.00%	7.92%	0.51%	0.00%	0.00%	2.15%	1.08%	4.66%	7.27%	0.86%	2.91%	2.55%	0.00%	3.80%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	171	9	11	9	10	12	9	13	8	2	2	8	4	12	6	0	0	4	1	11	3	3	2	2	0	1	4	6	2	5	6	5	0	1									
		2.87%	3.28%	3.75%	3.60%	3.28%	4.15%	3.03%	3.99%	3.38%	2.44%	1.03%	2.84%	1.35%	3.34%	2.04%	0.00%	0.00%	7.55%	1.43%	4.23%	8.57%	2.97%	1.03%	5.71%	0.00%	1.08%	4.30%	2.54%	3.64%	4.31%	1.94%	3.18%	0.00%	0.63%									
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
