Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    Кирсановская																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164									
		3.10%	0.54%	4.09%	0.85%	12.41%	1.29%	7.82%	5.08%	3.79%	10.89%	1.01%	0.00%	1.74%	2.40%	1.70%	0.00%	2.45%	1.55%	2.26%	0.00%	5.06%	23.91%	2.36%	3.21%	2.48%	0.63%	2.86%	1.09%	5.33%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	138	11	5	5	1	4	3	5	13	6	2	0	4	3	6	0	3	7	2	2	0	0	6	5	8	0	13	5	19									
		2.14%	2.96%	2.27%	2.13%	0.69%	2.58%	1.68%	2.82%	3.28%	2.97%	1.01%	0.00%	1.39%	1.80%	1.70%	0.00%	1.22%	5.43%	1.50%	2.70%	0.00%	0.00%	2.36%	2.67%	3.96%	0.00%	3.71%	1.37%	3.49%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	76	2	5	4	1	0	2	0	2	4	0	2	4	2	8	1	6	0	0	0	2	0	4	3	7	3	5	2	7									
		1.18%	0.54%	2.27%	1.70%	0.69%	0.00%	1.12%	0.00%	0.51%	1.98%	0.00%	3.57%	1.39%	1.20%	2.27%	1.43%	2.45%	0.00%	0.00%	0.00%	2.53%	0.00%	1.57%	1.60%	3.47%	0.48%	1.43%	0.55%	1.29%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3891	264	122	167	89	96	108	103	217	86	157	39	184	89	203	48	157	67	82	64	50	26	160	106	120	411	196	203	277									
		60.32%	70.97%	55.45%	71.06%	61.38%	61.94%	60.34%	58.19%	54.80%	42.57%	79.29%	69.64%	64.11%	53.29%	57.51%	68.57%	64.08%	51.94%	61.65%	86.49%	63.29%	56.52%	62.99%	56.68%	59.41%	65.24%	56.00%	55.46%	50.92%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	13	0	1	1	0	2	0	1	2	1	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1									
		0.20%	0.00%	0.45%	0.43%	0.00%	1.29%	0.00%	0.56%	0.51%	0.50%	0.00%	0.00%	0.00%	0.60%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.18%									
24	"6. Политическая партия ""Гражданская Платформа"""	14	1	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	1	1	0	0	0	1	1	0	0	1	1	2									
		0.22%	0.27%	0.00%	0.43%	0.00%	0.00%	0.00%	0.56%	0.25%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	0.41%	0.78%	0.75%	0.00%	0.00%	0.00%	0.39%	0.53%	0.00%	0.00%	0.29%	0.27%	0.37%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	723	34	19	31	8	13	18	25	50	25	9	4	38	30	54	7	24	20	13	4	5	1	48	32	29	17	40	54	71									
		11.21%	9.14%	8.64%	13.19%	5.52%	8.39%	10.06%	14.12%	12.63%	12.38%	4.55%	7.14%	13.24%	17.96%	15.30%	10.00%	9.80%	15.50%	9.77%	5.41%	6.33%	2.17%	18.90%	17.11%	14.36%	2.70%	11.43%	14.75%	13.05%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	18	0	0	0	1	0	1	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	1	1	2	0	3	0	4									
		0.28%	0.00%	0.00%	0.00%	0.69%	0.00%	0.56%	0.56%	0.25%	0.50%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.75%	0.00%	0.00%	0.00%	0.39%	0.53%	0.99%	0.00%	0.86%	0.00%	0.74%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	18	1	1	1	3	0	2	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	3	2									
		0.28%	0.27%	0.45%	0.43%	2.07%	0.00%	1.12%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.82%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.29%	0.82%	0.37%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	8	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0									
		0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.50%	0.00%	1.79%	0.00%	0.60%	0.00%	0.00%	0.82%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	22	2	2	0	2	0	0	2	2	2	0	1	1	1	0	0	0	0	0	0	0	0	0	2	1	1	1	0	2									
		0.34%	0.54%	0.91%	0.00%	1.38%	0.00%	0.00%	1.13%	0.51%	0.99%	0.00%	1.79%	0.35%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.07%	0.50%	0.16%	0.29%	0.00%	0.37%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	851	36	38	11	10	24	16	18	58	27	24	4	36	22	42	9	23	25	13	3	15	4	20	13	18	137	54	68	83									
		13.19%	9.68%	17.27%	4.68%	6.90%	15.48%	8.94%	10.17%	14.65%	13.37%	12.12%	7.14%	12.54%	13.17%	11.90%	12.86%	9.39%	19.38%	9.77%	4.05%	18.99%	8.70%	7.87%	6.95%	8.91%	21.75%	15.43%	18.58%	15.26%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	20	2	2	0	1	0	1	0	1	1	0	0	0	1	3	0	0	0	0	0	0	0	0	2	2	1	2	1	0									
		0.31%	0.54%	0.91%	0.00%	0.69%	0.00%	0.56%	0.00%	0.25%	0.50%	0.00%	0.00%	0.00%	0.60%	0.85%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.07%	0.99%	0.16%	0.57%	0.27%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	292	14	7	7	9	8	8	2	11	14	4	1	11	12	14	3	12	3	14	1	1	2	3	14	9	37	19	25	27									
		4.53%	3.76%	3.18%	2.98%	6.21%	5.16%	4.47%	1.13%	2.78%	6.93%	2.02%	1.79%	3.83%	7.19%	3.97%	4.29%	4.90%	2.33%	10.53%	1.35%	1.27%	4.35%	1.18%	7.49%	4.46%	5.87%	5.43%	6.83%	4.96%									
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
