Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																								
Дата голосования: 18.09.2016																								
																								
Наименование Избирательной комиссии:    Александровск-Сахалинская																								
																								
Сводная таблица итогов голосования по федеральному избирательному округу																								
																								
		Сумма	УИК №1	УИК №2	УИК №3	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	139	3	6	7	21	1	10	0	2	8	11	27	33	10									
		4.66%	4.84%	5.00%	11.11%	6.84%	1.45%	6.85%	0.00%	3.64%	4.37%	2.90%	3.96%	5.33%	3.92%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1305	38	55	29	128	23	79	23	32	81	167	306	254	90									
		43.78%	61.29%	45.83%	46.03%	41.69%	33.33%	54.11%	54.76%	58.18%	44.26%	44.06%	44.93%	41.03%	35.29%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	21	0	0	1	3	0	3	0	0	1	4	1	6	2									
		0.70%	0.00%	0.00%	1.59%	0.98%	0.00%	2.05%	0.00%	0.00%	0.55%	1.06%	0.15%	0.97%	0.78%									
24	"6. Политическая партия ""Гражданская Платформа"""	5	0	0	0	0	0	1	0	0	0	1	1	2	0									
		0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.26%	0.15%	0.32%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	626	10	15	10	49	22	30	8	11	39	92	137	131	72									
		20.99%	16.13%	12.50%	15.87%	15.96%	31.88%	20.55%	19.05%	20.00%	21.31%	24.27%	20.12%	21.16%	28.24%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	10	0	0	0	2	0	1	0	0	0	3	1	2	1									
		0.34%	0.00%	0.00%	0.00%	0.65%	0.00%	0.68%	0.00%	0.00%	0.00%	0.79%	0.15%	0.32%	0.39%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	17	2	0	1	1	0	0	0	1	0	2	5	4	1									
		0.57%	3.23%	0.00%	1.59%	0.33%	0.00%	0.00%	0.00%	1.82%	0.00%	0.53%	0.73%	0.65%	0.39%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	2	1	0	0	0	0	0	0	0	0	0	0	0	1									
		0.07%	1.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	27	3	0	0	2	0	0	0	0	3	6	3	7	3									
		0.91%	4.84%	0.00%	0.00%	0.65%	0.00%	0.00%	0.00%	0.00%	1.64%	1.58%	0.44%	1.13%	1.18%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	511	3	30	5	74	17	10	7	6	30	62	111	111	45									
		17.14%	4.84%	25.00%	7.94%	24.10%	24.64%	6.85%	16.67%	10.91%	16.39%	16.36%	16.30%	17.93%	17.65%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	13	0	1	0	1	0	0	0	0	1	2	4	3	1									
		0.44%	0.00%	0.83%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.55%	0.53%	0.59%	0.48%	0.39%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	76	1	1	2	8	0	0	0	0	6	10	26	18	4									
		2.55%	1.61%	0.83%	3.17%	2.61%	0.00%	0.00%	0.00%	0.00%	3.28%	2.64%	3.82%	2.91%	1.57%									
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
