Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																		
Дата голосования: 18.09.2016																																		
																																		
Наименование Избирательной комиссии:    Краснопартизанская																																		
																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																		
																																		
		Сумма	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098									
24	"6. Политическая партия ""Гражданская Платформа"""	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.01%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	769	64	23	110	45	91	78	25	23	29	23	24	51	6	22	4	8	18	35	26	23	20	4	17									
		9.58%	14.16%	5.13%	17.13%	15.25%	12.38%	12.60%	5.05%	10.80%	7.11%	6.10%	10.96%	12.09%	2.62%	13.75%	4.55%	2.24%	7.44%	8.54%	11.50%	11.39%	6.76%	1.56%	7.30%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	7	1	0	0	1	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0									
		0.09%	0.22%	0.00%	0.00%	0.34%	0.27%	0.00%	0.00%	0.00%	0.25%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	20	1	0	2	2	5	0	0	0	0	3	1	0	0	0	0	0	2	0	0	4	0	0	0									
		0.25%	0.22%	0.00%	0.31%	0.68%	0.68%	0.00%	0.00%	0.00%	0.00%	0.80%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.83%	0.00%	0.00%	1.98%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	8	0	0	2	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	3	0	0									
		0.10%	0.00%	0.00%	0.31%	0.00%	0.00%	0.16%	0.00%	0.00%	0.25%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.01%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	19	3	0	2	0	0	4	5	0	0	0	2	0	0	0	0	0	0	0	0	0	2	1	0									
		0.24%	0.66%	0.00%	0.31%	0.00%	0.00%	0.65%	1.01%	0.00%	0.00%	0.00%	0.91%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.68%	0.39%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	967	74	25	120	27	49	56	38	29	52	91	67	35	40	39	9	42	21	30	28	23	34	5	33									
		12.05%	16.37%	5.58%	18.69%	9.15%	6.67%	9.05%	7.68%	13.62%	12.75%	24.14%	30.59%	8.29%	17.47%	24.38%	10.23%	11.76%	8.68%	7.32%	12.39%	11.39%	11.49%	1.95%	14.16%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	9	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0									
		0.11%	0.88%	0.00%	0.16%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.01%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	134	7	0	22	5	9	8	18	9	23	6	2	7	1	0	0	0	1	4	2	1	6	1	2									
		1.67%	1.55%	0.00%	3.43%	1.69%	1.22%	1.29%	3.64%	4.23%	5.64%	1.59%	0.91%	1.66%	0.44%	0.00%	0.00%	0.00%	0.41%	0.98%	0.88%	0.50%	2.03%	0.39%	0.86%									
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
