Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																	
Дата голосования: 18.09.2016																																																	
																																																	
Наименование Избирательной комиссии:    район Вешняки 																																																	
																																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																																	
																																																	
		Сумма	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №3667	УИК №3668									
		3.02%	3.82%	4.31%	3.83%	3.22%	2.21%	3.17%	4.47%	3.56%	3.11%	4.40%	3.86%	1.70%	2.40%	2.32%	3.99%	3.21%	2.71%	3.45%	2.79%	1.47%	2.58%	5.78%	3.33%	3.15%	2.33%	2.69%	5.98%	3.23%	2.62%	3.06%	1.98%	2.63%	2.96%	2.17%	1.65%	0.85%	0.73%	2.61%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	539	13	9	18	11	10	7	12	10	12	15	11	10	24	17	14	11	16	17	16	27	10	17	15	27	8	18	8	15	24	20	14	20	23	16	8	3	10	3									
		1.99%	1.91%	1.39%	2.55%	1.54%	1.47%	2.02%	1.38%	1.23%	1.33%	1.69%	1.46%	1.70%	3.03%	2.07%	1.80%	1.54%	2.06%	2.02%	2.35%	19.85%	1.17%	3.28%	1.78%	3.40%	1.24%	2.20%	1.84%	2.02%	2.74%	1.98%	1.63%	2.20%	2.62%	2.32%	1.10%	0.51%	1.46%	1.96%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	848	16	16	16	26	23	10	28	21	31	30	24	15	38	28	26	25	24	28	20	3	27	21	30	35	30	30	17	20	38	22	21	25	30	15	25	3	2	9									
		3.12%	2.35%	2.47%	2.27%	3.64%	3.38%	2.88%	3.21%	2.58%	3.44%	3.38%	3.19%	2.56%	4.79%	3.41%	3.35%	3.49%	3.10%	3.33%	2.94%	2.21%	3.17%	4.05%	3.57%	4.41%	4.67%	3.67%	3.91%	2.69%	4.33%	2.17%	2.45%	2.74%	3.42%	2.17%	3.43%	0.51%	0.29%	5.88%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10411	230	243	268	261	241	114	276	282	267	298	284	239	269	289	280	256	305	395	279	66	293	172	268	253	218	308	120	252	287	457	353	378	287	300	319	442	478	84									
		38.35%	33.82%	37.44%	38.01%	36.55%	35.44%	32.85%	31.65%	34.64%	29.67%	33.60%	37.77%	40.72%	33.92%	35.24%	36.04%	35.75%	39.35%	46.97%	41.03%	48.53%	34.35%	33.14%	31.87%	31.90%	33.90%	37.70%	27.59%	33.92%	32.73%	45.16%	41.19%	41.49%	32.73%	43.42%	43.82%	74.79%	69.88%	54.90%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	518	16	12	17	20	8	5	25	14	23	18	13	8	16	14	13	14	17	9	11	2	23	8	16	17	12	18	16	22	16	11	22	16	9	11	9	1	10	6									
		1.91%	2.35%	1.85%	2.41%	2.80%	1.18%	1.44%	2.87%	1.72%	2.56%	2.03%	1.73%	1.36%	2.02%	1.71%	1.67%	1.96%	2.19%	1.07%	1.62%	1.47%	2.70%	1.54%	1.90%	2.14%	1.87%	2.20%	3.68%	2.96%	1.82%	1.09%	2.57%	1.76%	1.03%	1.59%	1.24%	0.17%	1.46%	3.92%									
24	"6. Политическая партия ""Гражданская Платформа"""	53	5	3	2	2	0	3	4	2	2	0	1	0	0	1	1	1	0	2	1	0	3	1	0	3	1	2	0	0	1	3	1	2	1	0	2	1	2	0									
		0.20%	0.74%	0.46%	0.28%	0.28%	0.00%	0.86%	0.46%	0.25%	0.22%	0.00%	0.13%	0.00%	0.00%	0.12%	0.13%	0.14%	0.00%	0.24%	0.15%	0.00%	0.35%	0.19%	0.00%	0.38%	0.16%	0.24%	0.00%	0.00%	0.11%	0.30%	0.12%	0.22%	0.11%	0.00%	0.27%	0.17%	0.29%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3427	101	98	83	99	123	49	95	112	133	109	109	84	105	113	125	122	98	77	76	13	120	68	95	111	101	103	42	84	117	70	103	90	119	98	88	7	73	14									
		12.62%	14.85%	15.10%	11.77%	13.87%	18.09%	14.12%	10.89%	13.76%	14.78%	12.29%	14.49%	14.31%	13.24%	13.78%	16.09%	17.04%	12.65%	9.16%	11.18%	9.56%	14.07%	13.10%	11.30%	13.99%	15.71%	12.61%	9.66%	11.31%	13.34%	6.92%	12.02%	9.88%	13.57%	14.18%	12.09%	1.18%	10.67%	9.15%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	633	21	25	16	21	17	6	19	20	24	20	13	9	22	30	15	19	15	15	15	0	19	16	21	22	17	16	14	16	19	23	20	20	28	15	11	4	10	0									
		2.33%	3.09%	3.85%	2.27%	2.94%	2.50%	1.73%	2.18%	2.46%	2.67%	2.25%	1.73%	1.53%	2.77%	3.66%	1.93%	2.65%	1.94%	1.78%	2.21%	0.00%	2.23%	3.08%	2.50%	2.77%	2.64%	1.96%	3.22%	2.15%	2.17%	2.27%	2.33%	2.20%	3.19%	2.17%	1.51%	0.68%	1.46%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	763	24	24	27	24	11	7	34	16	31	22	20	16	28	24	25	20	32	23	15	2	28	12	40	24	22	32	18	0	28	21	19	22	20	20	14	7	6	5									
		2.81%	3.53%	3.70%	3.83%	3.36%	1.62%	2.02%	3.90%	1.97%	3.44%	2.48%	2.66%	2.73%	3.53%	2.93%	3.22%	2.79%	4.13%	2.73%	2.21%	1.47%	3.28%	2.31%	4.76%	3.03%	3.42%	3.92%	4.14%	0.00%	3.19%	2.08%	2.22%	2.41%	2.28%	2.89%	1.92%	1.18%	0.88%	3.27%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	81	2	0	0	2	0	1	2	3	6	1	1	1	1	3	0	0	1	0	2	0	3	0	1	0	1	1	2	36	2	2	2	4	0	0	0	0	1	0									
		0.30%	0.29%	0.00%	0.00%	0.28%	0.00%	0.29%	0.23%	0.37%	0.67%	0.11%	0.13%	0.17%	0.13%	0.37%	0.00%	0.00%	0.13%	0.00%	0.29%	0.00%	0.35%	0.00%	0.12%	0.00%	0.16%	0.12%	0.46%	4.85%	0.23%	0.20%	0.23%	0.44%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2297	45	54	48	47	50	33	103	91	95	88	59	38	59	72	58	58	68	61	62	3	75	51	115	73	57	74	47	84	81	102	60	83	68	60	57	12	2	4									
		8.46%	6.62%	8.32%	6.81%	6.58%	7.35%	9.51%	11.81%	11.18%	10.56%	9.92%	7.85%	6.47%	7.44%	8.78%	7.46%	8.10%	8.77%	7.25%	9.12%	2.21%	8.79%	9.83%	13.67%	9.21%	8.86%	9.06%	10.80%	11.31%	9.24%	10.08%	7.00%	9.11%	7.75%	8.68%	7.83%	2.03%	0.29%	2.61%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4067	106	79	92	97	110	59	136	105	129	145	107	82	121	119	110	96	121	111	83	12	142	78	152	101	97	127	95	107	153	181	143	138	158	89	123	95	60	8									
		14.98%	15.59%	12.17%	13.05%	13.59%	16.18%	17.00%	15.60%	12.90%	14.33%	16.35%	14.23%	13.97%	15.26%	14.51%	14.16%	13.41%	15.61%	13.20%	12.21%	8.82%	16.65%	15.03%	18.07%	12.74%	15.09%	15.54%	21.84%	14.40%	17.45%	17.89%	16.69%	15.15%	18.02%	12.88%	16.90%	16.07%	8.77%	5.23%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	151	2	3	5	4	4	3	5	8	5	4	8	9	7	9	5	4	0	2	8	0	3	3	6	1	8	4	2	2	8	3	2	1	3	0	3	1	3	3									
		0.56%	0.29%	0.46%	0.71%	0.56%	0.59%	0.86%	0.57%	0.98%	0.56%	0.45%	1.06%	1.53%	0.88%	1.10%	0.64%	0.56%	0.00%	0.24%	1.18%	0.00%	0.35%	0.58%	0.71%	0.13%	1.24%	0.49%	0.46%	0.27%	0.91%	0.30%	0.23%	0.11%	0.34%	0.00%	0.41%	0.17%	0.44%	1.96%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2121	68	43	74	65	49	35	81	74	87	84	61	54	79	66	69	59	49	65	61	5	68	34	42	85	52	56	26	66	66	61	70	71	84	35	57	5	8	7									
		7.81%	10.00%	6.63%	10.50%	9.10%	7.21%	10.09%	9.29%	9.09%	9.67%	9.47%	8.11%	9.20%	9.96%	8.05%	8.88%	8.24%	6.32%	7.73%	8.97%	3.68%	7.97%	6.55%	4.99%	10.72%	8.09%	6.85%	5.98%	8.88%	7.53%	6.03%	8.17%	7.79%	9.58%	5.07%	7.83%	0.85%	1.17%	4.58%									
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
