Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																								
Дата голосования: 02.12.2007																																																																								
																																																																								
Наименование Избирательной комиссии:    территориальная избирательная комиссия Александровского района																																																																								
																																																																								
Сводная таблица результатов выборов																																																																								
																																																																								
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1379	30	10	20	10	30	20	30	39	40	40	35	20	40	20	40	30	20	40	30	30	30	40	50	40	30	30	40	10	10	10	10	10	10	10	10	10	10	10	30	10	10	10	10	20	10	15	10	10	10	20	30	30	20	30	30	10	20	10	20	20	20	10	20	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	913	21	7	13	4	15	16	21	32	33	34	31	12	27	19	35	17	15	31	26	22	27	25	38	29	29	21	30	0	2	0	10	0	2	0	0	1	1	2	30	2	5	2	4	13	0	11	5	1	1	12	13	15	19	17	18	4	14	5	17	20	20	5	12	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	443	7	3	8	3	15	2	4	8	5	19	4	7	7	2	7	7	5	11	11	6	7	12	4	9	3	13	5	3	2	0	7	1	3	3	2	5	3	2	4	3	0	3	1	2	4	4	4	3	10	9	9	10	12	8	2	5	2	6	5	9	10	5	1	70	17					
14	Число погашенных неиспользованных открепительных удостоверений	466	9	3	7	6	15	4	9	7	7	6	4	8	13	1	5	13	5	9	4	8	3	15	12	11	1	9	10	10	8	10	0	10	8	10	10	9	9	8	0	8	5	8	6	7	10	4	5	9	9	8	17	15	1	13	12	6	6	5	3	0	0	5	8	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	21	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	3	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	2	0	1	0	0	0	1	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																								
18	1.Политическая партия «Аграрная партия России»	1379	45	18	18	16	30	15	34	36	30	36	59	51	42	42	37	37	7	25	65	38	46	35	25	40	29	29	34	4	19	2	12	4	7	5	1	3	11	5	18	16	2	3	2	13	13	19	13	8	1	22	16	16	28	25	26	9	11	15	24	28	41	6	8	1	3					
		2.93%	3.48%	3.63%	3.58%	3.10%	3.87%	2.35%	2.67%	2.67%	2.76%	2.66%	4.01%	3.84%	3.16%	3.23%	2.72%	5.20%	1.20%	2.26%	4.71%	2.68%	3.52%	2.55%	1.66%	2.71%	2.18%	2.59%	2.99%	2.92%	5.85%	0.73%	1.75%	2.90%	1.94%	3.62%	0.94%	1.27%	4.28%	4.00%	3.88%	5.37%	1.04%	1.66%	0.80%	6.07%	5.88%	4.40%	4.19%	4.40%	0.76%	5.50%	1.64%	1.82%	2.88%	2.77%	2.77%	2.23%	1.50%	3.31%	3.29%	2.32%	3.66%	1.95%	1.40%	1.08%	1.32%					
19	2.Всероссийская политическая партия «Гражданская Сила»	365	13	5	3	8	7	1	9	10	8	14	12	17	9	14	14	4	0	16	11	13	7	16	15	9	7	7	13	1	0	4	4	1	0	1	0	1	2	0	4	1	0	3	2	2	0	1	2	0	0	1	0	4	13	11	9	4	7	3	6	8	3	1	2	0	2					
		0.77%	1.01%	1.01%	0.60%	1.55%	0.90%	0.16%	0.71%	0.74%	0.74%	1.04%	0.82%	1.28%	0.68%	1.08%	1.03%	0.56%	0.00%	1.45%	0.80%	0.92%	0.54%	1.16%	0.99%	0.61%	0.53%	0.62%	1.14%	0.73%	0.00%	1.45%	0.58%	0.72%	0.00%	0.72%	0.00%	0.42%	0.78%	0.00%	0.86%	0.34%	0.00%	1.66%	0.80%	0.93%	0.00%	0.23%	0.65%	0.00%	0.00%	0.25%	0.00%	0.45%	1.34%	1.22%	0.96%	0.99%	0.95%	0.66%	0.82%	0.66%	0.27%	0.33%	0.35%	0.00%	0.88%					
20	3.Политическая партия «Демократическая партия России»	64	4	0	0	0	3	1	3	2	0	1	0	2	2	3	1	1	2	0	3	3	2	2	0	2	2	0	0	4	0	0	1	0	0	0	0	0	4	0	1	0	0	1	0	1	0	0	0	0	0	2	0	0	0	3	4	1	1	0	0	0	1	1	0	0	0					
		0.14%	0.31%	0.00%	0.00%	0.00%	0.39%	0.16%	0.24%	0.15%	0.00%	0.07%	0.00%	0.15%	0.15%	0.23%	0.07%	0.14%	0.34%	0.00%	0.22%	0.21%	0.15%	0.15%	0.00%	0.14%	0.15%	0.00%	0.00%	2.92%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	1.56%	0.00%	0.22%	0.00%	0.00%	0.55%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.33%	0.43%	0.25%	0.14%	0.00%	0.00%	0.00%	0.09%	0.33%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	6517	166	62	88	74	100	65	189	211	177	188	273	253	243	246	215	108	78	164	222	194	200	204	204	245	190	186	193	21	37	41	49	12	45	10	20	32	33	14	46	44	9	22	26	15	26	50	22	19	11	52	121	70	135	89	124	56	69	65	52	129	96	26	53	4	34					
		13.84%	12.84%	12.50%	17.50%	14.34%	12.89%	10.20%	14.86%	15.68%	16.31%	13.91%	18.56%	19.07%	18.27%	18.91%	15.79%	15.17%	13.33%	14.86%	16.09%	13.68%	15.31%	14.85%	13.55%	16.58%	14.25%	16.59%	16.97%	15.33%	11.38%	14.91%	7.16%	8.70%	12.50%	7.25%	18.87%	13.50%	12.84%	11.20%	9.91%	14.77%	4.69%	12.15%	10.36%	7.01%	11.76%	11.57%	7.10%	10.44%	8.33%	13.00%	12.38%	7.95%	13.89%	9.86%	13.22%	13.86%	9.39%	14.35%	7.13%	10.68%	8.58%	8.47%	9.25%	4.30%	14.98%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	298	3	3	5	3	4	11	6	15	5	9	10	6	8	11	16	4	3	4	11	18	15	21	11	12	6	5	5	0	4	3	4	0	1	1	0	0	2	0	0	0	0	0	0	1	1	10	0	1	0	3	4	5	3	3	4	2	0	1	2	4	6	0	1	0	2					
		0.63%	0.23%	0.60%	0.99%	0.58%	0.52%	1.73%	0.47%	1.11%	0.46%	0.67%	0.68%	0.45%	0.60%	0.85%	1.17%	0.56%	0.51%	0.36%	0.80%	1.27%	1.15%	1.53%	0.73%	0.81%	0.45%	0.45%	0.44%	0.00%	1.23%	1.09%	0.58%	0.00%	0.28%	0.72%	0.00%	0.00%	0.78%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.45%	2.31%	0.00%	0.55%	0.00%	0.75%	0.41%	0.57%	0.31%	0.33%	0.43%	0.50%	0.00%	0.22%	0.27%	0.33%	0.54%	0.00%	0.17%	0.00%	0.88%					
23	6.Политическая партия «Партия социальной справедливости»	199	8	1	3	0	1	0	1	5	4	5	3	86	4	2	8	1	0	2	0	9	2	5	1	5	2	3	3	0	0	0	1	1	3	0	1	0	2	1	3	0	0	0	0	0	0	0	1	0	1	0	2	2	5	3	1	1	1	1	0	0	1	2	2	0	0					
		0.42%	0.62%	0.20%	0.60%	0.00%	0.13%	0.00%	0.08%	0.37%	0.37%	0.37%	0.20%	6.48%	0.30%	0.15%	0.59%	0.14%	0.00%	0.18%	0.00%	0.63%	0.15%	0.36%	0.07%	0.34%	0.15%	0.27%	0.26%	0.00%	0.00%	0.00%	0.15%	0.72%	0.83%	0.00%	0.94%	0.00%	0.78%	0.80%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.76%	0.00%	0.20%	0.23%	0.51%	0.33%	0.11%	0.25%	0.14%	0.22%	0.00%	0.00%	0.09%	0.65%	0.35%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	3758	110	32	47	30	57	55	117	115	92	109	119	6	104	84	100	64	53	104	121	96	88	106	139	146	104	85	104	5	17	20	65	7	24	8	4	21	13	17	32	18	12	12	19	22	20	43	26	9	7	28	95	70	83	112	85	34	53	25	44	113	92	26	47	31	12					
		7.98%	8.51%	6.45%	9.34%	5.81%	7.35%	8.63%	9.20%	8.54%	8.48%	8.06%	8.09%	0.45%	7.82%	6.46%	7.34%	8.99%	9.06%	9.42%	8.77%	6.77%	6.74%	7.71%	9.24%	9.88%	7.80%	7.58%	9.15%	3.65%	5.23%	7.27%	9.50%	5.07%	6.67%	5.80%	3.77%	8.86%	5.06%	13.60%	6.90%	6.04%	6.25%	6.63%	7.57%	10.28%	9.05%	9.95%	8.39%	4.95%	5.30%	7.00%	9.72%	7.95%	8.54%	12.40%	9.06%	8.42%	7.21%	5.52%	6.04%	9.35%	8.22%	8.47%	8.20%	33.33%	5.29%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	4218	137	31	37	34	95	67	114	112	98	146	140	137	99	142	141	68	53	97	169	159	155	168	160	158	120	128	120	2	20	12	30	5	26	9	8	17	12	3	48	17	4	19	10	13	15	18	17	16	11	19	64	45	88	55	57	30	83	46	48	94	79	24	50	5	14					
		8.96%	10.60%	6.25%	7.36%	6.59%	12.24%	10.52%	8.96%	8.32%	9.03%	10.80%	9.52%	10.32%	7.44%	10.91%	10.35%	9.55%	9.06%	8.79%	12.25%	11.21%	11.87%	12.23%	10.63%	10.69%	9.00%	11.42%	10.55%	1.46%	6.15%	4.36%	4.39%	3.62%	7.22%	6.52%	7.55%	7.17%	4.67%	2.40%	10.34%	5.70%	2.08%	10.50%	3.98%	6.07%	6.79%	4.17%	5.48%	8.79%	8.33%	4.75%	6.55%	5.11%	9.05%	6.09%	6.08%	7.43%	11.29%	10.15%	6.58%	7.78%	7.06%	7.82%	8.73%	5.38%	6.17%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	585	20	11	7	8	13	8	13	17	14	23	25	31	22	24	27	7	9	4	10	23	17	20	11	22	7	19	10	0	4	2	5	0	4	3	1	1	3	3	2	6	0	2	0	2	1	3	2	1	1	4	11	15	10	8	7	7	9	2	10	6	7	2	6	8	5					
		1.24%	1.55%	2.22%	1.39%	1.55%	1.68%	1.26%	1.02%	1.26%	1.29%	1.70%	1.70%	2.34%	1.65%	1.84%	1.98%	0.98%	1.54%	0.36%	0.72%	1.62%	1.30%	1.46%	0.73%	1.49%	0.53%	1.69%	0.88%	0.00%	1.23%	0.73%	0.73%	0.00%	1.11%	2.17%	0.94%	0.42%	1.17%	2.40%	0.43%	2.01%	0.00%	1.10%	0.00%	0.93%	0.45%	0.69%	0.65%	0.55%	0.76%	1.00%	1.13%	1.70%	1.03%	0.89%	0.75%	1.73%	1.22%	0.44%	1.37%	0.50%	0.63%	0.65%	1.05%	8.60%	2.20%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	28362	757	322	278	326	436	397	753	775	628	770	786	694	745	675	763	382	364	651	720	819	729	766	896	799	830	623	638	96	221	186	489	100	239	98	69	157	174	78	306	192	158	116	191	138	143	274	219	125	92	263	647	632	590	573	588	252	482	281	535	785	768	216	377	41	149					
		60.22%	58.55%	64.92%	55.27%	63.18%	56.19%	62.32%	59.20%	57.58%	57.88%	56.95%	53.43%	52.30%	56.02%	51.88%	56.02%	53.65%	62.22%	58.97%	52.17%	57.76%	55.82%	55.75%	59.53%	54.06%	62.27%	55.58%	56.11%	70.07%	68.00%	67.64%	71.49%	72.46%	66.39%	71.01%	65.09%	66.24%	67.70%	62.40%	65.95%	64.43%	82.29%	64.09%	76.10%	64.49%	64.71%	63.43%	70.65%	68.68%	69.70%	65.75%	66.22%	71.82%	60.70%	63.46%	62.69%	62.38%	65.58%	62.03%	73.39%	64.98%	68.63%	70.36%	65.79%	44.09%	65.64%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	563	15	5	2	5	11	5	11	23	11	28	22	24	26	32	27	22	8	17	24	18	14	11	17	22	11	16	10	1	1	2	7	1	2	2	0	0	0	2	0	1	2	0	1	3	0	3	0	0	1	2	2	5	10	10	22	4	4	6	2	16	2	2	6	0	4					
		1.20%	1.16%	1.01%	0.40%	0.97%	1.42%	0.78%	0.86%	1.71%	1.01%	2.07%	1.50%	1.81%	1.95%	2.46%	1.98%	3.09%	1.37%	1.54%	1.74%	1.27%	1.07%	0.80%	1.13%	1.49%	0.83%	1.43%	0.88%	0.73%	0.31%	0.73%	1.02%	0.72%	0.56%	1.45%	0.00%	0.00%	0.00%	1.60%	0.00%	0.34%	1.04%	0.00%	0.40%	1.40%	0.00%	0.69%	0.00%	0.00%	0.76%	0.50%	0.20%	0.57%	1.03%	1.11%	2.35%	0.99%	0.54%	1.32%	0.27%	1.32%	0.18%	0.65%	1.05%	0.00%	1.76%					
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
