Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																					
Дата голосования: 07.12.2003 0:00:00																					
																					
Наименование Избирательной комиссии:    Кирсановская городская																					
																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																					
																					
		Сумма	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743					
23	"6. ""Объединенная Российская партия ""Русь"""	14	0	1	3	0	0	1	1	1	0	1	1	3	0	2					
		0.17%	0.0%	0.17%	0.64%	0.0%	0.0%	0.13%	0.17%	0.23%	0.0%	0.20%	0.14%	0.51%	0.0%	0.36%					
24	"7. ""Новый курс - Автомобильная Россия"""	42	2	3	0	5	4	5	1	0	0	2	4	4	6	6					
		0.53%	0.33%	0.52%	0.0%	0.81%	0.78%	0.68%	0.17%	0.0%	0.0%	0.40%	0.59%	0.68%	1.18%	1.08%					
25	"8. ""Народно-республиканская партия России"""	9	0	0	0	0	1	1	0	0	0	0	0	2	2	3					
		0.11%	0.0%	0.0%	0.0%	0.0%	0.19%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.34%	0.39%	0.54%					
26	"9. ""Российская экологическая партия ""Зеленые"""	13	1	2	0	0	1	0	4	0	0	1	0	1	2	1					
		0.16%	0.16%	0.34%	0.0%	0.0%	0.19%	0.0%	0.71%	0.0%	0.0%	0.20%	0.0%	0.17%	0.39%	0.18%					
27	"10. ""Аграрная партия России"""	179	8	10	13	16	11	19	11	13	11	8	20	14	6	19					
		2.27%	1.35%	1.73%	2.79%	2.59%	2.16%	2.59%	1.97%	3.03%	1.85%	1.63%	2.95%	2.38%	1.18%	3.44%					
28	"11. ""Истинные патриоты России"""	6	3	1	0	1	0	0	0	0	0	1	0	0	0	0					
		0.07%	0.50%	0.17%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	73	3	6	4	7	1	10	5	2	4	4	8	3	14	2					
		0.92%	0.50%	1.04%	0.86%	1.13%	0.19%	1.36%	0.89%	0.46%	0.67%	0.81%	1.18%	0.51%	2.75%	0.36%					
30	"13. ""Демократическая партия России"""	19	0	1	2	5	0	1	4	0	1	2	0	1	1	1					
		0.24%	0.0%	0.17%	0.43%	0.81%	0.0%	0.13%	0.71%	0.0%	0.16%	0.40%	0.0%	0.17%	0.19%	0.18%					
31	"14. ""Великая Россия - Евразийский Союз"""	24	5	1	1	2	0	4	0	0	0	5	2	1	3	0					
		0.30%	0.84%	0.17%	0.21%	0.32%	0.0%	0.54%	0.0%	0.0%	0.0%	1.02%	0.29%	0.17%	0.59%	0.0%					
32	"15. ""Партия СЛОН"""	12	1	0	0	3	0	3	0	1	1	1	0	0	2	0					
		0.15%	0.16%	0.0%	0.0%	0.48%	0.0%	0.41%	0.0%	0.23%	0.16%	0.20%	0.0%	0.0%	0.39%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	567	44	47	30	55	27	50	40	17	17	46	59	43	40	52					
		7.19%	7.43%	8.17%	6.45%	8.91%	5.31%	6.83%	7.19%	3.96%	2.86%	9.40%	8.72%	7.31%	7.87%	9.43%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	12	1	1	1	1	0	1	1	0	2	0	2	0	2	0					
		0.15%	0.16%	0.17%	0.21%	0.16%	0.0%	0.13%	0.17%	0.0%	0.33%	0.0%	0.29%	0.0%	0.39%	0.0%					
35	"18. ""ЛДПР"""	778	67	51	41	53	50	80	43	45	71	50	83	55	45	44					
		9.87%	11.31%	8.86%	8.81%	8.58%	9.84%	10.94%	7.73%	10.48%	11.97%	10.22%	12.27%	9.35%	8.85%	7.98%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	123	6	12	10	10	7	10	17	11	10	7	4	7	5	7					
		1.56%	1.01%	2.08%	2.15%	1.62%	1.37%	1.36%	3.05%	2.56%	1.68%	1.43%	0.59%	1.19%	0.98%	1.27%					
37	"20. ""Политическая партия ""Единая Россия"""	2328	192	153	129	172	163	227	162	127	187	124	217	195	113	167					
		29.55%	32.43%	26.60%	27.74%	27.87%	32.08%	31.05%	29.13%	29.60%	31.53%	25.35%	32.10%	33.16%	22.24%	30.30%					
38	"21. ""Российская Конституционно-демократическая партия"""	9	1	0	0	0	0	1	1	1	0	1	0	2	1	1					
		0.11%	0.16%	0.0%	0.0%	0.0%	0.0%	0.13%	0.17%	0.23%	0.0%	0.20%	0.0%	0.34%	0.19%	0.18%					
39	"22. ""Развитие предпринимательства"""	13	2	0	2	0	1	0	1	1	1	0	2	2	0	1					
		0.16%	0.33%	0.0%	0.43%	0.0%	0.19%	0.0%	0.17%	0.23%	0.16%	0.0%	0.29%	0.34%	0.0%	0.18%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1955	146	153	123	142	136	168	165	107	157	141	128	128	150	111					
		24.81%	24.66%	26.60%	26.45%	23.01%	26.77%	22.98%	29.67%	24.94%	26.47%	28.83%	18.93%	21.76%	29.52%	20.14%					
																					
41	Против всех	571	41	34	39	40	39	69	34	24	33	36	68	37	38	39					
		7.24%	6.92%	5.91%	8.38%	6.48%	7.67%	9.43%	6.11%	5.59%	5.56%	7.36%	10.05%	6.29%	7.48%	7.07%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
