Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																												
Дата голосования: 02.12.2007																																																												
																																																												
"Наименование Избирательной комиссии:    Томск, Кировская"																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
		Сумма	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	609	13	18	10	31	24	18	1	16	13	16	9	6	15	16	6	3	3	15	22	13	31	9	25	11	6	4	9	21	3	12	15	12	11	19	0	10	3	13	14	13	3	6	10	6	8	14	5	11	4	11	14	7	1					
14	Число погашенных неиспользованных открепительных удостоверений	1052	14	9	21	4	15	13	30	22	18	17	9	25	27	9	6	25	33	19	17	19	16	16	25	20	19	25	26	23	20	30	29	32	34	0	16	28	16	22	33	16	20	26	33	25	18	24	22	19	14	22	4	12	15					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	75	2	0	1	1	0	4	3	2	3	2	0	4	2	0	0	0	1	0	0	0	2	2	3	0	0	2	1	2	0	2	3	9	2	0	1	3	0	0	2	0	0	1	1	5	2	0	2	0	2	1	2	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																												
18	1.Политическая партия «Аграрная партия России»	773	9	17	5	12	18	25	17	21	11	6	19	30	13	13	25	13	14	27	29	17	2	11	20	2	3	6	14	11	0	26	11	17	23	1	3	18	10	34	19	10	12	15	26	19	23	14	21	11	10	6	15	12	7					
		1.61%	1.22%	2.01%	0.68%	1.15%	0.78%	2.36%	1.36%	2.19%	1.49%	1.27%	2.01%	2.06%	1.96%	1.17%	1.85%	1.66%	1.45%	2.27%	2.09%	1.41%	0.72%	1.60%	1.61%	0.98%	1.72%	0.68%	2.26%	1.17%	0.00%	2.35%	1.18%	1.65%	1.54%	0.33%	0.97%	1.47%	1.29%	2.52%	1.75%	1.29%	1.52%	2.84%	2.15%	1.72%	1.97%	1.99%	2.42%	1.34%	1.81%	0.92%	1.02%	2.13%	0.96%					
19	2.Всероссийская политическая партия «Гражданская Сила»	1278	31	32	22	40	50	46	44	22	28	11	30	22	21	20	23	11	39	43	57	41	7	22	38	1	2	8	13	9	2	35	16	17	44	5	8	38	18	41	26	20	22	14	31	32	26	22	28	19	17	15	46	2	1					
		2.66%	4.19%	3.79%	2.99%	3.84%	2.15%	4.34%	3.52%	2.30%	3.78%	2.33%	3.18%	1.51%	3.17%	1.80%	1.70%	1.40%	4.05%	3.61%	4.11%	3.39%	2.54%	3.20%	3.05%	0.49%	1.15%	0.91%	2.10%	0.95%	1.06%	3.16%	1.71%	1.65%	2.95%	1.64%	2.58%	3.10%	2.32%	3.04%	2.40%	2.57%	2.80%	2.65%	2.56%	2.90%	2.23%	3.14%	3.23%	2.32%	3.08%	2.30%	3.14%	0.35%	0.14%					
20	3.Политическая партия «Демократическая партия России»	133	3	3	1	4	16	2	1	1	2	1	1	4	0	6	4	1	1	4	8	3	2	4	3	0	1	0	0	1	0	2	3	3	2	0	0	9	2	3	2	1	2	0	4	3	4	1	1	0	5	1	3	5	0					
		0.28%	0.41%	0.36%	0.14%	0.38%	0.69%	0.19%	0.08%	0.10%	0.27%	0.21%	0.11%	0.27%	0.00%	0.54%	0.30%	0.13%	0.10%	0.34%	0.58%	0.25%	0.72%	0.58%	0.24%	0.00%	0.57%	0.00%	0.00%	0.11%	0.00%	0.18%	0.32%	0.29%	0.13%	0.00%	0.00%	0.74%	0.26%	0.22%	0.18%	0.13%	0.25%	0.00%	0.33%	0.27%	0.34%	0.14%	0.12%	0.00%	0.91%	0.15%	0.20%	0.89%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	5947	94	42	132	119	90	142	151	147	88	41	142	184	63	80	113	106	150	112	109	124	38	78	177	25	11	67	45	86	12	193	137	84	171	51	28	172	120	267	161	131	146	102	193	164	128	110	165	122	58	117	212	60	87					
		12.40%	12.72%	4.98%	17.96%	11.43%	3.88%	13.40%	12.07%	15.34%	11.89%	8.69%	15.04%	12.65%	9.50%	7.21%	8.35%	13.54%	15.58%	9.40%	7.85%	10.26%	13.77%	11.35%	14.21%	12.25%	6.32%	7.65%	7.27%	9.11%	6.35%	17.45%	14.65%	8.13%	11.48%	16.78%	9.03%	14.05%	15.48%	19.82%	14.87%	16.84%	18.55%	19.32%	15.96%	14.88%	10.98%	15.69%	19.05%	14.90%	10.51%	17.94%	14.47%	10.64%	11.95%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	1989	40	32	42	49	73	37	56	59	28	21	22	48	22	43	49	5	69	73	113	71	8	28	52	8	4	24	12	15	0	31	17	24	55	13	19	70	11	57	49	38	31	10	73	65	44	40	39	41	19	49	67	15	9					
		4.15%	5.41%	3.79%	5.71%	4.71%	3.15%	3.49%	4.48%	6.16%	3.78%	4.45%	2.33%	3.30%	3.32%	3.87%	3.62%	0.64%	7.17%	6.13%	8.14%	5.87%	2.90%	4.08%	4.17%	3.92%	2.30%	2.74%	1.94%	1.59%	0.00%	2.80%	1.82%	2.32%	3.69%	4.28%	6.13%	5.72%	1.42%	4.23%	4.52%	4.88%	3.94%	1.89%	6.04%	5.90%	3.77%	5.71%	4.50%	5.01%	3.44%	7.52%	4.57%	2.66%	1.24%					
23	6.Политическая партия «Партия социальной справедливости»	192	1	4	3	5	17	5	8	3	3	1	5	6	3	7	8	2	0	7	11	12	1	1	6	0	0	1	0	2	1	5	2	3	5	0	0	6	1	4	8	3	0	2	2	2	6	1	1	5	2	2	6	3	0					
		0.40%	0.14%	0.47%	0.41%	0.48%	0.73%	0.47%	0.64%	0.31%	0.41%	0.21%	0.53%	0.41%	0.45%	0.63%	0.59%	0.26%	0.00%	0.59%	0.79%	0.99%	0.36%	0.15%	0.48%	0.00%	0.00%	0.11%	0.00%	0.21%	0.53%	0.45%	0.21%	0.29%	0.34%	0.00%	0.00%	0.49%	0.13%	0.30%	0.74%	0.39%	0.00%	0.38%	0.17%	0.18%	0.51%	0.14%	0.12%	0.61%	0.36%	0.31%	0.41%	0.53%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	5717	70	82	99	120	324	130	151	106	80	86	138	172	102	147	131	110	98	126	180	149	24	69	121	21	27	126	90	117	15	152	121	143	202	31	39	122	108	144	118	81	104	71	133	130	121	79	87	100	68	59	138	73	82					
		11.92%	9.47%	9.72%	13.47%	11.53%	13.96%	12.26%	12.07%	11.06%	10.81%	18.22%	14.62%	11.82%	15.38%	13.24%	9.68%	14.05%	10.18%	10.58%	12.97%	12.32%	8.70%	10.04%	9.71%	10.29%	15.52%	14.38%	14.54%	12.39%	7.94%	13.74%	12.94%	13.84%	13.56%	10.20%	12.58%	9.97%	13.94%	10.69%	10.90%	10.41%	13.21%	13.45%	11.00%	11.80%	10.38%	11.27%	10.05%	12.21%	12.32%	9.05%	9.42%	12.94%	11.26%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	4319	69	58	69	82	104	104	151	100	99	38	96	159	52	76	93	62	119	86	90	80	25	69	163	12	14	76	48	54	3	98	74	92	118	25	26	119	55	133	126	97	80	59	126	119	121	84	108	64	53	58	142	42	49					
		9.01%	9.34%	6.87%	9.39%	7.88%	4.48%	9.81%	12.07%	10.44%	13.38%	8.05%	10.17%	10.93%	7.84%	6.85%	6.87%	7.92%	12.36%	7.22%	6.48%	6.62%	9.06%	10.04%	13.08%	5.88%	8.05%	8.68%	7.75%	5.72%	1.59%	8.86%	7.91%	8.91%	7.92%	8.22%	8.39%	9.72%	7.10%	9.87%	11.63%	12.47%	10.17%	11.17%	10.42%	10.80%	10.38%	11.98%	12.47%	7.81%	9.60%	8.90%	9.69%	7.45%	6.73%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	655	11	2	12	12	16	11	28	14	11	7	22	14	6	28	22	5	16	19	10	17	4	16	20	2	5	12	3	22	1	16	10	9	26	4	3	16	10	21	15	9	17	11	20	14	21	7	5	11	5	7	12	10	8					
		1.37%	1.49%	0.24%	1.63%	1.15%	0.69%	1.04%	2.24%	1.46%	1.49%	1.48%	2.33%	0.96%	0.90%	2.52%	1.63%	0.64%	1.66%	1.60%	0.72%	1.41%	1.45%	2.33%	1.61%	0.98%	2.87%	1.37%	0.48%	2.33%	0.53%	1.45%	1.07%	0.87%	1.74%	1.32%	0.97%	1.31%	1.29%	1.56%	1.39%	1.16%	2.16%	2.08%	1.65%	1.27%	1.80%	0.99%	0.58%	1.34%	0.91%	1.07%	0.82%	1.77%	1.10%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	24405	351	524	309	531	1495	483	563	415	352	240	416	737	343	628	831	430	395	614	671	626	154	340	569	127	101	521	382	611	152	469	507	613	783	164	167	581	393	572	514	347	332	219	522	494	616	307	376	416	289	300	732	322	459					
		50.89%	47.50%	62.09%	42.04%	51.01%	64.41%	45.57%	45.00%	43.32%	47.57%	50.85%	44.07%	50.65%	51.73%	56.58%	61.42%	54.92%	41.02%	51.55%	48.34%	51.78%	55.80%	49.49%	45.67%	62.25%	58.05%	59.47%	61.71%	64.72%	80.42%	42.41%	54.22%	59.34%	52.55%	53.95%	53.87%	47.47%	50.71%	42.46%	47.46%	44.60%	42.19%	41.48%	43.18%	44.83%	52.83%	43.79%	43.42%	50.79%	52.36%	46.01%	49.97%	57.09%	63.05%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1778	54	23	31	40	61	56	58	56	31	13	33	56	30	44	31	25	43	43	69	48	8	35	56	5	5	27	11	6	2	60	28	15	44	9	10	56	31	57	36	27	31	20	61	41	41	28	29	16	19	28	60	14	17					
		3.71%	7.31%	2.73%	4.22%	3.84%	2.63%	5.28%	4.64%	5.85%	4.19%	2.75%	3.50%	3.85%	4.52%	3.96%	2.29%	3.19%	4.47%	3.61%	4.97%	3.97%	2.90%	5.09%	4.49%	2.45%	2.87%	3.08%	1.78%	0.64%	1.06%	5.42%	2.99%	1.45%	2.95%	2.96%	3.23%	4.58%	4.00%	4.23%	3.32%	3.47%	3.94%	3.79%	5.05%	3.72%	3.52%	3.99%	3.35%	1.95%	3.44%	4.29%	4.10%	2.48%	2.34%					
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
