Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																															
Дата голосования: 04.12.2011																																																															
																																																															
"Наименование Избирательной комиссии:    Томск, Кировская"																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95					
14	Число погашенных неиспользованных открепительных удостоверений	413	2	11	22	38	4	22	21	1	9	4	6	10	6	1	3	9	5	4	9	8	9	3	2	4	8	5	8	7	7	7	0	6	0	9	8	19	3	2	3	4	4	2	5	5	3	2	3	8	9	12	5	10	3	24	3	6					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																															
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	6569	103	102	152	147	162	208	153	127	61	128	158	115	135	110	100	140	193	162	178	19	110	175	22	20	118	96	125	12	155	123	120	38	30	85	196	94	190	151	146	126	49	118	147	129	148	114	87	77	100	178	73	87	131	153	64	129					
		14.25%	12.65%	14.31%	14.35%	9.32%	15.96%	17.54%	16.87%	16.41%	12.63%	15.11%	16.09%	12.25%	12.16%	11.97%	14.56%	15.93%	16.06%	13.60%	15.23%	7.95%	16.72%	16.78%	11.70%	12.35%	16.55%	17.20%	16.13%	8.82%	13.58%	12.21%	15.31%	8.80%	13.10%	15.45%	16.32%	13.78%	14.19%	14.63%	15.01%	14.19%	13.24%	15.67%	15.22%	15.16%	16.17%	15.22%	12.03%	13.30%	15.13%	14.55%	13.75%	12.48%	13.37%	9.54%	11.90%	16.97%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	7949	153	113	202	323	148	163	146	140	88	139	163	194	171	104	117	108	202	255	260	57	87	156	40	35	137	106	149	25	205	158	154	96	38	81	180	124	208	169	167	145	71	104	167	152	135	116	124	121	80	189	95	119	196	360	110	104					
		17.25%	18.80%	15.85%	19.07%	20.47%	14.58%	13.74%	16.10%	18.09%	18.22%	16.41%	16.60%	20.66%	15.41%	11.32%	17.03%	12.29%	16.81%	21.41%	22.24%	23.85%	13.22%	14.96%	21.28%	21.60%	19.21%	18.99%	19.23%	18.38%	17.97%	15.69%	19.64%	22.22%	16.59%	14.73%	14.99%	18.18%	15.53%	16.38%	17.16%	16.33%	19.19%	13.81%	17.29%	17.86%	14.75%	15.49%	17.15%	20.90%	12.10%	15.45%	17.89%	17.07%	20.00%	22.44%	20.45%	13.68%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	751	7	9	16	19	17	19	22	12	8	17	14	20	18	17	15	19	18	9	14	7	11	21	3	9	12	9	20	2	20	17	17	7	4	12	21	11	25	15	24	8	5	12	7	19	19	12	16	4	10	10	4	5	22	19	7	15					
		1.63%	0.86%	1.26%	1.51%	1.20%	1.67%	1.60%	2.43%	1.55%	1.66%	2.01%	1.43%	2.13%	1.62%	1.85%	2.18%	2.16%	1.50%	0.76%	1.20%	2.93%	1.67%	2.01%	1.60%	5.56%	1.68%	1.61%	2.58%	1.47%	1.75%	1.69%	2.17%	1.62%	1.75%	2.18%	1.75%	1.61%	1.87%	1.45%	2.47%	0.90%	1.35%	1.59%	0.72%	2.23%	2.08%	1.60%	2.21%	0.69%	1.51%	0.82%	0.75%	0.72%	2.24%	1.18%	1.30%	1.97%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	11588	163	205	255	275	321	302	273	208	126	252	278	236	240	204	194	288	280	301	255	36	153	278	42	52	129	114	197	22	305	270	192	95	58	116	295	173	393	260	242	240	120	199	265	218	251	213	200	155	190	296	143	173	234	310	108	195					
		25.15%	20.02%	28.75%	24.08%	17.43%	31.63%	25.46%	30.10%	26.87%	26.09%	29.75%	28.31%	25.13%	21.62%	22.20%	28.24%	32.76%	23.29%	25.27%	21.81%	15.06%	23.25%	26.65%	22.34%	32.10%	18.09%	20.43%	25.42%	16.18%	26.73%	26.81%	24.49%	21.99%	25.33%	21.09%	24.56%	25.37%	29.35%	25.19%	24.87%	27.03%	32.43%	26.43%	27.43%	25.62%	27.43%	28.44%	27.66%	26.77%	28.74%	24.20%	26.93%	24.82%	23.88%	19.33%	20.07%	25.66%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	3807	42	92	103	76	86	152	86	59	50	63	97	76	67	57	33	86	110	110	98	24	65	122	6	7	45	37	23	2	97	59	40	35	8	69	127	43	126	95	111	86	21	75	84	68	92	48	52	50	66	129	25	28	91	98	27	83					
		8.26%	5.16%	12.90%	9.73%	4.82%	8.47%	12.82%	9.48%	7.62%	10.35%	7.44%	9.88%	8.09%	6.04%	6.20%	4.80%	9.78%	9.15%	9.24%	8.38%	10.04%	9.88%	11.70%	3.19%	4.32%	6.31%	6.63%	2.97%	1.47%	8.50%	5.86%	5.10%	8.10%	3.49%	12.55%	10.57%	6.30%	9.41%	9.21%	11.41%	9.68%	5.68%	9.96%	8.70%	7.99%	10.05%	6.41%	7.19%	8.64%	9.98%	10.55%	4.71%	4.02%	9.29%	6.11%	5.02%	10.92%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	13794	322	165	296	683	237	305	196	204	130	215	231	275	436	393	213	193	346	308	336	90	194	249	71	29	256	178	241	70	327	350	238	141	78	163	322	211	342	306	254	242	92	218	256	246	241	216	226	151	184	371	174	270	279	628	208	198					
		29.93%	39.56%	23.14%	27.95%	43.28%	23.35%	25.72%	21.61%	26.36%	26.92%	25.38%	23.52%	29.29%	39.28%	42.76%	31.00%	21.96%	28.79%	25.86%	28.74%	37.66%	29.48%	23.87%	37.77%	17.90%	35.90%	31.90%	31.10%	51.47%	28.66%	34.76%	30.36%	32.64%	34.06%	29.64%	26.81%	30.94%	25.54%	29.65%	26.10%	27.25%	24.86%	28.95%	26.50%	28.91%	26.34%	28.84%	31.26%	26.08%	27.84%	30.34%	32.77%	38.74%	28.47%	39.15%	38.66%	26.05%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	786	16	11	20	39	22	19	21	10	7	14	18	8	26	19	6	23	30	33	19	1	15	18	2	1	3	11	12	0	11	9	8	8	3	13	29	10	27	18	13	23	5	9	15	8	19	13	8	10	16	24	4	5	11	21	5	17					
		1.71%	1.97%	1.54%	1.89%	2.47%	2.17%	1.60%	2.32%	1.29%	1.45%	1.65%	1.83%	0.85%	2.34%	2.07%	0.87%	2.62%	2.50%	2.77%	1.63%	0.42%	2.28%	1.73%	1.06%	0.62%	0.42%	1.97%	1.55%	0.00%	0.96%	0.89%	1.02%	1.85%	1.31%	2.36%	2.41%	1.47%	2.02%	1.74%	1.34%	2.59%	1.35%	1.20%	1.55%	0.94%	2.08%	1.74%	1.11%	1.73%	2.42%	1.96%	0.75%	0.72%	1.12%	1.31%	0.93%	2.24%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
