Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																			
Дата голосования: 07.12.2003 0:00:00																																																																			
																																																																			
Наименование Избирательной комиссии:    Шиловская																																																																			
																																																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																			
																																																																			
		Сумма	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	2593	43	13	28	23	21	8	29	13	21	15	27	21	1	70	21	45	20	37	74	51	12	11	55	24	39	46	34	15	11	35	12	52	18	19	39	9	41	40	41	13	6	35	11	37	47	5	10	213	235	168	115	79	58	62	58	13	89	54	89	62					
		12.09%	11.52%	24.52%	14.73%	10.55%	11.66%	9.63%	13.24%	11.81%	5.70%	8.72%	5.04%	10.93%	1.56%	17.15%	10.88%	14.33%	19.80%	12.62%	21.26%	16.39%	14.28%	18.33%	9.63%	17.02%	14.28%	12.13%	9.39%	10.63%	15.71%	42.68%	5.33%	13.79%	9.23%	13.86%	9.09%	8.03%	14.64%	10.63%	17.98%	8.90%	6.59%	10.08%	7.74%	10.45%	18.07%	6.02%	9.25%	16.58%	20.43%	15.38%	9.06%	8.61%	8.22%	13.08%	10.05%	6.59%	8.97%	19.35%	6.95%	13.87%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	275	5	0	1	1	0	0	0	0	11	3	8	1	0	4	0	0	1	3	6	1	1	0	13	0	1	8	5	3	0	0	1	2	1	4	2	0	3	4	1	0	0	7	1	4	0	0	1	28	19	28	14	15	4	6	7	4	14	3	23	3					
		1.28%	1.34%	0.0%	0.52%	0.45%	0.0%	0.0%	0.0%	0.0%	2.98%	1.74%	1.49%	0.52%	0.0%	0.98%	0.0%	0.0%	0.99%	1.02%	1.72%	0.32%	1.19%	0.0%	2.27%	0.0%	0.36%	2.11%	1.38%	2.12%	0.0%	0.0%	0.44%	0.53%	0.51%	2.91%	0.46%	0.0%	1.07%	1.06%	0.43%	0.0%	0.0%	2.01%	0.70%	1.12%	0.0%	0.0%	0.92%	2.18%	1.65%	2.56%	1.10%	1.63%	0.56%	1.26%	1.21%	2.03%	1.41%	1.07%	1.79%	0.67%					
22	"5. ""За Русь Святую"""	95	2	0	1	0	1	0	1	0	2	3	6	0	0	4	2	0	2	0	2	3	1	2	2	0	4	5	3	1	0	0	2	2	0	2	1	1	1	1	1	0	0	2	0	0	2	0	0	2	1	7	5	3	2	1	3	1	4	0	2	2					
		0.44%	0.53%	0.0%	0.52%	0.0%	0.55%	0.0%	0.45%	0.0%	0.54%	1.74%	1.12%	0.0%	0.0%	0.98%	1.03%	0.0%	1.98%	0.0%	0.57%	0.96%	1.19%	3.33%	0.35%	0.0%	1.46%	1.31%	0.82%	0.70%	0.0%	0.0%	0.88%	0.53%	0.0%	1.45%	0.23%	0.89%	0.35%	0.26%	0.43%	0.0%	0.0%	0.57%	0.0%	0.0%	0.76%	0.0%	0.0%	0.15%	0.08%	0.64%	0.39%	0.32%	0.28%	0.21%	0.51%	0.50%	0.40%	0.0%	0.15%	0.44%					
23	"6. ""Объединенная Российская партия ""Русь"""	37	0	0	1	0	0	0	0	1	1	1	0	0	1	0	0	1	1	0	0	0	0	0	5	0	0	1	0	0	0	0	1	0	1	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	1	10	2	0	0	0	1	1	1	1					
		0.17%	0.0%	0.0%	0.52%	0.0%	0.0%	0.0%	0.0%	0.90%	0.27%	0.58%	0.0%	0.0%	1.56%	0.0%	0.0%	0.31%	0.99%	0.0%	0.0%	0.0%	0.0%	0.0%	0.87%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%	0.0%	0.44%	0.0%	0.51%	0.72%	0.0%	0.0%	0.71%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	0.0%	0.08%	0.0%	0.07%	1.09%	0.28%	0.0%	0.0%	0.0%	0.10%	0.35%	0.07%	0.22%					
24	"7. ""Новый курс - Автомобильная Россия"""	98	1	0	0	3	0	0	0	1	1	1	0	0	0	3	1	2	0	0	1	1	0	0	2	0	4	1	4	1	0	0	1	0	0	0	0	0	0	2	1	1	0	0	0	1	0	1	0	7	9	4	13	1	3	2	6	2	6	1	6	4					
		0.45%	0.26%	0.0%	0.0%	1.37%	0.0%	0.0%	0.0%	0.90%	0.27%	0.58%	0.0%	0.0%	0.0%	0.73%	0.51%	0.63%	0.0%	0.0%	0.28%	0.32%	0.0%	0.0%	0.35%	0.0%	1.46%	0.26%	1.10%	0.70%	0.0%	0.0%	0.44%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.53%	0.43%	0.68%	0.0%	0.0%	0.0%	0.28%	0.0%	1.20%	0.0%	0.54%	0.78%	0.36%	1.02%	0.10%	0.42%	0.42%	1.03%	1.01%	0.60%	0.35%	0.46%	0.89%					
25	"8. ""Народно-республиканская партия России"""	37	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	2	0	0	0	2	1	0	0	0	1	0	0	0	1	1	1	1	0	1	0	1	3	2	0	0	1	3	1	1	2	1	1	0	0	2	0	2	2					
		0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.45%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%	1.19%	0.0%	0.35%	0.0%	0.0%	0.0%	0.55%	0.70%	0.0%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%	0.89%	0.35%	0.26%	0.43%	0.0%	1.09%	0.0%	0.70%	0.84%	0.76%	0.0%	0.0%	0.07%	0.26%	0.09%	0.07%	0.21%	0.14%	0.21%	0.0%	0.0%	0.20%	0.0%	0.15%	0.44%					
26	"9. ""Российская экологическая партия ""Зеленые"""	87	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	4	0	0	0	2	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	1	1	1	0	0	0	2	7	2	5	43	0	2	1	0	3	1	4	1					
		0.40%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%	1.56%	0.0%	0.0%	0.31%	0.0%	0.0%	1.14%	0.0%	0.0%	0.0%	0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.21%	0.44%	0.0%	0.51%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%	0.28%	0.70%	0.28%	0.0%	0.0%	0.0%	0.15%	0.60%	0.18%	0.39%	4.68%	0.0%	0.42%	0.17%	0.0%	0.30%	0.35%	0.31%	0.22%					
27	"10. ""Аграрная партия России"""	1018	12	2	10	3	14	6	16	0	3	17	25	4	0	27	7	6	5	0	1	10	1	2	68	8	12	22	33	4	2	25	13	12	71	1	38	0	26	28	19	4	1	31	7	37	1	5	3	35	45	23	49	10	21	18	29	5	61	5	50	25					
		4.74%	3.21%	3.77%	5.26%	1.37%	7.77%	7.22%	7.30%	0.0%	0.81%	9.88%	4.67%	2.08%	0.0%	6.61%	3.62%	1.91%	4.95%	0.0%	0.28%	3.21%	1.19%	3.33%	11.90%	5.67%	4.39%	5.80%	9.11%	2.83%	2.85%	30.48%	5.77%	3.18%	36.41%	0.72%	8.85%	0.0%	9.28%	7.44%	8.33%	2.73%	1.09%	8.93%	4.92%	10.45%	0.38%	6.02%	2.77%	2.72%	3.91%	2.10%	3.86%	1.09%	2.97%	3.79%	5.02%	2.53%	6.14%	1.79%	3.90%	5.59%					
28	"11. ""Истинные патриоты России"""	15	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	1	0	2					
		0.06%	0.0%	0.0%	0.0%	0.0%	1.11%	0.0%	0.45%	0.90%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.44%	0.0%	0.51%	0.0%	0.0%	0.0%	0.0%	0.0%	0.43%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.08%	0.0%	0.0%	0.10%	0.14%	0.0%	0.0%	0.50%	0.0%	0.35%	0.0%	0.44%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	189	5	0	1	6	1	0	0	0	3	4	7	0	0	5	0	8	1	1	0	0	0	0	3	0	2	4	2	0	6	0	0	2	0	3	2	6	1	3	4	0	2	1	0	2	4	0	2	12	8	14	17	1	9	2	6	0	13	1	13	2					
		0.88%	1.34%	0.0%	0.52%	2.75%	0.55%	0.0%	0.0%	0.0%	0.81%	2.32%	1.30%	0.0%	0.0%	1.22%	0.0%	2.54%	0.99%	0.34%	0.0%	0.0%	0.0%	0.0%	0.52%	0.0%	0.73%	1.05%	0.55%	0.0%	8.57%	0.0%	0.0%	0.53%	0.0%	2.18%	0.46%	5.35%	0.35%	0.79%	1.75%	0.0%	2.19%	0.28%	0.0%	0.56%	1.53%	0.0%	1.85%	0.93%	0.69%	1.28%	1.34%	0.10%	1.27%	0.42%	1.03%	0.0%	1.31%	0.35%	1.01%	0.44%					
30	"13. ""Демократическая партия России"""	36	0	0	0	0	4	0	0	0	2	2	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	2	1	2	1	0	1	0	3	0	0	0	0	0	0	0	1	3	1	0	0	1	2	0	0	1	0					
		0.16%	0.0%	0.0%	0.0%	0.0%	2.22%	0.0%	0.0%	0.0%	0.54%	1.16%	0.56%	0.0%	0.0%	0.24%	0.0%	0.0%	0.0%	0.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.55%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	0.72%	0.46%	0.89%	0.71%	0.26%	0.0%	0.68%	0.0%	0.86%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.09%	0.23%	0.10%	0.0%	0.0%	0.17%	1.01%	0.0%	0.0%	0.07%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	105	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2	1	84	3	0	0	0	3	1	1	0					
		0.48%	0.0%	0.0%	0.0%	0.45%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.55%	0.0%	0.0%	0.0%	0.0%	0.53%	0.0%	0.0%	0.0%	0.0%	0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.17%	0.18%	0.07%	9.16%	0.42%	0.0%	0.0%	0.0%	0.30%	0.35%	0.07%	0.0%					
32	"15. ""Партия СЛОН"""	40	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	2	0	1	3	1	0	1	1	1	1	0					
		0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	6.03%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.38%	0.08%	0.18%	0.0%	0.10%	0.42%	0.21%	0.0%	0.50%	0.10%	0.35%	0.07%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1511	24	1	18	14	10	4	13	5	31	2	23	4	3	16	6	9	7	0	1	4	1	0	41	2	11	41	29	2	5	1	4	17	6	4	14	12	5	17	12	8	8	34	14	12	4	5	7	106	109	134	131	101	83	40	36	21	81	20	123	15					
		7.04%	6.43%	1.88%	9.47%	6.42%	5.55%	4.81%	5.93%	4.54%	8.42%	1.16%	4.29%	2.08%	4.68%	3.92%	3.10%	2.86%	6.93%	0.0%	0.28%	1.28%	1.19%	0.0%	7.18%	1.41%	4.02%	10.81%	8.01%	1.41%	7.14%	1.21%	1.77%	4.50%	3.07%	2.91%	3.26%	10.71%	1.78%	4.52%	5.26%	5.47%	8.79%	9.79%	9.85%	3.38%	1.53%	6.02%	6.48%	8.25%	9.47%	12.27%	10.33%	11.01%	11.77%	8.43%	6.23%	10.65%	8.16%	7.16%	9.61%	3.35%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	55	0	0	0	0	0	0	0	0	1	1	3	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	4	2	0	0	0	3	0	0	0	0	0	2	0	0	0	1	1	6	1	11	1	1	2	2	0	1	2	2					
		0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.58%	0.56%	0.0%	0.0%	0.0%	0.51%	0.31%	0.99%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.44%	1.06%	2.05%	1.45%	0.0%	0.0%	0.0%	0.79%	0.0%	0.0%	0.0%	0.0%	0.0%	0.56%	0.0%	0.0%	0.0%	0.07%	0.08%	0.54%	0.07%	1.19%	0.14%	0.21%	0.34%	1.01%	0.0%	0.35%	0.15%	0.44%					
35	"18. ""ЛДПР"""	2385	40	1	11	31	11	3	14	19	48	20	91	19	18	40	48	37	4	4	35	21	7	5	61	14	6	52	44	5	7	8	14	29	16	10	33	2	16	33	18	8	8	26	2	22	4	6	16	131	92	126	146	313	51	53	59	19	117	30	210	51					
		11.12%	10.72%	1.88%	5.78%	14.22%	6.11%	3.61%	6.39%	17.27%	13.04%	11.62%	17.00%	9.89%	28.12%	9.80%	24.87%	11.78%	3.96%	1.36%	10.05%	6.75%	8.33%	8.33%	10.68%	9.92%	2.19%	13.72%	12.15%	3.54%	9.99%	9.75%	6.22%	7.69%	8.20%	7.29%	7.69%	1.78%	5.71%	8.77%	7.89%	5.47%	8.79%	7.49%	1.40%	6.21%	1.53%	7.22%	14.81%	10.20%	8.0%	11.53%	11.51%	34.13%	7.23%	11.18%	10.22%	9.64%	11.79%	10.75%	16.41%	11.40%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	313	4	0	5	6	3	1	6	1	8	1	17	6	0	9	0	3	2	2	4	5	0	0	13	1	4	4	7	0	0	1	2	4	2	1	2	0	5	3	3	0	0	3	0	5	4	1	0	22	11	16	30	0	6	10	6	3	22	5	21	13					
		1.45%	1.07%	0.0%	2.63%	2.75%	1.66%	1.20%	2.73%	0.90%	2.17%	0.58%	3.17%	3.12%	0.0%	2.20%	0.0%	0.95%	1.98%	0.68%	1.14%	1.60%	0.0%	0.0%	2.27%	0.70%	1.46%	1.05%	1.93%	0.0%	0.0%	1.21%	0.88%	1.06%	1.02%	0.72%	0.46%	0.0%	1.78%	0.79%	1.31%	0.0%	0.0%	0.86%	0.0%	1.41%	1.53%	1.20%	0.0%	1.71%	0.95%	1.46%	2.36%	0.0%	0.85%	2.10%	1.03%	1.52%	2.21%	1.79%	1.64%	2.90%					
37	"20. ""Политическая партия ""Единая Россия"""	7956	181	33	75	97	75	53	120	52	181	66	206	74	40	137	53	157	37	206	130	176	48	35	189	66	157	97	113	94	27	7	149	157	40	48	194	59	134	160	48	77	28	118	81	168	159	47	61	478	390	347	378	3	268	126	212	82	287	99	407	169					
		37.10%	48.52%	62.26%	39.47%	44.49%	41.66%	63.85%	54.79%	47.27%	49.18%	38.37%	38.50%	38.54%	62.5%	33.57%	27.46%	50.0%	36.63%	70.30%	37.35%	56.59%	57.14%	58.33%	33.09%	46.80%	57.50%	25.59%	31.21%	66.66%	38.57%	8.53%	66.22%	41.64%	20.51%	35.03%	45.22%	52.67%	47.85%	42.55%	21.05%	52.73%	30.76%	34.00%	57.04%	47.45%	61.15%	56.62%	56.48%	37.22%	33.91%	31.77%	29.81%	0.32%	38.01%	26.58%	36.74%	41.62%	28.93%	35.48%	31.82%	37.80%					
38	"21. ""Российская Конституционно-демократическая партия"""	237	1	0	1	1	1	1	1	0	0	1	2	5	0	2	0	3	0	0	1	0	0	0	0	0	0	1	1	0	0	0	2	3	0	2	5	1	2	9	0	1	0	0	0	1	3	0	0	4	1	1	1	168	1	0	3	0	3	0	2	2					
		1.10%	0.26%	0.0%	0.52%	0.45%	0.55%	1.20%	0.45%	0.0%	0.0%	0.58%	0.37%	2.60%	0.0%	0.49%	0.0%	0.95%	0.0%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.27%	0.0%	0.0%	0.0%	0.88%	0.79%	0.0%	1.45%	1.16%	0.89%	0.71%	2.39%	0.0%	0.68%	0.0%	0.0%	0.0%	0.28%	1.15%	0.0%	0.0%	0.31%	0.08%	0.09%	0.07%	18.32%	0.14%	0.0%	0.51%	0.0%	0.30%	0.0%	0.15%	0.44%					
39	"22. ""Развитие предпринимательства"""	93	0	0	2	0	0	0	0	0	1	0	0	0	0	1	1	0	0	2	1	0	0	0	1	1	4	0	2	0	0	0	0	0	1	0	3	0	0	1	0	1	0	1	0	0	0	0	0	4	4	4	2	43	3	0	2	0	3	0	5	0					
		0.43%	0.0%	0.0%	1.05%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.24%	0.51%	0.0%	0.0%	0.68%	0.28%	0.0%	0.0%	0.0%	0.17%	0.70%	1.46%	0.0%	0.55%	0.0%	0.0%	0.0%	0.0%	0.0%	0.51%	0.0%	0.69%	0.0%	0.0%	0.26%	0.0%	0.68%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	0.34%	0.36%	0.15%	4.68%	0.42%	0.0%	0.34%	0.0%	0.30%	0.0%	0.39%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2550	38	2	17	15	28	4	11	13	8	23	50	45	0	47	42	18	15	25	42	25	5	3	49	11	21	60	52	9	3	3	9	58	18	25	26	13	20	37	60	16	37	74	20	37	17	7	5	124	85	104	277	0	142	115	104	13	165	36	181	41					
