Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																													
Дата голосования: 07.12.2003 0:00:00																													
																													
Наименование Избирательной комиссии:    Табунская																													
																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																													
																													
		Сумма	УИК №1480	УИК №1481	УИК №1482	УИК №1483	УИК №1484	УИК №1485	УИК №1486	УИК №1487	УИК №1488	УИК №1489	УИК №1490	УИК №1491	УИК №1492	УИК №1493	УИК №1494	УИК №1495	УИК №1496	УИК №1497	УИК №1498	УИК №1499	УИК №1500	УИК №1501					
		0.94%	1.22%	1.30%	1.50%	1.51%	0.40%	1.92%	0.0%	0.49%	0.85%	1.41%	4.68%	0.74%	2.60%	0.0%	0.22%	0.0%	0.0%	0.33%	0.0%	3.33%	0.0%	0.0%					
30	"13. ""Демократическая партия России"""	13	6	0	0	1	2	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0					
		0.23%	0.33%	0.0%	0.0%	0.75%	0.26%	0.96%	0.0%	0.0%	0.0%	0.40%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	8	1	0	0	0	3	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0					
		0.14%	0.05%	0.0%	0.0%	0.0%	0.40%	0.0%	0.0%	0.0%	0.85%	0.0%	1.56%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	1.04%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
		0.01%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.56%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	182	73	1	0	2	33	4	4	6	5	9	3	1	9	5	14	0	0	9	4	0	0	0					
		3.29%	4.05%	0.65%	0.0%	1.51%	4.41%	3.84%	2.53%	2.95%	4.27%	1.82%	4.68%	0.74%	7.82%	6.84%	3.08%	0.0%	0.0%	3.0%	4.16%	0.0%	0.0%	0.0%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	18	6	0	1	0	2	1	0	0	1	1	0	0	1	1	2	0	1	0	0	0	0	1					
		0.32%	0.33%	0.0%	0.75%	0.0%	0.26%	0.96%	0.0%	0.0%	0.85%	0.20%	0.0%	0.0%	0.86%	1.36%	0.44%	0.0%	2.12%	0.0%	0.0%	0.0%	0.0%	2.77%					
35	"18. ""ЛДПР"""	824	226	26	29	20	109	25	41	42	21	66	9	13	8	6	61	21	7	54	19	3	9	9					
		14.90%	12.54%	16.99%	21.80%	15.15%	14.59%	24.03%	25.94%	20.68%	17.94%	13.38%	14.06%	9.62%	6.95%	8.21%	13.43%	22.58%	14.89%	18.0%	19.79%	10.0%	20.93%	25.0%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	123	40	5	2	1	13	4	0	7	3	6	0	3	4	1	16	0	0	14	1	1	2	0					
		2.22%	2.21%	3.26%	1.50%	0.75%	1.74%	3.84%	0.0%	3.44%	2.56%	1.21%	0.0%	2.22%	3.47%	1.36%	3.52%	0.0%	0.0%	4.66%	1.04%	3.33%	4.65%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	1937	650	60	49	71	262	25	35	66	32	183	22	57	47	33	125	38	8	82	50	11	19	12					
		35.03%	36.07%	39.21%	36.84%	53.78%	35.07%	24.03%	22.15%	32.51%	27.35%	37.11%	34.37%	42.22%	40.86%	45.20%	27.53%	40.86%	17.02%	27.33%	52.08%	36.66%	44.18%	33.33%					
38	"21. ""Российская Конституционно-демократическая партия"""	5	0	0	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0					
		0.09%	0.0%	0.0%	0.75%	0.0%	0.13%	0.96%	0.0%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	7	4	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0					
		0.12%	0.22%	0.65%	0.0%	0.0%	0.0%	0.0%	0.0%	0.49%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	808	281	13	15	7	125	15	43	26	22	66	1	16	19	9	65	13	16	44	4	1	4	3					
		14.61%	15.59%	8.49%	11.27%	5.30%	16.73%	14.42%	27.21%	12.80%	18.80%	13.38%	1.56%	11.85%	16.52%	12.32%	14.31%	13.97%	34.04%	14.66%	4.16%	3.33%	9.30%	8.33%					
																													
41	Против всех	207	60	10	5	4	30	0	3	2	9	27	4	3	2	2	21	2	2	14	2	0	0	5					
		3.74%	3.32%	6.53%	3.75%	3.03%	4.01%	0.0%	1.89%	0.98%	7.69%	5.47%	6.25%	2.22%	1.73%	2.73%	4.62%	2.15%	4.25%	4.66%	2.08%	0.0%	0.0%	13.88%					
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
