Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																													
Дата голосования: 18.09.2016																																																													
																																																													
Наименование Избирательной комиссии:    Бугульминская городская																																																													
																																																													
Сводная таблица итогов голосования по федеральному избирательному округу																																																													
																																																													
		Сумма	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1100	25	25	25	25	25	20	25	20	25	20	25	20	30	25	25	25	25	25	25	20	20	20	25	20	25	25	25	25	20	20	20	20	20	25	20	25	25	25	25	20	20	25	25	20	20	20	20	20	0	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	429	15	17	14	14	5	5	10	5	6	12	4	2	16	9	5	0	7	9	17	15	12	11	11	8	12	18	9	12	4	3	2	20	20	5	7	11	10	6	5	6	8	7	12	6	5	3	1	8	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	175	0	3	1	1	1	2	2	0	1	2	1	0	3	0	0	0	2	4	0	0	3	0	0	7	1	4	0	2	1	0	1	0	0	0	1	3	0	2	1	0	0	2	1	0	1	0	0	0	0	122									
14	Число погашенных неиспользованных открепительных удостоверений	671	10	8	11	11	20	15	15	15	19	8	21	18	14	16	20	25	18	16	8	5	8	9	14	12	13	7	16	13	16	17	18	0	0	20	13	14	15	19	20	14	12	18	13	14	15	17	19	12	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	89	5	2	3	2	0	2	1	2	1	2	0	0	1	4	1	0	6	1	2	1	2	2	2	4	3	1	2	5	2	1	3	1	0	2	0	4	1	3	1	4	2	2	3	1	0	0	1	1	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																													
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	153	3	2	3	4	3	4	2	0	13	7	11	0	2	3	1	0	2	2	0	0	5	1	3	3	2	4	5	1	0	0	4	6	0	5	0	6	8	0	15	0	0	2	3	0	0	0	5	9	2	2									
		0.28%	0.23%	0.18%	0.24%	0.29%	0.25%	0.55%	0.14%	0.00%	1.05%	0.71%	1.29%	0.00%	0.11%	0.26%	0.09%	0.00%	0.15%	0.12%	0.00%	0.00%	0.58%	0.10%	0.25%	0.33%	0.14%	0.26%	0.38%	0.08%	0.00%	0.00%	0.46%	0.71%	0.00%	0.34%	0.00%	0.46%	0.62%	0.00%	0.98%	0.00%	0.00%	0.16%	0.20%	0.00%	0.00%	0.00%	0.61%	1.12%	1.43%	0.74%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	3091	77	65	65	77	68	39	81	57	72	72	63	48	104	62	65	61	81	87	64	54	53	55	69	63	84	91	79	79	58	59	51	49	70	85	12	73	72	76	23	56	55	75	81	55	48	67	42	46	3	0									
		5.57%	5.79%	5.72%	5.25%	5.67%	5.67%	5.40%	5.80%	5.79%	5.82%	7.32%	7.41%	5.99%	5.81%	5.41%	5.69%	5.87%	5.90%	5.32%	5.75%	5.45%	6.13%	5.73%	5.73%	6.83%	5.94%	5.97%	5.98%	6.52%	5.57%	5.93%	5.82%	5.79%	7.21%	5.77%	0.99%	5.61%	5.60%	5.96%	1.50%	5.62%	5.53%	5.99%	5.50%	5.39%	5.85%	5.67%	5.08%	5.71%	2.14%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	171	0	3	4	2	5	4	1	2	6	10	5	5	14	4	0	0	0	1	0	0	5	0	6	6	3	5	12	0	3	0	2	1	3	5	12	7	2	0	8	0	0	1	1	13	2	0	1	4	3	0									
		0.31%	0.00%	0.26%	0.32%	0.15%	0.42%	0.55%	0.07%	0.20%	0.49%	1.02%	0.59%	0.62%	0.78%	0.35%	0.00%	0.00%	0.00%	0.06%	0.00%	0.00%	0.58%	0.00%	0.50%	0.65%	0.21%	0.33%	0.91%	0.00%	0.29%	0.00%	0.23%	0.12%	0.31%	0.34%	0.99%	0.54%	0.16%	0.00%	0.52%	0.00%	0.00%	0.08%	0.07%	1.27%	0.24%	0.00%	0.12%	0.50%	2.14%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	44977	1103	910	1023	1081	945	573	1147	804	991	768	625	641	1426	913	944	852	1088	1331	925	842	688	796	976	754	1141	1232	1048	1016	828	817	709	680	800	1178	983	1044	1029	1046	1243	833	832	1057	1178	791	662	986	698	647	114	239									
		81.06%	82.87%	80.11%	82.70%	79.66%	78.82%	79.36%	82.16%	81.71%	80.11%	78.13%	73.53%	80.02%	79.66%	79.74%	82.66%	82.00%	79.18%	81.41%	83.03%	85.05%	79.54%	82.92%	80.99%	81.78%	80.69%	80.84%	79.39%	83.83%	79.46%	82.11%	80.94%	80.28%	82.39%	79.97%	80.77%	80.18%	80.02%	81.97%	80.98%	83.55%	83.70%	84.36%	79.97%	77.55%	80.73%	83.42%	84.50%	80.37%	81.43%	88.85%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	61	0	2	0	3	5	3	2	0	2	0	5	0	5	2	0	0	0	0	0	0	2	0	0	1	1	3	0	0	0	0	0	2	1	2	0	2	2	0	5	0	0	1	7	0	0	0	3	0	0	0									
		0.11%	0.00%	0.18%	0.00%	0.22%	0.42%	0.42%	0.14%	0.00%	0.16%	0.00%	0.59%	0.00%	0.28%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.11%	0.07%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.10%	0.14%	0.00%	0.15%	0.16%	0.00%	0.33%	0.00%	0.00%	0.08%	0.48%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	39	0	0	0	0	6	0	1	1	1	0	3	0	2	1	0	0	0	1	0	0	2	0	0	1	3	4	0	0	0	0	2	0	0	4	0	1	1	0	0	0	0	2	3	0	0	0	0	0	0	0									
		0.07%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.07%	0.10%	0.08%	0.00%	0.35%	0.00%	0.11%	0.09%	0.00%	0.00%	0.00%	0.06%	0.00%	0.00%	0.23%	0.00%	0.00%	0.11%	0.21%	0.26%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.27%	0.00%	0.08%	0.08%	0.00%	0.00%	0.00%	0.00%	0.16%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1247	24	21	21	29	11	16	25	18	22	19	53	16	35	28	20	19	41	32	27	14	17	18	24	14	28	30	24	11	34	21	17	18	22	26	98	26	26	26	101	18	18	10	32	17	15	23	3	15	8	16									
		2.25%	1.80%	1.85%	1.70%	2.14%	0.92%	2.22%	1.79%	1.83%	1.78%	1.93%	6.24%	1.99%	1.96%	2.45%	1.75%	1.83%	2.98%	1.96%	2.42%	1.41%	1.97%	1.88%	1.99%	1.52%	1.98%	1.97%	1.82%	0.91%	3.26%	2.11%	1.94%	2.13%	2.27%	1.77%	8.05%	1.99%	2.02%	2.04%	6.58%	1.81%	1.81%	0.80%	2.17%	1.67%	1.83%	1.95%	0.36%	1.86%	5.71%	5.95%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	56	0	0	0	1	5	0	2	2	4	0	4	0	0	2	0	0	0	0	0	0	1	0	0	2	2	4	0	2	0	0	3	0	2	4	0	3	3	0	7	0	0	1	0	0	0	0	1	0	0	1									
		0.10%	0.00%	0.00%	0.00%	0.07%	0.42%	0.00%	0.14%	0.20%	0.32%	0.00%	0.47%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.22%	0.14%	0.26%	0.00%	0.17%	0.00%	0.00%	0.34%	0.00%	0.21%	0.27%	0.00%	0.23%	0.23%	0.00%	0.46%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.37%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	74	0	0	2	1	2	0	3	2	6	0	6	1	4	11	0	0	0	1	0	0	3	0	0	1	1	3	0	1	0	0	2	0	0	5	0	3	1	0	5	0	0	2	0	5	0	0	1	2	0	0									
		0.13%	0.00%	0.00%	0.16%	0.07%	0.17%	0.00%	0.21%	0.20%	0.49%	0.00%	0.71%	0.12%	0.22%	0.96%	0.00%	0.00%	0.00%	0.06%	0.00%	0.00%	0.35%	0.00%	0.00%	0.11%	0.07%	0.20%	0.00%	0.08%	0.00%	0.00%	0.23%	0.00%	0.00%	0.34%	0.00%	0.23%	0.08%	0.00%	0.33%	0.00%	0.00%	0.16%	0.00%	0.49%	0.00%	0.00%	0.12%	0.25%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	49	0	0	0	0	2	0	1	0	2	0	2	1	14	0	0	0	0	2	0	0	2	0	0	0	2	3	0	0	0	0	3	0	2	5	0	0	2	0	1	0	0	4	0	0	0	0	1	0	0	0									
		0.09%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.07%	0.00%	0.16%	0.00%	0.24%	0.12%	0.78%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.14%	0.20%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.21%	0.34%	0.00%	0.00%	0.16%	0.00%	0.07%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	197	0	5	4	2	10	4	1	2	3	13	4	11	5	5	0	0	8	3	0	0	4	0	10	3	4	6	7	2	3	11	4	4	0	7	6	11	5	0	2	0	0	5	8	5	0	0	0	8	1	1									
		0.36%	0.00%	0.44%	0.32%	0.15%	0.83%	0.55%	0.07%	0.20%	0.24%	1.32%	0.47%	1.37%	0.28%	0.44%	0.00%	0.00%	0.58%	0.18%	0.00%	0.00%	0.46%	0.00%	0.83%	0.33%	0.28%	0.39%	0.53%	0.17%	0.29%	1.11%	0.46%	0.47%	0.00%	0.48%	0.49%	0.84%	0.39%	0.00%	0.13%	0.00%	0.00%	0.40%	0.54%	0.49%	0.00%	0.00%	0.00%	0.99%	0.71%	0.37%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4081	96	85	91	104	88	57	108	77	94	54	56	64	136	83	89	81	108	133	78	66	65	75	94	61	112	106	105	92	86	73	63	63	50	112	94	101	98	103	93	75	75	77	110	65	64	89	61	61	9	1									
		7.36%	7.21%	7.48%	7.36%	7.66%	7.34%	7.89%	7.74%	7.83%	7.60%	5.49%	6.59%	7.99%	7.60%	7.25%	7.79%	7.80%	7.86%	8.13%	7.00%	6.67%	7.51%	7.81%	7.80%	6.62%	7.92%	6.96%	7.95%	7.59%	8.25%	7.34%	7.19%	7.44%	5.15%	7.60%	7.72%	7.76%	7.62%	8.07%	6.06%	7.52%	7.55%	6.15%	7.47%	6.37%	7.80%	7.53%	7.38%	7.58%	6.43%	0.37%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	100	5	4	0	3	8	0	1	3	1	0	3	0	2	13	0	0	0	1	0	0	0	0	0	2	5	6	10	2	0	0	2	2	0	7	0	2	5	0	2	0	0	0	2	0	0	0	8	1	0	0									
		0.18%	0.38%	0.35%	0.00%	0.22%	0.67%	0.00%	0.07%	0.30%	0.08%	0.00%	0.35%	0.00%	0.11%	1.14%	0.00%	0.00%	0.00%	0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.35%	0.39%	0.76%	0.17%	0.00%	0.00%	0.23%	0.24%	0.00%	0.48%	0.00%	0.15%	0.39%	0.00%	0.13%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.97%	0.12%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	815	20	18	19	22	9	12	21	16	20	17	10	14	26	17	16	26	32	24	17	12	11	15	19	8	21	23	20	4	21	14	14	15	12	22	12	20	23	25	30	15	14	6	22	14	12	17	2	12	0	4									
		1.47%	1.50%	1.58%	1.54%	1.62%	0.75%	1.66%	1.50%	1.63%	1.62%	1.73%	1.18%	1.75%	1.45%	1.48%	1.40%	2.50%	2.33%	1.47%	1.53%	1.21%	1.27%	1.56%	1.58%	0.87%	1.49%	1.51%	1.52%	0.33%	2.02%	1.41%	1.60%	1.77%	1.24%	1.49%	0.99%	1.54%	1.79%	1.96%	1.95%	1.50%	1.41%	0.48%	1.49%	1.37%	1.46%	1.44%	0.24%	1.49%	0.00%	1.49%									
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
