Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Хангаласская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	307	6	1	5	8	3	5	4	7	14	3	7	6	15	9	25	3	19	43	9	9	7	2	46	18	3	2	10	6	7	5									
14	Число погашенных неиспользованных открепительных удостоверений	115	0	0	2	2	0	3	2	1	0	1	0	0	11	0	6	8	17	21	4	9	0	0	18	0	0	4	0	0	4	2									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	85	1	0	6	1	2	0	1	4	2	0	0	1	3	3	1	5	6	16	6	8	2	0	6	0	0	3	4	3	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	129	6	2	5	1	2	4	3	3	6	3	7	0	22	6	1	4	10	11	7	3	5	0	7	3	1	2	2	3	0	0									
		1.03%	3.59%	1.10%	2.76%	0.25%	1.69%	1.97%	2.17%	0.65%	0.92%	4.62%	1.28%	0.00%	1.93%	0.92%	0.50%	1.19%	1.19%	0.78%	1.92%	0.30%	1.08%	0.00%	0.76%	0.67%	0.95%	0.64%	0.48%	2.33%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	448	2	4	3	7	10	6	7	12	38	2	13	1	28	20	6	15	40	42	26	40	16	11	26	8	4	19	18	4	15	5									
		3.57%	1.20%	2.21%	1.66%	1.73%	8.47%	2.96%	5.07%	2.58%	5.81%	3.08%	2.39%	3.03%	2.45%	3.05%	2.97%	4.46%	4.76%	2.97%	7.12%	3.98%	3.47%	5.14%	2.83%	1.79%	3.81%	6.09%	4.31%	3.10%	4.53%	5.10%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	309	0	3	5	17	1	9	5	13	26	2	6	0	35	15	3	11	24	46	7	29	7	5	13	7	0	5	5	2	3	5									
		2.46%	0.00%	1.66%	2.76%	4.20%	0.85%	4.43%	3.62%	2.80%	3.98%	3.08%	1.10%	0.00%	3.07%	2.29%	1.49%	3.27%	2.86%	3.26%	1.92%	2.89%	1.52%	2.34%	1.42%	1.57%	0.00%	1.60%	1.20%	1.55%	0.91%	5.10%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5872	90	106	116	239	39	81	60	247	247	29	238	21	488	313	92	156	379	593	131	413	256	81	475	294	46	133	228	75	154	52									
		46.81%	53.89%	58.56%	64.09%	59.01%	33.05%	39.90%	43.48%	53.12%	37.77%	44.62%	43.67%	63.64%	42.77%	47.79%	45.54%	46.43%	45.12%	41.99%	35.89%	41.09%	55.53%	37.85%	51.74%	65.77%	43.81%	42.63%	54.55%	58.14%	46.53%	53.06%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	101	2	4	1	6	0	0	0	3	3	1	5	0	9	6	0	1	5	20	7	6	4	3	8	0	0	2	2	2	1	0									
		0.81%	1.20%	2.21%	0.55%	1.48%	0.00%	0.00%	0.00%	0.65%	0.46%	1.54%	0.92%	0.00%	0.79%	0.92%	0.00%	0.30%	0.60%	1.42%	1.92%	0.60%	0.87%	1.40%	0.87%	0.00%	0.00%	0.64%	0.48%	1.55%	0.30%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	102	1	1	0	1	0	1	2	4	4	0	4	0	2	2	3	4	4	19	1	6	5	4	10	0	2	2	11	2	5	2									
		0.81%	0.60%	0.55%	0.00%	0.25%	0.00%	0.49%	1.45%	0.86%	0.61%	0.00%	0.73%	0.00%	0.18%	0.31%	1.49%	1.19%	0.48%	1.35%	0.27%	0.60%	1.08%	1.87%	1.09%	0.00%	1.90%	0.64%	2.63%	1.55%	1.51%	2.04%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1200	37	18	10	34	6	18	2	7	25	0	128	2	329	156	29	52	84	104	32	23	11	8	25	12	2	7	10	4	9	16									
		9.57%	22.16%	9.94%	5.52%	8.40%	5.08%	8.87%	1.45%	1.51%	3.82%	0.00%	23.49%	6.06%	28.83%	23.82%	14.36%	15.48%	10.00%	7.37%	8.77%	2.29%	2.39%	3.74%	2.72%	2.68%	1.90%	2.24%	2.39%	3.10%	2.72%	16.33%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	35	0	1	0	1	0	0	0	1	4	0	3	0	2	0	1	1	2	6	3	3	2	1	1	1	0	0	1	0	1	0									
		0.28%	0.00%	0.55%	0.00%	0.25%	0.00%	0.00%	0.00%	0.22%	0.61%	0.00%	0.55%	0.00%	0.18%	0.00%	0.50%	0.30%	0.24%	0.42%	0.82%	0.30%	0.43%	0.47%	0.11%	0.22%	0.00%	0.00%	0.24%	0.00%	0.30%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	65	1	1	2	2	0	2	0	0	3	0	2	0	2	4	1	2	8	16	4	4	3	0	2	0	0	2	2	0	2	0									
		0.52%	0.60%	0.55%	1.10%	0.49%	0.00%	0.99%	0.00%	0.00%	0.46%	0.00%	0.37%	0.00%	0.18%	0.61%	0.50%	0.60%	0.95%	1.13%	1.10%	0.40%	0.65%	0.00%	0.22%	0.00%	0.00%	0.64%	0.48%	0.00%	0.60%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	22	1	0	0	0	1	0	1	3	0	1	1	0	1	1	0	0	2	2	0	1	2	0	1	1	0	0	1	0	2	0									
		0.18%	0.60%	0.00%	0.00%	0.00%	0.85%	0.00%	0.72%	0.65%	0.00%	1.54%	0.18%	0.00%	0.09%	0.15%	0.00%	0.00%	0.24%	0.14%	0.00%	0.10%	0.43%	0.00%	0.11%	0.22%	0.00%	0.00%	0.24%	0.00%	0.60%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	110	0	0	1	1	0	1	0	4	3	0	5	0	9	4	3	4	12	20	8	14	2	1	3	4	0	2	3	1	3	2									
		0.88%	0.00%	0.00%	0.55%	0.25%	0.00%	0.49%	0.00%	0.86%	0.46%	0.00%	0.92%	0.00%	0.79%	0.61%	1.49%	1.19%	1.43%	1.42%	2.19%	1.39%	0.43%	0.47%	0.33%	0.89%	0.00%	0.64%	0.72%	0.78%	0.91%	2.04%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2101	12	8	13	40	32	37	12	83	113	11	71	7	118	69	43	60	156	321	93	211	57	39	145	51	33	95	83	16	57	15									
		16.75%	7.19%	4.42%	7.18%	9.88%	27.12%	18.23%	8.70%	17.85%	17.28%	16.92%	13.03%	21.21%	10.34%	10.53%	21.29%	17.86%	18.57%	22.73%	25.48%	20.99%	12.36%	18.22%	15.80%	11.41%	31.43%	30.45%	19.86%	12.40%	17.22%	15.31%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	35	0	1	0	0	0	1	0	2	3	0	3	0	1	3	0	1	3	6	1	2	2	1	1	1	0	0	1	2	0	0									
		0.28%	0.00%	0.55%	0.00%	0.00%	0.00%	0.49%	0.00%	0.43%	0.46%	0.00%	0.55%	0.00%	0.09%	0.46%	0.00%	0.30%	0.36%	0.42%	0.27%	0.20%	0.43%	0.47%	0.11%	0.22%	0.00%	0.00%	0.24%	1.55%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1809	7	29	23	52	27	40	43	76	164	16	48	2	71	47	16	20	96	180	45	233	85	51	184	61	16	40	47	17	73	0									
		14.42%	4.19%	16.02%	12.71%	12.84%	22.88%	19.70%	31.16%	16.34%	25.08%	24.62%	8.81%	6.06%	6.22%	7.18%	7.92%	5.95%	11.43%	12.75%	12.33%	23.18%	18.44%	23.83%	20.04%	13.65%	15.24%	12.82%	11.24%	13.18%	22.05%	0.00%									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
