14	Число неиспользованных открепительных удостоверений	93	2	0	1	0	2	0	2	1	0	0	0	3	0	0	7	0	2	0	0	1	0	0	8	3	0	0	0	1	0	6	5	0	7	0	1	7	0	2	5	0	0	0	4	0	0	0	1	0	0	1	0	0	0	0	1	0	0	2	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	621	8	7	13	9	3	3	10	6	18	15	3	11	3	7	16	15	13	7	16	5	6	4	5	1	9	8	6	11	9	4	6	6	12	10	8	1	12	18	14	8	4	4	10	12	11	5	6	22	8	0	13	7	10	8	12	2	7	1	10	5	5	9	4	9	19	21	0	0	0	0	0	0	1	1	0	0	0	3	0	1	2	4	0	3	6	2	1	0	0	1	0	1	0	2	0	0	2	0	2	1	12	6	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																																																								
19	Жириновский Владимир Вольфович	5311	71	70	50	50	51	14	51	82	69	98	41	44	37	23	112	80	41	72	38	23	35	77	75	19	146	80	12	81	44	55	39	101	24	56	167	15	95	35	82	46	104	9	31	50	75	32	53	105	83	23	94	98	24	41	67	35	51	78	70	38	8	45	39	61	67	110	30	11	4	101	25	8	8	17	25	4	3	78	29	8	94	58	24	75	59	40	13	1	21	18	10	16	4	16	15	28	40	12	30	129	78	86	21	7	15	13	18	125	2									
		4.71%	3.72%	3.75%	2.82%	3.08%	10.28%	2.16%	3.32%	6.07%	3.25%	5.31%	4.73%	2.95%	2.59%	2.30%	5.76%	5.50%	2.04%	2.97%	1.75%	1.92%	2.41%	6.88%	3.23%	7.36%	9.35%	9.14%	0.73%	3.89%	2.51%	7.49%	2.35%	11.83%	2.35%	2.70%	11.74%	13.89%	4.63%	1.85%	5.42%	2.11%	9.02%	1.71%	3.18%	6.05%	5.08%	2.60%	9.48%	10.93%	7.31%	7.44%	7.50%	6.50%	1.63%	2.89%	5.12%	2.92%	2.24%	9.79%	4.53%	2.89%	0.58%	2.68%	10.99%	3.11%	6.96%	8.78%	9.17%	12.64%	7.69%	19.20%	5.75%	7.55%	5.41%	4.82%	12.38%	2.38%	2.75%	7.90%	7.57%	4.52%	6.08%	3.48%	5.63%	8.89%	3.20%	5.72%	9.77%	1.35%	12.73%	7.23%	12.50%	5.48%	2.65%	12.90%	10.27%	5.63%	5.64%	8.82%	6.47%	9.32%	3.86%	10.41%	3.60%	1.05%	7.94%	2.75%	5.54%	9.18%	6.45%									
20	Зюганов Геннадий Андреевич	12635	154	171	204	137	60	45	137	294	161	173	138	161	126	79	136	247	207	168	194	34	108	182	201	34	80	145	204	170	159	182	156	209	81	244	369	26	183	189	302	163	289	54	65	129	110	91	99	171	244	94	263	103	128	127	162	89	204	170	150	115	212	125	81	168	188	230	71	26	6	24	18	11	28	28	7	25	16	40	48	30	185	149	47	236	127	118	22	4	24	23	3	33	25	27	33	50	48	32	62	221	141	167	46	32	13	15	48	50	2									
		11.21%	8.07%	9.16%	11.50%	8.45%	12.10%	6.93%	8.91%	21.78%	7.58%	9.37%	15.92%	10.78%	8.83%	7.92%	6.99%	16.99%	10.32%	6.93%	8.96%	2.84%	7.44%	16.25%	8.65%	13.18%	5.12%	16.57%	12.36%	8.17%	9.06%	24.80%	9.40%	24.47%	7.92%	11.75%	25.95%	24.07%	8.93%	9.97%	19.97%	7.48%	25.07%	10.27%	6.67%	15.62%	7.45%	7.40%	17.71%	17.79%	21.48%	30.42%	20.97%	6.83%	8.71%	8.94%	12.39%	7.44%	8.98%	21.33%	9.70%	8.75%	15.37%	7.43%	22.82%	8.57%	19.54%	18.36%	21.71%	29.89%	11.54%	4.56%	4.14%	10.38%	18.92%	7.93%	3.47%	14.88%	14.68%	4.05%	12.53%	16.95%	11.96%	8.94%	11.03%	27.96%	6.88%	16.88%	16.54%	5.41%	14.55%	9.24%	3.75%	11.30%	16.56%	21.77%	22.60%	10.06%	6.77%	23.53%	13.36%	15.97%	6.97%	20.22%	7.88%	4.82%	6.88%	3.18%	14.77%	3.67%	6.45%									
21	Миронов Сергей Михайлович	2685	21	57	4	20	15	14	23	54	45	34	35	30	35	19	32	55	38	47	57	11	31	40	30	3	21	26	25	20	41	56	40	46	16	16	104	2	56	21	49	45	68	11	16	34	16	20	21	33	27	14	44	11	20	29	13	29	47	26	17	34	9	42	10	48	26	44	12	2	2	7	0	0	2	9	1	11	3	84	13	5	40	48	6	40	52	4	2	3	3	6	2	7	6	6	8	8	11	2	16	46	74	34	9	2	13	4	9	29	1									
		2.38%	1.10%	3.05%	0.23%	1.23%	3.02%	2.16%	1.50%	4.00%	2.12%	1.84%	4.04%	2.01%	2.45%	1.90%	1.65%	3.78%	1.90%	1.94%	2.63%	0.92%	2.14%	3.57%	1.29%	1.16%	1.34%	2.97%	1.51%	0.96%	2.34%	7.63%	2.41%	5.39%	1.56%	0.77%	7.31%	1.85%	2.73%	1.11%	3.24%	2.06%	5.90%	2.09%	1.64%	4.12%	1.08%	1.63%	3.76%	3.43%	2.38%	4.53%	3.51%	0.73%	1.36%	2.04%	0.99%	2.42%	2.07%	3.26%	1.10%	2.59%	0.65%	2.50%	2.82%	2.45%	2.70%	3.51%	3.67%	2.30%	3.85%	1.33%	0.00%	0.00%	1.35%	2.55%	0.50%	6.55%	2.75%	8.51%	3.39%	2.82%	2.59%	2.88%	1.41%	4.74%	2.82%	0.57%	1.50%	4.05%	1.82%	2.41%	2.50%	2.40%	3.97%	4.84%	5.48%	1.61%	1.55%	1.47%	3.45%	3.32%	3.66%	4.12%	1.54%	0.30%	6.88%	0.85%	2.77%	2.13%	3.23%									
22	Прохоров Михаил Дмитриевич	4667	63	42	72	70	37	25	61	105	102	41	60	57	48	41	64	125	42	119	98	12	42	90	120	8	45	58	67	59	52	79	78	72	41	28	148	9	89	42	102	72	117	19	19	54	19	39	38	56	64	12	73	15	47	57	20	25	68	45	38	52	7	42	37	65	52	59	14	4	3	40	1	2	3	8	6	2	2	56	21	8	40	61	10	50	91	1	7	1	12	5	2	28	6	10	12	20	15	5	24	101	85	54	15	17	8	8	17	67	1									
		4.14%	3.30%	2.25%	4.06%	4.32%	7.46%	3.85%	3.97%	7.78%	4.80%	2.22%	6.92%	3.82%	3.36%	4.11%	3.29%	8.60%	2.09%	4.91%	4.52%	1.00%	2.89%	8.04%	5.16%	3.10%	2.88%	6.63%	4.06%	2.83%	2.96%	10.76%	4.70%	8.43%	4.01%	1.35%	10.41%	8.33%	4.34%	2.22%	6.75%	3.30%	10.15%	3.61%	1.95%	6.54%	1.29%	3.17%	6.80%	5.83%	5.63%	3.88%	5.82%	0.99%	3.20%	4.01%	1.53%	2.09%	2.99%	5.65%	2.46%	3.95%	0.51%	2.50%	10.42%	3.32%	5.41%	4.71%	4.28%	4.60%	5.77%	7.60%	0.23%	1.89%	2.03%	2.27%	2.97%	1.19%	1.83%	5.67%	5.48%	4.52%	2.59%	3.66%	2.35%	5.92%	4.93%	0.14%	5.26%	1.35%	7.27%	2.01%	2.50%	9.59%	3.97%	8.06%	8.22%	4.02%	2.12%	3.68%	5.17%	7.30%	4.20%	6.54%	2.57%	2.56%	4.23%	1.69%	5.23%	4.92%	3.23%									
23	Путин Владимир Владимирович	86324	1593	1524	1438	1345	330	535	1246	802	1727	1495	586	1197	1173	829	1594	920	1671	1991	1762	1112	1222	722	1881	194	1255	549	1341	1732	1456	348	1336	405	847	1681	610	56	1605	1574	961	1842	556	422	837	549	1244	1031	348	582	695	158	761	1265	1239	1154	1016	1013	1875	468	1253	1071	1136	1424	180	1611	610	777	197	44	36	336	387	82	104	289	161	125	83	715	269	126	1178	1342	333	430	1512	527	89	65	102	191	61	202	109	65	70	385	588	82	327	859	1637	474	481	599	139	430	228	1079	24									
		76.57%	83.45%	81.63%	81.06%	82.92%	66.53%	82.43%	81.07%	59.41%	81.27%	80.94%	67.59%	80.12%	82.20%	83.07%	81.99%	63.27%	83.34%	82.14%	81.35%	92.74%	84.22%	64.46%	80.94%	75.19%	80.35%	62.74%	81.22%	83.19%	83.01%	47.41%	80.53%	47.42%	82.80%	80.93%	42.90%	51.85%	78.29%	83.02%	63.56%	84.50%	48.22%	80.23%	85.93%	66.46%	84.28%	83.82%	62.25%	60.56%	61.18%	51.13%	60.69%	83.94%	84.29%	81.27%	77.68%	84.63%	82.53%	58.72%	81.05%	81.44%	82.38%	84.66%	50.70%	82.19%	63.41%	62.01%	60.24%	50.57%	69.23%	63.88%	88.97%	77.36%	70.27%	81.87%	79.70%	74.40%	76.15%	72.44%	70.23%	71.19%	76.15%	80.55%	78.17%	50.95%	81.95%	75.39%	66.92%	87.84%	61.82%	76.71%	76.25%	69.18%	72.19%	52.42%	47.95%	77.46%	82.93%	60.29%	70.47%	62.07%	80.92%	57.38%	82.36%	90.21%	73.54%	91.10%	70.15%	79.22%	77.42%									
																																																																																																																								
																																																																																																																								
																																																																																																																								
																																																																																																																								
																																																																																																																								
																																																																																																																								
																																																																																																																								
																																																																																																																								
																																																																																																																								
																																																																																																																								
																																																																																																																								
																																																																																																																								
																																																																																																																								
																																																																																																																								
																																																																																																																								
																																																																																																																								
																																																																																																																								
																																																																																																																								
																																																																																																																								
																																																																																																																								
																																																																																																																								
																																																																																																																								
																																																																																																																								
																																																																																																																								
																																																																																																																								
																																																																																																																								
																																																																																																																								
