Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																	
Дата голосования: 04.12.2011																																																	
																																																	
Наименование Избирательной комиссии:    Лысковская																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1249	УИК №1250	УИК №1251	УИК №1252	УИК №1253	УИК №1254	УИК №1255	УИК №1256	УИК №1257	УИК №1258	УИК №1259	УИК №1260	УИК №1261	УИК №1262	УИК №1263	УИК №1264	УИК №1265	УИК №1266	УИК №1267	УИК №1268	УИК №1269	УИК №1271	УИК №1272	УИК №1273					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	609	22	8	28	22	15	23	18	22	20	18	18	18	20	19	10	10	10	10	18	2	10	15	8	15	5	10	10	9	12	15	10	10	10	1	5	54	20	6	13	10	20	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	565	22	8	27	22	15	23	18	22	20	18	18	18	20	19	10	7	2	0	18	2	10	14	6	15	5	3	10	9	12	15	9	10	10	1	1	54	20	6	13	10	20	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	735	5	2	1	3	33	17	6	37	21	21	32	7	10	36	5	1	15	3	38	5	14	26	32	7	35	27	25	16	8	11	34	23	29	19	5	3	34	5	2	60	15	7					
14	Число погашенных неиспользованных открепительных удостоверений	44	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	8	10	0	0	0	1	2	0	0	7	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	7					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	35	1	0	2	2	1	3	0	3	0	5	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	5	0	1	0	1	0	3	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2048	88	56	117	135	62	137	46	104	84	105	85	78	81	75	27	8	16	11	64	26	19	26	14	55	50	19	20	8	14	24	52	16	22	48	9	70	28	18	46	13	69	3					
		11.68%	13.08%	11.09%	15.56%	13.45%	10.51%	11.22%	10.85%	13.90%	14.92%	15.22%	13.04%	10.48%	12.31%	13.56%	8.06%	5.84%	11.85%	5.64%	10.58%	15.12%	8.19%	10.97%	11.38%	17.35%	11.06%	7.12%	6.45%	8.00%	7.91%	9.64%	10.83%	8.84%	9.65%	12.94%	9.00%	11.02%	7.53%	16.51%	12.14%	12.26%	10.39%	3.66%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1747	69	60	77	74	53	128	57	60	43	63	60	63	81	66	53	19	10	12	61	11	13	27	6	33	46	22	28	6	25	26	46	19	24	41	14	68	36	7	66	3	60	11					
		9.97%	10.25%	11.88%	10.24%	7.37%	8.98%	10.48%	13.44%	8.02%	7.64%	9.13%	9.20%	8.47%	12.31%	11.93%	15.82%	13.87%	7.41%	6.15%	10.08%	6.40%	5.60%	11.39%	4.88%	10.41%	10.18%	8.24%	9.03%	6.00%	14.12%	10.44%	9.58%	10.50%	10.53%	11.05%	14.00%	10.71%	9.68%	6.42%	17.41%	2.83%	9.04%	13.41%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	140	3	3	3	12	5	8	6	8	3	6	5	8	9	3	4	0	2	2	2	0	4	0	0	3	6	0	3	0	3	3	1	0	1	3	1	11	2	0	3	0	3	1					
		0.80%	0.45%	0.59%	0.40%	1.20%	0.85%	0.66%	1.42%	1.07%	0.53%	0.87%	0.77%	1.08%	1.37%	0.54%	1.19%	0.00%	1.48%	1.03%	0.33%	0.00%	1.72%	0.00%	0.00%	0.95%	1.33%	0.00%	0.97%	0.00%	1.69%	1.20%	0.21%	0.00%	0.44%	0.81%	1.00%	1.73%	0.54%	0.00%	0.79%	0.00%	0.45%	1.22%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	6410	281	202	332	470	230	520	156	303	237	267	258	240	249	210	88	39	50	56	241	48	68	52	30	95	178	87	101	17	59	74	181	50	56	145	12	196	118	26	119	15	237	17					
		36.57%	41.75%	40.00%	44.15%	46.81%	38.98%	42.59%	36.79%	40.51%	42.10%	38.70%	39.57%	32.26%	37.84%	37.97%	26.27%	28.47%	37.04%	28.72%	39.83%	27.91%	29.31%	21.94%	24.39%	29.97%	39.38%	32.58%	32.58%	17.00%	33.33%	29.72%	37.71%	27.62%	24.56%	39.08%	12.00%	30.87%	31.72%	23.85%	31.40%	14.15%	35.69%	20.73%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	203	2	2	12	11	17	18	7	13	3	13	4	11	9	9	4	3	1	1	2	0	2	4	3	2	4	1	3	1	1	7	3	0	0	4	1	5	2	0	6	1	10	1					
		1.16%	0.30%	0.40%	1.60%	1.10%	2.88%	1.47%	1.65%	1.74%	0.53%	1.88%	0.61%	1.48%	1.37%	1.63%	1.19%	2.19%	0.74%	0.51%	0.33%	0.00%	0.86%	1.69%	2.44%	0.63%	0.88%	0.37%	0.97%	1.00%	0.56%	2.81%	0.63%	0.00%	0.00%	1.08%	1.00%	0.79%	0.54%	0.00%	1.58%	0.94%	1.51%	1.22%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6743	199	178	200	299	212	398	148	257	187	230	233	336	221	180	154	68	53	111	224	86	119	123	62	125	166	133	153	64	71	110	188	96	123	121	63	276	181	56	137	74	279	49					
		38.47%	29.57%	35.25%	26.60%	29.78%	35.93%	32.60%	34.91%	34.36%	33.21%	33.33%	35.74%	45.16%	33.59%	32.55%	45.97%	49.64%	39.26%	56.92%	37.02%	50.00%	51.29%	51.90%	50.41%	39.43%	36.73%	49.81%	49.35%	64.00%	40.11%	44.18%	39.17%	53.04%	53.95%	32.61%	63.00%	43.46%	48.66%	51.38%	36.15%	69.81%	42.02%	59.76%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	58	1	0	2	1	3	5	2	0	0	1	3	2	2	2	1	0	2	0	4	0	1	1	1	2	1	0	0	2	2	3	4	0	0	2	0	2	1	1	1	0	3	0					
		0.33%	0.15%	0.00%	0.27%	0.10%	0.51%	0.41%	0.47%	0.00%	0.00%	0.14%	0.46%	0.27%	0.30%	0.36%	0.30%	0.00%	1.48%	0.00%	0.66%	0.00%	0.43%	0.42%	0.81%	0.63%	0.22%	0.00%	0.00%	2.00%	1.13%	1.20%	0.83%	0.00%	0.00%	0.54%	0.00%	0.31%	0.27%	0.92%	0.26%	0.00%	0.45%	0.00%					
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
