Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																
Дата голосования: 07.12.2003 0:00:00																																																																
																																																																
Наименование Избирательной комиссии:    Спасская																																																																
																																																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																
																																																																
		Сумма	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	570	5	5	5	10	5	10	10	5	5	10	5	5	5	10	10	15	20	10	15	10	10	10	10	10	10	10	10	5	10	5	5	10	10	10	5	5	5	10	5	10	10	5	10	10	10	5	10	15	10	10	20	15	25	20	15	15	25					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	80	0	0	0	1	0	1	1	0	0	1	2	1	0	2	0	0	2	0	3	0	1	0	5	1	1	1	1	0	2	0	1	1	0	3	0	1	0	2	0	0	0	0	0	0	1	0	1	1	1	1	3	3	8	10	4	9	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	156	3	3	2	0	7	0	4	3	5	3	0	0	3	3	6	0	6	1	2	2	2	4	10	5	4	0	1	1	5	0	2	1	2	6	0	0	2	3	1	6	13	4	0	0	3	1	1	2	6	2	2	0	7	2	3	1	1					
14	Число погашенных открепительных удостоверений	490	5	5	5	9	5	9	9	5	5	9	3	4	5	8	10	15	18	10	12	10	9	10	5	9	9	9	9	5	8	5	4	9	10	7	5	4	5	8	5	10	10	5	10	10	9	5	9	14	9	9	17	12	17	10	11	6	21					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																
18	"1. ""ЕДИНЕНИЕ"""	192	10	0	2	7	2	3	3	3	1	4	5	2	2	2	4	5	5	1	4	3	11	2	2	3	4	6	2	1	6	1	2	4	7	5	0	1	1	5	1	4	3	2	2	1	2	0	4	6	0	1	3	3	5	9	3	7	5					
		1.21%	6.94%	0.0%	2.98%	2.02%	2.40%	1.44%	1.18%	1.86%	1.19%	1.73%	2.89%	1.36%	1.40%	0.72%	1.33%	1.18%	0.90%	0.39%	1.05%	1.07%	2.87%	1.09%	0.30%	0.98%	1.58%	1.6%	0.71%	0.76%	1.80%	1.72%	1.36%	2.07%	2.78%	2.0%	0.0%	1.26%	1.25%	1.12%	0.90%	1.55%	1.38%	1.47%	0.68%	0.40%	0.99%	0.0%	1.50%	1.20%	0.0%	0.44%	0.54%	0.83%	0.62%	1.36%	0.74%	1.11%	0.78%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	208	1	0	0	3	2	3	2	1	1	7	1	5	4	3	5	2	3	4	4	4	1	0	11	2	3	1	1	1	1	0	4	1	0	16	0	1	1	20	2	4	0	1	5	3	0	0	1	4	0	0	8	7	13	11	7	11	12					
		1.31%	0.69%	0.0%	0.0%	0.86%	2.40%	1.44%	0.79%	0.62%	1.19%	3.03%	0.57%	3.40%	2.81%	1.09%	1.66%	0.47%	0.54%	1.58%	1.05%	1.43%	0.26%	0.0%	1.67%	0.65%	1.18%	0.26%	0.35%	0.76%	0.30%	0.0%	2.73%	0.51%	0.0%	6.4%	0.0%	1.26%	1.25%	4.49%	1.81%	1.55%	0.0%	0.73%	1.70%	1.20%	0.0%	0.0%	0.37%	0.80%	0.0%	0.0%	1.45%	1.93%	1.62%	1.67%	1.73%	1.75%	1.87%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	2046	14	14	15	45	6	46	32	37	9	42	29	14	18	27	29	65	55	28	62	47	69	23	62	47	29	56	45	15	47	13	14	32	47	28	7	12	16	52	24	40	37	16	42	31	47	15	47	111	19	42	42	23	72	64	29	47	50					
		12.89%	9.72%	9.09%	22.38%	13.04%	7.22%	22.11%	12.64%	22.98%	10.71%	18.18%	16.76%	9.52%	12.67%	9.81%	9.66%	15.40%	10.0%	11.11%	16.31%	16.84%	18.01%	12.63%	9.42%	15.46%	11.46%	14.93%	16.12%	11.53%	14.11%	22.41%	9.58%	16.58%	18.72%	11.2%	9.09%	15.18%	20.0%	11.68%	21.81%	15.56%	17.12%	11.76%	14.33%	12.5%	23.38%	25.42%	17.73%	22.37%	10.05%	18.50%	7.63%	6.37%	8.98%	9.72%	7.19%	7.50%	7.81%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	236	0	0	1	0	2	0	2	6	0	3	1	1	0	3	2	11	3	1	3	1	1	8	11	0	4	1	2	3	3	0	7	4	0	6	1	4	0	6	6	5	3	0	9	1	0	1	4	4	3	7	13	9	25	10	10	13	12					
		1.48%	0.0%	0.0%	1.49%	0.0%	2.40%	0.0%	0.79%	3.72%	0.0%	1.29%	0.57%	0.68%	0.0%	1.09%	0.66%	2.60%	0.54%	0.39%	0.78%	0.35%	0.26%	4.39%	1.67%	0.0%	1.58%	0.26%	0.71%	2.30%	0.90%	0.0%	4.79%	2.07%	0.0%	2.4%	1.29%	5.06%	0.0%	1.34%	5.45%	1.94%	1.38%	0.0%	3.07%	0.40%	0.0%	1.69%	1.50%	0.80%	1.58%	3.08%	2.36%	2.49%	3.12%	1.51%	2.48%	2.07%	1.87%					
22	"5. ""За Русь Святую"""	60	0	1	2	6	0	1	3	0	0	1	3	0	0	0	0	2	1	0	1	1	0	1	1	1	2	2	3	1	0	0	0	1	0	1	0	0	0	0	1	1	1	0	1	2	0	0	1	1	0	1	1	4	6	2	2	1	0					
		0.37%	0.0%	0.64%	2.98%	1.73%	0.0%	0.48%	1.18%	0.0%	0.0%	0.43%	1.73%	0.0%	0.0%	0.0%	0.0%	0.47%	0.18%	0.0%	0.26%	0.35%	0.0%	0.54%	0.15%	0.32%	0.79%	0.53%	1.07%	0.76%	0.0%	0.0%	0.0%	0.51%	0.0%	0.4%	0.0%	0.0%	0.0%	0.0%	0.90%	0.38%	0.46%	0.0%	0.34%	0.80%	0.0%	0.0%	0.37%	0.20%	0.0%	0.44%	0.18%	1.10%	0.74%	0.30%	0.49%	0.15%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	33	0	0	0	1	0	0	3	0	1	0	1	0	1	0	0	5	1	0	1	1	0	0	0	0	0	0	2	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	2	0	0	2	1	2	2					
		0.20%	0.0%	0.0%	0.0%	0.28%	0.0%	0.0%	1.18%	0.0%	1.19%	0.0%	0.57%	0.0%	0.70%	0.0%	0.0%	1.18%	0.18%	0.0%	0.26%	0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.71%	0.0%	0.0%	3.44%	0.0%	0.0%	0.39%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.40%	0.99%	1.69%	0.0%	0.0%	0.0%	0.0%	0.36%	0.0%	0.0%	0.30%	0.24%	0.31%	0.31%					
24	"7. ""Новый курс - Автомобильная Россия"""	74	1	0	1	4	0	1	2	0	0	1	0	2	0	0	0	1	2	2	1	2	0	1	6	2	1	0	0	0	5	0	3	0	0	1	0	1	0	0	0	0	1	0	2	0	0	0	1	0	1	0	8	3	5	3	2	5	3					
		0.46%	0.69%	0.0%	1.49%	1.15%	0.0%	0.48%	0.79%	0.0%	0.0%	0.43%	0.0%	1.36%	0.0%	0.0%	0.0%	0.23%	0.36%	0.79%	0.26%	0.71%	0.0%	0.54%	0.91%	0.65%	0.39%	0.0%	0.0%	0.0%	1.50%	0.0%	2.05%	0.0%	0.0%	0.4%	0.0%	1.26%	0.0%	0.0%	0.0%	0.0%	0.46%	0.0%	0.68%	0.0%	0.0%	0.0%	0.37%	0.0%	0.52%	0.0%	1.45%	0.83%	0.62%	0.45%	0.49%	0.79%	0.46%					
25	"8. ""Народно-республиканская партия России"""	39	0	0	2	2	0	3	0	0	0	1	3	0	0	1	0	0	2	2	2	0	2	0	2	1	0	3	0	1	0	0	0	2	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	2	2					
		0.24%	0.0%	0.0%	2.98%	0.57%	0.0%	1.44%	0.0%	0.0%	0.0%	0.43%	1.73%	0.0%	0.0%	0.36%	0.0%	0.0%	0.36%	0.79%	0.52%	0.0%	0.52%	0.0%	0.30%	0.32%	0.0%	0.8%	0.0%	0.76%	0.0%	0.0%	0.0%	1.03%	0.0%	0.0%	0.0%	0.0%	1.25%	0.0%	0.90%	0.0%	0.0%	0.0%	0.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.15%	0.24%	0.31%	0.31%					
26	"9. ""Российская экологическая партия ""Зеленые"""	33	2	0	0	1	0	0	1	0	0	0	0	0	2	1	0	1	3	0	0	0	1	0	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	2	0	1	0	0	1	2	1	0	1	2	3	1					
		0.20%	1.38%	0.0%	0.0%	0.28%	0.0%	0.0%	0.39%	0.0%	0.0%	0.0%	0.0%	0.0%	1.40%	0.36%	0.0%	0.23%	0.54%	0.0%	0.0%	0.0%	0.26%	0.0%	0.15%	0.0%	0.0%	0.26%	0.35%	0.0%	0.30%	0.0%	0.0%	0.0%	0.0%	0.4%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.34%	0.0%	0.99%	0.0%	0.37%	0.0%	0.0%	0.44%	0.36%	0.27%	0.0%	0.15%	0.49%	0.47%	0.15%					
27	"10. ""Аграрная партия России"""	1079	11	4	1	44	3	4	7	15	2	13	13	4	38	68	51	65	67	32	22	69	40	7	23	17	5	35	21	10	46	2	7	17	11	20	0	2	5	20	4	12	7	1	15	20	13	4	5	15	0	6	18	15	30	32	17	14	30					
		6.80%	7.63%	2.59%	1.49%	12.75%	3.61%	1.92%	2.76%	9.31%	2.38%	5.62%	7.51%	2.72%	26.76%	24.72%	17.0%	15.40%	12.18%	12.69%	5.78%	24.73%	10.44%	3.84%	3.49%	5.59%	1.97%	9.33%	7.52%	7.69%	13.81%	3.44%	4.79%	8.80%	4.38%	8.0%	0.0%	2.53%	6.25%	4.49%	3.63%	4.66%	3.24%	0.73%	5.11%	8.06%	6.46%	6.77%	1.88%	3.02%	0.0%	2.64%	3.27%	4.15%	3.74%	4.86%	4.21%	2.23%	4.68%					
28	"11. ""Истинные патриоты России"""	25	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	8	0	0	2	0	1	1	1	1					
		0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.48%	0.0%	0.0%	0.0%	0.0%	0.57%	0.0%	0.0%	0.36%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.39%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.38%	0.0%	0.0%	0.34%	0.0%	0.0%	0.0%	0.0%	0.20%	4.23%	0.0%	0.0%	0.55%	0.0%	0.15%	0.24%	0.15%	0.15%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	147	0	4	0	1	0	2	1	0	1	4	1	3	2	4	1	3	7	0	9	2	4	3	12	1	4	1	4	0	0	0	2	0	0	1	0	2	1	1	3	1	2	0	6	2	1	0	0	4	0	0	6	5	10	5	8	11	2					
		0.92%	0.0%	2.59%	0.0%	0.28%	0.0%	0.96%	0.39%	0.0%	1.19%	1.73%	0.57%	2.04%	1.40%	1.45%	0.33%	0.71%	1.27%	0.0%	2.36%	0.71%	1.04%	1.64%	1.82%	0.32%	1.58%	0.26%	1.43%	0.0%	0.0%	0.0%	1.36%	0.0%	0.0%	0.4%	0.0%	2.53%	1.25%	0.22%	2.72%	0.38%	0.92%	0.0%	2.04%	0.80%	0.49%	0.0%	0.0%	0.80%	0.0%	0.0%	1.09%	1.38%	1.24%	0.75%	1.98%	1.75%	0.31%					
30	"13. ""Демократическая партия России"""	49	1	1	0	1	0	0	0	2	0	1	0	0	0	1	0	1	1	0	4	0	1	1	3	3	0	1	1	0	0	0	0	2	0	0	0	0	1	2	2	1	1	1	2	0	0	0	0	2	1	1	2	2	0	1	2	1	2					
		0.30%	0.69%	0.64%	0.0%	0.28%	0.0%	0.0%	0.0%	1.24%	0.0%	0.43%	0.0%	0.0%	0.0%	0.36%	0.0%	0.23%	0.18%	0.0%	1.05%	0.0%	0.26%	0.54%	0.45%	0.98%	0.0%	0.26%	0.35%	0.0%	0.0%	0.0%	0.0%	1.03%	0.0%	0.0%	0.0%	0.0%	1.25%	0.44%	1.81%	0.38%	0.46%	0.73%	0.68%	0.0%	0.0%	0.0%	0.0%	0.40%	0.52%	0.44%	0.36%	0.55%	0.0%	0.15%	0.49%	0.15%	0.31%					
31	"14. ""Великая Россия - Евразийский Союз"""	37	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	1	1	0	1	2	2	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	3	0	0	0	0	0	0	2	0	4	3	2	2	0	0					
		0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.38%	0.0%	0.0%	1.36%	0.0%	0.0%	0.0%	0.23%	0.18%	0.0%	0.26%	0.71%	0.52%	0.54%	0.15%	0.32%	0.39%	0.26%	0.35%	0.0%	0.0%	0.0%	0.0%	0.51%	0.0%	0.0%	0.0%	0.0%	1.25%	0.44%	0.0%	0.0%	0.0%	0.0%	1.02%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.88%	0.0%	1.10%	0.37%	0.30%	0.49%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	21	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	2	1	0	2	2	0	0	0	1	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	0					
		0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.57%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%	0.35%	0.52%	0.54%	0.0%	0.65%	0.79%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	0.39%	0.0%	0.0%	1.26%	0.0%	0.44%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	0.24%	0.63%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	894	3	5	0	17	16	11	15	5	1	6	4	9	6	10	7	7	32	24	34	13	12	19	47	36	22	12	14	7	10	4	5	11	20	15	3	4	0	27	4	14	13	7	15	13	9	5	10	28	9	10	20	24	55	42	31	38	54					
		5.63%	2.08%	3.24%	0.0%	4.92%	19.27%	5.28%	5.92%	3.10%	1.19%	2.59%	2.31%	6.12%	4.22%	3.63%	2.33%	1.65%	5.81%	9.52%	8.94%	4.65%	3.13%	10.43%	7.14%	11.84%	8.69%	3.2%	5.01%	5.38%	3.00%	6.89%	3.42%	5.69%	7.96%	6.0%	3.89%	5.06%	0.0%	6.06%	3.63%	5.44%	6.01%	5.14%	5.11%	5.24%	4.47%	8.47%	3.77%	5.64%	4.76%	4.40%	3.63%	6.64%	6.86%	6.38%	7.69%	6.07%	8.43%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	70	0	2	0	3	0	1	2	2	0	1	2	0	0	0	3	0	3	0	0	1	2	1	0	2	0	0	0	2	0	0	1	0	0	24	0	0	0	0	0	1	1	1	0	0	0	0	1	0	2	1	0	3	2	2	2	2	0					
		0.44%	0.0%	1.29%	0.0%	0.86%	0.0%	0.48%	0.79%	1.24%	0.0%	0.43%	1.15%	0.0%	0.0%	0.0%	1.0%	0.0%	0.54%	0.0%	0.0%	0.35%	0.52%	0.54%	0.0%	0.65%	0.0%	0.0%	0.0%	1.53%	0.0%	0.0%	0.68%	0.0%	0.0%	9.6%	0.0%	0.0%	0.0%	0.0%	0.0%	0.38%	0.46%	0.73%	0.0%	0.0%	0.0%	0.0%	0.37%	0.0%	1.05%	0.44%	0.0%	0.83%	0.24%	0.30%	0.49%	0.31%	0.0%					
35	"18. ""ЛДПР"""	1584	8	25	5	25	3	17	37	22	10	32	15	13	15	42	37	50	60	29	35	15	14	23	49	32	22	28	12	6	38	2	5	15	23	19	8	7	7	38	11	32	29	19	24	38	3	10	20	73	7	24	52	32	76	69	44	112	66					
		9.98%	5.55%	16.23%	7.46%	7.24%	3.61%	8.17%	14.62%	13.66%	11.90%	13.85%	8.67%	8.84%	10.56%	15.27%	12.33%	11.84%	10.90%	11.50%	9.21%	5.37%	3.65%	12.63%	7.44%	10.52%	8.69%	7.46%	4.30%	4.61%	11.41%	3.44%	3.42%	7.77%	9.16%	7.6%	10.38%	8.86%	8.75%	8.53%	10.0%	12.45%	13.42%	13.97%	8.19%	15.32%	1.49%	16.94%	7.54%	14.71%	3.70%	10.57%	9.45%	8.86%	9.48%	10.48%	10.91%	17.89%	10.31%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	197	0	1	0	4	0	2	4	1	1	6	2	1	1	1	1	6	4	2	3	1	6	0	9	5	6	2	3	4	2	0	2	6	7	5	1	0	1	8	1	3	4	3	6	3	0	0	3	11	2	4	5	5	13	8	3	6	9					
		1.24%	0.0%	0.64%	0.0%	1.15%	0.0%	0.96%	1.58%	0.62%	1.19%	2.59%	1.15%	0.68%	0.70%	0.36%	0.33%	1.42%	0.72%	0.79%	0.78%	0.35%	1.56%	0.0%	1.36%	1.64%	2.37%	0.53%	1.07%	3.07%	0.60%	0.0%	1.36%	3.10%	2.78%	2.0%	1.29%	0.0%	1.25%	1.79%	0.90%	1.16%	1.85%	2.20%	2.04%	1.20%	0.0%	0.0%	1.13%	2.21%	1.05%	1.76%	0.90%	1.38%	1.62%	1.21%	0.74%	0.95%	1.40%					
37	"20. ""Политическая партия ""Единая Россия"""	5871	60	66	28	105	33	84	119	36	40	85	56	60	17	77	126	95	129	60	82	70	173	61	304	101	110	126	119	48	82	28	69	55	54	79	53	31	26	185	38	95	82	65	80	98	80	12	84	150	109	96	284	158	355	259	152	266	276					
		37.01%	41.66%	42.85%	41.79%	30.43%	39.75%	40.38%	47.03%	22.36%	47.61%	36.79%	32.36%	40.81%	11.97%	28.0%	42.0%	22.51%	23.45%	23.80%	21.57%	25.08%	45.16%	33.51%	46.20%	33.22%	43.47%	33.6%	42.65%	36.92%	24.62%	48.27%	47.26%	28.49%	21.51%	31.6%	68.83%	39.24%	32.5%	41.57%	34.54%	36.96%	37.96%	47.79%	27.30%	39.51%	39.80%	20.33%	31.69%	30.24%	57.67%	42.29%	51.63%	43.76%	44.31%	39.36%	37.71%	42.49%	43.12%					
38	"21. ""Российская Конституционно-демократическая партия"""	40	0	0	0	1	0	1	0	2	0	0	1	1	1	3	1	1	3	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	2	1	0	0	1	1	0	2	2	1	0	1	1	4	1	0	0	1					
		0.25%	0.0%	0.0%	0.0%	0.28%	0.0%	0.48%	0.0%	1.24%	0.0%	0.0%	0.57%	0.68%	0.70%	1.09%	0.33%	0.23%	0.54%	0.0%	0.26%	0.0%	0.26%	0.0%	0.15%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	3.75%	0.0%	0.0%	0.77%	0.46%	0.0%	0.0%	0.40%	0.49%	0.0%	0.75%	0.40%	0.52%	0.0%	0.18%	0.27%	0.49%	0.15%	0.0%	0.0%	0.15%					
39	"22. ""Развитие предпринимательства"""	37	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	1	0	0	1	0	2	0	0	0	2	0	0	0	0	0	2	1	1	0	0	1	1	0	0	1	0	3	0	0	1	6	1	2	1	0					
		0.23%	0.0%	0.64%	0.0%	0.57%	1.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.78%	1.64%	0.15%	0.0%	0.0%	0.26%	0.0%	1.53%	0.0%	0.0%	0.0%	1.03%	0.0%	0.0%	0.0%	0.0%	0.0%	0.44%	0.90%	0.38%	0.0%	0.0%	0.34%	0.40%	0.0%	0.0%	0.37%	0.0%	1.58%	0.0%	0.0%	0.27%	0.74%	0.15%	0.49%	0.15%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2055	30	26	7	49	11	20	5	22	15	14	27	24	20	24	23	75	126	48	94	40	26	24	76	31	16	72	36	20	58	5	16	33	59	21	4	7	15	52	7	22	26	14	59	14	35	3	71	64	16	15	47	42	75	94	57	42	81					
		12.95%	20.83%	16.88%	10.44%	14.20%	13.25%	9.61%	1.97%	13.66%	17.85%	6.06%	15.60%	16.32%	14.08%	8.72%	7.66%	17.77%	22.90%	19.04%	24.73%	14.33%	6.78%	13.18%	11.55%	10.19%	6.32%	19.2%	12.90%	15.38%	17.41%	8.62%	10.95%	17.09%	23.50%	8.4%	5.19%	8.86%	18.75%	11.68%	6.36%	8.56%	12.03%	10.29%	20.13%	5.64%	17.41%	5.08%	26.79%	12.90%	8.46%	6.60%	8.54%	11.63%	9.36%	14.28%	14.14%	6.70%	12.65%					
																																																																
41	Против всех	611	3	1	1	13	4	7	12	5	0	7	7	4	13	7	6	18	32	14	12	5	5	0	27	16	14	21	6	6	22	1	8	2	2	8	0	6	0	13	2	15	3	5	13	13	2	0	9	16	7	16	28	13	37	32	18	31	23					
		3.85%	2.08%	0.64%	1.49%	3.76%	4.81%	3.36%	4.74%	3.10%	0.0%	3.03%	4.04%	2.72%	9.15%	2.54%	2.0%	4.26%	5.81%	5.55%	3.15%	1.79%	1.30%	0.0%	4.10%	5.26%	5.53%	5.6%	2.15%	4.61%	6.60%	1.72%	5.47%	1.03%	0.79%	3.2%	0.0%	7.59%	0.0%	2.92%	1.81%	5.83%	1.38%	3.67%	4.43%	5.24%	0.99%	0.0%	3.39%	3.22%	3.70%	7.04%	5.09%	3.60%	4.61%	4.86%	4.46%	4.95%	3.59%					
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
