Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    Озерская городская																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №2076	УИК №2077	УИК №2078	УИК №2079	УИК №2080	УИК №2081	УИК №2082	УИК №2083	УИК №2084	УИК №2085	УИК №2086	УИК №2087	УИК №2088	УИК №2089	УИК №2090	УИК №2091	УИК №2092	УИК №2093	УИК №2094	УИК №2095	УИК №2096	УИК №2097	УИК №2098	УИК №2099	УИК №2100	УИК №2101	УИК №2102	УИК №2103									
		0.12%	0.00%	0.95%	0.37%	0.60%	0.16%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.19%	0.00%	0.00%	0.27%	0.00%	0.00%	0.27%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	140	1	7	0	3	11	7	4	12	3	13	5	5	8	5	8	9	0	5	3	4	6	7	2	2	1	2	5	2									
		1.43%	0.46%	3.33%	0.00%	1.81%	1.71%	1.16%	1.11%	2.20%	0.86%	2.97%	2.20%	1.52%	1.49%	1.75%	1.37%	3.15%	0.00%	1.51%	0.91%	0.68%	1.13%	1.44%	1.85%	0.54%	0.58%	1.57%	1.34%	0.81%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1891	47	46	63	40	131	144	84	108	57	7	41	71	111	64	121	61	8	84	76	118	82	99	20	53	21	18	68	48									
		19.32%	21.76%	21.90%	23.60%	24.10%	20.34%	23.76%	23.40%	19.82%	16.33%	1.60%	18.06%	21.58%	20.63%	22.38%	20.72%	21.33%	10.67%	25.38%	23.17%	20.00%	15.38%	20.41%	18.52%	14.44%	12.14%	14.17%	18.28%	19.35%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	42	1	0	3	1	3	5	0	1	2	0	0	2	6	1	2	1	2	0	2	1	5	1	0	3	0	0	0	0									
		0.43%	0.46%	0.00%	1.12%	0.60%	0.47%	0.83%	0.00%	0.18%	0.57%	0.00%	0.00%	0.61%	1.12%	0.35%	0.34%	0.35%	2.67%	0.00%	0.61%	0.17%	0.94%	0.21%	0.00%	0.82%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	280	6	3	11	6	16	23	8	21	12	15	6	6	26	7	30	9	4	12	8	10	12	2	3	3	7	1	8	5									
		2.86%	2.78%	1.43%	4.12%	3.61%	2.48%	3.80%	2.23%	3.85%	3.44%	3.42%	2.64%	1.82%	4.83%	2.45%	5.14%	3.15%	5.33%	3.63%	2.44%	1.69%	2.25%	0.41%	2.78%	0.82%	4.05%	0.79%	2.15%	2.02%									
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
