Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																														
Дата голосования: 18.09.2016																														
																														
Наименование Избирательной комиссии:    Анивская																														
																														
Сводная таблица итогов голосования по федеральному избирательному округу																														
																														
		Сумма	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №361	УИК №362	УИК №363	УИК №367									
24	"6. Политическая партия ""Гражданская Платформа"""	7	2	0	0	1	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0									
		0.12%	0.40%	0.00%	0.00%	1.19%	0.00%	0.00%	0.00%	0.00%	0.65%	0.58%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1227	108	58	12	17	28	31	18	100	83	37	3	232	132	101	18	30	84	119	16									
		20.97%	21.82%	30.05%	15.58%	20.24%	22.22%	17.61%	17.65%	27.86%	27.04%	21.64%	4.23%	17.79%	21.02%	20.36%	18.37%	21.13%	20.10%	21.83%	27.12%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	24	4	1	0	0	0	1	0	2	1	1	0	6	5	1	0	1	1	0	0									
		0.41%	0.81%	0.52%	0.00%	0.00%	0.00%	0.57%	0.00%	0.56%	0.33%	0.58%	0.00%	0.46%	0.80%	0.20%	0.00%	0.70%	0.24%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	39	4	3	3	1	0	1	0	7	3	0	0	2	5	3	0	0	1	5	1									
		0.67%	0.81%	1.55%	3.90%	1.19%	0.00%	0.57%	0.00%	1.95%	0.98%	0.00%	0.00%	0.15%	0.80%	0.60%	0.00%	0.00%	0.24%	0.92%	1.69%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	1	0	0	0	0	0	0	1	0	0	0	6	2	0	0	0	0	1	0									
		0.19%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.46%	0.32%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	68	15	3	0	0	4	0	0	5	4	0	0	16	5	5	0	4	6	1	0									
		1.16%	3.03%	1.55%	0.00%	0.00%	3.17%	0.00%	0.00%	1.39%	1.30%	0.00%	0.00%	1.23%	0.80%	1.01%	0.00%	2.82%	1.44%	0.18%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	907	61	27	18	11	26	28	21	62	47	37	20	131	111	74	18	23	71	116	5									
		15.50%	12.32%	13.99%	23.38%	13.10%	20.63%	15.91%	20.59%	17.27%	15.31%	21.64%	28.17%	10.05%	17.68%	14.92%	18.37%	16.20%	16.99%	21.28%	8.47%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	33	7	0	1	0	0	1	0	4	2	1	1	5	5	3	0	0	3	0	0									
		0.56%	1.41%	0.00%	1.30%	0.00%	0.00%	0.57%	0.00%	1.11%	0.65%	0.58%	1.41%	0.38%	0.80%	0.60%	0.00%	0.00%	0.72%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	153	19	7	3	0	4	2	2	11	10	3	2	20	23	12	7	3	12	11	2									
		2.61%	3.84%	3.63%	3.90%	0.00%	3.17%	1.14%	1.96%	3.06%	3.26%	1.75%	2.82%	1.53%	3.66%	2.42%	7.14%	2.11%	2.87%	2.02%	3.39%									
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
