Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Арсеньевская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	32	11	2	0	0	1	0	0	0	0	3	1	0	1	1	0	0	8	0	1	0	0	3									
		0.65%	1.06%	0.22%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	2.16%	1.33%	0.00%	1.35%	1.16%	0.00%	0.00%	3.08%	0.00%	0.79%	0.00%	0.00%	0.88%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0									
		0.06%	0.00%	0.11%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	37	9	9	2	0	0	1	0	0	1	0	0	0	0	0	3	1	4	3	0	1	2	1									
		0.75%	0.86%	0.99%	1.23%	0.00%	0.00%	0.55%	0.00%	0.00%	0.89%	0.00%	0.00%	0.00%	0.00%	0.00%	1.78%	0.91%	1.54%	1.99%	0.00%	1.09%	0.53%	0.29%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	611	142	131	27	8	12	12	4	11	18	12	11	21	12	16	28	12	27	10	15	11	37	34									
		12.47%	13.63%	14.54%	16.67%	8.08%	6.52%	6.59%	6.45%	22.45%	16.07%	8.63%	14.67%	19.44%	16.22%	18.60%	16.57%	10.91%	10.38%	6.62%	11.81%	11.96%	9.79%	10.03%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	10	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3									
		0.20%	0.00%	0.22%	1.23%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.88%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	101	27	23	1	1	1	1	0	0	4	2	0	0	1	2	2	0	5	4	3	4	17	3									
		2.06%	2.59%	2.55%	0.62%	1.01%	0.54%	0.55%	0.00%	0.00%	3.57%	1.44%	0.00%	0.00%	1.35%	2.33%	1.18%	0.00%	1.92%	2.65%	2.36%	4.35%	4.50%	0.88%									
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
