Выборы Президента Российской Федерации																																														
																																														
Наименование Избирательной комиссии:    Октябрьская																																														
																																														
Итоги голосования 																																														
																																														
		Сумма	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108					
11	Число полученных открепительных  удостоверений	1500	20	30	40	40	40	40	40	40	40	45	5	30	40	40	40	40	60	40	40	40	30	20	40	40	60	70	40	40	40	40	40	40	40	40	40	40	40	20	30					
12	Число выданных открепительных удостоверений	1092	4	21	38	26	32	22	24	25	28	15	0	11	28	36	33	37	54	37	35	29	24	15	35	23	47	64	36	31	40	28	40	21	28	30	36	17	23	4	15					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	494	8	13	4	17	3	10	5	5	6	38	0	12	8	8	8	6	9	16	87	2	12	0	9	15	26	15	7	10	4	9	24	13	15	11	40	3	3	8	5					
14	Число неиспользованных открепительных удостоверений	408	16	9	2	14	8	18	16	15	12	30	5	19	12	4	7	3	6	3	5	11	6	5	5	17	13	6	4	9	0	12	0	19	12	10	4	23	17	16	15					
15	"Число открепительных удостоверений, выданных в ТИК"	33	0	1	1	0	1	2	0	2	0	0	0	0	0	0	2	0	3	0	1	1	3	0	1	1	2	0	0	0	2	0	0	3	1	0	4	2	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																														
18	. Глазьев Сергей Юрьевич	578	5	12	8	33	11	13	10	20	15	15	1	9	13	8	13	9	2	35	12	10	3	14	16	30	23	14	45	21	19	14	12	21	20	19	10	19	12	7	5					
		0.86%	0.92%	0.96%	0.40%	1.77%	0.61%	0.78%	0.53%	1.12%	0.74%	0.84%	0.18%	0.60%	0.66%	0.44%	0.72%	0.52%	0.10%	1.69%	0.64%	0.55%	0.24%	1.68%	0.79%	1.46%	1.24%	0.71%	2.43%	1.02%	0.92%	0.66%	0.59%	1.01%	1.13%	1.02%	0.54%	1.09%	0.63%	0.86%	0.42%					
19	. Малышкин Олег Александрович	358	1	2	3	10	4	11	13	7	7	6	1	20	6	2	12	12	6	20	14	16	2	3	11	10	0	7	9	8	8	10	18	16	9	37	16	6	9	2	4					
		0.53%	0.18%	0.16%	0.15%	0.54%	0.22%	0.66%	0.68%	0.39%	0.35%	0.34%	0.18%	1.34%	0.30%	0.11%	0.66%	0.70%	0.30%	0.96%	0.75%	0.88%	0.16%	0.36%	0.55%	0.49%	0.00%	0.36%	0.49%	0.39%	0.39%	0.47%	0.89%	0.77%	0.51%	2.00%	0.86%	0.35%	0.47%	0.24%	0.33%					
20	. Миронов Сергей Михайлович	318	5	7	2	3	3	6	3	11	20	10	0	18	7	2	5	46	7	1	2	2	3	0	2	9	10	2	6	3	4	48	0	11	5	15	12	4	21	2	1					
		0.47%	0.92%	0.56%	0.10%	0.16%	0.17%	0.36%	0.16%	0.62%	0.99%	0.56%	0.00%	1.21%	0.35%	0.11%	0.28%	2.68%	0.35%	0.05%	0.11%	0.11%	0.24%	0.00%	0.10%	0.44%	0.54%	0.10%	0.32%	0.15%	0.19%	2.27%	0.00%	0.53%	0.28%	0.81%	0.65%	0.23%	1.10%	0.24%	0.08%					
21	. Путин Владимир Владимирович	62958	508	1176	1868	1749	1688	1574	1797	1675	1921	1690	539	1397	1902	1719	1708	1595	1955	1914	1754	1705	1178	783	1907	1936	1705	1843	1704	1940	1936	1989	1901	1956	1644	1710	1739	1599	1771	768	1115					
		93.91%	93.90%	94.08%	93.78%	93.78%	94.35%	93.97%	94.43%	94.00%	95.00%	94.78%	99.08%	93.82%	95.96%	94.24%	94.05%	92.79%	97.99%	92.24%	93.35%	93.99%	95.46%	94.00%	94.50%	93.98%	91.77%	94.03%	92.01%	93.99%	94.03%	94.00%	94.02%	94.04%	92.67%	92.23%	93.65%	92.00%	92.67%	94.00%	93.07%					
22	. Хакамада Ирина Муцуовна	669	4	16	4	36	28	8	13	18	10	11	0	27	15	15	14	17	10	46	68	2	3	7	25	16	7	16	11	15	12	24	20	30	24	14	31	24	16	7	5					
		1.00%	0.74%	1.28%	0.20%	1.93%	1.57%	0.48%	0.68%	1.01%	0.49%	0.62%	0.00%	1.81%	0.76%	0.82%	0.77%	0.99%	0.50%	2.22%	3.62%	0.11%	0.24%	0.84%	1.24%	0.78%	0.38%	0.82%	0.59%	0.73%	0.58%	1.13%	0.99%	1.44%	1.35%	0.76%	1.67%	1.38%	0.84%	0.86%	0.42%					
23	. Харитонов Николай Михайлович	1556	18	31	103	31	36	36	57	42	34	40	1	10	20	59	27	8	5	35	4	59	37	26	53	54	60	63	71	58	55	20	50	35	41	33	27	74	48	27	68					
		2.32%	3.33%	2.48%	5.17%	1.66%	2.01%	2.15%	3.00%	2.36%	1.68%	2.24%	0.18%	0.67%	1.01%	3.23%	1.49%	0.47%	0.25%	1.69%	0.21%	3.25%	3.00%	3.12%	2.63%	2.62%	3.23%	3.21%	3.83%	2.81%	2.67%	0.95%	2.47%	1.68%	2.31%	1.78%	1.45%	4.26%	2.51%	3.30%	5.68%					
																																														
24	Против всех	374	0	6	2	3	13	21	3	9	10	6	2	8	9	13	25	14	10	20	10	15	5	0	4	5	9	8	2	9	25	11	21	11	24	11	11	10	7	2	0					
		0.56%	0.00%	0.48%	0.10%	0.16%	0.73%	1.25%	0.16%	0.51%	0.49%	0.34%	0.37%	0.54%	0.45%	0.71%	1.38%	0.81%	0.50%	0.96%	0.53%	0.83%	0.41%	0.00%	0.20%	0.24%	0.48%	0.41%	0.11%	0.44%	1.21%	0.52%	1.04%	0.53%	1.35%	0.59%	0.59%	0.58%	0.37%	0.24%	0.00%					
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
