7	Число избирательных бюллетеней в переносных ящиках для голосования	2711	55	37	21	46	55	38	85	28	23	55	33	60	36	32	37	53	21	42	33	60	31	56	51	31	44	27	39	61	27	35	26	39	21	71	42	39	23	32	15	17	33	23	24	29	13	37	14	12	36	44	40	42	34	43	31	9	18	35	28	20	27	23	12	17	7	28	28	29	35	26	24	204	82	9	18									
8	Число бюллетеней в стационарных ящиках для голосования	102951	1227	943	1282	1104	1129	1327	967	833	1085	1310	939	1375	1241	1403	1305	1101	1182	1231	1281	1335	1435	1330	1484	1316	1349	1743	1591	1534	1375	1447	1487	1345	1007	1990	1469	1463	1311	1392	1524	1525	1385	1691	1128	1369	1301	1338	1241	1218	1730	1767	1549	1509	1494	1256	1647	1574	1261	1359	1619	1600	1463	1586	979	1663	1873	1239	1443	1881	1728	1580	1678	470	0	1801	1814									
9	Число недействительных избирательных бюллетеней	1611	12	20	32	17	31	21	14	7	10	10	13	27	33	10	16	15	10	5	21	12	10	20	12	25	36	30	21	12	27	10	10	31	30	27	18	32	20	19	28	23	20	31	25	23	31	24	14	27	22	41	19	10	9	12	34	24	34	25	24	33	17	24	28	22	26	22	43	34	20	35	24	6	1	21	29									
10	Число действительных избирательных бюллетеней	104051	1270	960	1271	1133	1153	1344	1038	854	1098	1355	959	1408	1244	1425	1326	1139	1193	1268	1293	1383	1456	1366	1523	1322	1357	1740	1609	1583	1375	1472	1503	1353	998	2034	1493	1470	1314	1405	1511	1519	1398	1683	1127	1375	1283	1351	1241	1203	1744	1770	1570	1541	1519	1287	1644	1559	1245	1369	1623	1587	1473	1585	963	1658	1854	1245	1428	1876	1743	1571	1678	668	81	1789	1803									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																						
13	Бабурин Сергей Николаевич	695	9	6	15	6	16	5	8	5	7	8	3	8	6	4	7	8	12	3	2	3	15	7	13	15	12	15	20	19	3	13	14	7	7	1	5	11	10	6	11	12	8	13	5	16	6	6	13	4	23	8	14	16	8	9	12	8	6	9	18	15	11	8	5	11	3	6	12	6	10	14	12	2	0	12	9									
		0.66%	0.70%	0.61%	1.15%	0.52%	1.35%	0.37%	0.76%	0.58%	0.63%	0.59%	0.31%	0.56%	0.47%	0.28%	0.52%	0.69%	0.99%	0.24%	0.15%	0.22%	1.02%	0.51%	0.85%	1.11%	0.86%	0.85%	1.23%	1.19%	0.21%	0.88%	0.93%	0.51%	0.68%	0.05%	0.33%	0.73%	0.75%	0.42%	0.71%	0.78%	0.56%	0.76%	0.43%	1.14%	0.46%	0.44%	1.04%	0.33%	1.30%	0.44%	0.88%	1.03%	0.52%	0.69%	0.72%	0.51%	0.47%	0.65%	1.09%	0.93%	0.74%	0.50%	0.50%	0.65%	0.16%	0.47%	0.82%	0.31%	0.57%	0.87%	0.71%	0.30%	0.00%	0.66%	0.49%									
14	Грудинин Павел Николаевич	13427	63	122	187	153	67	169	141	130	75	144	77	210	188	172	110	178	133	127	128	115	96	181	188	165	199	285	128	233	110	118	89	116	193	202	111	242	109	182	247	58	189	268	203	192	200	165	124	149	110	164	293	115	106	146	280	312	188	234	266	271	246	280	202	262	378	221	232	290	237	275	175	71	2	357	283									
		12.71%	4.91%	12.45%	14.35%	13.30%	5.66%	12.38%	13.40%	15.10%	6.77%	10.55%	7.92%	14.63%	14.72%	11.99%	8.20%	15.42%	11.06%	9.98%	9.74%	8.24%	6.55%	13.06%	12.25%	12.25%	14.29%	16.10%	7.85%	14.61%	7.85%	7.96%	5.88%	8.38%	18.77%	9.80%	7.35%	16.11%	8.17%	12.78%	16.05%	3.76%	13.33%	15.64%	17.62%	13.73%	15.22%	12.00%	9.88%	12.11%	6.23%	9.06%	18.44%	7.41%	6.94%	11.24%	16.69%	19.71%	14.70%	16.79%	16.15%	16.73%	16.51%	17.40%	20.38%	15.60%	20.11%	17.44%	15.77%	15.18%	13.44%	17.12%	10.28%	10.53%	2.44%	19.72%	15.45%									
15	Жириновский Владимир Вольфович	4114	27	63	32	65	42	67	51	35	86	41	28	73	41	45	42	76	61	78	90	52	67	33	73	39	62	105	67	63	33	33	43	23	51	57	84	65	45	32	58	61	73	95	62	48	71	19	62	46	68	46	61	57	74	24	74	56	33	48	61	64	67	96	49	65	23	60	92	45	62	58	23	22	2	50	69									
		3.89%	2.11%	6.43%	2.46%	5.65%	3.55%	4.91%	4.85%	4.07%	7.76%	3.00%	2.88%	5.09%	3.21%	3.14%	3.13%	6.59%	5.07%	6.13%	6.85%	3.73%	4.57%	2.38%	4.76%	2.90%	4.45%	5.93%	4.11%	3.95%	2.35%	2.23%	2.84%	1.66%	4.96%	2.77%	5.56%	4.33%	3.37%	2.25%	3.77%	3.96%	5.15%	5.54%	5.38%	3.43%	5.40%	1.38%	4.94%	3.74%	3.85%	2.54%	3.84%	3.68%	4.84%	1.85%	4.41%	3.54%	2.58%	3.44%	3.70%	3.95%	4.50%	5.97%	4.94%	3.87%	1.22%	4.74%	6.25%	2.36%	3.52%	3.61%	1.35%	3.26%	2.44%	2.76%	3.77%									
16	Путин Владимир Владимирович	79117	1118	712	964	832	955	1026	764	649	867	1120	802	1023	920	1125	1111	790	946	1027	1024	1152	1194	1100	1080	1083	981	1191	1272	1157	1169	1264	1301	1156	671	1750	1202	1039	1093	1134	1080	1261	1013	1146	785	1040	897	1106	952	983	1431	1477	1081	1262	1238	1047	1145	1002	971	955	1123	1082	1052	1050	618	1189	1396	902	964	1408	1287	1086	1317	546	74	1134	1253									
		74.88%	87.21%	72.65%	73.98%	72.35%	80.66%	75.16%	72.62%	75.38%	78.25%	82.05%	82.51%	71.29%	72.04%	78.40%	82.79%	68.46%	78.64%	80.68%	77.93%	82.58%	81.45%	79.37%	70.36%	80.40%	70.42%	67.29%	78.04%	72.54%	83.38%	85.29%	85.99%	83.53%	65.27%	84.91%	79.55%	69.17%	81.93%	79.63%	70.18%	81.78%	71.44%	66.86%	68.14%	74.39%	68.26%	80.44%	75.86%	79.92%	81.03%	81.56%	68.03%	81.37%	81.02%	80.60%	68.24%	63.30%	75.92%	68.51%	68.18%	66.79%	70.60%	65.26%	62.36%	70.77%	74.26%	71.19%	65.53%	73.72%	73.00%	67.62%	77.38%	81.01%	90.24%	62.65%	68.40%									
17	Собчак Ксения Анатольевна	2816	10	27	21	33	13	40	34	15	31	2	18	36	31	30	29	39	13	23	35	23	29	15	68	3	46	72	49	49	19	18	12	18	38	12	33	42	17	20	55	19	49	82	30	24	39	4	46	3	47	29	57	26	29	22	63	96	17	55	70	70	46	67	42	53	31	33	62	63	67	61	73	11	1	117	94									
		2.67%	0.78%	2.76%	1.61%	2.87%	1.10%	2.93%	3.23%	1.74%	2.80%	0.15%	1.85%	2.51%	2.43%	2.09%	2.16%	3.38%	1.08%	1.81%	2.66%	1.65%	1.98%	1.08%	4.43%	0.22%	3.30%	4.07%	3.01%	3.07%	1.36%	1.21%	0.79%	1.30%	3.70%	0.58%	2.18%	2.80%	1.27%	1.40%	3.57%	1.23%	3.46%	4.78%	2.60%	1.72%	2.97%	0.29%	3.67%	0.24%	2.66%	1.60%	3.59%	1.68%	1.90%	1.69%	3.75%	6.06%	1.33%	3.95%	4.25%	4.32%	3.09%	4.16%	4.24%	3.15%	1.65%	2.60%	4.21%	3.30%	3.80%	3.80%	4.29%	1.63%	1.22%	6.46%	5.13%									
18	Сурайкин Максим Александрович	878	16	8	19	9	20	7	10	6	11	16	7	12	14	8	6	10	6	3	7	6	15	5	30	5	6	17	35	16	9	12	16	11	9	2	7	13	12	7	14	18	10	20	13	14	18	10	12	5	14	4	14	25	14	12	10	10	9	11	13	20	12	16	7	17	4	6	20	8	14	12	11	4	0	20	9									
		0.83%	1.25%	0.82%	1.46%	0.78%	1.69%	0.51%	0.95%	0.70%	0.99%	1.17%	0.72%	0.84%	1.10%	0.56%	0.45%	0.87%	0.50%	0.24%	0.53%	0.43%	1.02%	0.36%	1.95%	0.37%	0.43%	0.96%	2.15%	1.00%	0.64%	0.81%	1.06%	0.79%	0.88%	0.10%	0.46%	0.87%	0.90%	0.49%	0.91%	1.17%	0.71%	1.17%	1.13%	1.00%	1.37%	0.73%	0.96%	0.41%	0.79%	0.22%	0.88%	1.61%	0.92%	0.92%	0.60%	0.63%	0.70%	0.79%	0.79%	1.23%	0.81%	0.99%	0.71%	1.01%	0.21%	0.47%	1.36%	0.42%	0.79%	0.75%	0.65%	0.59%	0.00%	1.10%	0.49%									
19	Титов Борис Юрьевич	1029	11	12	11	13	19	5	11	2	2	1	7	16	19	18	10	13	10	3	5	10	23	5	22	8	17	16	16	16	12	9	13	7	12	2	20	14	8	8	13	61	14	17	11	15	21	8	12	6	16	13	13	15	5	11	20	27	7	18	21	19	9	26	11	24	5	6	17	14	16	20	18	2	1	39	32									
		0.97%	0.86%	1.22%	0.84%	1.13%	1.60%	0.37%	1.05%	0.23%	0.18%	0.07%	0.72%	1.11%	1.49%	1.25%	0.75%	1.13%	0.83%	0.24%	0.38%	0.72%	1.57%	0.36%	1.43%	0.59%	1.22%	0.90%	0.98%	1.00%	0.86%	0.61%	0.86%	0.51%	1.17%	0.10%	1.32%	0.93%	0.60%	0.56%	0.84%	3.96%	0.99%	0.99%	0.95%	1.07%	1.60%	0.58%	0.96%	0.49%	0.91%	0.72%	0.82%	0.97%	0.33%	0.85%	1.19%	1.71%	0.55%	1.29%	1.28%	1.17%	0.60%	1.62%	1.11%	1.43%	0.27%	0.47%	1.16%	0.73%	0.91%	1.25%	1.06%	0.30%	1.22%	2.15%	1.75%									
20	Явлинский Григорий Алексеевич	1975	16	10	22	22	21	25	19	12	19	23	17	30	25	23	11	25	12	4	2	22	17	20	49	4	34	39	22	30	20	5	15	15	17	8	31	44	20	16	33	29	42	42	18	26	31	33	20	7	35	29	37	25	45	16	40	48	14	39	51	46	30	42	29	37	14	11	29	42	50	45	49	10	1	60	54									
		1.87%	1.25%	1.02%	1.69%	1.91%	1.77%	1.83%	1.81%	1.39%	1.71%	1.68%	1.75%	2.09%	1.96%	1.60%	0.82%	2.17%	0.99%	0.31%	0.15%	1.58%	1.16%	1.44%	3.19%	0.30%	2.44%	2.20%	1.35%	1.88%	1.43%	0.34%	0.99%	1.08%	1.65%	0.39%	2.05%	2.93%	1.50%	1.12%	2.14%	1.88%	2.96%	2.45%	1.56%	1.86%	2.36%	2.40%	1.59%	0.57%	1.98%	1.60%	2.33%	1.61%	2.95%	1.23%	2.38%	3.03%	1.09%	2.80%	3.10%	2.84%	2.01%	2.61%	2.93%	2.20%	0.74%	0.87%	1.97%	2.20%	2.84%	2.80%	2.88%	1.48%	1.22%	3.31%	2.95%									
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
