Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																		
Дата голосования: 04.12.2011																																																																		
																																																																		
Наименование Избирательной комиссии:    Ковылкинская																																																																		
																																																																		
Сводная таблица результатов выборов																																																																		
																																																																		
		Сумма	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391					
		0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.75%	0.35%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.49%	1.02%	0.15%	0.40%	0.00%	2.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.30%	0.10%	0.00%	0.00%	0.00%	0.08%	0.15%	0.23%	0.47%	0.22%	0.27%	0.27%	0.11%	0.00%	0.00%	0.00%	0.28%	0.00%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	53	1	0	0	0	0	0	0	0	3	0	1	0	0	1	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	7	0	0	0	1	0	1	0	1	0	0	1	1	0	0	0	1	0	14	0	2	2	2	4	4	0	0	2	0					
		0.16%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.33%	0.00%	0.68%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	4.86%	0.00%	0.00%	0.00%	0.45%	0.00%	0.17%	0.00%	0.38%	0.00%	0.00%	0.30%	0.10%	0.00%	0.00%	0.00%	0.08%	0.00%	1.59%	0.00%	0.11%	0.11%	0.11%	0.21%	0.22%	0.00%	0.00%	0.28%	0.00%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0					
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	196	0	1	1	0	0	2	1	5	0	3	1	0	5	4	0	0	3	0	0	2	2	2	1	1	0	0	1	6	0	0	6	0	3	0	3	1	1	1	1	1	1	0	1	0	1	1	3	3	56	6	6	7	12	4	10	14	4	7	2					
		0.58%	0.00%	0.41%	0.27%	0.00%	0.00%	0.40%	0.29%	0.42%	0.00%	0.51%	0.68%	0.00%	1.12%	0.87%	0.00%	0.00%	0.52%	0.00%	0.00%	0.39%	0.52%	0.46%	0.46%	0.65%	0.00%	0.00%	0.51%	0.46%	0.00%	0.00%	4.17%	0.00%	1.58%	0.00%	1.36%	0.49%	0.17%	0.53%	0.38%	0.22%	0.62%	0.00%	0.10%	0.00%	0.26%	0.17%	0.24%	0.44%	6.36%	0.70%	0.34%	0.38%	0.65%	0.21%	0.56%	0.78%	0.53%	0.96%	0.70%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	33640	225	240	376	149	246	495	347	1188	220	582	146	240	442	454	170	133	571	1202	172	515	376	433	215	154	313	410	193	1289	248	176	128	123	187	418	216	202	594	189	263	448	160	331	1042	277	376	603	1221	678	808	843	1775	1819	1838	1874	1777	1783	746	716	285					
		99.10%	99.56%	99.59%	99.73%	100.00%	100.00%	99.60%	99.71%	99.33%	97.78%	99.49%	98.65%	100.00%	98.88%	98.91%	100.00%	99.25%	99.13%	100.00%	100.00%	99.23%	98.69%	99.54%	99.54%	99.35%	100.00%	99.51%	98.47%	99.38%	99.60%	99.44%	88.89%	100.00%	98.42%	99.52%	98.18%	99.51%	99.66%	99.47%	99.25%	99.56%	99.38%	99.40%	99.62%	100.00%	99.21%	99.83%	99.59%	99.41%	91.82%	98.83%	99.33%	99.18%	98.98%	99.47%	99.22%	99.22%	99.47%	98.49%	99.30%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
