Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Южнопортовый район																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №1632	УИК №1633	УИК №1634	УИК №1635	УИК №1636	УИК №1637	УИК №1638	УИК №1639	УИК №1640	УИК №1641	УИК №1642	УИК №1643	УИК №1644	УИК №1645	УИК №1646	УИК №1647	УИК №1648	УИК №1649	УИК №1650	УИК №1651	УИК №1652	УИК №1653	УИК №1654	УИК №3713	УИК №3714									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	290	13	8	13	3	25	13	11	15	6	11	7	11	22	13	13	13	8	4	16	9	9	22	11	1	13									
		1.98%	1.56%	1.08%	2.02%	2.61%	3.83%	2.36%	1.37%	2.05%	3.24%	1.60%	1.30%	2.20%	3.09%	1.91%	2.07%	2.18%	2.44%	0.83%	2.27%	1.65%	1.91%	2.36%	1.06%	1.89%	2.92%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	498	29	27	23	0	27	18	27	26	3	27	14	9	21	31	17	23	13	10	17	14	10	43	47	0	22									
		3.41%	3.48%	3.63%	3.57%	0.00%	4.14%	3.27%	3.35%	3.55%	1.62%	3.92%	2.60%	1.80%	2.95%	4.55%	2.71%	3.87%	3.96%	2.07%	2.41%	2.56%	2.12%	4.61%	4.52%	0.00%	4.94%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5505	297	237	235	36	234	201	329	278	55	230	212	169	301	267	254	223	122	173	244	208	176	354	430	26	214									
		37.67%	35.61%	31.90%	36.49%	31.30%	35.89%	36.48%	40.87%	37.93%	29.73%	33.38%	39.33%	33.73%	42.28%	39.15%	40.45%	37.48%	37.20%	35.82%	34.61%	38.03%	37.29%	37.94%	41.35%	49.06%	48.09%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	285	16	17	6	3	7	17	8	19	5	7	8	14	19	17	11	8	6	16	15	11	10	12	23	7	3									
		1.95%	1.92%	2.29%	0.93%	2.61%	1.07%	3.09%	0.99%	2.59%	2.70%	1.02%	1.48%	2.79%	2.67%	2.49%	1.75%	1.34%	1.83%	3.31%	2.13%	2.01%	2.12%	1.29%	2.21%	13.21%	0.67%									
24	"6. Политическая партия ""Гражданская Платформа"""	39	1	2	1	1	1	1	2	0	0	0	5	0	2	1	3	4	0	3	5	2	1	0	2	0	2									
		0.27%	0.12%	0.27%	0.16%	0.87%	0.15%	0.18%	0.25%	0.00%	0.00%	0.00%	0.93%	0.00%	0.28%	0.15%	0.48%	0.67%	0.00%	0.62%	0.71%	0.37%	0.21%	0.00%	0.19%	0.00%	0.45%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2093	117	109	100	19	92	62	133	101	35	90	61	70	106	105	95	100	39	57	110	54	81	150	133	7	67									
		14.32%	14.03%	14.67%	15.53%	16.52%	14.11%	11.25%	16.52%	13.78%	18.92%	13.06%	11.32%	13.97%	14.89%	15.40%	15.13%	16.81%	11.89%	11.80%	15.60%	9.87%	17.16%	16.08%	12.79%	13.21%	15.06%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	430	31	17	14	5	25	21	17	23	3	32	20	14	13	25	17	17	7	21	26	16	14	15	32	1	4									
		2.94%	3.72%	2.29%	2.17%	4.35%	3.83%	3.81%	2.11%	3.14%	1.62%	4.64%	3.71%	2.79%	1.83%	3.67%	2.71%	2.86%	2.13%	4.35%	3.69%	2.93%	2.97%	1.61%	3.08%	1.89%	0.90%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	530	33	39	26	9	22	15	26	28	7	20	15	22	33	17	17	21	18	15	28	30	19	29	37	1	3									
		3.63%	3.96%	5.25%	4.04%	7.83%	3.37%	2.72%	3.23%	3.82%	3.78%	2.90%	2.78%	4.39%	4.63%	2.49%	2.71%	3.53%	5.49%	3.11%	3.97%	5.48%	4.03%	3.11%	3.56%	1.89%	0.67%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	23	1	1	0	0	1	2	1	1	1	2	5	0	0	3	0	0	0	0	2	1	0	1	1	0	0									
		0.16%	0.12%	0.13%	0.00%	0.00%	0.15%	0.36%	0.12%	0.14%	0.54%	0.29%	0.93%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.28%	0.18%	0.00%	0.11%	0.10%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1294	88	91	73	14	72	61	57	67	26	75	45	53	52	46	34	51	24	49	65	35	40	74	78	3	21									
		8.85%	10.55%	12.25%	11.34%	12.17%	11.04%	11.07%	7.08%	9.14%	14.05%	10.89%	8.35%	10.58%	7.30%	6.74%	5.41%	8.57%	7.32%	10.14%	9.22%	6.40%	8.47%	7.93%	7.50%	5.66%	4.72%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2043	104	123	89	14	89	73	99	91	25	118	62	88	73	90	99	74	55	67	98	91	72	132	144	3	70									
		13.98%	12.47%	16.55%	13.82%	12.17%	13.65%	13.25%	12.30%	12.41%	13.51%	17.13%	11.50%	17.56%	10.25%	13.20%	15.76%	12.44%	16.77%	13.87%	13.90%	16.64%	15.25%	14.15%	13.85%	5.66%	15.73%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	97	10	1	9	2	2	5	3	5	1	5	7	4	4	4	3	7	0	2	9	5	1	6	1	1	0									
		0.66%	1.20%	0.13%	1.40%	1.74%	0.31%	0.91%	0.37%	0.68%	0.54%	0.73%	1.30%	0.80%	0.56%	0.59%	0.48%	1.18%	0.00%	0.41%	1.28%	0.91%	0.21%	0.64%	0.10%	1.89%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	718	43	31	25	3	32	30	48	40	6	31	38	24	40	35	33	24	19	27	31	31	18	43	47	3	16									
		4.91%	5.16%	4.17%	3.88%	2.61%	4.91%	5.44%	5.96%	5.46%	3.24%	4.50%	7.05%	4.79%	5.62%	5.13%	5.25%	4.03%	5.79%	5.59%	4.40%	5.67%	3.81%	4.61%	4.52%	5.66%	3.60%									
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
