Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																													
Дата голосования: 18.09.2016																																													
																																													
Наименование Избирательной комиссии:    Северная																																													
																																													
Сводная таблица итогов голосования по федеральному избирательному округу																																													
																																													
		Сумма	УИК №1541	УИК №1542	УИК №1543	УИК №1544	УИК №1545	УИК №1546	УИК №1547	УИК №1548	УИК №1549	УИК №1550	УИК №1551	УИК №1552	УИК №1553	УИК №1554	УИК №1555	УИК №1556	УИК №1557	УИК №1558	УИК №1559	УИК №1560	УИК №1561	УИК №1562	УИК №1563	УИК №1564	УИК №1565	УИК №1566	УИК №1567	УИК №1568	УИК №1569	УИК №1570	УИК №1571	УИК №1572	УИК №1573	УИК №1574									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	142	3	2	3	2	2	3	2	2	2	2	5	2	2	3	3	3	2	1	5	2	3	3	5	2	2	34	20	3	5	2	5	1	5	1									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	96	3	2	1	0	1	1	0	1	2	0	5	1	2	3	2	2	0	0	5	0	3	0	5	1	0	31	17	2	2	0	1	0	3	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	60	1	0	2	2	2	0	1	0	2	1	0	0	2	3	1	1	1	2	1	1	2	1	2	1	3	13	4	0	3	1	1	1	4	1									
14	Число погашенных неиспользованных открепительных удостоверений	46	0	0	2	2	1	2	2	1	0	2	0	1	0	0	1	1	2	1	0	2	0	3	0	1	2	3	3	1	3	2	4	1	2	1									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																													
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	46	1	1	0	0	2	0	1	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	9	15	2	4	2	2	2	0	0									
		0.67%	0.50%	1.15%	0.00%	0.00%	1.10%	0.00%	0.68%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.85%	0.00%	1.22%	0.93%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.10%	0.86%	1.94%	0.75%	1.90%	2.86%	2.20%	0.75%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	162	8	2	3	2	0	5	2	1	3	0	7	0	6	4	2	1	2	3	1	2	3	1	9	0	4	26	22	11	7	0	2	4	5	14									
		2.36%	3.96%	2.30%	0.83%	2.08%	0.00%	2.43%	1.36%	1.56%	1.49%	0.00%	2.10%	0.00%	4.23%	3.39%	1.42%	1.22%	1.87%	1.85%	0.60%	2.25%	1.92%	0.89%	2.80%	0.00%	4.40%	2.48%	2.85%	4.10%	3.33%	0.00%	2.20%	1.49%	4.76%	9.86%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	78	4	2	4	0	2	3	3	0	1	2	2	1	0	2	0	2	2	0	3	0	0	0	4	1	0	18	9	6	2	2	1	2	0	0									
		1.14%	1.98%	2.30%	1.11%	0.00%	1.10%	1.46%	2.04%	0.00%	0.50%	1.83%	0.60%	0.97%	0.00%	1.69%	0.00%	2.44%	1.87%	0.00%	1.79%	0.00%	0.00%	0.00%	1.25%	0.92%	0.00%	1.72%	1.16%	2.24%	0.95%	2.86%	1.10%	0.75%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3679	102	49	252	67	137	132	99	45	83	76	229	71	112	78	107	39	73	77	118	52	70	51	144	85	44	368	265	129	108	30	62	164	60	101									
		53.60%	50.50%	56.32%	69.81%	69.79%	75.27%	64.08%	67.35%	70.31%	41.29%	69.72%	68.77%	68.93%	78.87%	66.10%	75.89%	47.56%	68.22%	47.53%	70.24%	58.43%	44.87%	45.54%	44.86%	77.98%	48.35%	35.11%	34.28%	48.13%	51.43%	42.86%	68.13%	61.19%	57.14%	71.13%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	25	0	0	1	0	2	2	2	0	0	0	0	1	1	0	0	0	1	2	0	0	0	1	0	0	0	1	9	1	1	0	0	0	0	0									
		0.36%	0.00%	0.00%	0.28%	0.00%	1.10%	0.97%	1.36%	0.00%	0.00%	0.00%	0.00%	0.97%	0.70%	0.00%	0.00%	0.00%	0.93%	1.23%	0.00%	0.00%	0.00%	0.89%	0.00%	0.00%	0.00%	0.10%	1.16%	0.37%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	35	2	0	1	0	2	4	1	0	0	0	3	0	0	0	0	2	1	0	1	0	0	1	0	0	0	13	2	0	0	0	0	1	0	1									
		0.51%	0.99%	0.00%	0.28%	0.00%	1.10%	1.94%	0.68%	0.00%	0.00%	0.00%	0.90%	0.00%	0.00%	0.00%	0.00%	2.44%	0.93%	0.00%	0.60%	0.00%	0.00%	0.89%	0.00%	0.00%	0.00%	1.24%	0.26%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.70%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1511	54	18	23	10	15	27	25	7	23	15	47	15	11	19	17	15	15	36	28	9	42	34	72	14	33	353	276	79	52	26	15	27	33	26									
		22.01%	26.73%	20.69%	6.37%	10.42%	8.24%	13.11%	17.01%	10.94%	11.44%	13.76%	14.11%	14.56%	7.75%	16.10%	12.06%	18.29%	14.02%	22.22%	16.67%	10.11%	26.92%	30.36%	22.43%	12.84%	36.26%	33.68%	35.71%	29.48%	24.76%	37.14%	16.48%	10.07%	31.43%	18.31%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	19	0	1	0	0	0	1	2	0	0	0	1	0	1	0	1	0	0	0	0	0	4	0	0	0	0	2	2	2	0	0	0	2	0	0									
		0.28%	0.00%	1.15%	0.00%	0.00%	0.00%	0.49%	1.36%	0.00%	0.00%	0.00%	0.30%	0.00%	0.70%	0.00%	0.71%	0.00%	0.00%	0.00%	0.00%	0.00%	2.56%	0.00%	0.00%	0.00%	0.00%	0.19%	0.26%	0.75%	0.00%	0.00%	0.00%	0.75%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	36	2	3	2	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	12	8	1	0	0	0	0	2	0									
		0.52%	0.99%	3.45%	0.55%	0.00%	0.55%	0.00%	0.68%	0.00%	0.00%	0.00%	0.30%	0.00%	0.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.64%	0.00%	0.00%	0.00%	1.10%	1.15%	1.03%	0.37%	0.00%	0.00%	0.00%	0.00%	1.90%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	15	0	0	1	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	4	0	0	1	1	0	0	1	0									
		0.22%	0.00%	0.00%	0.28%	1.04%	0.00%	0.49%	1.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.64%	1.79%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.48%	1.43%	0.00%	0.00%	0.95%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	23	1	1	2	1	0	0	1	0	1	1	1	0	0	4	0	0	0	2	0	0	0	0	0	0	0	6	1	0	0	0	0	1	0	0									
		0.34%	0.50%	1.15%	0.55%	1.04%	0.00%	0.00%	0.68%	0.00%	0.50%	0.92%	0.30%	0.00%	0.00%	3.39%	0.00%	0.00%	0.00%	1.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.57%	0.13%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	920	20	7	50	8	20	21	7	10	7	10	37	12	9	8	9	18	10	36	17	26	26	20	74	5	8	195	131	30	26	4	4	53	2	0									
		13.40%	9.90%	8.05%	13.85%	8.33%	10.99%	10.19%	4.76%	15.63%	3.48%	9.17%	11.11%	11.65%	6.34%	6.78%	6.38%	21.95%	9.35%	22.22%	10.12%	29.21%	16.67%	17.86%	23.05%	4.59%	8.79%	18.61%	16.95%	11.19%	12.38%	5.71%	4.40%	19.78%	1.90%	0.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	24	2	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	10	5	0	0	0	1	0	0	0									
		0.35%	0.99%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.71%	0.00%	0.00%	0.00%	0.00%	0.00%	1.28%	0.00%	0.31%	0.00%	0.00%	0.95%	0.65%	0.00%	0.00%	0.00%	1.10%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	89	1	1	7	2	0	1	1	0	3	3	4	2	0	0	3	1	2	3	0	0	5	2	5	4	0	14	13	5	1	2	1	2	1	0									
		1.30%	0.50%	1.15%	1.94%	2.08%	0.00%	0.49%	0.68%	0.00%	1.49%	2.75%	1.20%	1.94%	0.00%	0.00%	2.13%	1.22%	1.87%	1.85%	0.00%	0.00%	3.21%	1.79%	1.56%	3.67%	0.00%	1.34%	1.68%	1.87%	0.48%	2.86%	1.10%	0.75%	0.95%	0.00%									
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
