Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																										
Дата голосования: 18.09.2016																																										
																																										
Наименование Избирательной комиссии:    Бердюжская																																										
																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																										
																																										
		Сумма	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	32	0	2	0	1	2	4	2	0	2	0	0	1	0	1	2	2	0	2	0	0	6	1	0	0	4	0	0	0	0	0	0									
		0.37%	0.00%	0.43%	0.00%	0.23%	0.53%	0.87%	0.47%	0.00%	0.50%	0.00%	0.00%	0.26%	0.00%	1.19%	1.68%	3.45%	0.00%	2.99%	0.00%	0.00%	1.12%	1.59%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6526	270	344	332	327	276	358	321	341	299	385	161	299	331	74	90	47	140	55	302	62	386	32	55	34	481	251	79	48	45	71	230									
		75.36%	78.03%	74.78%	75.11%	75.69%	73.60%	77.66%	74.65%	74.78%	74.01%	73.90%	87.03%	78.89%	73.39%	88.10%	75.63%	81.03%	84.85%	82.09%	60.40%	80.52%	72.15%	50.79%	94.83%	64.15%	82.36%	76.99%	83.16%	81.36%	91.84%	81.61%	67.85%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	10	0	0	0	0	2	1	1	0	0	0	0	1	0	0	0	0	1	0	1	0	2	0	0	0	1	0	0	0	0	0	0									
		0.12%	0.00%	0.00%	0.00%	0.00%	0.53%	0.22%	0.23%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.20%	0.00%	0.37%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	11	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	1	0	2	0	1	0	0	0	2	0	0	0	0	0	1									
		0.13%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.40%	0.00%	0.19%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	676	35	47	35	34	15	41	30	32	31	43	14	29	35	6	14	2	5	3	65	7	61	12	0	11	22	8	7	3	1	6	22									
		7.81%	10.12%	10.22%	7.92%	7.87%	4.00%	8.89%	6.98%	7.02%	7.67%	8.25%	7.57%	7.65%	7.76%	7.14%	11.76%	3.45%	3.03%	4.48%	13.00%	9.09%	11.40%	19.05%	0.00%	20.75%	3.77%	2.45%	7.37%	5.08%	2.04%	6.90%	6.49%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	11	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	5	0	1	0	0	0	0	0	0	0	0	0	3									
		0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.72%	0.00%	0.00%	1.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.88%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	7	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0									
		0.08%	0.00%	0.22%	0.00%	0.00%	0.27%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.19%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	7	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0									
		0.08%	0.00%	0.22%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.72%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	16	0	0	1	0	2	2	1	0	1	0	0	0	0	0	0	2	0	2	0	0	2	1	0	0	0	0	0	0	0	0	2									
		0.18%	0.00%	0.00%	0.23%	0.00%	0.53%	0.43%	0.23%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	3.45%	0.00%	2.99%	0.00%	0.00%	0.37%	1.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.59%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	667	39	38	26	18	54	29	22	38	15	24	8	23	32	2	10	2	11	4	93	8	55	16	2	5	29	31	7	4	2	2	18									
		7.70%	11.27%	8.26%	5.88%	4.17%	14.40%	6.29%	5.12%	8.33%	3.71%	4.61%	4.32%	6.07%	7.10%	2.38%	8.40%	3.45%	6.67%	5.97%	18.60%	10.39%	10.28%	25.40%	3.45%	9.43%	4.97%	9.51%	7.37%	6.78%	4.08%	2.30%	5.31%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	10	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	2	0	2	0	0	0	0	1	0	0	0	0	0	0	1									
		0.12%	0.29%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	1.21%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	1.89%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	589	0	19	44	49	17	12	47	45	49	68	1	23	53	0	1	0	3	1	6	0	9	0	1	2	33	36	2	4	1	6	57									
		6.80%	0.00%	4.13%	9.95%	11.34%	4.53%	2.60%	10.93%	9.87%	12.13%	13.05%	0.54%	6.07%	11.75%	0.00%	0.84%	0.00%	1.82%	1.49%	1.20%	0.00%	1.68%	0.00%	1.72%	3.77%	5.65%	11.04%	2.11%	6.78%	2.04%	6.90%	16.81%									
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
